科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"170,868,097.07","285,665,669.98","354,787,788.94","79,816,880.30","191,628,297.52","321,034,994.00","485,135,936.99","126,327,378.90","277,788,967.40","475,552,987.80","705,731,868.54","165,569,725.89","394,794,997.18","669,797,427.71","991,531,396.88","252,205,997.56","576,392,343.47","892,071,837.58","1,304,350,309.63","331,998,305.29","779,817,877.81","1,255,314,528.41","1,923,778,380.20","622,028,067.32","1,529,342,308.12","2,593,217,469.39","4,040,597,685.39","947,745,945.72","2,393,793,040.15","3,750,513,429.97","5,299,957,501.50","1,092,340,505.86","2,802,848,840.32","4,758,038,783.10","6,781,571,529.24","1,700,710,798.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"20,137,522.64","32,877,083.05",,,,,,,,,"216,991,313.49",,,"246,623,818.88",,,,"1,115,077,208.81","95,353,366.17","121,333,051.53","121,333,051.53","331,369,617.12",,"269,824,581.82","306,998,441.63","385,717,875.77","1,989,617.23"
收到的税费返还,,,,"147,463.20","147,463.20","147,463.20","237,463.20",,,,"133,602.05",,,,,,,,,,,"350,871.20","344,270.53","11,556.44","146,369.89","1,544,916.99",,"155,000.00","359,118.16","450,372.50",,"644,911.29","4,842,339.40","23,939,205.86","22,478,386.29","181,705.21"
支付其他与投资活动有关的现金,"1,075,632.45","606,763.20","150,000.00",,,,"181,850,000.00",,,,,,,,,,,,"937,894.52",,"1,600,000.00",,,,,,,,,"172,520,635.00",,"7,744,346.10","11,351,000.00","11,351,000.00",,"2,615,000.00"
收到其他与经营活动有关的现金,"2,625,861.44","7,068,101.04","6,842,188.31","2,743,006.93","6,481,959.16","9,719,905.36","10,979,861.20","14,135,629.40","11,470,166.16","29,292,767.37","16,752,032.53","7,031,014.69","14,349,437.84","23,921,415.39","15,798,864.50","9,579,308.19","29,175,120.82","41,055,574.63","14,469,895.07","11,966,518.52","90,976,183.98","77,323,244.63","29,516,778.30","32,469,424.53","52,999,471.75","75,412,903.52","47,164,114.01","83,769,821.67","63,304,563.24","82,423,954.08","73,843,117.28","41,146,750.16","75,084,125.57","88,165,674.40","132,706,281.34","41,984,795.36"
投资活动现金流出小计,"15,784,707.79","13,484,854.98","18,099,680.81","2,959,488.09","12,476,386.70","13,590,845.14","205,157,480.46","9,774,776.84","38,726,072.90","44,613,368.42","75,852,298.53","11,347,231.47","30,593,893.58","48,365,665.50","60,847,972.76","21,859,006.85","57,701,160.95","96,441,349.65","140,928,582.33","301,434,324.63","366,676,585.28","721,691,816.63","851,009,509.79","470,237,463.14","902,853,318.31","1,207,262,253.34","1,869,190,348.74","483,887,517.21","675,457,077.28","1,332,653,898.56","1,332,526,765.97","185,610,042.87","552,800,102.44","826,450,565.77","904,785,493.19","215,958,053.49"
经营活动现金流入小计,"173,493,958.51","292,733,771.02","361,629,977.25","82,707,350.43","198,257,719.88","330,902,362.56","496,353,261.39","140,463,008.30","289,259,133.56","504,845,755.17","722,617,503.12","172,600,740.58","409,144,435.02","693,718,843.10","1,007,330,261.38","261,785,305.75","605,567,464.29","933,127,412.21","1,318,820,204.70","343,964,823.81","870,794,061.79","1,332,988,644.24","1,953,639,429.03","654,509,048.29","1,582,488,149.76","2,670,175,289.90","4,087,761,799.40","1,031,670,767.39","2,457,456,721.55","3,833,387,756.55","5,373,800,618.78","1,134,132,167.31","2,882,775,305.29","4,870,143,663.36","6,936,756,196.87","1,742,877,298.57"
投资活动产生的现金流量净额,"-14,414,847.50","-12,349,264.28","-17,007,970.02","-2,889,620.89","-12,204,470.21","-13,377,198.90","-204,170,164.44","-9,754,522.16","143,212,694.51","27,017,900.33","107,142,013.82","-11,310,022.06","-30,536,262.47","-48,303,656.39","-60,477,803.19","-21,794,406.85","-57,599,512.95","-96,314,204.46","-128,723,800.12","-294,173,467.35","-359,403,633.00","-654,421,096.87","-724,894,064.52","-435,795,296.97","-852,592,066.39","-1,127,535,164.01","-1,853,244,376.09","-483,725,679.31","-661,831,239.80","-1,300,191,108.33","-1,117,338,903.49","-183,399,071.99","-404,221,031.12","-601,119,358.28","-495,489,631.83","-171,308,235.98"
购买商品、接受劳务支付的现金,"118,113,653.96","201,678,278.10","201,429,718.65","47,968,243.53","121,796,785.93","189,645,455.36","301,903,542.06","147,984,117.54","229,170,422.26","340,213,829.61","456,533,614.34","113,370,553.80","223,814,764.97","386,917,135.98","575,658,691.62","152,147,077.22","313,221,181.60","475,792,574.38","737,164,915.04","217,859,903.33","451,474,975.39","678,622,846.68","1,216,852,738.54","516,326,843.18","978,309,689.71","1,778,205,113.02","2,796,061,478.74","792,953,333.91","1,737,666,812.24","2,702,473,485.46","3,672,730,010.91","928,488,340.38","1,960,801,730.09","3,253,112,519.85","4,393,442,907.93","1,259,254,261.71"
吸收投资收到的现金,"5,734,100.00","67,246,414.00","20,060,200.00","330,000.00","5,261,229.76","281,935,000.00","274,622,263.75",,"375,000.00","3,825,000.00","3,450,000.00",,,,,,"39,830,529.12","40,830,529.12","42,830,529.12",,"36,197,936.88","36,197,936.88","45,721,893.68","1,010,716,678.69","1,049,930,667.87","1,069,609,238.87","1,080,862,488.87","6,160,000.00","32,700,000.00","189,219,642.72","83,815,000.00","7,350,000.00","40,750,000.00","49,000,000.00","1,095,793,489.64","14,850,000.00"
