科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"74,872,699.41","60,221,673.74","73,252,849.14","61,032,701.34","69,230,209.79","58,800,101.68","57,892,478.68","83,126,213.02","103,983,584.76","122,355,435.16","144,474,399.00","341,151,075.34","299,769,923.16","215,709,757.99","220,382,819.20","218,668,091.68","214,988,568.93","186,671,750.63","159,196,574.33","255,441,689.78","176,656,282.34","189,412,264.93","205,261,052.92","331,273,894.83","246,149,800.32","219,079,825.17","210,642,183.28","338,831,120.42","284,872,446.76","273,250,553.47","253,534,561.47","487,876,651.05","342,535,045.81","280,337,532.67",,"548,834,098.41","342,757,760.57","322,805,029.05","396,914,039.52","614,468,903.07","501,681,271.07","435,650,649.49","358,331,731.67","573,462,359.60"
短期借款,,,"10,000,000.00",,"25,000,000.00","15,000,000.00","15,439,566.80","9,589,947.81",,,"10,000,000.00",,,,"50,103,300.00","69,665,589.93","151,696,600.00","194,433,000.00","170,714,201.60","153,850,316.72","118,571,896.07","138,290,178.91","141,656,195.48","143,485,360.42","168,997,367.07","151,020,380.69","131,900,678.00","64,017,593.37","70,513,794.70","101,220,816.71","79,683,619.71",,"42,879,399.87","61,162,999.20","24,297,318.03","97,404,000.00","32,305,999.24","46,418,400.00","46,744,600.00","38,153,500.00","20,697,900.00",,,"20,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"80,900.00","471,000.00","48,750.00","155,725.00","1,556,000.00","1,666,200.00","1,917,909.00","2,062,017.80","2,288,904.00","748,189.17","5,164.72","1,695,540.77","2,335,880.64","312,363.03","1,140,063.78","1,740,036.30","55,924.56",,,,,,,"550,886.34",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,514,583.57","466,904.58","1,443,968.25","307,833.38","3,181,746.56","1,557,574.02",,"923,748.58"
应收票据,"1,086,750.00","987,800.00","367,022.50",,,,,,,,,"2,913,250.00",,,,,,,"2,758,900.00","5,863,328.00","4,875,078.00",,"980,672.00",,,,,,"190,000.00",,,,,,,,,,,,"4,000,000.00",,,
应付票据,,,,,,,,,,"1,230,000.00","5,412,000.00","395,216.42","395,216.42",,,,,,"18,210,358.26","26,194,263.34","34,509,804.33","68,129,200.00","25,499,281.58","71,118,665.02","47,247,516.32","49,603,860.76","43,225,662.87","52,009,856.34","54,606,928.47","72,927,810.35","34,401,286.51","45,782,818.71","34,139,391.37","35,653,179.95","38,153,095.03","50,825,581.96","20,768,675.55","36,448,975.53","32,138,452.23","49,519,027.82","20,627,223.00","74,389,684.68","40,935,727.12","47,619,098.08"
应收账款,"139,014,679.95","123,827,121.13","121,313,931.85","113,877,397.23","180,431,236.32","179,673,054.58","122,633,300.42","128,274,613.11","122,455,337.07","128,924,897.94","156,890,807.65","156,675,784.36","185,278,371.35","222,341,757.29","215,600,162.55","165,243,181.56","196,166,930.48","216,644,296.99","257,517,842.39","173,693,917.75","252,936,573.61","246,767,138.08","263,937,524.09","193,240,723.77","299,010,622.85","293,728,663.26","275,825,450.42","195,077,067.27","278,323,722.27","275,358,125.41","275,453,769.04","184,040,948.16","271,503,672.48","312,121,606.24","286,810,291.58","146,974,299.60","185,937,060.53","193,404,202.50","187,550,130.25","157,545,717.69","199,435,813.92","253,915,369.04","235,359,115.89","137,628,083.12"
应付账款,"116,037,798.64","125,755,529.66","138,056,835.38","137,090,688.17","136,821,952.97","168,807,578.94","139,495,705.52","112,404,698.90","141,710,866.90","113,290,831.64","126,018,862.72","121,219,609.62","145,115,105.80","178,268,620.37","240,799,011.54","185,456,631.84","193,856,832.74","218,480,984.62","263,874,811.19","204,070,521.16","257,964,228.63","191,127,209.16","316,830,241.03","199,125,571.34","256,098,638.71","248,018,949.65","302,717,388.07","303,759,392.04","318,200,684.09","254,009,007.30","277,018,353.97","286,063,907.19","344,954,847.31","295,185,950.05","280,069,654.54","263,401,086.88","347,184,009.70","260,926,179.88","292,837,932.90","264,176,837.80","325,160,330.75","274,356,464.85","270,469,885.40","279,902,247.35"
预付款项,"18,337,659.50","20,819,179.40","28,001,861.52","6,040,286.24","7,646,997.89","8,690,412.31","11,106,356.83","11,586,867.73","14,057,409.80","14,928,977.91","16,704,735.71","8,445,513.98","12,740,129.68","20,465,228.17","21,289,228.34","23,408,074.06","34,449,679.63","40,554,872.18","29,097,884.66","21,684,295.06","32,838,441.36","50,934,328.03","47,556,629.11","13,649,324.71","41,314,365.55","16,080,210.73","37,360,868.84","15,603,954.87","32,036,522.24","15,160,689.41","29,011,189.88","13,352,686.52","17,194,247.34","18,449,179.88","13,882,694.53","4,105,472.45","8,412,312.49","5,861,102.15","6,002,715.18","4,688,455.89","3,093,958.57","3,911,923.36","6,684,730.57","10,049,795.36"
预收款项,"1,734,890.48","2,341,741.79","3,772,292.08","1,951,882.08","67,620,008.87","3,521,007.00","3,079,031.53","2,242,220.81","2,396,348.90","869,383.08","1,891,571.24","1,529,056.86","11,395,061.62","6,547,572.20","8,456,223.43","2,055,987.03","1,738,398.30","11,696,285.38","21,176,730.47","28,174,510.79","32,375,297.82","28,581,535.65","47,368,076.80","56,461,800.72","40,981,780.83","30,916,893.82","38,361,772.39","32,806,077.25","62,958,010.36","45,642,430.17","42,040,633.59","72,045,388.59","50,584,847.40","83,051,652.79","82,962,970.87","68,880,443.88","62,611,031.86","71,057,041.73","101,955,573.54","67,151,837.11","71,530,014.74","62,342,680.28","59,029,038.06","81,367,927.55"
其他应收款,"6,938,220.68","12,030,922.30","18,759,956.88","6,076,115.44","24,188,233.93","9,933,012.93","25,111,924.26","10,029,398.66","19,570,748.47","13,154,308.52","14,556,060.63","11,093,930.88","21,349,052.68","28,082,231.28","20,463,340.18","33,244,334.86","36,124,495.58","47,560,185.89","47,848,806.30","33,443,670.63","28,223,409.81","33,473,481.44","44,015,845.15","40,862,113.22","28,719,797.98","29,294,298.95","31,421,366.47","26,739,371.62","20,578,222.80","24,965,763.80","32,575,609.67","29,223,344.84","28,207,317.49","24,661,606.30","31,121,899.67","26,771,284.98","39,511,377.29","37,044,378.19","45,660,289.12","35,072,430.01","34,081,138.42","35,855,620.53","32,765,464.84","37,532,720.39"
应付职工薪酬,"42,319,544.22","38,098,500.37","39,377,274.68","30,005,267.61","23,215,399.25","29,911,676.35","30,748,098.73","32,955,374.42","26,916,490.89","33,535,823.32","36,123,144.88","37,832,506.30","32,276,242.53","34,649,032.25","39,469,853.81","42,148,308.35","33,930,548.96","36,923,191.09","41,515,834.26","47,586,757.50","43,149,197.03","44,343,077.35","49,748,199.66","49,099,379.64","45,906,904.31","46,854,024.92","51,730,357.88","54,121,462.38","45,565,399.88","49,281,974.51","53,776,817.24","60,089,230.35","49,689,524.28","53,620,905.49","60,109,632.90","62,275,466.85","48,672,574.71","55,303,757.14","63,366,374.36","70,822,243.83","54,836,376.89","56,811,583.81","62,965,731.64","69,076,585.89"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-6,660,467.86","-2,987,767.87","1,677,627.55","-2,923,650.01","660,506.64","-10,402,158.55","-939,197.35","-464,265.21","3,723,135.55","351,466.51","3,658,440.48","-3,761,519.22","2,929,401.91","8,481,741.67","1,813,904.13","-877,306.81","-9,754,771.27","3,665,979.67","-3,752,688.17","10,194,177.74","-4,483,054.97","-2,001,339.90","-196,003.04","13,946,059.62","-7,997,008.59","-4,055,056.60","-4,427,308.85","10,914,034.19","-926,098.08","-6,314,226.17","-2,996,586.08","18,137,616.93","2,558,196.35","278,839.84","4,792,945.06","14,062,554.36","-3,291,128.12","9,634,821.93","13,180,087.93","22,604,649.30","15,789,481.24","5,463,507.10","20,441,017.99","7,343,757.08"
应收利息,,,,,,,,,,,,"147,534.96",,"70,304.69",,,,,,,,,,,,,,,,,,,,,,,,,,"1,185,255.13",,,,"704,888.89"
应付利息,,,,,,"27,375.00",,,,,,,,,,"252,764.48","371,067.61",,"99,354.45","294,273.68",,"239,513.37","145,406.71","144,100.40",,"108,079.52","387,003.08","576,047.27","193,807.28","216,488.96","206,150.09","242,486.81","549,937.56","190,801.33","154,790.14","141,471.82","52,110.41","51,678.98","52,500.55","60,434.74",,"33,125.00","33,125.00","17,813.89"
应收股利,,,,,,,,,,,,,,,,"448,775.44","472,138.95","471,895.16","408,153.18","402,521.68","439,367.63","394,568.20","419,882.57",,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"181,126,464.72","185,727,622.91","211,617,841.34","198,275,544.62","204,006,254.91","202,627,833.53","246,690,630.97","200,372,331.37","199,842,836.88","169,765,173.94","177,353,964.61","162,902,079.42","203,636,374.03","233,088,596.38","341,456,325.83","355,321,558.98","401,502,114.79","422,529,967.12","443,968,380.25","409,826,574.37","428,523,852.49","401,362,497.49","477,927,422.93","411,088,409.95","406,423,059.98","400,061,641.56","452,967,196.05","435,070,064.19","471,255,919.90","473,874,170.44","490,684,158.04","446,484,684.30","505,787,184.10","536,482,675.27","566,990,318.70","426,211,045.02","547,582,735.28","527,328,310.81","550,760,197.12","395,131,752.71","441,007,437.55","433,944,405.29","440,675,901.41","366,707,457.01"
其他应付款,"19,465,902.62","18,303,161.21","21,840,279.23","14,753,132.79","16,295,596.61","16,224,482.84","23,150,503.24","20,938,358.84","21,068,721.94","26,217,993.66","32,168,614.08","37,317,079.37","33,736,759.57","38,688,756.65","15,636,201.98","32,298,425.56","34,905,546.33","18,068,331.21","22,709,370.48","27,587,232.94","27,796,457.19","36,728,459.06","31,423,615.88","28,532,195.13","16,152,533.65","24,401,922.14","20,741,161.68","37,186,475.31","14,432,280.39","34,358,731.26","37,304,476.10","55,900,970.31","48,951,725.22","46,461,364.19","48,135,105.64","73,080,696.49","58,150,274.03","44,586,992.31","64,784,299.14","67,483,299.73","43,686,762.60","41,456,421.85","25,578,124.11","42,786,358.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"44,524.68","78,072.29",,,,,,,,,,"228,205.14","228,205.14","228,205.14","209,188.04","133,119.68","76,068.41","19,017.14",,,,,,,,,,,,,,,,,,,,,,,,,,
