科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"14,321,359.17","19,325,513.77","29,749,667.97","55,076,289.84","44,750,390.08","435,236,871.84","433,126,480.22","420,254,039.97","424,345,064.01","378,860,881.51","387,409,440.89","351,312,307.85","368,512,725.68","328,201,604.65","321,503,243.25","303,114,600.81","357,833,905.23","292,232,214.13","289,680,110.20","193,604,519.45","249,313,200.12","143,026,792.84","555,331,377.42","334,213,126.76","450,215,405.16","282,456,070.16","242,112,035.96","111,950,335.99","330,219,107.89","279,271,959.53","75,489,950.39","97,066,432.48","168,754,725.40","107,407,649.61"
短期借款,"78,400,000.00","89,500,000.00","49,500,000.00","51,500,000.00","49,000,000.00","49,000,000.00","49,000,000.00","73,000,000.00","61,000,000.00","61,000,000.00","60,000,000.00","68,900,000.00","63,300,000.00","62,950,000.00","62,950,000.00","65,630,000.00","74,920,000.00","94,920,000.00","93,920,000.00","105,810,000.00","106,040,000.00","76,440,000.00","104,340,000.00","204,340,000.00","184,340,000.00","184,640,000.00","233,640,000.00","187,000,000.00","224,000,000.00","189,000,000.00","229,000,000.00","261,000,000.00","254,000,000.00","259,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,544,062.56","14,632,579.35","12,598,850.00","6,341,419.34","19,710,004.45","34,817,985.99","24,555,746.58","29,434,692.47","39,536,976.48","51,676,714.49","62,794,988.95","33,423,886.56","34,843,147.02","27,829,522.63","34,840,015.01","39,005,268.49","67,137,821.01","52,517,895.97","57,689,644.55","93,708,811.32","99,520,579.66","85,012,258.85","86,793,563.23","48,256,078.76","39,425,724.19","57,272,719.07","64,945,528.85","92,224,362.01","58,556,238.65","68,722,420.35","120,288,511.11","49,758,127.63","66,616,389.58","58,080,109.73"
应付票据,,"4,246,000.00","1,900,000.00",,"744,376.10","5,060,200.00","10,452,622.50","8,950,767.94","7,795,059.44","9,617,112.30","6,024,058.30","2,912,176.00","5,034,716.00","3,868,600.00","1,048,400.00","2,805,000.00","5,105,000.00","10,162,740.00","8,078,758.67","2,353,514.67","5,726,713.40","12,619,922.95","8,481,705.55",,,"6,619,942.40","17,039,942.40","17,907,662.00","23,104,704.00","23,011,252.00","13,924,460.00","20,498,944.50","19,219,741.95","6,916,032.00"
应收账款,"36,345,357.58","44,421,733.28","51,975,678.55","48,501,518.30","30,121,449.49","33,175,673.78","50,301,394.70","54,972,153.95","34,131,636.29","45,636,245.76","43,561,413.54","52,396,617.67","33,396,221.68","61,033,716.86","66,490,104.91","85,514,218.88","42,227,258.70","84,592,244.57","100,814,093.88","171,304,825.51","111,232,423.14","202,848,007.73","217,259,889.07","304,976,873.46","183,747,591.61","249,556,748.35","342,327,047.52","351,496,218.64","227,792,864.99","302,064,575.20","345,700,206.24","341,080,550.44","244,620,798.75","289,836,480.39"
应付账款,"5,650,731.82","22,141,939.57","12,621,455.77","14,245,804.33","12,523,921.97","9,325,991.94","12,801,001.18","9,423,814.18","15,995,697.02","11,176,914.29","13,072,879.01","10,029,582.56","17,746,357.95","12,374,310.61","16,330,883.23","12,597,504.56","20,165,915.69","13,582,704.27","15,250,613.75","40,838,880.03","51,958,220.30","39,853,920.83","44,113,680.80","45,909,313.85","51,850,464.22","45,265,863.30","57,298,772.96","72,316,531.20","70,778,710.11","98,434,979.80","116,175,696.62","121,275,351.54","132,940,045.21","120,972,874.95"
预付款项,"4,514,888.18","4,763,756.64","189,650.00","705,469.99","4,453,611.89","13,392,941.61","5,719,866.06","4,553,258.38","4,363,875.09","5,491,270.91","3,200,299.90","5,626,145.01","2,498,498.21","3,686,214.73","1,765,108.21","4,174,066.76","2,378,358.31","3,202,283.00","3,408,146.65","5,263,439.38","10,401,964.41","27,757,873.75","42,246,476.34","35,442,047.24","5,319,878.85","13,502,174.29","47,988,325.90","8,996,725.54","7,015,644.80","8,192,981.46","9,561,868.32","8,631,872.94","3,060,847.41","3,012,882.91"
预收款项,"2,246,922.57","2,531,012.14","2,923,323.98","1,878,459.34","4,984,599.54","1,412,356.85","460,798.44","819,527.28","757,568.72","4,769,454.03","820,212.42","838,801.91","2,783,375.22","123,376.27","7,219.09","21,864.80","1,898,218.30","7,010.00","287,794.80","502,093.61","3,457,525.38","3,416,998.53","668,418.24","1,281,781.86","595,027.14","549,740.41","195,133.47","649,272.61","2,143,931.87","3,600,007.00","1,617,745.12","1,175,472.34","1,440,942.82","1,436,269.79"
