科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"54,410,743.48","33,048,145.69","31,680,057.77","36,066,819.62","24,389,510.50","43,319,921.58","90,304,350.96","126,190,839.31","92,851,164.74","90,523,305.59","63,680,237.68"
短期借款,"53,000,000.00","37,200,000.00","44,242,009.14","45,404,549.04","49,262,283.59","89,814,430.74","104,890,357.84","196,328,853.73","283,154,347.65","299,999,316.27","366,910,529.60"
交易性金融资产,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,
应收票据,"11,892,570.00","5,497,975.57","16,595,881.00","8,436,844.52","7,413,153.11","10,160,210.00","16,156,305.45","16,962,088.65","6,266,149.40","15,088,668.94","8,143,484.00"
应付票据,"9,239,367.00","15,815,628.00","1,800,000.00","2,996,609.12",,"20,266,198.50","10,420,480.60","11,268,131.14","5,263,196.14","2,503,758.00","2,503,758.00"
应收账款,"161,545,030.77","169,107,088.18","185,716,936.58","221,717,683.86","247,432,512.53","238,822,763.43","256,215,541.03","306,557,155.85","332,777,362.86","334,176,920.42","344,807,933.19"
应付账款,"58,292,488.80","62,104,562.90","66,246,991.81","49,722,266.62","73,368,982.02","75,836,758.82","102,640,609.60","105,431,023.99","113,981,422.67","124,910,018.44","154,987,311.78"
预付款项,"15,336,837.20","16,221,423.50","16,269,039.84","31,108,905.07","48,421,393.32","56,821,644.92","74,803,257.71","59,544,731.47","82,160,235.46","54,015,366.47","87,153,006.81"
预收款项,"35,008,054.56","6,175,715.69","6,252,952.39","15,300,471.17","31,033,447.66","37,063,259.76","53,048,160.58","16,654,720.36","38,198,693.76","21,105,041.62","60,261,058.23"
其他应收款,"14,141,436.45","11,246,683.31","10,218,404.38","11,407,893.62","13,195,219.50","13,606,376.31","4,629,736.25","9,727,022.71","6,852,975.85","11,725,169.49","16,766,674.12"
应付职工薪酬,"1,367,861.82","1,040,200.71","975,122.04","1,106,354.63","1,172,011.83","1,934,815.95","1,044,714.05","1,067,014.22","1,222,681.83","2,311,336.15","1,546,775.56"
应收关联公司款,,,,,,,,,,,
应交税费,"9,082,672.87","18,400,892.69","22,891,718.98","29,861,946.75","33,169,378.26","28,485,247.79","24,591,668.19","10,983,954.73","13,008,403.03","28,871,439.59","22,555,118.97"
应收利息,,,,,,,,,,,
应付利息,,,,"1,875,000.00","2,812,500.00",,"937,500.00","1,875,000.00","2,812,500.00",,
应收股利,,,,,,,,,,,
应付股利,,,,,,,,,,,
存货,"98,246,297.17","73,868,876.88","73,623,641.66","76,414,518.35","98,503,087.44","122,521,633.95","161,923,581.78","160,722,381.27","185,667,020.16","207,352,590.45","270,805,420.77"
其他应付款,"838,615.60","925,657.74","10,048,247.62","13,541,010.84","5,920,997.87","8,114,205.65","5,916,345.22","9,770,759.33","34,266,785.90","37,985,664.15","35,269,907.30"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,,,"10,000,000.00","5,000,000.00","5,000,000.00",,,,,"49,962,275.06",
其他流动资产,,,,,,,,,,"2,272,077.63","2,208,765.39"
其他流动负债,,,,,,,,,,,
流动资产合计,"355,572,915.07","308,990,193.13","354,200,498.94","385,152,665.04","439,354,876.40","485,252,550.19","604,032,773.18","679,704,219.26","706,574,908.47","715,154,098.99","793,565,521.96"
流动负债合计,"166,829,060.65","141,662,657.73","162,457,041.98","164,808,208.17","201,739,601.23","261,514,917.21","303,489,836.08","353,379,457.50","491,908,030.98","567,648,849.28","644,034,459.44"
可供出售金融资产,,,"1,792,070.70","1,792,070.70","1,792,070.70","1,792,070.70","1,792,070.70","1,792,070.70","1,792,070.70","16,458,737.70","16,458,737.70"
长期借款,"32,000,000.00","32,000,000.00","22,000,000.00","22,000,000.00","49,149,314.57",,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,"48,627,592.02","48,975,407.05","16,519,282.51","49,260,722.08","49,449,131.16","49,637,540.24","49,825,949.32",,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,"958,532.67",,,,,,,"118,211,000.00","104,826,185.99","104,456,653.61"
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,,,,,,,,,,
固定资产,"12,966,053.27","21,219,893.63","125,243,970.93","117,155,635.93","110,520,001.39","114,363,748.82","113,925,939.15","112,686,678.69","113,602,559.62","127,477,647.99","125,748,182.54"
递延所得税负债,"148,721.78","79,155.01","51,383.07","37,569.09","30,794.20","24,082.75","17,257.67","9,787.37","9,787.37","4,714.80","1,634.73"
在建工程,"25,189,246.62","57,555,276.93",,"2,730,000.00","3,760,550.00",,"5,907,401.63",,,"1,512,702.60","5,481,454.32"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"48,748,721.78","48,679,155.01","87,278,975.09","87,612,976.14","87,699,391.28","65,723,369.85","68,382,282.87","68,470,550.67","68,518,474.81","17,443,215.41","16,985,259.51"
固定资产清理,,,,,,,,,,,
负债合计,"215,577,782.43","190,341,812.74","249,736,017.07","252,421,184.31","289,438,992.51","327,238,287.06","371,872,118.95","421,850,008.17","560,426,505.79","585,092,064.69","661,019,718.95"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"156,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","208,000,000.00","208,000,000.00","210,400,000.00","210,400,000.00","210,400,000.00"
油气资产,,,,,,,,,,,
资本公积,"5,475,860.10","5,475,860.10","5,475,860.10","5,234,827.50","5,234,827.50","5,234,827.50","24,639,123.83","24,670,169.36","47,086,263.67","50,934,059.77","53,446,004.98"
无形资产,"25,222,450.22","26,801,661.42","9,183,656.39","9,031,933.41","9,002,478.46","8,969,924.65","8,856,734.42","8,958,669.02","8,999,977.38","15,737,947.67","15,650,758.97"
盈余公积,"6,887,210.64","8,782,004.24","9,898,791.85","9,898,791.85","9,898,791.85","14,111,572.50","15,543,390.67","14,111,572.50","14,099,643.56","18,593,677.21","18,593,677.21"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,"23,640,000.00","23,640,000.00","23,640,000.00"
商誉,,,,,,,,,,"5,309,344.20","5,309,344.20"
未分配利润,"38,583,045.39","60,016,153.97","76,598,060.42","100,465,722.01","112,441,904.62","117,694,465.64","124,104,919.88","142,698,954.68","149,254,968.88","148,775,776.36","151,011,594.77"
长期待摊费用,"991,228.29","806,539.26","260,081.20","87,079.60","57,166.73","28,583.39",0.05,"190,289.65","173,979.10","1,055,325.33","1,002,600.37"
少数股东权益,"2,115,425.47","1,531,058.78","1,158,967.40",,,,,,,"8,625,757.70","7,945,461.17"
递延所得税资产,"4,697,430.56","5,814,792.79","8,187,418.68","8,071,140.99","8,527,372.80","9,872,274.95","9,644,634.20","7,998,777.39","8,272,886.63","11,249,345.26","11,103,203.41"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"69,066,408.96","113,156,696.70","144,667,197.90","138,867,860.63","133,659,640.08","135,026,602.51","140,126,780.15","131,626,485.45","251,052,473.43","283,627,236.74","285,210,935.12"
所有者权益(或股东权益)合计,"209,061,541.60","231,805,077.09","249,131,679.77","271,599,341.36","283,575,523.97","293,040,865.64","372,287,434.38","389,480,696.54","397,200,876.11","413,689,271.04","417,756,738.13"
资产总计,"424,639,324.03","422,146,889.83","498,867,696.84","524,020,525.67","573,014,516.48","620,279,152.70","744,159,553.33","811,330,704.71","957,627,381.90","998,781,335.73","1,078,776,457.08"
负债和所有者(或股东权益)合计,"424,639,324.03","422,146,889.83","498,867,696.84","524,020,525.67","573,014,516.48","620,279,152.70","744,159,553.33","811,330,704.71","957,627,381.90","998,781,335.73","1,078,776,457.08"
