科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付利息,"893,346.75","1,167,729.19","1,366,471.76","1,508,778.34","1,670,397.36","1,497,183.50","1,577,261.43","1,581,505.88","1,581,649.55","1,508,401.59","1,502,908.50","1,746,846.26","1,609,385.39","1,538,256.74","1,477,922.85","1,603,885.39","1,039,764.84","991,364.84","956,433.33","967,308.34","969,966.66","917,833.33","917,833.33","920,471.55","920,471.55","882,136.11","882,136.11"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"21,012,628.40",,,,"22,962,628.40",,,,"31,585,785.50",,,,"31,585,785.50",,,,"31,585,785.50",,,
存货,"96,289,188.84","138,006,793.84","122,418,117.92","116,287,055.24","106,891,286.16","136,467,615.08","135,519,082.29","167,473,050.59","171,544,616.62","180,906,462.73","188,968,621.54","186,003,471.74","201,840,745.88","202,149,703.92","209,148,493.10","208,916,616.23","234,825,621.47","252,400,451.28","230,600,487.56","233,697,696.31","245,417,313.08","244,998,559.78","257,971,834.33","260,376,818.07","280,427,619.94","279,634,663.89","298,359,427.03"
其他应付款,"3,803,915.62","3,721,551.24","951,788.17","1,190,479.97","932,553.21","831,632.70","1,238,353.79","770,934.52","903,809.73","1,898,639.32","1,955,751.06","8,552,557.27","3,201,421.66","2,228,853.18","2,228,261.77","1,468,348.64","1,859,135.30","4,854,383.45","4,380,976.31","4,439,554.16","4,691,474.43","5,329,991.89","4,878,388.60","4,537,496.45","4,579,571.99","4,682,867.66","4,494,127.78"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"5,000,000.00","13,000,000.00","14,390,400.00","14,390,400.00","13,790,400.00","13,790,400.00","13,790,400.00","13,790,400.00","13,050,400.00","13,050,400.00","13,050,400.00","13,050,400.00","8,800,000.00","8,800,000.00","8,800,000.00","8,800,000.00","8,800,000.00","8,800,000.00","8,800,000.00","8,800,000.00",,,,,,
其他流动资产,"902,769.92","1,004,992.67","1,876,410.23","2,068,330.45","1,654,827.77","5,224,181.63","897,051.10","744,901.87","929,325.47","29,150,141.03","13,100,366.31","14,239,005.70","10,662,259.64","8,139,857.40","378,515,554.96","219,281,582.77","259,805,392.86","8,711,198.50","276,072,884.40","266,544,467.23","295,733,491.90","316,808,874.28","264,799,315.07","226,386,903.01","203,761,811.05","139,737,784.36","121,320,023.71"
其他流动负债,"7,207,633.33","10,644,849.00","10,653,379.56","10,325,917.13","8,839,654.53","8,290,557.10","7,556,188.35","7,985,318.98","8,648,401.86","9,934,306.59","9,455,421.09","11,113,373.28","10,858,574.01","12,473,903.33","13,513,641.36","15,049,043.24","17,250,771.54","15,528,531.26","16,883,828.07","18,675,481.72","20,802,130.29","26,010,383.35","24,841,817.06","22,181,925.19","23,988,850.53","23,955,021.97","27,139,894.47"
流动资产合计,"278,844,932.26","403,239,788.77","524,257,120.54","540,601,239.21","557,371,483.82","639,672,851.98","655,684,781.86","681,831,860.69","673,965,392.11","684,706,546.41","695,536,863.62","733,432,181.75","720,068,640.63","1,426,121,718.48","1,295,434,686.18","1,329,682,851.67","1,138,205,463.79","1,192,592,816.29","1,187,976,436.02","1,234,056,781.03","1,204,454,448.43","1,279,627,244.27","1,294,536,227.04","1,225,006,245.47","1,188,320,046.97","1,244,251,491.99","1,229,332,675.85"
流动负债合计,"124,296,072.52","207,512,603.31","331,445,952.39","333,478,694.44","344,482,443.54","403,291,791.65","410,065,755.25","491,963,714.63","485,555,921.84","500,695,712.34","523,834,695.98","578,561,360.41","569,589,288.76","620,885,331.84","475,178,730.41","532,386,956.53","333,502,558.71","391,081,591.46","382,555,497.28","451,762,122.36","432,610,234.31","526,609,306.42","528,829,525.33","480,279,063.92","467,318,650.23","554,394,161.86","559,678,843.90"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"5,090,000.00","20,090,000.00","30,020,400.00","28,630,000.00","28,630,000.00","15,630,000.00","15,630,000.00","15,630,000.00","15,630,000.00","2,830,000.00","2,830,000.00","2,830,000.00","2,830,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,380,000.00","1,380,000.00","1,380,000.00","1,380,000.00","9,630,000.00","11,630,000.00","11,630,000.00","11,630,000.00","11,080,000.00","11,080,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"5,853,270.97","6,615,273.15","11,696,900.10","10,883,226.86","9,968,604.11","9,376,207.19","9,819,068.54",,"10,467,600.00",,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"207,339,835.98","282,301,214.46","290,304,220.05","298,966,211.19","311,197,992.05","352,252,860.50","351,508,023.38","388,965,410.22","387,238,450.96","436,022,601.37","429,711,641.90","423,291,016.22","412,705,073.88","449,185,309.04","452,016,819.63","455,666,036.33","455,443,897.53","451,819,102.65","460,670,133.49","452,068,309.45","445,832,571.32","599,101,741.36","589,434,230.58","579,182,816.76","568,836,459.03","592,681,978.24","599,592,928.59"
递延所得税负债,,"1,890,458.33","1,698,208.33","1,602,083.33","1,554,020.84","1,505,958.33","1,457,895.84","9,568,115.01","9,336,148.17","9,104,181.29","8,872,214.43","8,640,247.57","8,408,280.73","5,992,749.26","5,774,142.82","5,555,536.38","5,336,929.95","5,118,323.51","4,899,717.07","4,681,110.63","4,462,504.20","4,243,897.76","4,025,291.32","3,806,684.88","3,588,078.45","3,456,833.99","3,369,270.45"
在建工程,"63,293,409.97","12,297,067.81","140,976,414.81","143,807,145.54","120,945,911.20","92,861,833.52","93,892,067.61","100,720,507.43","102,624,246.45","50,226,907.30","48,830,548.09","55,771,225.13","60,021,114.18","37,830,098.68","36,588,356.04","34,155,099.87","35,520,442.64","43,970,877.69","49,237,660.42","61,064,799.19","72,041,978.87","56,498,367.41","74,406,280.56","81,293,266.90","101,162,605.40","119,801,083.84","110,943,476.05"
其他非流动负债,"5,534,865.00","4,748,573.33","26,202,378.62","24,905,898.44","24,257,658.35","27,984,418.23","27,211,178.13","26,437,938.03","25,664,697.93","26,093,228.66","25,276,551.05","29,063,784.52","28,065,373.57",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"10,624,865.00","26,729,031.66","57,920,986.95","55,137,981.77","54,441,679.19","45,120,376.56","44,299,073.97","51,636,053.04","50,630,846.10","38,027,409.95","36,978,765.48","40,534,032.09","39,303,654.30","38,071,478.63","36,748,445.78","35,425,412.94","34,102,380.11","32,259,347.27","44,417,352.17","43,012,526.88","41,607,701.60","54,264,745.75","54,246,958.16","53,058,610.58","56,150,420.04","61,014,773.97","58,558,087.92"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"134,920,937.52","234,241,634.97","389,366,939.34","388,616,676.21","398,924,122.73","448,412,168.21","454,364,829.22","543,599,767.67","536,186,767.94","538,723,122.29","560,813,461.46","619,095,392.50","608,892,943.06","658,956,810.47","511,927,176.19","567,812,369.47","367,604,938.82","423,340,938.73","426,972,849.45","494,774,649.24","474,217,935.91","580,874,052.17","583,076,483.49","533,337,674.50","523,469,070.27","615,408,935.83","618,236,931.82"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"262,657,855.00","262,657,855.00","262,657,855.00","262,657,855.00","262,657,855.00","277,657,855.00","277,657,855.00","277,657,855.00","277,657,855.00","277,657,855.00","277,657,855.00","277,657,855.00","277,657,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","315,857,855.00","789,644,637.00","789,644,637.00","789,644,637.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"26,879,156.19","27,500,772.59","27,587,397.23","27,587,397.23","27,587,397.23","42,299,204.72","42,299,204.72","42,299,204.72","42,299,204.72","42,299,204.72","42,299,204.72","40,049,204.72","40,049,204.72","660,012,081.76","660,012,081.76","660,012,081.76","660,012,081.76","660,012,081.76","660,012,081.76","660,012,081.76","660,012,081.76","659,036,954.21","659,036,954.21","659,036,954.21","185,250,172.21","185,250,172.21","185,250,172.21"
无形资产,"25,505,206.81","78,640,983.02","74,352,887.70","72,802,344.60","72,194,128.10","70,278,922.57","69,284,212.49","103,852,533.19","102,200,931.83","111,106,921.94","139,201,568.60","136,765,184.57","138,080,246.41","123,778,255.54","121,411,563.52","119,011,537.66","117,365,740.12","115,053,639.13","112,667,529.43","111,306,189.23","109,005,374.12","105,682,338.89","103,188,079.66","100,979,545.39","99,060,837.78","97,344,007.19","95,520,201.85"
盈余公积,"69,233,445.61","84,961,353.85","95,087,541.52","102,100,146.76","103,072,553.95","107,210,809.82","108,741,207.07","109,260,523.91","110,439,907.72","113,899,265.72","113,899,265.72","113,899,265.72","113,899,265.72","121,377,588.47","121,377,588.47","121,377,588.47","121,377,588.47","125,531,891.62","125,531,891.62","125,531,891.62","125,531,891.62","130,760,053.19","130,760,053.19","130,760,053.19","130,760,053.19","134,912,363.87","134,912,363.87"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,"4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34","4,694,482.34"
未分配利润,"107,639,921.00","176,929,012.57","256,035,761.06","272,607,561.04","284,486,012.55","289,773,896.98","301,567,864.26","300,357,422.85","307,882,875.92","309,696,780.40","323,415,906.72","315,265,472.27","324,352,433.67","323,380,540.91","339,707,038.63","327,904,515.51","340,211,528.66","341,181,295.69","358,007,359.82","348,462,933.57","360,431,710.94","367,854,898.00","385,802,604.09","375,984,199.62","377,348,141.25","364,772,936.30","359,226,696.41"
长期待摊费用,,,,,,,,"559,232.44","682,208.94",,,,,,,,,,,,,,,,,,
少数股东权益,"4,088,888.59","24,727,074.20","20,616,303.73","18,941,911.44","18,038,230.41","16,884,093.76","15,892,456.69","34,242,884.83","32,670,423.58","31,879,412.34","29,117,556.34","24,056,186.06","23,977,808.00","21,483,011.59","20,841,852.89","19,646,356.99","18,744,660.69","19,878,600.88","20,663,189.46","21,293,003.49","21,164,560.90","20,357,746.90","20,517,468.54","20,931,444.68","17,733,114.78","14,435,415.69","10,653,726.39"
递延所得税资产,"1,994,124.92","3,696,580.97","1,525,065.14","1,234,106.72","5,130,333.63","3,540,202.68","3,804,352.45","3,635,719.66","3,748,745.40","4,655,061.06","4,326,952.92","3,774,896.82","3,422,953.68","4,690,643.38","4,611,263.01","4,756,844.53","4,756,844.53","5,999,463.17","6,545,992.88","5,401,711.40","5,521,290.21","4,238,146.41","4,225,308.52","2,988,658.46","2,913,446.23","3,302,768.13","3,105,511.02"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"22,589,423.00","24,226,795.00","8,239,189.54","4,217,273.56","17,957,718.96","14,255,150.05","16,530,910.63","23,157,913.01","21,514,976.85","22,743,120.05","24,901,192.49","32,294,389.44","49,836,999.05","54,767,380.74","54,966,422.22","64,643,914.80","67,821,782.45","71,672,282.41","85,252,992.53","97,340,142.04","115,665,890.84","24,899,238.79","24,566,809.82","41,763,165.88","59,217,310.95","42,348,649.17","54,735,252.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"326,575,271.65","407,777,914.41","527,094,677.34","531,910,308.47","537,394,688.05","542,565,176.51","544,838,635.10","625,585,798.29","633,171,642.77","629,449,094.06","651,666,386.34","656,591,194.52","668,760,869.54","674,946,169.72","674,288,906.76","682,927,915.53","685,603,189.61","693,209,847.39","719,068,791.09","731,875,633.65","752,761,587.70","795,114,315.20","800,515,191.48","810,901,935.73","835,885,141.73","860,172,968.91","868,591,851.85"
所有者权益(或股东权益)合计,"470,499,266.39","576,776,068.21","661,984,858.54","683,894,871.47","695,842,049.14","733,825,860.28","746,158,587.74","763,817,891.31","770,950,266.94","775,432,518.18","786,389,788.50","770,927,983.77","779,936,567.11","1,442,111,077.73","1,457,796,416.75","1,444,798,397.73","1,456,203,714.58","1,462,461,724.95","1,480,072,377.66","1,471,157,765.44","1,482,998,100.22","1,493,867,507.30","1,511,974,935.03","1,502,570,506.70","1,500,736,118.43","1,489,015,525.07","1,479,687,595.88"
资产总计,"605,420,203.91","811,017,703.18","1,051,351,797.88","1,072,511,547.68","1,094,766,171.87","1,182,238,028.49","1,200,523,416.96","1,307,417,658.98","1,307,137,034.88","1,314,155,640.47","1,347,203,249.96","1,390,023,376.27","1,388,829,510.17","2,101,067,888.20","1,969,723,592.94","2,012,610,767.20","1,823,808,653.40","1,885,802,663.68","1,907,045,227.11","1,965,932,414.68","1,957,216,036.13","2,074,741,559.47","2,095,051,418.52","2,035,908,181.20","2,024,205,188.70","2,104,424,460.90","2,097,924,527.70"
负债和所有者(或股东权益)合计,"605,420,203.91","811,017,703.18","1,051,351,797.88","1,072,511,547.68","1,094,766,171.87","1,182,238,028.49","1,200,523,416.96","1,307,417,658.98","1,307,137,034.88","1,314,155,640.47","1,347,203,249.96","1,390,023,376.27","1,388,829,510.17","2,101,067,888.20","1,969,723,592.94","2,012,610,767.20","1,823,808,653.40","1,885,802,663.68","1,907,045,227.11","1,965,932,414.68","1,957,216,036.13","2,074,741,559.47","2,095,051,418.52","2,035,908,181.20","2,024,205,188.70","2,104,424,460.90","2,097,924,527.70"
