科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"270,342,172.69","252,343,558.72","105,641,516.30","262,409,159.39","53,224,076.53","104,508,813.13","160,114,251.95","251,958,019.64","69,952,806.90","138,605,023.67","208,451,209.30","324,658,200.53","83,973,022.90","150,432,268.67","255,209,325.14","381,364,081.76","102,005,380.12","178,551,055.72","259,521,480.82","383,613,992.70","118,396,341.95","208,498,674.54","305,520,294.99","454,878,172.53","151,260,343.61","270,347,195.74","382,886,750.06","536,461,095.60","191,370,004.28","304,463,387.02","428,792,052.00","586,891,240.98","187,846,167.12","307,429,314.32","441,481,696.33"
取得借款收到的现金,"50,000,000.00","170,000,000.00","232,840,000.00","232,840,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"72,279,798.86","113,912,823.01","51,087,196.69","120,302,588.61","13,951,016.27","45,199,547.13","56,628,521.95","87,001,525.50","27,080,040.66","85,684,218.05","110,694,376.78","165,738,711.13","26,111,056.86","59,233,375.76","87,597,341.04","122,035,875.03","25,714,810.25","77,309,751.92","108,604,132.00","164,286,752.89","16,891,166.64","31,560,673.62","49,371,610.65","59,664,050.15","21,514,311.59","39,022,814.20","72,445,105.72","75,113,717.55","25,768,540.69","47,162,130.10","94,566,725.04","81,752,154.30","22,919,274.18","40,786,053.52","65,373,970.16"
收到其他与筹资活动有关的现金,"1,765,200.00",,,,,,,,,,,,,,,,,,,,,,,"2,285,339.00",,,,"12,500,000.00",,"80,321,022.52","91,321,022.52","105,000,000.00",,,
支付其他与经营活动有关的现金,"180,617,334.96","191,034,155.95","101,936,662.08","249,719,784.00","57,767,264.86","125,682,378.12","191,096,904.11","274,636,340.25","46,265,753.38","145,130,089.10","199,947,848.44","300,634,317.57","78,794,226.50","137,495,323.95","194,015,497.58","308,715,863.55","64,154,852.65","145,143,759.42","250,878,791.03","320,201,171.24","71,937,696.99","130,572,772.78","301,551,099.55","372,646,809.79","74,322,491.45","165,283,577.99","261,441,271.40","392,537,060.80","124,979,940.60","189,449,018.83","268,540,252.67","424,038,422.55","118,810,659.57","191,241,295.81","423,003,322.18"
筹资活动现金流入小计,"51,765,200.00","177,000,000.00","232,840,000.00","232,840,000.00","1,258,060,000.00","1,258,060,000.00","1,258,060,000.00","1,318,600,909.17","1,100,057.02","1,100,057.02","1,100,057.02","1,000,000.00",,"6,750,000.00","6,750,000.00","14,250,000.00","6,500,000.00","6,750,000.00","6,750,000.00","6,750,000.00",,,"4,500,000.00","6,785,339.00","1,029,000.00","1,029,000.00","1,029,000.00","13,529,000.00",,"80,321,022.52","2,058,771,013.86","2,076,387,017.59","400,000.00","400,000.00","400,000.00"
经营活动现金流出小计,"2,353,932,202.32","2,134,264,070.57","1,345,772,821.95","2,546,227,651.44","482,803,755.00","991,556,063.41","1,673,165,659.61","2,542,493,887.72","594,348,218.08","1,348,540,962.86","1,968,419,283.76","3,379,174,691.36","481,560,981.92","1,123,585,698.66","1,822,912,158.68","3,327,006,073.63","570,565,219.45","1,674,298,529.86","2,562,168,303.45","4,405,523,303.00","722,519,256.42","2,151,698,670.05","3,638,687,643.00","5,486,601,147.26","989,116,200.06","2,962,866,571.99","4,391,967,777.58","6,675,186,457.18","1,204,678,884.34","2,937,942,453.45","4,833,429,917.01","7,821,879,987.27","1,301,866,845.86","3,450,728,032.63","5,747,418,792.73"
偿还债务支付的现金,,"220,000,000.00",,,,,,,,,,,,,,,,,"154,700,000.00",,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"89,991,567.02","404,322,038.39","-165,540,934.12","51,413,448.65","-54,215,377.51","300,383,381.74","-5,279,818.77","356,803,871.63","-167,659,666.64","864,482.03","-21,056,082.19","319,057,250.79","215,119,497.39","264,515,881.16","234,850,180.71","506,345,783.36","-12,735,007.28","67,170,679.13","68,715,574.19","314,016,717.90","127,604,318.07","240,582,832.76","35,375,423.13","500,444,573.33","-12,399,341.09","278,585,528.36","96,035,087.57","393,978,801.11","11,727,166.35","209,822,802.80","60,831,490.23","557,012,456.84","-107,659,731.57","-111,686,494.00","-451,271,387.82"
分配股利、利润或偿还利息支付的现金,"46,407.22","2,855,730.86","49,549,786.67","49,549,786.67",,"63,700,000.00","63,700,000.00","63,700,000.00",,"91,000,000.00","91,000,000.00","91,000,000.00",,"111,216,253.02","111,216,253.02","111,894,126.99",,"154,700,000.00",,"155,765,650.48",,"4,049,716.36","185,503,567.58","187,503,567.58",,"209,300,000.00","213,092,819.67","213,092,819.67",,"236,600,000.00","238,614,063.02","236,600,000.00",,"319,899,853.82","322,743,908.53"
收回投资收到的现金,"35,427,430.00",,,"12,022,749.05","4,288,985.77","18,382,889.20","19,307,708.93","19,949,432.96",,,"100,000,000.00","1,650,444,313.74","964,734,844.91","1,390,573,823.75","1,727,314,368.71","2,009,215,813.70","960,000,000.00","1,724,770,410.96","2,086,313,888.50","3,199,490,162.34","202,384,597.79","288,019,850.48","1,214,937,842.63","1,777,038,414.56","330,405,694.80","372,576,853.39","975,107,003.39","2,364,015,867.04","335,557,057.54","694,411,176.79","662,560,957.66","1,265,738,048.11","249,955,315.08","1,204,468,939.54","1,809,485,742.12"
支付其他与筹资活动有关的现金,"38,175,329.27","4,874,838.77","681,121.80","1,470,784.00",,,,"43,027,422.60",,,,,,,,,,"2,659,588.40","2,659,588.40","10,073,898.22",,,,,,,,,,,,"286,765.00",,"42,675,831.00","62,675,831.00"
取得投资收益收到的现金,"39,261,574.65","10,262,232.11","799,458.33",,,"658,520.83","1,366,604.82","43,222.10",,"58,718.48","179,535.16","13,363,992.02","8,798,283.33","26,950,755.28","16,979,780.72","76,117,142.78","16,119,985.19","25,355,595.90","59,551,393.22","101,670,349.21","3,304,534.23","22,862,161.99","33,224,838.77","119,928,877.56","6,430,923.71","194,123,277.62","220,153,324.62","203,976,894.28","22,227,239.65","134,237,716.80","145,667,129.22","116,727,293.74","11,306,824.31","60,742,121.76","67,128,281.76"
筹资活动现金流出小计,"38,221,736.49","227,730,569.63","50,230,908.47","51,020,570.67",,"63,700,000.00","63,700,000.00","106,727,422.60",,"91,000,000.00","91,000,000.00","91,000,000.00",,"111,216,253.02","111,216,253.02","111,894,126.99",,"157,359,588.40","157,359,588.40","165,839,548.70",,"4,049,716.36","185,503,567.58","187,503,567.58",,"209,300,000.00","213,092,819.67","213,092,819.67",,"236,600,000.00","238,614,063.02","236,886,765.00",,"362,575,684.82","385,419,739.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,907,572.17","1,252,608.00","1,189,955.70","1,710,463.32","135,240.00","180,093.50","398,752.86","406,622.90","1,251,303.06","2,672,620.06","7,601,695.34","7,984,940.07","368,067.42","209,291.42","278,618.92","351,871.88","79,972.00","99,392.00","112,192.00","1,418,922.90","516,515.18","716,112.11","815,811.41","452,479.38",862.81,"14,541,013.21","15,115,991.09","668,859.44","15,420.00","4,382,343.00","4,389,716.00","499,569,591.62","368,507,975.00","366,210,878.89","366,158,287.89"
筹资活动产生的现金流量净额,"13,543,463.51","-50,730,569.63","182,609,091.53","181,819,429.33","1,258,060,000.00","1,194,360,000.00","1,194,360,000.00","1,211,873,486.57","1,100,057.02","-89,899,942.98","-89,899,942.98","-90,000,000.00",,"-104,466,253.02","-104,466,253.02","-97,644,126.99","6,500,000.00","-150,609,588.40","-150,609,588.40","-159,089,548.70",,"-4,049,716.36","-181,003,567.58","-180,718,228.58","1,029,000.00","-208,271,000.00","-212,063,819.67","-199,563,819.67",,"-156,278,977.48","1,820,156,950.84","1,839,500,252.59","400,000.00","-362,175,684.82","-385,019,739.53"
处置子公司及其他营业单位收到的现金净额,,,"8,765,989.68","8,765,989.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,"-2,768.28","-19,752.66","-46,061.36","-26,430.34","-72,462.23",-0.93,144.82,229.48,4.54,-104.24,-457.40,-575.34,-787.82,219.55,685.72,199.34,"-2,236.80",103.22,-8.33,"1,023.84","278,563.27",-145.22,541.45,743.42,"323,598.13",-215.44,-852.49,-852.49
收到其他与投资活动有关的现金,"24,106,303.92","15,507,608.76","7,531,972.86","14,522,367.09","5,367,516.00","11,620,020.30","20,045,565.12","27,140,034.79","6,193,058.36","28,057,940.78","33,852,032.40","56,411,642.15","5,738,164.70","30,517,608.75","37,402,332.99","42,323,374.06","4,523,001.57","30,393,053.19","38,555,121.18","56,035,975.44","14,814,366.47","31,796,385.04","38,471,062.89","67,556,639.39","20,653,414.22","25,592,032.88","29,653,783.79","72,532,120.45","21,089,145.34","40,679,438.81","68,550,700.95","88,094,724.40","5,483,992.01","56,306,651.08","50,903,154.63"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"101,702,880.74","27,022,448.87","18,287,376.57","37,021,569.14","9,791,741.77","30,841,523.83","41,118,631.73","47,539,312.75","7,444,361.42","30,789,279.32","141,633,262.90","1,728,204,887.98","979,639,360.36","1,448,251,479.20","1,781,975,101.34","2,128,008,202.42","980,722,958.76","1,780,618,452.05","2,184,532,594.90","3,358,615,409.89","221,020,013.67","343,394,509.62","1,287,449,555.70","1,964,976,410.89","357,490,895.54","606,833,177.10","1,240,030,102.89","2,641,193,741.21","378,888,862.53","873,710,675.40","881,168,503.83","1,970,129,657.87","635,254,106.40","1,687,728,591.27","2,293,675,466.40"
五、现金及现金等价物净增加额,"7,748,096.11","290,242,245.93","12,011,215.46","217,560,901.24","1,197,733,340.07","1,499,417,493.30","1,192,831,715.60","1,565,665,649.64","-184,615,777.63","-104,361,221.37","-742,578,087.73","-487,859,170.47","-42,440,731.89","-233,349,253.05","-535,458,126.94","-223,940,818.97","-108,335,186.56","-601,409,579.97","-501,325,464.39","202,635,836.75","-1,036,792.80","-366,262,548.61","-665,742,191.70","296,593,809.09","317,385,052.82","-871,617,860.73","-766,430,678.29","472,150,680.50","166,705,258.97","319,631,405.08","1,974,577,827.87","2,241,101,211.17","-81,287,833.02","-528,945,551.63","-1,274,885,217.95"
购建固定资产、无形资产和其他长期资产支付的现金,"99,482,385.16","89,741,671.70","23,344,318.52","42,355,833.72","12,698,907.67","19,460,146.90","28,442,111.99","43,685,348.03","25,480,776.77","38,068,978.38","46,228,895.12","85,224,847.01","11,660,968.71","27,662,585.21","42,572,845.45","104,069,082.30","19,842,633.80","39,608,265.35","60,983,069.74","105,406,729.12","24,661,344.09","34,190,860.35","46,763,802.29","73,506,709.75","15,735,604.85","39,010,517.86","83,605,722.92","146,589,149.74","45,868,957.69","115,965,107.09","141,771,468.41","279,545,416.26","86,797,204.41","168,034,861.59","211,936,180.10"
期初现金及现金等价物余额,"892,124,545.29","899,872,641.40","1,190,114,887.33","1,190,114,887.33","1,407,675,788.57","1,407,675,788.57","1,407,675,788.57","1,407,675,788.57","2,973,341,438.21","2,973,341,438.21","2,973,341,438.21","2,973,341,438.21","2,485,482,267.74","2,485,482,267.74","2,485,482,267.74","2,487,746,297.47","2,263,805,478.50","2,263,805,478.50","2,263,805,478.50","2,263,805,478.50","2,466,441,315.25","2,466,441,315.25","2,466,441,315.25","2,466,441,315.25","2,763,035,124.34","2,763,035,124.34","2,763,035,124.34","2,763,035,124.34","3,235,185,804.84","3,235,185,804.84","3,235,185,804.84","3,235,185,804.84","5,476,287,016.01","5,476,287,016.01","5,476,287,016.01"
投资支付的现金,"98,007,430.00","630,000.00",,"10,337,712.16","3,204,116.52","6,707,265.37","8,924,985.37","6,862,905.00",,"8,000,000.00","727,000,000.00","2,359,824,000.00","1,225,538,620.00","1,813,987,920.00","2,405,244,540.00","2,656,581,600.00","1,062,980,400.00","2,258,980,400.00","2,542,980,400.00","3,202,980,400.00","325,000,000.00","912,000,000.00","1,760,800,000.00","1,914,600,000.00","13,000,000.00","1,509,755,040.00","1,806,827,350.00","2,064,572,310.00","178,041,667.00","491,658,530.00","645,808,392.04","1,846,319,338.00","522,484,788.00","1,574,776,250.00","2,507,926,948.90"
期末现金及现金等价物余额,"899,872,641.40","1,190,114,887.33","1,202,126,102.79","1,407,675,788.57","2,605,409,128.64","2,907,093,281.87","2,600,507,504.17","2,973,341,438.21","2,788,725,660.58","2,868,980,216.84","2,230,763,350.48","2,485,482,267.74","2,443,041,535.85","2,252,133,014.69","1,950,024,140.80","2,263,805,478.50","2,155,470,291.94","1,662,395,898.53","1,762,480,014.11","2,466,441,315.25","2,465,404,522.45","2,100,178,766.64","1,800,699,123.55","2,763,035,124.34","3,080,420,177.16","1,891,417,263.61","1,996,604,446.05","3,235,185,804.84","3,401,891,063.81","3,554,817,209.92","5,209,763,632.71","5,476,287,016.01","5,394,999,182.99","4,947,341,464.38","4,201,401,798.06"
