科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付利息,,,,,,,,,,,,,,,,,,,"5,026,849.32","5,026,849.32","11,282,846.28",,"4,098,888.89","4,098,888.89",,,"8,500,848.43","8,168,818.43","549,000.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"45,641,414.30","84,626,716.12","112,039,742.79","133,345,207.47","142,334,737.38","174,905,913.33","192,440,960.76","221,416,877.30","216,974,530.65","259,313,880.25","187,898,085.39","207,319,224.99","223,314,991.09","241,895,058.35","399,147,478.16","494,724,248.07","585,565,038.54","681,083,915.06","288,388,606.47","282,342,324.30","309,228,935.87","365,377,206.51","571,197,021.61","646,831,956.94","688,307,780.89","769,914,315.55","733,026,278.16","729,582,057.33","800,857,478.11"
其他应付款,"214,080.13","62,456.38","41,872.60","-410,833.43","802,832.92","44,862.35","240,201.36","240,313.88","1,261,150.18","235,040.62","913,502.23","1,300,955.56","709,991.15","643,008.01","1,416,169.82","1,206,537.20","1,415,379.25","1,234,427.05","16,697,739.34","46,498,593.88","20,756,307.67","20,130,909.50","27,104,888.63","33,009,986.97","72,557,168.08","102,981,360.72","102,354,447.18","33,850,672.68","39,917,387.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000,000.00","60,000,000.00",
其他流动资产,,"2,390,000.00","4,265,000.00","4,265,000.00",,,,,,,,,,,"1,518,763.05","1,207,440.85","995,174.38","1,726,535.31","4,839,549.24","3,388,647.08","4,022,142.82","2,834,120.31","23,365,863.47","15,658,298.00","17,743,598.48","19,428,386.40","19,517,724.08","2,546,260.94","14,229,212.16"
其他流动负债,"1,873,151.12","5,611,902.60","195,158.82","2,099,806.83","11,166,551.78",,"195,458.11","195,458.11","776,958.24","1,103,098.56","648,412.45","23,668.96",,,,,,,"150,000,000.00","150,000,000.00","180,000,000.00","30,000,000.00","41,091,390.00","32,976,323.68",,,"50,000,000.00","50,000,000.00","30,000,000.00"
流动资产合计,"120,240,889.79","174,696,783.37","272,009,996.29","266,414,391.55","708,177,482.33","676,304,555.27","810,616,339.18","746,510,653.94","754,052,876.43","742,548,702.86","855,547,814.79","862,980,095.25","837,491,670.29","750,822,338.26","978,281,099.35","1,020,737,952.77","1,039,939,446.48","1,157,924,127.75","1,386,649,220.25","1,200,725,669.58","1,332,602,666.35","1,305,473,614.08","1,436,349,780.29","1,583,480,951.64","1,478,552,445.55","1,819,628,371.91","1,712,621,779.93","1,616,842,583.68","1,620,184,602.96"
流动负债合计,"34,240,693.58","51,427,301.39","106,815,014.84","95,108,057.05","82,045,015.06","32,823,437.11","148,291,533.84","115,040,120.08","132,891,511.46","139,294,579.41","240,102,484.56","242,990,314.15","235,945,956.56","237,808,244.55","351,643,861.18","375,409,647.65","404,062,340.80","577,392,461.68","794,312,513.06","621,759,347.98","723,995,386.18","670,882,331.71","851,663,303.61","857,870,073.80","788,309,838.73","1,121,412,198.49","1,017,789,578.37","823,666,636.76","788,223,973.53"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","52,012,500.00","52,012,500.00","52,012,500.00","52,012,500.00","76,532,100.00","76,532,100.00","77,106,528.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,"140,000,000.00","140,000,000.00","140,000,000.00","177,845,251.18","227,845,251.18","276,513,251.18"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,"85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00"
长期股权投资,,,,,,,,"40,000,000.00","39,866,075.40","39,658,983.32","38,619,673.10","38,174,265.91","39,572,936.99","39,700,644.60","42,988,584.95","44,785,468.02","56,112,364.43","108,331,682.52","56,792,668.86","58,244,535.49","58,937,584.51","58,996,229.65","65,189,991.31","66,090,820.92","66,912,134.73","85,587,635.30","60,394,637.18","61,628,702.89","64,670,097.15"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"33,596,658.75","31,377,142.73","30,160,525.45","29,151,148.64","28,087,492.95","30,225,075.40","46,795,018.47","48,801,739.44","50,125,688.39","62,123,641.55","80,840,645.27","84,091,208.76","174,401,704.20","206,296,262.95","211,673,457.03","209,194,922.72","208,234,991.91","206,898,395.65","204,494,449.28","206,623,185.40","204,972,880.76","207,964,778.75","247,886,934.62","245,014,610.37","279,398,210.40","277,507,627.68","284,176,910.41","281,577,194.70","283,372,950.80"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,264,795.26","3,264,795.26","3,264,795.26"
在建工程,,,"7,577,783.61","7,607,783.61","7,607,783.61","9,569,007.31","13,271,065.20","15,549,988.29","34,144,434.55","48,413,388.62","58,919,422.46","62,979,858.64","1,349,221.68","89,745,101.81",,"216,281.38","461,516.56","1,369,514.27","5,375,086.23","4,347,157.49","8,954,959.06","6,909,669.73","18,899,678.95","21,011,189.09","15,021,220.50","13,074,315.40","9,595,576.01","18,129,375.94","9,747,574.85"
其他非流动负债,"411,617.23","371,458.87","4,769,414.94","1,871,458.87","1,871,458.87","11,898,765.70","7,533,924.14","11,563,777.97","7,714,888.74","12,632,013.74","12,130,878.17","13,099,778.17","17,720,978.96","16,305,578.96",,,,,,,,,,,,,,,
工程物资,,,,,,,,,"41,204.34","39,903.70",,,,,,,,,,,,,,,,,,,
非流动负债合计,"411,617.23","371,458.87","4,769,414.94","1,871,458.87","1,871,458.87","11,898,765.70","7,533,924.14","11,563,777.97","7,714,888.74","12,632,013.74","12,130,878.17","13,099,778.17","17,720,978.96","16,305,578.96","13,346,300.07","25,606,983.62","24,919,259.84","19,670,968.57","12,087,949.82","12,112,949.82","102,506,617.74","101,317,617.74","95,615,835.21","236,479,066.42","250,790,013.95","248,718,737.97","248,539,543.56","299,064,417.32","345,434,891.08"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"34,652,310.81","51,798,760.26","111,584,429.78","96,979,515.92","83,916,473.93","44,722,202.81","155,825,457.98","126,603,898.05","140,606,400.20","151,926,593.15","252,233,362.73","256,090,092.32","253,666,935.52","254,113,823.51","364,990,161.25","401,016,631.27","428,981,600.64","597,063,430.25","806,400,462.88","633,872,297.80","826,502,003.92","772,199,949.45","947,279,138.82","1,094,349,140.22","1,039,099,852.68","1,370,130,936.46","1,266,329,121.93","1,122,731,054.08","1,133,658,864.61"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"78,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","174,000,000.00","174,000,000.00","174,000,000.00","261,000,000.00","261,000,000.00","261,000,000.00","261,000,000.00","261,000,000.00","261,000,000.00","276,037,707.00","276,037,707.00","276,037,707.00","276,037,707.00","276,037,707.00","276,037,707.00","276,037,707.00","276,037,707.00","276,037,707.00","303,922,186.00","303,922,186.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"7,587,521.52","48,923,278.09","48,923,278.09","48,923,278.09","465,468,285.59","465,468,285.59","465,468,285.59","465,468,285.59","465,468,285.59","407,468,285.59","407,468,285.59","407,468,285.59","320,468,285.59","320,468,285.59","320,468,285.59","320,468,285.59","320,468,285.59","320,468,285.59","690,081,182.52","690,066,144.81","690,081,182.52","690,066,144.81","690,081,182.52","690,081,182.52","690,081,182.52","690,081,182.52","1,049,625,764.19","1,074,387,005.17","1,075,829,124.58"
无形资产,"937,128.85","8,806,306.33","7,957,659.61","7,731,803.59","7,505,947.57","7,280,091.55","7,054,235.53","6,902,327.17","6,674,584.78","6,446,842.39","6,223,168.37","5,995,323.41","5,767,478.45","5,539,633.49","5,417,771.43","5,217,095.79","5,016,420.48","4,815,745.33","401,784,008.84","414,141,650.97","468,427,140.91","461,315,192.16","475,441,610.96","476,450,422.33","472,407,951.51","468,174,722.89","530,657,064.90","531,265,625.12","543,089,205.02"
盈余公积,"3,476,013.93","2,740,791.49","7,072,421.03","7,072,421.03","7,072,421.03","7,072,421.03","13,025,661.99","13,025,661.99","13,025,661.99","13,025,661.99","21,047,455.98","22,189,679.68","21,047,455.98","21,047,455.98","29,623,953.24","29,623,953.24","29,623,953.24","29,623,953.24","35,135,061.41","35,135,061.41","35,135,061.41","35,220,528.93","39,659,061.36","45,643,864.81","39,659,061.36","39,659,061.36","39,659,061.36","39,659,061.36","39,659,061.36"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,"521,390.04","9,515,266.20"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,647,946.57","220,647,946.57","220,647,946.57"
未分配利润,"31,284,125.37","24,667,123.37","63,651,789.23","71,296,986.20","79,513,322.77","90,482,893.95","117,009,749.21","126,231,866.33","139,347,898.46","142,151,732.72","177,820,950.21","187,269,665.31","194,856,430.55","212,487,948.14","245,975,922.80","251,757,091.33","251,624,978.33","253,588,717.80","282,915,354.51","284,027,458.86","283,156,386.18","297,259,690.69","320,266,408.39","321,506,723.23","293,546,041.61","315,606,775.64","248,178,280.53","245,760,018.00","253,129,811.24"
长期待摊费用,,,,,,,,,,,,,,,,,,,"381,425.00","381,425.00","816,843.89","1,969,445.26","610,960.00","1,418,882.39","794,480.96","2,366,379.99","261,840.04","261,840.04","347,468.22"
少数股东权益,,,,,,,"11,852,527.59","11,880,020.86","11,901,641.63","12,104,212.97","11,995,897.68","11,550,457.04","11,995,787.85","27,426,610.82","27,304,837.38","27,303,394.12","27,478,377.82","27,261,443.91","27,715,142.45","27,688,970.76","30,343,769.05","34,719,528.78","31,812,179.19","24,650,830.86","33,505,324.61","33,699,441.12","38,905,451.06","44,362,942.22","46,399,284.31"
递延所得税资产,"225,294.24","249,720.78","525,953.17","367,073.85","591,796.86","367,073.85","1,445,023.98","1,445,023.98","1,445,023.98","1,445,023.98","4,415,228.20","4,347,427.97","4,451,883.88","4,440,142.93","6,466,582.50","6,481,969.87","6,476,790.76","6,709,030.27","8,105,075.08","7,661,039.48","11,466,699.60","12,074,620.03","7,237,763.14","6,790,071.90","6,830,226.13","6,863,550.93","23,847,531.03","23,415,507.85","23,916,692.33"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"4,535,665.00","4,535,665.00","2,935,665.00","2,957,335.00","4,702,977.23","4,702,977.23","5,077,335.00","800,000.00","1,506,458.01",,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"34,759,081.84","40,433,169.84","46,221,921.84","44,857,809.69","43,793,020.99","47,441,248.11","68,565,343.18","112,699,078.88","132,297,011.44","158,127,783.56","189,018,137.40","195,588,084.69","225,543,225.20","345,721,785.78","271,082,060.91","270,431,402.78","279,237,749.14","331,081,703.04","731,635,690.52","746,101,971.06","808,653,443.73","800,029,935.58","868,785,896.99","868,788,497.00","893,376,724.23","905,586,732.19","1,206,113,606.14","1,213,979,683.15","1,232,413,729.14"
所有者权益(或股东权益)合计,"120,347,660.82","163,331,192.95","206,647,488.35","214,292,685.32","668,054,029.39","679,023,600.57","723,356,224.38","732,605,834.77","745,743,487.67","748,749,893.27","792,332,589.46","802,478,087.62","809,367,959.97","842,430,300.53","884,372,999.01","890,152,724.28","890,195,594.98","891,942,400.54","1,311,884,447.89","1,312,955,342.84","1,314,754,106.16","1,333,303,600.21","1,357,856,538.46","1,357,920,308.42","1,332,829,317.10","1,355,084,167.64","1,652,406,264.14","1,708,091,212.75","1,718,939,467.49"
资产总计,"154,999,971.63","215,129,953.21","318,231,918.13","311,272,201.24","751,970,503.32","723,745,803.38","879,181,682.36","859,209,732.82","886,349,887.87","900,676,486.42","1,044,565,952.19","1,058,568,179.94","1,063,034,895.49","1,096,544,124.04","1,249,363,160.26","1,291,169,355.55","1,319,177,195.62","1,489,005,830.79","2,118,284,910.77","1,946,827,640.64","2,141,256,110.08","2,105,503,549.66","2,305,135,677.28","2,452,269,448.64","2,371,929,169.78","2,725,215,104.10","2,918,735,386.07","2,830,822,266.83","2,852,598,332.10"
负债和所有者(或股东权益)合计,"154,999,971.63","215,129,953.21","318,231,918.13","311,272,201.24","751,970,503.32","723,745,803.38","879,181,682.36","859,209,732.82","886,349,887.87","900,676,486.42","1,044,565,952.19","1,058,568,179.94","1,063,034,895.49","1,096,544,124.04","1,249,363,160.26","1,291,169,355.55","1,319,177,195.62","1,489,005,830.79","2,118,284,910.77","1,946,827,640.64","2,141,256,110.08","2,105,503,549.66","2,305,135,677.28","2,452,269,448.64","2,371,929,169.78","2,725,215,104.10","2,918,735,386.07","2,830,822,266.83","2,852,598,332.10"
