科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
固定资产,"903,347,695.30","921,938,571.97","985,400,047.97","1,002,040,901.73","1,014,278,860.20","1,019,311,926.68","983,848,316.41","972,903,977.59","959,177,961.23","941,547,700.14","993,401,745.96","991,054,794.30","1,012,924,409.77","1,000,053,814.97","988,314,020.20","977,956,835.71","965,028,552.09","956,266,444.90","955,001,063.22","931,797,099.50","937,810,970.16","911,717,311.28","928,702,751.68","1,036,804,764.58","1,022,245,657.48","1,021,508,499.88","1,007,612,967.28","1,004,592,234.49","993,744,161.35","1,067,628,908.50","1,043,354,360.95","1,078,274,363.07","1,074,751,559.86","1,121,300,947.81","1,133,126,112.38","1,145,685,470.50","1,115,923,388.54","1,131,932,950.54","1,420,756,931.36","1,475,401,815.93","1,494,182,701.29","2,798,806,518.00","2,657,276,109.00","2,964,326,764.73","2,784,213,607.72","3,193,106,878.76","5,851,633,396.99","6,342,238,276.15"
负债合计,"50,593,821,722.66","51,749,967,512.58","58,461,539,305.18","50,586,715,843.01","59,364,543,323.09","37,054,820,944.26","36,049,024,194.88","46,078,238,391.03","41,431,834,480.07","58,682,509,045.08","76,207,917,986.91","74,007,248,127.87","65,202,745,301.82","65,476,989,314.65","69,796,350,116.90","64,750,979,963.55","59,668,034,833.96","54,851,735,082.98","52,265,735,173.03","60,381,402,758.18","56,450,974,645.87","57,601,673,294.07","65,915,668,958.51","69,414,341,416.48","77,356,298,267.22","72,410,366,949.35","105,018,444,803.34","123,936,472,611.77","148,916,838,275.78","173,945,311,222.57","280,357,946,063.62","331,910,883,920.35","518,268,570,068.53","466,261,560,990.93","459,521,221,374.63","445,924,306,969.43","426,383,428,403.96","404,341,115,840.91","438,907,444,778.41","434,504,411,324.88","410,773,016,344.36","401,269,875,315.44","405,012,028,902.49","442,274,290,468.82","444,247,698,053.48","426,249,167,509.66","444,437,714,999.05","477,045,627,067.13"
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,801,976.96","8,427,695.46","7,074,601.50","8,561,979.82","30,309,223.31","10,070,018.53","14,918,369.75","18,290,519.18","71,083,231.47","64,786,661.04","67,958,810.04","77,511,810.68","47,561,274.04","51,001,163.26","55,877,674.30","53,124,175.25","48,574,453.80","43,541,907.49","47,639,982.29","51,509,553.66","47,669,724.91","50,392,819.66"
实收资本（或股本）,"3,389,272,910.00","3,389,272,910.00","4,113,910,590.00","4,113,910,590.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","8,227,821,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","9,584,721,180.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00","11,501,700,000.00"
无形资产,"156,409,346.85","158,853,230.33","178,853,623.85","176,487,085.33","179,576,761.32","192,162,633.78","195,975,043.11","191,764,241.32","188,796,865.47","187,064,504.51","275,662,077.20","267,428,146.78","281,915,200.15","278,010,809.93","301,275,503.97","296,726,176.97","315,147,279.65","312,642,653.55","319,916,657.60","318,277,192.49","313,282,968.09","303,421,476.71","304,219,086.03","296,789,667.71","285,517,716.29","274,907,877.63","271,279,857.60","269,642,073.78","269,841,925.43","261,895,532.56","268,429,474.78","278,592,499.44","273,789,830.75","380,057,899.39","419,074,742.13","427,430,502.43","419,670,818.64","426,768,908.72","468,009,610.75","1,287,823,184.17","1,280,076,107.26","1,278,842,386.72","1,316,011,591.12","1,309,604,429.26","1,326,809,949.28","1,310,406,581.03","1,316,862,649.04","1,271,684,331.82"
资本公积,"859,198,403.30","1,148,161,852.02","26,692,330,496.50","26,210,135,852.44","23,076,767,178.55","22,690,280,197.61","22,659,126,585.88","23,051,156,102.63","23,368,614,393.38","23,458,874,743.76","23,989,921,168.84","24,298,538,061.56","23,150,966,539.55","23,126,218,796.85","23,080,276,660.28","23,259,587,148.83","22,844,485,839.84","22,063,538,991.48","21,948,203,253.92","22,139,857,937.26","31,994,480,560.99","31,871,373,398.07","32,442,315,852.63","32,508,527,285.08","32,397,447,918.79","32,591,295,455.31","32,546,136,461.85","32,544,718,991.75","32,628,162,396.70","32,867,602,804.86","32,383,595,947.48","32,383,595,947.48","56,341,733,872.16","56,247,308,985.08","56,375,748,807.13","56,375,748,807.13","56,352,102,503.78","56,351,740,182.25","56,338,469,573.57","56,338,469,573.57","56,337,240,739.36","56,337,202,391.83","56,357,979,615.67","56,357,982,006.54","56,357,980,165.67","56,357,977,613.70","56,405,921,156.40","56,406,119,139.57"
其中：交易席位费,"82,728,106.82","82,608,879.70","95,719,465.89","95,719,465.89","96,581,052.49","95,719,465.89","95,719,465.89","95,719,465.89","95,719,465.89","97,019,465.89","101,940,244.09","97,019,465.89","103,639,811.14","103,572,271.31","103,476,956.67","103,411,086.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈余公积,,,"568,634,473.06","568,634,473.06","568,634,473.06","568,634,473.06","897,938,852.36","897,938,852.36","897,938,852.36","897,938,852.36","1,329,739,335.28","1,329,739,335.28","1,329,739,335.28","1,329,739,335.28","1,671,429,625.40","1,671,429,625.40","1,671,429,625.40","1,671,429,625.40","1,976,508,200.29","1,976,508,200.29","1,976,508,200.29","1,976,508,200.29","2,246,677,742.63","2,246,677,742.63","2,246,677,742.63","2,246,677,742.63","2,593,293,557.60","2,593,293,557.60","2,593,293,557.60","2,593,293,557.60","3,161,110,571.97","3,161,110,571.97","3,161,110,571.97","3,161,110,571.97","4,512,689,057.15","4,512,689,057.15","4,512,689,057.15","4,512,689,057.15","5,085,156,596.54","5,085,156,596.54","5,085,156,596.54","5,085,156,596.54","5,703,912,997.86","5,704,425,099.28","5,704,425,099.28","5,704,425,099.28","6,261,218,135.94","6,261,218,135.94"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一般风险准备,,,"1,137,268,946.12","1,137,268,946.12","1,137,268,946.12","1,137,268,946.12","1,795,877,704.72","1,795,877,704.72","1,795,877,704.72","1,795,877,704.72","2,659,478,670.56","2,659,478,670.56","2,659,478,670.56","2,659,478,670.56","3,342,859,250.80","3,342,859,250.80","3,342,859,250.80","3,342,859,250.80","3,953,016,400.58","3,953,016,400.58","3,953,016,400.58","3,953,016,400.58","4,493,355,485.26","4,493,355,485.26","4,493,355,485.26","4,493,355,485.26","5,186,587,115.20","5,186,587,115.20","5,186,587,115.20","5,186,587,115.20","6,631,663,165.71","6,631,663,732.41","6,637,459,361.72","6,647,439,997.70","9,480,977,721.24","9,484,334,152.33","9,487,321,110.84","9,495,886,155.66","10,764,424,543.26","10,768,761,718.35","10,773,702,833.90","10,782,599,907.55","12,267,811,125.65","12,318,353,015.19","12,341,790,317.56","12,379,258,830.33","13,558,125,068.70","13,576,551,825.20"
独立帐户资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"2,431,552,643.00","4,487,942,353.86","4,120,162,985.00","5,018,049,139.74","4,485,967,406.55","5,126,537,583.86","4,788,338,275.87","5,784,369,278.85","6,418,128,954.53","7,528,013,242.35","7,218,380,173.65","8,229,818,394.90","7,414,792,411.71","8,326,440,011.45","8,234,009,304.54","9,419,154,822.91","9,234,616,685.69","9,728,432,532.35","9,187,634,586.54","10,236,727,130.93","9,978,977,272.51","10,393,786,066.00","10,162,729,167.31","11,596,640,396.99","11,677,915,267.19","12,703,647,728.07","12,009,887,336.98","13,220,229,832.00","13,737,238,549.08","15,808,777,777.43","16,557,451,328.10","20,659,109,070.48","23,830,943,844.33","24,731,171,598.74","25,319,984,185.00","27,070,804,252.03","24,402,176,222.07","26,493,717,405.10","26,331,639,342.89","28,567,466,623.08","27,815,464,764.97","29,928,354,075.93","30,297,545,652.24","32,283,260,126.34","30,928,590,297.99","31,448,962,588.22","31,335,629,353.60","35,071,753,940.40"
递延所得税资产,"64,270.87","64,270.87",,"1,120,494.49","2,929,918.98","4,293,665.39","4,310,788.04","2,831,164.00","459,350.12","459,350.12","56,974,063.15","13,195,326.44","25,325,293.27","65,616,181.78","61,591,824.82","60,583,749.42","163,581,159.86","460,601,490.02","513,099,778.71","385,300,952.31","384,661,223.54","504,031,150.14","369,605,843.78","257,596,951.97","197,804,513.03","193,231,052.83","430,935,168.73","396,148,537.65","259,917,842.64","267,648,526.63","566,816,854.73","575,845,133.36","903,173,964.96","2,007,791,940.40","2,516,143,373.99","2,885,518,121.03","2,874,033,502.14","2,770,024,664.04","2,773,812,116.72","2,726,055,883.03","2,732,275,861.99","2,766,133,450.68","2,851,450,468.05","2,802,045,268.10","2,917,069,665.31","2,944,726,967.05","3,241,202,298.44","3,041,861,421.05"
少数股东权益,"159,466,794.66","214,660,813.12","251,316,125.55","287,422,695.09","254,475,153.06","267,689,085.91","275,006,072.22","292,181,143.96","270,706,710.98","294,626,065.85","1,104,634,713.88","1,095,548,265.60","1,050,947,395.61","1,110,214,119.18","1,149,384,431.11","1,202,427,308.31","1,146,259,961.48","1,213,125,234.37","1,568,266,815.86","1,572,730,982.96","1,651,646,307.96","1,669,905,041.54","1,750,913,369.58","1,758,505,302.01","1,988,211,183.38","2,314,036,374.95","2,598,167,421.16","2,657,479,043.01","3,447,430,194.03","3,542,113,284.46","3,899,771,519.07","4,325,658,606.41","8,942,898,257.12","8,638,502,910.56","9,233,126,214.85","10,505,814,862.42","10,861,653,389.09","11,259,937,400.46","11,828,274,085.25","12,013,367,647.56","11,655,626,335.02","12,074,423,450.09","11,938,825,202.23","11,603,559,987.26","11,973,713,833.43","12,494,156,353.81","12,327,344,430.39","12,338,289,701.68"
其他资产,"453,202,829.99","513,123,015.68","264,252,734.95","258,332,299.61","270,923,880.85","275,128,044.82","624,957,771.09","815,572,264.44","1,177,033,121.68","837,895,977.02","3,757,304,873.16","4,828,801,318.29","5,783,131,112.64","13,796,399,889.31","7,938,609,817.47","8,746,324,040.69","9,454,939,280.62","9,026,003,630.38","8,666,832,645.25","9,365,857,695.45","10,318,035,033.81","11,426,091,507.67","16,966,026,078.31","21,522,460,874.41","28,548,383,038.52","34,412,647,206.23","32,643,818,825.12","53,998,315,015.84","58,005,965,755.04","69,942,318,327.69","96,568,724,059.54","125,221,140,584.04","178,775,253,276.57","121,903,731,113.52","134,183,921,801.03","126,937,186,417.66","137,416,078,368.00","134,000,098,053.28","83,912,136,542.28","77,073,895,217.36","73,171,250,821.07","73,342,125,586.16","79,872,541,836.18","107,727,653,675.78","259,974,263,985.10","266,921,858,227.59","297,512,943,418.61","318,720,152,638.76"
外币报表折算差额,,,,"-3,242,751.05","-5,386,695.34","-5,634,327.02","-7,114,589.55","-6,979,251.83","-7,462,600.77","-9,994,612.96","-11,380,370.44","-15,022,655.05","-33,756,884.62","-64,959,503.47","-89,033,116.02","-124,890,370.33","-167,717,383.95","-232,364,239.25","-250,808,894.29","-251,120,207.01","-232,816,858.11","-222,305,533.53","-250,116,269.63","-264,111,070.40","-320,113,549.75","-353,430,356.74","-413,634,152.21","-377,934,080.02","-383,110,597.16","-378,117,333.47",,,,,,,,,,,,,,,,,,
资产总计,"57,433,312,473.62","60,990,005,441.58","95,345,162,921.41","87,918,894,788.41","97,110,090,965.09","75,067,418,083.80","74,686,018,276.38","86,120,603,401.72","82,403,459,675.27","100,875,666,221.16","120,726,512,858.68","119,833,169,380.72","109,002,733,949.91","110,191,941,924.50","115,413,097,453.01","111,749,368,929.47","105,967,789,993.22","100,866,577,658.13","98,876,376,715.93","108,236,944,383.19","115,357,507,710.09","116,828,678,047.02","126,346,265,486.29","131,338,657,738.05","139,424,513,494.72","135,990,670,558.83","169,123,603,723.92","189,345,568,251.31","215,711,160,671.23","243,150,289,608.65","352,622,148,668.90","409,071,550,528.86","629,749,407,207.85","578,107,563,927.42","576,448,892,328.27","564,771,049,089.16","542,331,928,827.78","523,770,800,299.90","560,865,846,150.32","559,054,421,640.26","534,894,317,348.66","529,460,807,144.15","534,706,332,789.81","572,970,782,481.13","573,220,488,083.88","556,485,339,106.70","574,623,634,094.40","612,032,576,764.25"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,212,919,802.15","61,309,724,433.70","56,854,889,133.49","59,377,401,444.13","61,560,952,642.71","60,388,447,079.68","58,868,579,550.31","51,234,844,410.67","48,861,008,664.27","54,869,823,875.02"
向中央银行借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
所有者权益（或股东权益）合计,"6,839,490,750.96","9,240,037,929.00","36,883,623,616.23","37,332,178,945.40","37,745,547,642.00","38,012,597,139.54","38,636,994,081.50","40,042,365,010.69","40,971,625,195.20","42,193,157,176.08","44,518,594,871.77","45,825,921,252.85","43,799,988,648.09","44,714,952,609.85","45,616,747,336.11","46,998,388,965.92","46,299,755,159.26","46,014,842,575.15","46,610,641,542.90","47,855,541,625.01","58,906,533,064.22","59,227,004,752.95","60,430,596,527.78","61,924,316,321.57","62,068,215,227.50","63,580,303,609.48","64,105,158,920.58","65,409,095,639.54","66,794,322,395.45","69,204,978,386.08","72,264,202,605.28","77,160,666,608.51","111,480,837,139.32","111,846,002,936.49","116,927,670,953.64","118,846,742,119.73","115,948,500,423.82","119,429,684,458.99","121,958,401,371.91","124,550,010,315.38","124,121,301,004.30","128,190,931,828.71","129,694,303,887.32","130,696,492,012.31","128,972,790,030.40","130,236,171,597.04","130,185,919,095.35","134,986,949,697.12"
同业及其他金融机构存放款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债和所有者权益（或股东权益）总计,"57,433,312,473.62","60,990,005,441.58","95,345,162,921.41","87,918,894,788.41","97,110,090,965.09","75,067,418,083.80","74,686,018,276.38","86,120,603,401.72","82,403,459,675.27","100,875,666,221.16","120,726,512,858.68","119,833,169,380.72","109,002,733,949.91","110,191,941,924.50","115,413,097,453.01","111,749,368,929.47","105,967,789,993.22","100,866,577,658.13","98,876,376,715.93","108,236,944,383.19","115,357,507,710.09","116,828,678,047.02","126,346,265,486.29","131,338,657,738.05","139,424,513,494.72","135,990,670,558.83","169,123,603,723.92","189,345,568,251.31","215,711,160,671.23","243,150,289,608.65","352,622,148,668.90","409,071,550,528.86","629,749,407,207.85","578,107,563,927.42","576,448,892,328.27","564,771,049,089.16","542,331,928,827.78","523,770,800,299.90","560,865,846,150.32","559,054,421,640.26","534,894,317,348.66","529,460,807,144.15","534,706,332,789.81","572,970,782,481.13","573,220,488,083.88","556,485,339,106.70","574,623,634,094.40","612,032,576,764.25"
