科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"146,149,972.90","239,077,343.55","249,453,830.31","124,362,374.64","187,111,639.49","260,512,797.53","56,780,701.58","132,358,949.38","217,168,368.72","311,126,531.01","90,213,020.66","188,086,381.23","282,930,470.48","410,077,734.94","82,391,460.70","220,271,605.08","336,778,520.78","549,472,308.37","98,997,114.99","254,394,372.02","430,176,933.26","760,680,059.64","166,360,096.53","412,062,075.10","613,633,480.34","1,344,300,828.20","619,931,659.07","1,469,515,369.15","2,362,100,084.11","3,464,881,973.41","578,627,922.96","1,325,099,208.37","2,302,447,314.29"
二、营业利润,"23,226,221.56","42,009,265.15","46,557,812.11","22,718,340.02","36,597,060.14","49,919,340.77","13,069,158.97","30,460,829.73","49,693,289.98","70,810,326.77","12,882,685.49","27,677,559.02","40,495,479.99","64,040,106.16","9,720,907.75","26,756,492.28","42,185,917.16","113,289,083.10","3,125,787.38","24,977,789.64","58,081,020.06","141,793,452.89","-5,278,711.42","11,996,231.43","47,194,731.09","144,473,356.23","5,350,270.11","38,348,950.26","81,249,745.06","161,704,257.05","-26,436,533.45","16,549,416.36","59,297,671.47"
减:营业成本,"106,402,373.37","174,449,677.89","178,424,898.25","88,989,133.72","130,744,360.37","181,158,662.87","40,235,029.22","91,844,241.07","149,402,245.16","210,788,081.95","59,724,144.79","123,338,868.26","183,654,086.25","253,440,682.57","51,089,457.66","140,105,416.12","211,499,924.75","316,538,361.82","62,159,563.53","164,429,318.98","266,731,298.40","464,132,841.86","127,539,368.48","304,033,072.52","422,601,053.90","978,774,835.41","527,944,842.20","1,249,536,393.42","2,004,531,731.52","2,937,125,393.97","510,751,706.81","1,138,404,837.63","1,986,039,600.15"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"467,169.87","668,257.87","1,183,667.07","560,310.17","958,020.29","1,243,174.70","465,179.65","814,165.00","1,108,704.86","1,949,063.79","499,839.69","1,225,657.10","1,727,883.96","3,167,204.60","292,474.07","1,255,411.89","1,579,325.51","5,322,181.19","1,442,491.78","2,227,606.94","3,591,194.60","7,533,073.98","1,008,248.82","3,747,402.32","5,082,073.97","10,269,177.80","3,116,363.43","5,790,544.41","9,027,746.12","14,478,083.84","1,674,800.50","3,948,543.69","6,769,707.00"
营业外收入,"400,000.00","2,305,000.00","2,914,931.73","1,788,836.00","2,160,649.00","4,236,795.00","305,221.15","2,824,221.15","3,278,171.37","3,038,774.02","2,510,212.03","6,783,567.01","9,133,091.66","12,685,555.04","3,284,279.30","6,062,794.14","8,510,703.40","13,197,089.56","6,637,062.12","7,165,362.30","11,101,830.30","12,879,156.52","12,983,805.23","13,878,980.08","21,956,342.92","29,535,106.27","10,040,976.05","16,142,711.08","27,666,423.03","44,832,233.56","11,930,840.61","31,871,013.86","47,662,304.31"
销售费用,"4,463,523.72","4,902,621.66","4,319,680.46","2,973,205.83","4,639,890.71","6,614,423.57","2,210,018.21","4,632,337.68","8,236,771.03","11,272,945.00","4,431,956.51","9,599,455.77","15,075,679.35","22,180,934.91","6,279,279.77","12,570,633.40","19,544,004.95","26,523,408.84","7,680,915.57","15,921,588.42","24,569,688.54","38,291,937.29","9,495,722.45","20,653,721.71","31,358,391.56","49,840,074.77","15,692,525.01","34,683,492.03","52,194,261.95","75,858,641.37","15,934,326.42","25,530,430.92","49,564,315.88"
减:营业外支出,"36,954.94","139,028.72","865,981.53","5,000.00","10,100.00","20,100.00","5,000.00","5,321.67","69,440.52","66,535.40","3,570.75","138,689.97","156,302.68","181,330.80","15,357.62","17,289.36","65,562.90","86,090.45","19,786.99","44,534.94","2,434,182.06","2,742,202.76","51,971.58","304,880.65","399,680.42","1,121,086.50","84,484.99","154,001.49","220,093.57","1,482,467.13","620,088.91","1,021,750.01","1,897,872.13"
管理费用,"11,174,443.50","16,661,152.68","17,598,531.96","9,034,017.00","14,049,861.91","22,791,950.46","4,495,191.48","11,604,765.82","19,247,506.16","31,066,050.95","16,110,796.85","33,141,811.97","52,537,967.05","80,913,506.27","16,321,943.87","40,112,457.24","63,288,038.79","96,036,089.74","26,571,530.89","53,522,027.37","84,807,121.98","118,812,405.86","34,241,901.56","71,464,240.40","107,400,214.41","190,922,090.77","54,469,057.97","120,761,248.17","187,309,380.94","267,138,654.47","69,815,833.42","144,447,146.95","230,001,912.05"
其中:非流动资产处置净损失,,"41,102.40","864,861.53",,,,,,,"55,110.69",,"39,609.07","39,609.07","51,437.19",,,"8,751.86","22,976.71",,"5,192.18","1,151,875.27","1,289,294.85",,"59,569.47",,"257,959.97",,"24,024.54",,"946,402.84",,"142,651.02",
