科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"83,686,788.48","115,343,428.97","68,132,386.32","103,840,844.75","162,791,250.12","37,290,187.12","88,392,215.95","124,599,816.86","212,215,290.55","51,392,599.84","123,869,513.83","186,508,451.78","302,466,876.21","66,594,223.43","137,328,458.21","195,089,349.98","279,833,855.73","67,270,162.47","137,540,099.67","191,894,093.79","303,700,133.49","71,205,807.29","159,174,487.87","258,824,101.11","403,386,422.14","80,714,320.17","182,730,070.85","283,141,665.91","414,993,379.69","101,412,059.47","195,795,313.67","291,159,896.29","418,541,969.24","106,822,581.35","230,312,195.59","327,105,047.74","570,923,683.58","79,202,433.84","220,870,097.91","406,401,020.80","679,077,424.51","155,729,486.15"
二、营业利润,"24,262,470.96","27,986,728.59","15,801,358.10","23,185,770.91","40,188,070.93","4,887,720.17","18,993,672.59","27,351,141.24","57,055,693.71","4,700,414.27","24,389,819.10","33,516,906.60","65,917,090.23","5,353,129.05","24,620,444.08","26,438,113.07","38,620,138.36","-6,112,089.81","-14,546,697.28","-28,074,028.17","-42,343,852.73","-6,548,268.81","-15,895,648.58","-4,998,767.33","13,979,268.56","2,928,628.30","3,857,613.79","10,021,134.81","21,247,735.55","3,115,835.27","1,290,987.94","7,954,829.35","17,483,014.25","7,599,863.26","20,205,268.47","22,808,860.35","86,553,358.03","-10,450,703.14","2,884,807.64","51,987,861.37","135,966,012.22","13,607,129.58"
减:营业成本,"35,566,384.72","55,736,377.52","33,177,162.07","52,044,716.50","85,994,713.55","21,358,702.37","47,467,223.56","62,391,350.10","106,218,803.21","29,131,643.22","62,784,713.22","97,933,843.98","153,921,415.63","37,245,174.68","70,071,842.63","105,232,729.21","151,697,846.79","37,873,329.34","77,672,139.24","108,480,276.11","171,247,829.18","42,377,828.60","84,152,944.09","125,168,814.26","204,456,933.27","34,703,580.08","77,490,633.56","124,099,017.81","205,683,918.52","49,359,976.68","93,564,591.92","143,045,413.17","215,494,312.44","51,273,039.63","116,631,191.72","165,211,862.17","289,506,925.41","46,854,967.47","120,035,259.98","209,834,865.19","379,771,931.91","91,262,732.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"358,730.52","487,606.25","454,652.99","526,524.95","985,174.98","222,465.61","611,882.07","885,010.05","1,487,769.24","604,415.19","849,713.27","1,031,041.14","2,804,297.09","512,517.23","481,587.84","1,107,074.44","1,399,552.69","-43,580.92","-5,804.18","48,044.37","555,299.87","97,809.26","292,857.51","389,244.60","1,278,233.15","331,608.31","397,368.02","461,688.03","2,117,618.66","399,410.47","697,669.52","904,541.01","2,688,803.88","149,126.79","1,513,632.99","2,035,954.44","3,304,217.49","592,458.21","1,729,745.81","2,140,173.31","3,975,721.30","866,742.03"
营业外收入,"1,625,219.13","2,856,783.11","1,097,700.30","2,237,156.11","2,480,771.51","965,909.61","2,090,660.21","2,158,329.35","5,942,682.09","2,198,936.17","2,198,936.17","3,590,334.54","4,856,390.67","2,949,767.14","3,611,759.14","5,078,406.71","13,698,395.03","11,252,867.06","16,993,588.44","21,441,765.45","52,320,646.38","2,182,570.49","18,570,217.82","25,232,123.34","30,674,536.60","3,164,645.25","5,962,135.91","9,367,257.99","10,755,149.92","5,329,578.54","11,399,653.59","15,145,701.16","34,420,501.18","2,328,056.95","3,447,236.83","7,124,188.33","15,934.83",,,,"91,025.36",
销售费用,"4,929,508.48","7,002,164.00","3,733,988.96","5,597,216.32","8,412,865.96","1,698,605.64","3,869,062.76","6,363,515.19","10,418,468.57","3,971,235.62","7,039,922.15","11,033,271.37","16,125,700.65","4,788,703.99","8,597,735.87","12,883,957.03","17,717,071.47","3,547,589.01","8,568,046.30","16,459,306.02","23,156,773.96","5,304,190.34","11,003,085.42","17,042,025.43","24,252,050.79","5,215,063.77","9,764,772.11","14,910,953.05","23,694,579.75","5,356,899.71","10,052,337.07","15,841,798.21","23,860,385.23","5,284,731.93","10,352,413.82","14,573,344.01","23,346,067.30","3,601,613.62","8,788,582.56","13,294,207.91","22,131,276.67","8,350,064.66"
减:营业外支出,"89,741.42",,,,"4,398.31",,,,"5,193,000.00",,"2,123.79","5,135.69","10,135.69","30,000.00","30,000.00","40,000.00","44,536.73",490.22,"11,406.37","14,606.37","86,078.08",,"15,373.43","15,373.43","15,373.43","153,440.96","180,455.82","180,455.82","370,566.17","51,777.52","59,126.34","60,454.66","124,146.60",44.88,"173,699.49","217,438.71","279,606.01","20,589.72","69,589.72","201,623.90","201,673.90",
管理费用,"17,883,782.65","22,904,316.56","15,091,368.41","22,720,973.57","26,842,256.93","8,617,530.12","17,653,002.63","27,397,653.54","38,866,664.72","12,382,324.01","31,101,411.76","45,512,902.25","65,593,745.48","20,358,785.31","37,017,433.20","54,811,659.47","70,576,987.68","30,437,792.84","63,361,060.44","92,717,233.48","142,085,033.23","30,396,019.86","75,640,356.82","117,058,027.02","149,930,400.79","32,522,922.88","80,170,210.82","122,747,754.10","155,369,207.86","37,145,596.96","81,574,122.51","114,000,832.47","149,594,036.41","33,896,465.73","69,187,538.37","107,450,697.08","150,651,696.28","32,994,150.63","75,798,196.86","93,976,164.55","128,393,402.15","29,482,535.48"
其中:非流动资产处置净损失,"32,641.42",,,,"4,398.31",,,,,,,,"5,135.69",,,,"4,536.73",,,,"71,471.71",,,,,,,,"214,454.67",,"58,112.94","58,112.94","20,704.88",,"7,497.09","50,147.30",,,,,,
