科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"224,209,304.42","392,935,737.87","172,740,151.92","280,009,049.12","414,234,630.60","103,695,612.45","218,741,067.98","328,274,782.81","472,930,472.50","133,094,518.53","268,545,928.08","470,163,824.47","691,126,685.96","181,164,418.37","395,555,776.61","608,196,366.16","833,419,819.29","162,278,101.77","366,505,555.02","541,881,121.71","721,994,655.00","184,372,159.24","401,828,820.52","614,346,183.35","812,645,896.90","161,929,174.71","357,289,140.12","522,748,746.12","668,465,543.43","139,586,141.59","316,637,515.78","447,574,142.58","57,482,698,073.15","15,470,945,937.16","32,160,932,363.81","49,825,939,334.57","71,094,296,984.46","20,569,946,865.03","42,503,599,511.93"
二、营业利润,"37,002,559.60","44,789,412.33","21,598,383.85","33,023,009.65","48,672,510.15","9,727,581.10","20,121,448.82","26,867,193.40","27,855,264.81","11,623,429.94","20,522,580.66","31,632,305.38","38,701,159.81","10,330,156.32","21,853,295.23","34,112,010.18","40,688,979.69","7,231,352.04","18,895,714.17","29,298,940.26","26,959,998.46","7,884,926.04","19,851,866.79","30,015,478.67","27,108,097.01","6,695,228.25","15,347,382.20","23,090,824.23","27,737,019.83","4,737,669.80","13,231,938.40","19,733,667.20","3,692,687,537.52","1,000,983,203.31","2,554,467,688.97","4,842,631,786.76","6,448,970,480.99","1,342,797,579.65","2,993,105,473.16"
减:营业成本,"164,191,726.02","308,717,254.57","134,144,346.10","220,237,103.67","328,716,791.69","84,197,272.12","178,091,272.38","269,947,090.14","395,136,650.23","109,957,041.22","223,524,092.03","398,347,226.63","599,304,709.62","154,048,680.78","342,175,259.74","524,695,498.04","722,447,323.00","137,652,649.25","311,295,777.19","459,358,267.50","621,061,121.46","158,646,296.90","345,269,297.34","526,018,009.29","705,785,116.77","140,350,465.70","309,460,292.85","448,763,233.48","572,532,142.72","116,231,395.43","264,396,105.67","373,085,772.06","46,165,166,641.49","12,360,711,374.27","25,347,477,265.57","39,606,212,929.61","56,823,114,268.34","16,942,033,432.26","34,467,212,820.18"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"746,080.23","1,069,604.07","469,364.85","566,630.70","1,019,408.03","216,620.94","1,065,414.98","1,246,198.45","1,321,103.19","424,727.62","668,552.54","1,120,124.70","1,584,101.56","378,841.82","889,470.16","1,521,736.51","2,118,471.45","341,646.13","747,157.17","1,269,415.35","1,813,208.88","369,462.43","776,866.93","1,196,294.12","1,629,986.91","537,066.53","1,281,320.20","1,683,047.30","2,068,435.90","414,900.92","1,415,231.94","1,763,216.20","203,300,318.34","41,081,964.48","85,023,617.25","136,207,347.02","199,191,336.78","55,192,050.21","109,337,864.95"
营业外收入,"16,434,722.93","575,260.03","434,876.37","624,675.14","506,705.89","9,997.30","16,817.44","19,174.34","399,471.33","282,433.21","5,177,354.13","5,306,807.01","11,108,449.04","3,728,585.93","7,015,872.79","10,250,902.79","15,803,032.32","5,328,131.05","10,066,626.04","14,787,475.56","20,636,104.34","689,427.70","920,631.22","1,097,716.43","1,379,138.40","779,545.31","940,902.71","2,517,592.90","3,225,382.36","-1,972.95","578,233.10","603,649.10","1,579,698,135.15","51,902,734.30","73,917,857.80","113,092,480.85","127,591,848.60","24,767,882.83","55,622,496.87"
销售费用,"12,865,549.28","21,050,893.90","7,665,619.16","13,211,383.19","17,280,122.53","5,514,871.37","9,769,333.65","15,554,395.10","20,783,899.38","5,701,368.01","11,457,743.01","19,343,545.64","23,311,306.81","8,578,071.12","15,939,031.25","24,908,868.87","34,203,958.35","6,829,290.61","14,813,663.40","24,044,830.04","32,934,748.75","7,986,275.83","15,763,849.27","26,548,545.13","34,602,879.93","7,285,546.14","15,820,745.70","24,979,278.48","34,708,963.99","10,507,480.30","20,997,745.32","30,378,403.05","1,150,596,698.85","317,580,014.34","635,612,144.35","984,659,854.58","1,357,257,650.07","433,466,500.63","959,568,129.92"
减:营业外支出,"96,940.92","122,401.93","50,522.58","191,418.88","314,956.00","221,528.62","395,049.35","450,273.44","634,246.34","153,432.09","583,095.48","857,452.63","793,100.81","366,241.63","662,532.70","1,167,875.50","445,566.86","34,275.75","262,682.70","318,484.70","473,008.55","278,764.52","456,424.67","457,275.17","572,310.77","181,727.19","363,081.84","1,279,811.05","1,685,737.40","687,202.00","898,743.75","2,477,676.16","81,654,299.47","20,131,518.21","42,108,236.64","70,041,210.04","74,525,863.32","35,996,412.53","48,368,701.34"
管理费用,"5,177,347.04","9,910,620.33","5,580,731.04","8,203,465.87","11,418,969.11","3,412,342.42","7,965,618.18","12,899,739.62","23,482,910.87","5,185,482.47","10,864,364.08","15,799,513.25","20,934,699.79","6,530,732.50","12,534,289.74","18,867,089.63","25,869,864.61","6,437,244.25","12,908,774.67","18,976,682.04","25,248,716.04","7,297,963.37","13,659,550.20","20,332,934.52","29,950,505.48","6,546,357.06","13,726,602.10","19,912,223.43","26,684,436.74","6,809,889.73","14,414,379.47","21,184,849.03","6,079,455,133.67","1,655,318,234.85","3,410,609,675.59","5,238,661,496.48","7,349,917,130.45","1,972,710,741.55","4,212,463,150.96"
其中:非流动资产处置净损失,,,"17,473.00",,,,,,"55,803.21",,,,,,,,"1,255.43",,,,,,,,,,,,,,,,"28,502,390.44","5,949,798.94","13,982,754.73","22,083,928.12",,,
