科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"746,217,507.31","767,202,550.72","932,409,225.59","615,619,867.85","911,611,954.57","1,265,939,125.46","337,020,559.08","696,979,465.62","1,105,468,424.45","1,484,419,774.80","370,106,512.10","843,076,451.81","1,328,687,345.29","1,902,061,524.58","457,148,305.39","1,189,364,972.93","1,798,066,339.83","2,563,425,088.96","658,566,302.76","1,626,318,662.76","2,490,882,624.25","3,546,702,935.44","847,970,690.45","2,182,754,385.63","3,463,272,982.86","4,772,788,986.49","1,258,193,168.90","2,862,316,832.97","4,439,699,353.14","6,376,116,562.06","1,411,086,110.47","3,258,927,687.13","5,030,421,397.46"
取得子公司及其他营业单位支付的现金净额,"5,350,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"83,524.00","122,164.27","3,624,608.86",,"872,549.47","2,306,989.54",,"1,879,736.25","1,879,736.25","3,021,706.03",,,,"2,324,555.40",,,"240,124.76","3,533,859.39",,"32,023.79","377,923.79","6,051,332.47","35,577.98","60,022.85","71,731.88","6,880,661.91",,"42,396.82","6,644,942.51","6,602,545.69",,,"2,606,202.90"
支付其他与投资活动有关的现金,"57,500,000.00","73,893,475.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"7,096,910.15","16,996,086.85","5,099,213.46","7,029,977.96","15,079,375.10","11,979,723.61","6,017,403.02","17,814,080.44","15,960,411.33","43,722,589.52","12,354,462.71","25,136,137.68","34,425,273.43","52,307,021.42","7,458,027.77","19,614,735.12","32,024,928.54","48,715,230.41","11,212,193.73","64,637,179.03","74,906,820.54","110,762,310.60","39,024,842.78","78,568,884.00","106,789,996.30","130,592,107.52","23,224,738.05","71,241,996.80","97,157,027.56","162,914,138.86","76,323,057.47","129,719,854.72","164,823,890.49"
投资活动现金流出小计,"84,436,018.48","80,983,506.43","15,453,782.30","8,848,193.86","18,237,405.69","37,618,854.07","19,938,921.61","51,700,103.81","88,832,793.65","142,667,481.95","86,077,827.11","73,234,099.03","105,305,574.92","196,096,462.46","23,581,653.00","86,768,272.93","107,043,976.92","118,746,394.07","22,968,315.65","61,351,521.29","173,453,484.71","206,873,654.96","61,543,359.78","137,198,249.24","223,505,066.80","305,809,079.16","61,616,143.41","89,289,158.18","121,350,669.93","202,007,243.06","19,854,182.29","784,686,710.00","1,815,417,875.50"
经营活动现金流入小计,"753,397,941.46","784,320,801.84","941,133,047.91","622,649,845.81","927,563,879.14","1,280,225,838.61","343,037,962.10","716,673,282.31","1,123,308,572.03","1,531,164,070.35","382,460,974.81","868,212,589.49","1,363,112,618.72","1,956,693,101.40","464,606,333.16","1,208,979,708.05","1,830,331,393.13","2,615,674,178.76","669,778,496.49","1,690,987,865.58","2,566,167,368.58","3,663,516,578.51","887,031,111.21","2,261,383,292.48","3,570,134,711.04","4,910,261,755.92","1,281,417,906.95","2,933,601,226.59","4,543,501,323.21","6,545,633,246.61","1,487,409,167.94","3,388,647,541.85","5,197,851,490.85"
投资活动产生的现金流量净额,"-76,540,959.67","-77,172,306.43","-15,453,782.30","-8,354,001.55","-17,693,213.38","-37,074,661.76","-19,855,921.61","-51,574,103.81","-88,644,793.65","-142,389,983.24","-86,076,327.11","-73,219,099.03","-105,071,074.92","-195,820,574.05","-22,513,844.00","-55,471,263.93","-75,746,967.92","-87,451,094.97","-22,618,515.65","-60,968,825.29","-173,054,796.71","-206,482,499.57","-61,543,359.78","-137,198,249.24","-223,494,066.80","-305,773,451.16","-61,020,293.93","-88,691,078.45","-117,272,590.20","-198,322,518.26","-19,722,182.29","-784,487,660.00","-1,714,082,774.81"
购买商品、接受劳务支付的现金,"383,539,540.10","412,404,261.03","377,952,229.29","270,034,193.02","415,528,986.20","583,922,316.88","141,110,859.57","306,004,926.58","481,952,907.86","690,425,999.93","127,308,949.54","292,833,616.45","463,576,180.07","676,364,866.63","216,577,351.74","451,703,121.58","749,833,369.74","1,090,580,057.97","297,227,328.63","566,532,145.14","891,372,308.05","1,390,468,114.14","364,372,548.79","711,407,860.17","1,224,555,742.51","1,644,872,937.75","502,745,330.96","918,436,118.70","1,459,672,771.64","2,295,727,189.69","601,155,768.42","1,173,706,921.51","2,008,328,683.38"
吸收投资收到的现金,,"144,900,000.00",,,,"908,000,000.00",,,,,,,,,,,,,,,,,"61,398,000.00","61,398,000.00","61,398,000.00","61,398,000.00","13,600,000.00","13,600,000.00","13,600,000.00","13,600,000.00",,,
支付给职工以及为职工支付的现金,"42,535,478.52","76,482,494.41","76,616,561.93","45,705,881.56","69,583,858.72","102,542,232.47","34,010,896.65","60,705,860.73","91,511,480.08","126,263,548.54","41,200,850.47","74,806,247.73","112,870,601.52","161,024,129.88","52,900,981.55","95,418,958.16","148,038,919.93","256,201,608.19","85,788,357.68","157,468,540.61","242,353,160.63","342,651,962.75","109,916,004.23","200,155,510.08","299,909,599.97","416,887,639.40","130,960,722.77","238,537,161.56","360,552,374.59","502,579,184.62","157,587,363.87","272,956,200.95","453,640,718.65"
取得借款收到的现金,"136,000,000.00","10,000,000.00",,,,,,,,,,,,"19,688,202.64",,,,,,,"2,000,000.00",,,,,,,,,,,,
支付的各项税费,"70,952,144.80","76,256,398.42","117,820,509.44","59,285,367.85","93,940,164.72","138,875,800.80","36,009,308.42","72,231,786.58","113,454,299.09","152,589,334.45","46,973,763.86","97,549,311.86","153,758,802.63","222,929,299.54","58,545,952.85","127,363,827.56","203,191,923.46","298,799,692.71","80,211,903.80","177,890,278.26","295,542,369.37","407,732,233.60","112,860,018.90","231,215,742.28","382,433,328.11","525,428,411.58","143,653,937.28","306,308,813.30","483,014,490.75","698,082,089.93","207,468,456.66","414,939,539.58","632,696,900.81"
收到其他与筹资活动有关的现金,"73,526,567.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,141,800.00","14,907,600.00","15,407,600.00","15,957,600.00"
支付其他与经营活动有关的现金,"156,033,250.24","212,429,052.49","242,041,371.16","130,224,129.66","215,405,461.50","338,811,728.43","80,060,334.91","174,687,758.69","272,812,124.46","424,977,441.56","105,820,176.30","215,030,097.49","371,389,229.50","572,281,431.77","114,616,096.47","274,896,395.39","442,281,885.25","647,307,974.00","130,959,556.07","389,451,595.10","601,792,879.92","863,967,824.29","316,895,678.63","659,791,646.95","918,541,917.18","1,199,422,992.64","318,182,872.47","721,779,098.81","1,057,183,914.86","1,503,796,290.05","335,105,242.77","828,188,896.31","1,309,247,627.27"
筹资活动现金流入小计,"209,526,567.24","154,900,000.00",,,,"908,000,000.00",,,,,,,,"19,688,202.64",,,,,,,"2,000,000.00",,"61,398,000.00","61,398,000.00","61,398,000.00","61,398,000.00","13,600,000.00","13,600,000.00","13,600,000.00","65,741,800.00","14,907,600.00","15,407,600.00","15,957,600.00"
经营活动现金流出小计,"653,060,413.66","777,572,206.35","814,430,671.82","505,249,572.09","794,458,471.14","1,164,152,078.58","291,191,399.55","613,630,332.58","959,730,811.49","1,394,256,324.48","321,303,740.17","680,219,273.53","1,101,594,813.72","1,632,599,727.82","442,640,382.61","949,382,302.69","1,543,346,098.38","2,292,889,332.87","594,187,146.18","1,291,342,559.11","2,031,060,717.97","3,004,820,134.78","904,044,250.55","1,802,570,759.48","2,825,440,587.77","3,786,611,981.37","1,095,542,863.48","2,185,061,192.37","3,360,423,551.84","5,000,184,754.29","1,301,316,831.72","2,689,791,558.35","4,403,913,930.11"
偿还债务支付的现金,"175,500,000.00","35,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"100,337,527.80","6,748,595.49","126,702,376.09","117,400,273.72","133,105,408.00","116,073,760.03","51,846,562.55","103,042,949.73","163,577,760.54","136,907,745.87","61,157,234.64","187,993,315.96","261,517,805.00","324,093,373.58","21,965,950.55","259,597,405.36","286,985,294.75","322,784,845.89","75,591,350.31","399,645,306.47","535,106,650.61","658,696,443.73","-17,013,139.34","458,812,533.00","744,694,123.27","1,123,649,774.55","185,875,043.47","748,540,034.22","1,183,077,771.37","1,545,448,492.32","186,092,336.22","698,855,983.50","793,937,560.74"
分配股利、利润或偿还利息支付的现金,"3,520,500.24","1,148,829.50",,,"87,834,501.52","87,834,501.52",,"48,000,000.00","48,000,000.00","48,000,000.00",,"51,200,000.00","51,200,000.00","51,200,000.00",,"76,800,000.00","76,800,000.00","76,800,000.00",,"128,000,000.00","128,000,000.00","128,000,000.00",,"162,025,000.00","162,025,000.00","162,025,000.00",,"292,022,700.00","292,022,700.00","292,022,700.00",,"365,012,625.00","365,012,625.00"
收回投资收到的现金,,,,,,,,,,,,,,,"1,050,000.00","31,050,000.00","31,050,000.00","31,050,000.00",,,,,,,,,,,,,,,"100,000,000.00"
支付其他与筹资活动有关的现金,"52,634,659.42",,,,,,,,,,,,,,,,,,,,,,,,,,,"102,620.00","102,620.00","102,620.00","192,780.00","192,780.00","192,780.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,133,150.69"
筹资活动现金流出小计,"231,655,159.66","36,148,829.50",,,"87,834,501.52","87,834,501.52",,"48,000,000.00","48,000,000.00","48,000,000.00",,"51,200,000.00","51,200,000.00","51,200,000.00",,"76,800,000.00","76,800,000.00","76,800,000.00",,"128,000,000.00","128,000,000.00","128,000,000.00",,"162,025,000.00","162,025,000.00","162,025,000.00",,"292,125,320.00","292,125,320.00","292,125,320.00","192,780.00","365,205,405.00","365,205,405.00"
