科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"95,094,386.95","98,301,300.23","123,969,907.61","65,044,414.20","303,243,263.53","189,576,214.77","207,560,500.69","123,728,015.32","200,693,192.04","231,258,503.57","229,979,897.71","180,817,416.97","195,393,052.98","199,507,195.46","258,327,070.18","200,222,273.13","239,163,835.94","518,070,103.50","491,148,400.02","467,923,822.87"
短期借款,"93,000,000.00","122,000,000.00","160,000,000.00","180,000,000.00","80,000,000.00",,,"70,000,000.00","147,000,000.00","217,000,000.00","217,000,000.00","264,000,000.00","314,000,000.00","314,000,000.00","314,000,000.00","317,000,000.00","345,000,000.00","328,000,000.00","328,000,000.00","365,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,"5,208,489.17","5,208,489.17","3,513,831.29",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"153,000.00","5,383,481.65","408,176.00","531,053.72","4,167,218.41","3,872,000.00","5,212,682.21","4,930,141.08","3,912,103.38","5,459,301.59","7,426,085.77","8,736,173.28","16,346,510.95","14,596,484.41","6,941,234.81","7,148,674.96","24,040,656.86","14,234,613.58","21,765,954.53",
应付票据,"75,837,172.20","153,828,866.00","112,755,227.28","93,457,498.48","112,143,422.62","130,234,530.05","104,882,453.26","76,812,958.97","95,222,297.89","134,992,175.77","161,317,448.12","155,756,173.85","155,542,351.31","215,648,662.80","226,471,988.70","200,405,633.95","221,658,998.03",,"334,233,094.54",
应收账款,"128,138,668.91","186,288,697.65","184,552,513.70","185,016,259.02","208,139,889.67","197,324,041.75","203,056,672.31","208,768,050.99","232,734,525.67","231,554,692.26","266,512,855.82","262,953,111.64","292,712,402.21","383,996,401.84","379,121,154.15","365,964,058.57","387,136,539.83","403,651,155.12","406,161,953.87",
应付账款,"124,427,814.03","102,035,572.67","111,655,289.04","100,673,865.49","117,671,276.34","103,045,732.83","89,934,006.56","87,512,640.24","119,692,686.39","127,426,936.64","136,116,716.23","151,730,423.06","187,787,930.64","253,351,672.22","256,063,891.53","239,139,747.71","268,211,839.57",,"266,288,530.49",
预付款项,"7,353,446.76","8,728,441.13","17,047,315.58","12,002,091.61","15,578,728.97","31,946,061.46","13,205,117.36","16,232,030.37","17,021,791.93","30,110,592.08","29,818,300.85","48,353,840.43","46,700,523.36","36,654,997.35","25,894,751.58","34,835,971.06","33,351,472.79","37,007,012.66","27,826,369.00","39,531,878.55"
预收款项,"86,838,434.71","146,861,787.97","191,423,226.52","209,255,134.07","183,968,340.89","178,829,714.91","175,811,389.65","176,101,460.98","199,223,190.29","227,283,632.26","243,254,806.45","244,222,620.88","249,013,237.86","337,261,813.63","332,815,872.55","391,045,530.53","414,672,645.74","452,934,222.13","454,940,645.77","498,892,441.33"
其他应收款,"9,112,647.44","10,408,022.01","5,914,164.99","7,636,026.62","5,956,573.30","51,100,004.92","10,665,785.09","16,953,539.52","20,392,054.70","19,729,328.36","17,173,378.36","18,329,128.19","17,233,528.77","18,616,767.71","36,197,225.82","21,887,420.54","17,285,706.86","16,647,296.06","56,816,896.10","62,023,470.14"
