科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"12,283,857.64","23,916,823.52","38,115,122.78","23,386,677.33","31,787,963.93","46,725,595.76","15,232,218.86","28,582,375.20","45,960,504.36","72,661,009.64","20,962,259.85","38,045,495.41","59,375,193.67","88,988,976.30","25,380,028.58","47,281,225.25","68,674,013.87","88,540,756.56","32,792,368.47","58,728,058.67","83,565,732.32","119,232,864.10","41,100,905.54","57,373,810.58","86,164,109.82","136,587,607.36","49,652,315.82","66,592,923.39","98,651,931.64","161,026,325.82","41,714,629.13"
取得借款收到的现金,,"25,000,000.00",,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","40,000,000.00","40,000,000.00",,,,,
支付的各项税费,"16,263,248.23","13,734,736.74","24,919,497.46","13,178,384.72","17,594,248.07","23,111,290.80","11,281,290.30","16,069,096.15","22,509,138.91","33,733,988.63","7,512,890.94","13,317,473.76","18,950,619.61","33,116,574.74","12,630,209.28","20,709,822.60","26,107,036.79","39,932,299.99","16,397,782.90","23,259,988.33","32,935,482.81","35,563,564.02","20,263,541.13","29,717,609.79","40,317,513.84","44,185,486.49","21,555,471.80","36,687,473.32","46,939,387.42","50,805,106.16","16,571,024.85"
收到其他与筹资活动有关的现金,"1,152,000.00","710,600.00","500,000.00","3,043,900.00","385,475,000.00","3,043,900.00",,"393,181.29","1,412,661.04","1,000,000.00",,,"176,623.13",,,,,,,,,"7,510,000.00",,,,"2,500,000.00",,,,,
支付其他与经营活动有关的现金,"29,245,687.60","37,922,341.91","33,165,722.72","20,936,790.46","57,896,258.21","57,214,687.92","18,466,317.58","27,858,514.97","48,110,025.56","63,461,580.65","19,748,428.08","38,339,212.50","59,950,383.79","71,061,053.31","-12,381,916.54","38,582,150.70","71,481,141.85","108,371,794.34","22,615,253.09","50,514,113.70","91,634,031.28","88,771,599.89","27,010,967.51","56,994,944.89","94,074,188.57","124,548,550.63","27,639,346.27","53,266,286.22","89,668,862.34","135,482,249.31","39,865,075.54"
筹资活动现金流入小计,"35,652,000.00","25,710,600.00","500,000.00","3,043,900.00","385,475,000.00","388,518,900.00",,"393,181.29","1,412,661.04","1,000,000.00",,,"176,623.13",,,,,,,,,"1,251,460,940.00",,"20,500,000.00","40,500,000.00","43,000,000.00",,,,,
经营活动现金流出小计,"61,352,649.35","81,441,192.22","110,555,434.72","67,836,781.84","123,464,054.79","147,521,244.81","53,649,214.14","84,456,323.92","135,586,079.13","209,689,550.99","55,775,162.87","105,833,840.37","160,590,596.79","198,292,389.94","38,184,630.34","134,319,971.11","207,204,885.77","467,979,000.93","87,090,050.18","162,175,801.79","259,653,706.83","474,567,643.64","108,476,656.54","216,083,118.21","338,254,997.39","492,198,084.67","148,026,956.43","238,715,837.11","361,707,303.39","528,149,262.97","176,245,403.27"
偿还债务支付的现金,,,"25,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","40,000,000.00","40,000,000.00",
经营活动产生的现金流量净额,"24,597,749.09","20,352,404.36","28,397,550.99","-21,227,505.33","-24,560,808.35","-11,381,234.08","-30,173,263.00","-35,003,309.92","-48,014,504.48","-10,300,757.84","-26,100,148.96","-44,333,507.75","-65,796,614.20","-19,327,029.19","-16,553,043.11","-37,225,672.22","-46,522,188.35","-2,619,422.27","-36,609,818.61","-48,126,121.39","-87,024,075.86","-20,320,955.30","-50,018,436.63","-67,271,650.59","-87,665,875.88","-88,215,326.20","-78,196,313.24","-81,744,677.25","-113,949,733.09","-87,233,511.19","-47,494,923.28"
分配股利、利润或偿还利息支付的现金,"13,000,000.00",,"15,142,041.67",,,,,"12,603,699.66","12,603,699.66","13,340,000.00",,"12,720,354.11","12,720,354.11","13,340,000.00",,"12,366,377.87","13,340,000.00","13,340,000.00",,"12,159,693.13","12,160,175.59","12,160,175.59",,"23,250,593.80","23,591,321.26","24,215,765.73","480,678.00","18,280,267.51","18,408,847.51","18,408,846.21",
收回投资收到的现金,"2,373,645.81",,,,,,,,,,,,,,,"1,220,000.00","2,226,667.00","2,000,000.00",,,,"4,500,000.00",,"16,600,000.00","16,600,000.00","5,872,600,000.00","720,000,000.00","1,862,000,000.00","2,262,000,000.00","2,883,004,071.72","250,000,000.00"
支付其他与筹资活动有关的现金,"833,419.00","682,552.74","2,140,675.18","2,057,048.03","374,953.80","8,466,354.80","16,000.00",,,,,,,,,,,,,,,"2,580,000.00",,,,,,,,,
取得投资收益收到的现金,,,"17,264.38",,,,,,,,,,,,,,,"226,667.00",,,,"144,780.83","94,296.71","146,169.43","146,169.43","30,740,781.88","3,301,835.62","13,020,160.27","17,831,119.18","20,760,944.34","1,559,533.86"
筹资活动现金流出小计,"13,833,419.00","682,552.74","42,282,716.85","2,057,048.03","374,953.80","8,466,354.80","16,000.00","12,603,699.66","12,603,699.66","13,340,000.00",,"12,720,354.11","12,720,354.11","13,340,000.00",,"12,366,377.87","13,340,000.00","13,340,000.00",,"12,159,693.13","12,160,175.59","14,740,175.59",,"23,250,593.80","23,591,321.26","24,215,765.73","480,678.00","38,280,267.51","58,408,847.51","58,408,846.21",
处置固定资产、无形资产和其他长期资产收回的现金净额,300.00,,,,,"2,010.79",,,,,,"1,150.00","7,050.00","7,050.00",,,,,,"1,825.10","1,825.10","99,840.28",,,,"260,160.23",,"61,000.00","61,000.00","81,239.82",
筹资活动产生的现金流量净额,"21,818,581.00","25,028,047.26","-41,782,716.85","986,851.97","385,100,046.20","380,052,545.20","-16,000.00","-12,210,518.37","-11,191,038.62","-12,340,000.00",,"-12,720,354.11","-12,543,730.98","-13,340,000.00",,"-12,366,377.87","-13,340,000.00","-13,340,000.00",,"-12,159,693.13","-12,160,175.59","1,236,720,764.41",,"-2,750,593.80","16,908,678.74","18,784,234.27","-480,678.00","-38,280,267.51","-58,408,847.51","-58,408,846.21",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,"-217,471.80","-905,934.81","-326,499.48","-520,214.12","-2,934,918.93","-1,129,220.40","440,073.80","464,522.34","2,014,180.64","121,293.42","57,329.31","110,282.33","82,274.12","113,742.30","11,869.98","13,069.65","38,306.48","28,452.37","-6,838.80"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"3,123,654.80",,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,373,945.81",,"17,264.38",,,"2,010.79",,,,,,"1,150.00","7,050.00","7,050.00",,"1,220,000.00","2,226,667.00","5,350,321.80",,"1,825.10","1,825.10","4,744,621.11","94,296.71","16,746,169.43","16,746,169.43","5,903,600,942.11","723,301,835.62","1,875,081,160.27","2,279,892,119.18","2,903,846,255.88","251,559,533.86"
五、现金及现金等价物净增加额,"39,990,131.26","38,662,643.70","-18,517,369.24","-21,500,014.63","351,377,967.75","354,087,943.46","-31,434,519.00","-50,335,206.29","-71,836,850.38","-46,982,232.19","-34,017,467.96","-66,924,823.86","-97,444,740.98","-81,961,668.35","-17,744,359.27","-59,166,184.24","-104,615,338.19","-85,362,702.20","-36,722,641.91","-66,739,140.29","-127,996,865.62","1,137,485,713.85","-96,327,783.18","-132,659,912.20","-156,165,131.64","-318,593,402.94","-886,524,430.24","-530,487,360.37","-876,128,173.08","-446,602,444.57","-294,830,710.80"
购建固定资产、无形资产和其他长期资产支付的现金,"6,800,144.64","6,717,807.92","5,149,467.76","1,259,361.27","9,161,270.10","14,585,378.45","1,245,256.00","3,121,378.00","12,631,307.28","19,341,474.35","7,917,319.00","9,872,112.00","13,893,974.00","43,395,754.35","864,816.68","5,881,417.03","24,652,394.91","44,366,905.14","552,897.10","2,919,673.21","7,228,619.91","53,180,009.79","11,360,972.57","44,394,119.57","63,136,378.05","91,976,995.42","70,161,144.60","129,556,645.53","207,700,018.14","278,830,723.70","123,288,482.58"
期初现金及现金等价物余额,"18,612,567.85","58,602,699.11","97,265,342.81","78,747,973.57","79,236,283.57","78,747,973.57","432,835,917.03","432,835,917.03","432,835,917.03","432,835,917.03","385,853,684.84","385,853,684.84","385,853,684.84","385,853,684.84","303,892,016.49","303,892,016.49","303,892,016.49","303,892,016.49","218,529,314.29","218,529,314.29","218,529,314.29","218,529,314.29","1,356,015,028.14","1,356,015,028.14","1,356,015,028.14","1,356,015,028.14","1,039,436,443.20","1,037,421,625.20","1,037,421,625.20","1,037,421,625.20","590,819,180.63"
投资支付的现金,"2,000,000.00",,,,,,,,,"5,000,000.00",,,"5,000,000.00","5,000,000.00",,"4,392,503.00","19,392,503.00","29,257,476.19",,"4,000,000.00","23,600,000.00","30,600,000.00","35,100,000.00","35,100,000.00","39,100,000.00","6,060,900,000.00","1,461,000,000.00","2,156,000,000.00","2,776,000,000.00","2,926,004,071.72","375,600,000.00"
期末现金及现金等价物余额,"58,602,699.11","97,265,342.81","78,747,973.57","57,247,958.94","430,614,251.32","432,835,917.03","401,401,398.03","382,500,710.74","360,999,066.65","385,853,684.84","351,836,216.88","318,928,860.98","288,408,943.86","303,892,016.49","286,147,657.22","244,725,832.25","199,276,678.30","218,529,314.29","181,806,672.38","151,790,174.00","90,532,448.67","1,356,015,028.14","1,259,687,244.96","1,223,355,115.94","1,199,849,896.50","1,037,421,625.20","152,912,012.96","506,934,264.83","161,293,452.12","590,819,180.63","295,988,469.83"
