科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"512,253,231.59","955,941,213.24","1,716,179,021.32","2,293,004,130.69","554,233,279.93","1,307,079,123.19","1,514,443,212.97","2,476,525,843.88","95,615,463.48","306,859,335.58","734,966,700.83","1,177,444,495.40","300,677,440.49","719,252,286.56","1,069,670,686.46","1,557,420,680.81","515,732,590.73","1,215,838,206.38","1,673,967,857.13","2,286,946,269.75","489,820,753.99","840,650,833.61","1,277,811,098.25","2,765,501,659.69","251,430,880.51","737,213,588.47","1,052,488,441.54","2,138,255,712.52","407,789,641.81","1,217,350,420.58","2,158,032,205.61","3,352,813,474.26","1,133,571,617.41","1,666,410,648.26","2,444,388,763.37","3,210,215,516.59","630,114,065.14","1,250,482,406.70","1,978,434,878.55","2,665,679,167.48","596,424,949.75","1,224,848,210.73","2,015,305,775.72"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"718,984.82","9,909,481.03","11,314,138.87","26,472,083.41","362,069.87","511,008.56","1,017,336.46","1,772,100.09",,"317,959.41","385,002.62","585,002.62",,,"11,477.15","782,930.31","196,447.81","196,447.81","200,052.80","2,041,661.23",,,"9,612.81","18,002.28",,"36,419.58","21,520.48","10,037.30",,"24,898,740.41","28,700,702.07","133,215,795.56","31,956,036.83","88,651,004.81","117,548,028.94","157,085,100.13","28,676,805.31","74,254,728.25","103,913,970.98","118,434,917.64","42,802,358.64","58,386,134.05","91,179,706.81"
支付其他与投资活动有关的现金,,,,"4,000,000.00",,,,,,,"19,336,738.65","19,048,446.58",,,,,,,,,,,,"800,000,000.00",,,,"37,117,239.30",,,,"700,000,000.00",,,,,,,,"63,418,670.60",,"51,703,000.00","20,912,908.50"
收到其他与经营活动有关的现金,"917,182.62","2,456,488.69","5,914,504.12","13,719,820.33","2,952,135.97","4,794,358.49","11,886,498.67","23,085,471.91","2,467,495.83","9,222,215.41","16,093,401.57","38,516,392.98","38,117,332.16","46,032,344.04","47,079,808.40","70,657,518.39","12,107,624.42","16,904,964.45","24,466,795.58","46,336,106.34","14,654,516.74","30,740,579.53","48,082,527.41","83,073,643.02","17,532,895.10","42,854,087.68","62,405,129.94","138,431,216.49","54,300,745.97","109,639,965.94","166,102,099.47","234,941,942.08","70,112,640.93","133,568,221.54","218,303,666.48","338,578,664.40","31,692,446.52","111,979,971.45","124,457,244.27","139,191,817.56","12,258,109.46","20,136,992.60","28,176,962.13"
投资活动现金流出小计,"35,946,225.91","93,634,098.37","222,350,205.04","728,371,556.88","300,892,753.77","459,164,020.69","675,045,812.71","694,046,585.94","13,331,824.82","322,320,484.11","391,907,621.44","1,708,868,515.69","141,959,012.35","831,250,753.85","905,708,303.27","1,443,731,595.00","243,453,800.20","700,099,692.50","1,020,451,992.30","2,438,975,969.62","772,567,334.54","1,844,936,917.84","2,818,695,241.10","3,608,879,323.66","471,349,275.00","934,838,757.38","1,189,792,262.36","1,387,938,833.55","42,387,045.24","55,916,201.60","316,428,611.55","1,505,813,115.06","99,679,775.34","177,143,784.19","244,410,983.32","476,172,998.41","94,626,002.31","184,475,566.19","377,346,166.59","516,474,353.89","78,127,201.70","406,781,400.88","482,991,462.14"
经营活动现金流入小计,"513,889,399.03","968,307,182.96","1,733,407,664.31","2,333,196,034.43","557,547,485.77","1,312,384,490.24","1,527,347,048.10","2,501,383,415.88","98,082,959.31","316,399,510.40","751,445,105.02","1,216,545,891.00","338,794,772.65","765,284,630.60","1,116,761,972.01","1,628,861,129.51","528,036,662.96","1,232,939,618.64","1,698,634,705.51","2,335,324,037.32","504,475,270.73","871,391,413.14","1,325,903,238.47","2,848,593,304.99","268,963,775.61","780,104,095.73","1,114,915,091.96","2,276,696,966.31","462,090,387.78","1,351,889,126.93","2,352,835,007.15","3,720,971,211.90","1,235,640,295.17","1,888,629,874.61","2,780,240,458.79","3,705,879,281.12","690,483,316.97","1,436,717,106.40","2,206,806,093.80","2,923,305,902.68","651,485,417.85","1,303,371,337.38","2,134,662,444.66"
投资活动产生的现金流量净额,"-35,946,225.91","-87,890,579.37","-216,039,260.97","-722,313,486.88","-300,892,753.77","-459,161,020.69","-675,042,812.71","-693,774,701.33","-13,271,824.82","-322,193,684.11","-391,640,821.44","-1,708,541,715.69","-141,959,012.35","-812,128,767.85","-886,569,781.27","-1,423,180,493.68","-243,450,740.20","-697,571,531.84","-1,017,849,139.64","-2,427,695,967.46","-772,512,268.54","-1,844,789,642.84","-2,818,090,988.10","-2,658,202,487.39","331,408,007.06","-132,065,272.32","-386,976,790.30","-379,273,687.69","-42,242,045.24","-50,631,131.87","-306,318,814.97","-1,473,366,569.32","621,499,319.92","547,383,423.33","481,351,132.92","259,491,122.66","-90,775,922.51","-178,504,867.84","-368,247,936.24","-489,047,557.06","-77,070,164.02","-372,375,443.80","-434,594,320.25"
购买商品、接受劳务支付的现金,"315,702,164.09","637,835,972.35","1,061,262,403.97","1,330,558,661.11","498,037,500.46","1,002,731,944.64","1,181,924,247.05","1,509,302,027.76","70,436,434.35","107,519,852.50","542,140,645.40","804,311,475.44","274,367,160.42","670,746,241.71","1,099,110,155.09","1,581,471,719.38","381,563,168.84","729,228,424.72","1,115,079,069.82","1,492,986,706.13","485,504,023.33","826,612,869.89","1,215,718,894.04","1,715,055,024.68","355,889,643.08","780,615,069.25","977,492,424.79","1,518,050,911.18","222,180,638.63","1,141,560,715.55","1,882,747,882.91","3,705,740,515.14","1,091,295,421.12","1,414,467,159.25","1,899,043,282.02","2,377,852,841.71","349,727,366.44","933,716,467.99","1,495,172,621.76","2,015,281,250.12","370,106,415.63","773,788,825.39","1,335,101,082.61"
吸收投资收到的现金,,,"1,612,640.00","617,910,755.86","250,000.00","750,000.00","750,000.00","750,000.00",,,,,,"755,088,016.20","755,088,016.20","755,577,879.85",,,,"32,649.00",,,,,,,,,,,"5,879,999,971.76","5,879,999,971.76","24,583,350.00","97,255,600.00","97,255,600.00","97,255,600.00",,,"51,543,000.00","51,543,000.00",,"51,703,000.00","52,217,000.00"
