科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"1,074,884.15","1,310,401.72","4,264,246.76","4,948,690.03","7,488,309.87","16,354,776.15","3,268,906.04","3,814,950.48","4,169,224.74","4,618,871.74","4,739,021.45","5,999,479.36","5,926,000.68","7,766,407.45","7,234,186.14","9,994,396.52","11,070,455.10","11,400,884.16","11,590,005.81","19,056,190.63","19,799,198.43","16,876,493.63","14,473,854.14","17,851,206.05","17,795,740.86","20,472,104.63","19,134,277.19","29,005,303.33","36,506,691.54","60,630,153.43"
应付职工薪酬,"2,275,868.44","6,789,884.02","8,794,155.28","4,810,877.35","7,092,311.56","6,911,616.94","15,268,309.02","8,907,854.87","11,118,419.95","14,898,755.07","17,156,876.91","9,131,804.61","12,492,476.20","20,284,025.83","28,948,443.78","12,967,705.15","24,370,759.75","33,222,255.30","48,919,500.06","30,914,150.05","49,199,651.70","60,691,357.05","82,788,711.76","53,757,271.15","65,107,042.41","69,198,150.30","99,077,920.57","76,047,548.97","122,970,492.74","144,696,482.56"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,224,901.28","1,849,101.90","13,746,409.94","8,468,377.06","12,095,504.02","13,454,134.41","15,008,671.39","7,879,075.85","11,519,506.99","18,216,880.30","17,608,856.29","9,644,223.78","15,455,961.99","16,092,354.86","45,310,219.68","23,898,355.45","36,454,500.14","50,113,674.09","57,419,584.65","24,325,922.01","63,111,438.88","93,956,569.87","87,609,238.36","35,253,159.01","86,586,940.15","124,396,283.84","108,592,535.14","58,752,128.97","125,225,633.69","152,565,752.26"
应收利息,,,,,,,"14,355,824.64","22,121,520.71","11,195,522.40","16,906,746.25","11,617,920.87","16,888,981.56","6,976,708.40","9,601,768.57","11,649,904.82","13,723,179.54","7,842,829.01","5,656,294.34","3,450,454.34","5,707,203.01","2,837,598.72","3,536,764.81","2,823,008.78","1,532,531.87","1,599,984.94","3,066,178.65","4,284,239.09","8,601,631.12","11,541,167.06","2,215,598.86"
应付利息,,,"47,099.17",,,,,,,,,,,,,,,,,,"430,383.34","638,633.34","657,311.41","318,253.33","673,952.97","199,427.16","573,215.33","666,366.97","279,176.44","358,563.62"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"1,948,450.02","1,948,450.02","1,943,200.00","1,943,200.00","3,613,870.00","3,613,870.00","3,613,870.00","3,613,870.00","3,821,327.50","3,812,492.50","3,812,492.50","6,473,992.50","27,457.50",,,,,
存货,"20,019,067.03","31,148,363.00","42,019,818.27","46,803,087.00","51,771,524.36","55,459,009.93","54,240,500.74","58,479,078.87","69,196,718.36","83,303,113.06","80,083,827.06","75,659,113.77","101,436,292.77","146,070,758.54","136,913,820.35","127,758,827.00","133,479,021.91","148,750,702.29","142,441,178.48","154,121,819.46","177,494,123.29","207,989,325.20","197,031,953.12","189,672,141.37","213,296,585.88","239,156,145.00","268,584,043.89","256,221,746.07","287,944,380.73","290,064,634.75"
其他应付款,"33,669,707.98","12,103,099.06","5,819,910.61","6,957,017.92","7,800,881.43","8,529,238.98","12,126,438.20","8,584,391.04","50,037,451.54","56,047,341.25","56,369,782.25","45,275,006.83","47,667,686.88","51,052,154.74","51,879,275.64","43,404,551.88","47,124,503.53","51,980,212.39","50,630,140.44","29,090,714.73","170,811,232.23","33,555,808.96","49,672,755.93","51,937,171.11","56,109,936.60","56,962,816.18","63,979,293.51","51,761,011.95","54,163,678.15","59,366,356.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"19,902,205.00","19,902,205.00","24,500,000.00","24,500,000.00","50,016,495.00","50,016,495.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00",,
其他流动资产,,"91,141.31","3,864,814.15","7,277,631.43","6,256,650.33","3,655,116.45","10,238,509.92","10,754,357.80","10,426,743.38","1,508,755.48","2,474,316.78","1,410,818.78","3,968,867.18","3,861,729.98","15,251,784.46","9,909,765.93","9,518,846.98","19,106,435.21","50,470,777.68","218,270,150.37","211,331,146.65","198,449,190.06","161,653,632.81","167,664,013.84","221,241,347.40","532,418,571.40","1,300,321,100.40","691,559,572.36","1,022,741,557.38","1,103,576,266.70"
其他流动负债,"568,866.15","542,424.79","768,762.68","1,086,914.17","1,351,919.83","1,774,272.97","2,989,520.41","934,667.66","1,630,575.23","8,471,490.61","6,415,972.77","2,761,937.37","3,169,074.42","3,806,478.82","8,158,636.52","5,676,456.78","4,973,265.68","5,391,574.70","18,411,784.03","14,412,313.54","13,575,346.51","25,277,133.01","26,906,887.83","26,020,160.56","30,648,982.37","26,782,544.12","36,091,845.09","33,951,587.30","45,249,711.78","45,073,626.33"
流动资产合计,"49,696,084.76","80,474,446.44","208,175,318.59","155,898,879.36","1,281,872,533.78","1,275,266,958.70","1,324,029,431.42","1,253,231,500.98","1,254,796,528.87","1,321,770,489.89","1,297,971,042.13","1,302,832,606.86","1,323,341,772.95","1,471,848,700.43","1,429,923,919.32","1,402,026,374.69","1,404,060,934.63","1,518,464,516.81","1,497,446,343.69","1,209,945,907.48","1,382,979,105.22","1,351,353,640.16","1,469,798,823.60","1,168,699,297.07","1,440,673,980.84","2,829,556,518.15","3,173,730,019.05","3,029,415,427.72","2,953,068,709.25","3,276,653,938.08"
流动负债合计,"79,410,550.63","55,572,924.72","124,438,060.42","77,596,451.25","109,694,784.51","158,234,386.75","160,225,342.24","120,242,186.35","155,122,353.31","203,363,166.08","233,575,458.34","149,965,970.30","261,097,740.70","328,775,818.89","283,746,595.67","215,027,380.51","298,455,548.04","377,566,311.38","411,048,513.89","315,402,130.31","611,876,197.85","592,545,928.37","666,562,224.78","628,832,356.96","914,345,031.51","1,127,932,081.92","1,290,695,773.41","1,165,840,162.15","1,576,457,985.45","1,726,767,644.29"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"49,900,000.00","75,260,484.10","135,544,484.10","135,544,484.10","100,544,484.10","100,544,484.10","100,544,484.10","100,544,484.10"
长期借款,,,,,,,,,,,,,,,,,,,,,"49,000,000.00","49,000,000.00","49,000,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","129,000,000.00","260,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"5,090,047.99","6,684,270.29",,,,,,"35,616,000.00",,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","28,251,383.47","27,306,339.61","26,474,782.81","26,474,782.81","24,932,476.30",,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"58,339,511.09","73,959,906.10","82,385,010.34","93,394,974.73","93,331,892.46","156,976,181.81","175,255,684.50","177,974,115.53","221,229,550.60","228,174,297.72","351,621,792.01","344,395,593.32","404,072,365.78","407,579,410.01","433,009,610.07","424,964,654.45","424,992,496.46","468,604,489.70","493,329,298.34","484,459,429.48","547,523,517.06","758,119,790.99","980,049,962.94","1,016,280,479.25","1,027,941,525.01","1,049,941,260.69","1,166,497,681.98","1,150,408,350.55","1,744,935,158.95","1,858,352,873.77"
递延所得税负债,,,,,,,,,,,"791,829.28","791,829.28","791,829.28","791,829.28","771,561.19","771,561.19","771,561.19","771,561.19","744,537.07","744,537.07","744,537.07","744,537.07","717,512.95","717,512.94","717,512.94","717,512.94","3,149,931.28","3,149,931.28","3,149,931.28","3,149,931.28"
在建工程,"130,000.00",,"2,236,842.00","14,427,476.86","38,310,185.77","22,442,622.92","5,801,711.28","9,897,096.56","19,399,313.79","44,496,444.13",,"3,505,919.56","12,207,715.50","14,562,609.50","54,001,176.76","52,604,471.30","139,540,917.51","173,246,865.30","274,984,824.20","476,063,296.55","528,316,055.45","483,159,561.68","310,525,863.50","276,839,967.48","375,961,741.31","485,927,196.45","459,054,030.95","582,939,024.44","608,892,838.45","756,216,778.18"
其他非流动负债,,,,,,,,,,,"6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","9,090,000.00","8,080,000.00","8,080,000.00","12,161,020.00","25,530,940.00","25,530,940.00","25,530,940.00","25,475,260.00",,,,,,,,
工程物资,,,,"118,082.33",,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,"6,891,829.28","6,891,829.28","6,891,829.28","6,891,829.28","9,861,561.19","8,851,561.19","8,851,561.19","12,932,581.19","40,945,507.07","40,945,507.07","88,735,507.07","88,679,827.07","64,727,395.95","46,995,087.44","46,305,087.44","51,558,267.44","55,599,224.45","55,299,224.45","191,861,524.45","326,853,624.45"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"79,410,550.63","55,572,924.72","124,438,060.42","77,596,451.25","109,694,784.51","158,234,386.75","160,225,342.24","120,242,186.35","155,122,353.31","203,363,166.08","240,467,287.62","156,857,799.58","267,989,569.98","335,667,648.17","293,608,156.86","223,878,941.70","307,307,109.23","390,498,892.57","451,994,020.96","356,347,637.38","700,611,704.92","681,225,755.44","731,289,620.73","675,827,444.40","960,650,118.95","1,179,490,349.36","1,346,294,997.86","1,221,139,386.60","1,768,319,509.90","2,053,621,268.74"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","53,500,000.00","107,000,000.00","107,000,000.00","107,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","219,860,000.00","439,720,000.00","440,990,000.00","440,990,000.00","440,990,000.00","440,990,000.00","440,990,000.00","440,990,000.00","440,990,000.00","440,990,000.00","440,978,000.00","440,978,000.00","440,978,000.00","440,978,000.00","461,713,155.00","461,713,155.00","461,713,155.00","923,426,310.00","923,426,310.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"31,030,398.64","31,030,398.64","5,861,097.64","1,077,339,597.63","1,023,839,597.63","1,023,839,597.63","1,023,839,597.63","911,613,293.28","911,613,293.28","911,613,293.28","965,423,003.28","755,276,733.28","770,480,253.28","782,518,651.80","789,069,751.80","795,620,851.80","802,171,951.80","808,723,051.80","811,714,845.30","814,706,638.80","817,661,952.30","847,410,609.55","849,052,163.55","849,052,163.55","1,909,548,981.30","1,941,576,345.49","1,941,576,345.49","1,479,863,190.49","1,479,926,732.04"
无形资产,"7,049,877.34","7,321,011.24","6,865,887.99","16,986,924.69","16,810,196.19","17,740,132.06","17,534,334.82","17,251,354.46","24,183,002.66","23,934,391.38","78,563,588.50","78,301,131.30","77,032,583.36","77,423,750.92","116,681,938.90","115,853,902.24","166,289,060.43","167,586,772.78","194,142,426.30","192,820,839.51","193,450,966.75","192,262,585.61","215,615,323.82","254,056,401.90","251,991,898.52","250,296,224.34","245,997,026.95","272,581,670.73","436,328,702.85","429,439,821.89"
盈余公积,"3,255,009.45","4,689,603.86","13,001,698.77","14,401,698.77","14,401,698.77","14,401,698.77","26,353,511.58","26,353,511.58","26,353,511.58","26,353,511.58","42,081,220.59","42,081,220.59","42,081,220.59","42,081,220.59","63,788,036.79","63,788,036.79","63,788,036.79","63,788,036.79","92,277,689.77","92,277,689.77","92,277,689.77","92,277,689.77","119,602,435.93","119,602,435.93","119,602,435.93","119,602,435.93","165,899,142.37","165,899,142.37","165,899,142.37","165,899,142.37"
开发支出,,,"777,179.48","877,179.48","877,179.48","219,743.58","235,953.30","2,421,995.28","5,313,530.17","5,690,507.94","1,618,940.77","1,452,308.28","1,630,940.77","294,871.80","294,871.80","294,871.80","885,116.96","294,871.80","2,107,924.53","2,347,924.53","5,613,526.96","6,519,187.31","1,018,867.92","1,018,867.92","1,698,113.20","1,698,113.20","12,819,696.40","17,506,064.10","7,459,065.26","7,163,664.74"
减:库存股,,,,,,,,,,,,,,,,,,,"45,433,145.00","45,433,145.00","25,530,940.00","25,475,260.00","25,516,495.00","25,516,495.00",,,,,,
商誉,,,"2,814,841.99","2,814,841.99","2,814,841.99","2,814,841.99","2,814,841.99","2,814,841.99","3,819,770.54","3,819,770.54","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","4,388,238.71","18,940,991.50","18,940,991.50","18,940,991.50","18,940,991.50"
未分配利润,"29,295,085.09","38,726,130.62","102,835,505.14","141,612,288.10","172,004,384.91","164,418,663.52","206,295,500.99","220,127,787.81","203,827,093.26","257,414,524.86","310,267,669.74","334,843,570.14","308,040,019.61","381,269,252.75","456,462,742.95","481,284,690.92","441,959,087.07","544,296,339.77","644,622,076.64","680,524,884.73","625,380,851.43","766,002,570.17","921,965,985.23","754,100,297.91","901,435,586.91","1,109,655,157.19","1,319,197,137.58","1,396,423,427.38","1,290,260,275.64","1,571,721,226.33"
长期待摊费用,"688,662.60","632,164.53","5,707,746.05","4,643,395.66","3,956,620.06","4,677,503.83","9,867,218.58","10,314,608.33","15,801,440.26","18,931,369.60","18,805,571.41","19,469,411.13","23,792,322.43","28,899,911.45","30,097,857.79","32,850,044.66","37,409,158.88","33,735,500.49","38,152,311.89","46,392,196.15","46,475,007.68","39,767,868.32","49,283,319.21","46,857,155.72","50,948,786.75","46,594,367.94","56,857,174.05","52,816,221.45","51,889,303.42","51,513,417.06"
少数股东权益,,,,"12,638,405.17","13,926,268.93","15,150,813.47","16,416,310.75","16,592,605.16","38,389,140.94","39,366,775.19","40,092,612.31","40,451,025.61","41,613,503.26","43,791,085.43","48,421,580.38","49,998,560.23","143,043,949.81","139,480,765.69","140,110,992.00","139,092,639.63","126,694,921.95","124,918,787.52","118,586,173.45","101,441,632.82","90,745,164.33","98,733,356.01","103,485,908.73","132,108,991.03","391,044,923.40","400,431,148.97"
递延所得税资产,"966,461.39","947,259.24","2,342,836.53","2,948,185.83","2,893,285.02","2,907,175.25","4,591,087.30","4,634,175.40","4,762,255.48","5,293,999.79","5,552,910.01","5,171,410.04","8,255,107.22","9,281,967.40","17,391,555.43","16,027,423.59","15,143,111.12","14,904,731.03","28,733,318.51","29,096,719.40","36,384,449.04","32,018,622.42","45,484,546.72","44,778,247.85","46,839,918.42","48,322,248.40","77,218,976.32","77,134,083.85","80,179,968.59","79,625,729.70"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,574,129.43","1,574,129.43","1,574,129.43","1,574,129.43"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"72,264,560.41","89,544,611.40","103,130,344.38","136,211,061.57","158,994,200.97","207,778,201.44","216,100,831.77","260,924,187.55","294,508,863.50","330,340,781.10","460,551,041.41","456,684,012.34","531,379,273.77","542,430,759.79","655,865,249.46","646,983,606.75","788,648,100.07","862,761,469.81","1,035,838,342.48","1,265,568,644.33","1,392,151,761.65","1,546,235,855.04","1,684,517,506.29","1,746,786,182.54","1,921,789,488.83","2,049,186,916.64","2,164,436,667.98","2,289,445,020.15","3,065,744,642.55","3,318,371,890.37"
所有者权益(或股东权益)合计,"42,550,094.54","114,446,133.12","186,867,602.55","214,513,489.68","1,331,171,950.24","1,324,810,773.39","1,379,904,920.95","1,393,913,502.18","1,394,183,039.06","1,448,748,104.91","1,518,054,795.92","1,602,658,819.62","1,586,731,476.74","1,678,611,812.05","1,792,181,011.92","1,825,131,039.74","1,885,401,925.47","1,990,727,094.05","2,081,290,665.21","2,119,166,914.43","2,074,519,161.95","2,216,363,739.76","2,423,026,709.16","2,239,658,035.21","2,401,813,350.72","3,699,253,085.43","3,991,871,689.17","4,097,721,061.27","4,250,493,841.90","4,541,404,559.71"
资产总计,"121,960,645.17","170,019,057.84","311,305,662.97","292,109,940.93","1,440,866,734.75","1,483,045,160.14","1,540,130,263.19","1,514,155,688.53","1,549,305,392.37","1,652,111,270.99","1,758,522,083.54","1,759,516,619.20","1,854,721,046.72","2,014,279,460.22","2,085,789,168.78","2,049,009,981.44","2,192,709,034.70","2,381,225,986.62","2,533,284,686.17","2,475,514,551.81","2,775,130,866.87","2,897,589,495.20","3,154,316,329.89","2,915,485,479.61","3,362,463,469.67","4,878,743,434.79","5,338,166,687.03","5,318,860,447.87","6,018,813,351.80","6,595,025,828.45"
负债和所有者(或股东权益)合计,"121,960,645.17","170,019,057.84","311,305,662.97","292,109,940.93","1,440,866,734.75","1,483,045,160.14","1,540,130,263.19","1,514,155,688.53","1,549,305,392.37","1,652,111,270.99","1,758,522,083.54","1,759,516,619.20","1,854,721,046.72","2,014,279,460.22","2,085,789,168.78","2,049,009,981.44","2,192,709,034.70","2,381,225,986.62","2,533,284,686.17","2,475,514,551.81","2,775,130,866.87","2,897,589,495.20","3,154,316,329.89","2,915,485,479.61","3,362,463,469.67","4,878,743,434.79","5,338,166,687.03","5,318,860,447.87","6,018,813,351.80","6,595,025,828.45"
