科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"86,858,000.00","92,135,000.00","238,500,000.00","261,824,000.00","369,974,000.00","775,744,000.00","334,063,000.00","326,259,000.00","350,749,000.00","316,149,000.00","306,102,000.00","239,178,000.00","365,828,000.00","740,229,000.00","376,463,000.00","475,355,000.00","427,033,000.00","756,327,000.00","563,061,000.00","732,948,000.00","423,005,000.00","1,050,000,000.00","509,414,000.00","399,314,000.00","383,688,000.00","477,357,000.00","563,215,000.00","594,523,000.00","550,188,000.00","557,989,000.00"
应付职工薪酬,"591,203,000.00","738,104,000.00","1,003,198,000.00","1,053,571,000.00","1,078,677,000.00","1,153,851,000.00","1,281,563,000.00","1,304,608,000.00","1,160,632,000.00","1,121,282,000.00","1,293,717,000.00","1,293,325,000.00","1,307,644,000.00","1,306,873,000.00","1,285,337,000.00","1,277,002,000.00","1,339,925,000.00","1,408,079,000.00","1,471,195,000.00","1,598,010,000.00","1,728,066,000.00","1,781,841,000.00","2,118,495,000.00","1,840,265,000.00","2,006,312,000.00","2,253,095,000.00","2,978,565,000.00","2,445,138,000.00","2,643,518,000.00","2,919,921,000.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-165,693,000.00","172,270,000.00","-606,352,000.00","-708,625,000.00","-1,205,092,000.00","-1,107,160,000.00","-802,188,000.00","-856,922,000.00","-1,073,431,000.00","-940,792,000.00","-874,036,000.00","-852,151,000.00","-1,116,957,000.00","-1,113,730,000.00","-1,221,661,000.00","-1,137,749,000.00","301,213,000.00","251,366,000.00","428,185,000.00","503,818,000.00","506,438,000.00","461,058,000.00","641,187,000.00","397,087,000.00","505,189,000.00","827,837,000.00","1,074,614,000.00","565,679,000.00","572,848,000.00","745,352,000.00"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,"7,750,000.00","19,533,000.00","14,151,000.00","24,340,000.00","21,263,000.00","68,012,000.00","110,563,000.00","157,765,000.00","27,917,000.00","89,936,000.00","166,266,000.00","261,738,000.00","191,671,000.00","105,517,000.00","175,519,000.00","255,651,000.00","193,472,000.00","121,959,000.00","192,693,000.00","298,825,000.00","250,698,000.00","89,209,000.00","193,528,000.00","313,511,000.00","252,268,000.00","99,547,000.00"
应收股利,"2,296,000.00","15,481,000.00","20,735,000.00","12,373,000.00","7,875,000.00","7,875,000.00","7,875,000.00","7,875,000.00",,,,,,,,,,,,,,,,,,,,,,
应付股利,"330,000.00","344,000.00","330,000.00","330,000.00",,,"10,000,000.00","10,000,000.00","51,280,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","156,019,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","548,827,000.00","10,000,000.00"
存货,"6,912,844,000.00","4,405,206,000.00","6,537,852,000.00","6,428,640,000.00","7,331,635,000.00","7,164,176,000.00","6,595,797,000.00","7,212,189,000.00","7,205,269,000.00","7,282,044,000.00","7,344,833,000.00","7,962,800,000.00","8,593,491,000.00","8,865,441,000.00","8,220,552,000.00","8,362,696,000.00","9,115,431,000.00","9,888,041,000.00","9,978,317,000.00","10,835,904,000.00","13,250,603,000.00","16,234,457,000.00","15,750,550,000.00","16,490,447,000.00","16,044,181,000.00","17,792,667,000.00","17,378,439,000.00","17,102,320,000.00","18,144,296,000.00","20,132,187,000.00"
其他应付款,"646,859,000.00","734,096,000.00","1,246,889,000.00","1,142,712,000.00","1,211,102,000.00","1,284,523,000.00","1,629,189,000.00","1,616,216,000.00","1,385,031,000.00","1,451,748,000.00","1,084,859,000.00","1,040,785,000.00","1,158,472,000.00","1,104,368,000.00","1,242,754,000.00","1,185,823,000.00","1,241,012,000.00","1,495,232,000.00","1,623,653,000.00","1,690,915,000.00","1,585,113,000.00","2,159,462,000.00","1,873,266,000.00","1,636,502,000.00","1,888,323,000.00","1,919,435,000.00","2,322,136,000.00","2,269,174,000.00","2,443,600,000.00","2,454,303,000.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,"35,500,000.00","38,500,000.00","16,000,000.00","77,500,000.00","77,500,000.00","92,340,000.00","92,340,000.00","109,840,000.00","109,840,000.00","122,679,000.00","122,679,000.00","307,581,000.00","236,280,000.00","524,826,000.00","386,462,000.00","499,927,000.00","606,505,000.00","442,190,000.00","430,574,000.00","482,038,000.00","503,100,000.00","675,369,000.00","695,651,000.00"
一年内到期的非流动负债,"236,540,000.00","263,328,000.00","1,207,068,000.00","1,400,738,000.00","1,570,664,000.00","953,969,000.00","1,330,700,000.00","1,655,000,000.00","1,896,333,000.00","2,995,500,000.00","2,870,024,000.00","3,400,223,000.00","4,764,563,000.00","3,707,505,000.00","3,770,658,000.00","2,872,595,000.00","5,699,820,000.00","6,347,259,000.00","6,496,195,000.00","6,826,396,000.00","3,738,195,000.00","5,992,153,000.00","6,469,060,000.00","7,117,353,000.00","11,298,325,000.00","7,288,111,000.00","7,918,830,000.00","7,394,671,000.00","4,532,569,000.00","8,670,256,000.00"
其他流动资产,,,,,,,"32,500,000.00",,,,,,"624,274,000.00","560,724,000.00","555,540,000.00","610,759,000.00","1,992,271,000.00","1,995,919,000.00","1,988,078,000.00","1,852,085,000.00","2,335,784,000.00","2,598,783,000.00","2,492,277,000.00","2,693,086,000.00","2,762,222,000.00","3,212,535,000.00","3,786,404,000.00","4,314,787,000.00","4,077,398,000.00","4,089,372,000.00"
其他流动负债,"472,828,000.00","1,034,207,000.00","1,218,292,000.00","1,244,318,000.00","1,230,133,000.00","1,037,613,000.00","789,943,000.00","979,244,000.00","1,099,477,000.00","1,038,312,000.00","1,326,485,000.00","1,353,475,000.00","456,653,000.00","455,780,000.00","502,054,000.00","498,045,000.00","557,447,000.00","575,358,000.00","557,698,000.00","589,921,000.00","608,199,000.00","140,726,000.00","166,350,000.00","159,226,000.00","199,280,000.00","196,394,000.00","423,252,000.00","393,732,000.00","248,068,000.00","934,411,000.00"
流动资产合计,"14,491,618,000.00","16,852,490,000.00","17,552,692,000.00","18,879,317,000.00","19,950,104,000.00","19,835,730,000.00","21,424,455,000.00","21,442,629,000.00","21,496,577,000.00","21,642,495,000.00","21,932,116,000.00","22,724,248,000.00","25,627,908,000.00","28,368,035,000.00","28,242,826,000.00","28,473,876,000.00","37,148,056,000.00","38,403,194,000.00","40,733,096,000.00","38,604,336,000.00","39,280,039,000.00","47,741,252,000.00","54,411,666,000.00","51,066,219,000.00","58,850,900,000.00","70,414,591,000.00","78,240,081,000.00","77,591,345,000.00","83,126,454,000.00","91,896,516,000.00"
流动负债合计,"14,035,822,000.00","18,087,932,000.00","27,763,951,000.00","30,459,269,000.00","31,377,614,000.00","31,016,104,000.00","33,370,934,000.00","34,265,400,000.00","32,398,939,000.00","34,329,883,000.00","35,930,917,000.00","37,097,023,000.00","41,278,772,000.00","41,328,960,000.00","41,722,054,000.00","38,092,327,000.00","45,534,634,000.00","48,466,888,000.00","53,022,124,000.00","51,691,473,000.00","51,616,728,000.00","59,806,408,000.00","66,110,124,000.00","63,228,574,000.00","73,219,856,000.00","66,632,148,000.00","78,317,604,000.00","73,286,843,000.00","78,066,217,000.00","91,378,558,000.00"
可供出售金融资产,,,,,,"15,732,000.00","15,192,000.00","3,697,000.00","3,295,000.00","2,695,000.00","2,985,000.00","2,662,000.00","2,405,000.00","2,965,000.00","4,487,000.00","4,099,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","3,071,357,000.00","2,290,360,000.00","2,775,796,000.00","2,774,004,000.00","3,225,238,000.00","3,508,260,000.00","3,674,771,000.00","4,161,123,000.00"
长期借款,"4,791,561,000.00","3,106,514,000.00","3,049,000,000.00","4,411,506,000.00","4,901,711,000.00","6,717,750,000.00","6,084,992,000.00","5,824,552,000.00","5,362,591,000.00","4,088,591,000.00","3,373,075,000.00","2,604,945,000.00","1,882,227,000.00","2,427,937,000.00","2,685,422,000.00","4,328,529,000.00","8,451,645,000.00","8,153,371,000.00","7,988,331,000.00","7,375,974,000.00","7,131,497,000.00","8,252,753,000.00","6,745,955,000.00","5,591,491,000.00","6,192,441,000.00","6,090,552,000.00","4,847,936,000.00","7,191,753,000.00","7,316,219,000.00","7,808,930,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,"993,385,000.00","993,817,000.00","994,255,000.00","994,698,000.00","3,964,438,000.00","3,966,410,000.00","3,968,269,000.00","3,970,159,000.00","2,975,088,000.00","5,964,830,000.00","5,966,837,000.00","5,968,872,000.00","2,989,866,000.00","2,990,412,000.00","2,990,968,000.00","2,991,532,000.00","5,979,495,000.00","4,483,071,000.00","4,483,946,000.00","4,486,254,000.00","1,494,526,000.00","4,489,583,000.00","4,490,584,000.00","7,491,851,000.00","8,985,120,000.00","4,492,480,000.00"
长期应收款,,,,,,,"17,500,000.00","14,500,000.00","11,500,000.00","8,500,000.00","22,500,000.00","22,500,000.00","52,179,000.00","52,179,000.00","34,679,000.00","32,679,000.00","19,840,000.00","19,840,000.00","315,311,000.00","275,214,000.00","405,148,000.00","2,267,219,000.00","65,773,000.00","59,070,000.00","41,279,000.00","40,621,000.00","253,668,000.00","225,491,000.00","164,936,000.00","165,809,000.00"
长期应付款,,,,,,,,,,,,,,,,"2,754,492,000.00","1,427,000.00","414,000.00",,,,,,,,,,,,
长期股权投资,"26,677,000.00","29,860,000.00","59,160,000.00","271,700,000.00","432,018,000.00","539,447,000.00","571,976,000.00","565,325,000.00","555,126,000.00","740,639,000.00","949,065,000.00","943,986,000.00","907,012,000.00","1,033,080,000.00","1,088,505,000.00","1,370,762,000.00","1,361,644,000.00","1,492,313,000.00","1,413,553,000.00","1,446,746,000.00","1,883,569,000.00","1,877,565,000.00","1,888,715,000.00","1,813,697,000.00","1,803,945,000.00","1,829,503,000.00","2,244,758,000.00","2,497,645,000.00","2,476,898,000.00","2,960,915,000.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"1,985,000.00","1,927,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"35,927,000.00","46,250,000.00"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"11,532,315,000.00","14,318,102,000.00","17,475,755,000.00","19,020,136,000.00","21,218,963,000.00","21,159,907,000.00","21,532,825,000.00","22,226,973,000.00","24,051,725,000.00","24,580,324,000.00","25,776,552,000.00","26,198,344,000.00","26,830,032,000.00","27,000,996,000.00","28,138,688,000.00","28,277,078,000.00","28,260,965,000.00","28,718,896,000.00","30,014,805,000.00","29,598,602,000.00","29,664,657,000.00","29,799,374,000.00","32,368,535,000.00","32,553,067,000.00","34,972,477,000.00","35,430,943,000.00","37,483,211,000.00","38,214,112,000.00","39,700,110,000.00","41,091,889,000.00"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"226,508,000.00","568,149,000.00","357,000,000.00","464,658,000.00","448,540,000.00","549,903,000.00","605,696,000.00","603,272,000.00","711,011,000.00"
在建工程,"3,178,388,000.00","4,580,974,000.00","7,401,358,000.00","8,339,845,000.00","7,394,292,000.00","10,823,339,000.00","9,190,558,000.00","10,745,866,000.00","9,226,413,000.00","8,507,097,000.00","7,882,866,000.00","7,366,775,000.00","6,966,134,000.00","6,925,386,000.00","6,008,433,000.00","5,674,976,000.00","6,457,933,000.00","6,346,831,000.00","6,364,617,000.00","6,589,488,000.00","7,292,618,000.00","7,380,580,000.00","5,757,798,000.00","5,946,868,000.00","5,478,912,000.00","4,754,746,000.00","4,565,424,000.00","4,880,021,000.00","4,807,610,000.00","4,784,600,000.00"
其他非流动负债,"367,005,000.00","224,508,000.00","999,374,000.00","959,270,000.00","966,591,000.00","949,932,000.00","1,194,075,000.00","1,166,767,000.00","1,174,760,000.00","1,132,055,000.00","1,293,856,000.00","1,333,710,000.00","1,228,738,000.00","1,189,335,000.00","1,162,157,000.00","1,131,039,000.00","1,048,862,000.00","999,931,000.00","1,112,995,000.00","1,107,399,000.00","1,106,017,000.00","1,271,474,000.00","1,548,340,000.00","1,658,889,000.00","1,576,276,000.00","1,631,699,000.00","1,455,388,000.00","1,417,092,000.00","1,595,109,000.00","1,460,835,000.00"
工程物资,"801,940,000.00","1,299,505,000.00","3,838,424,000.00","3,829,993,000.00","4,633,397,000.00","2,329,000,000.00","4,308,315,000.00","2,151,265,000.00","1,824,254,000.00","1,871,523,000.00","1,396,371,000.00","1,394,062,000.00","1,308,786,000.00","1,407,584,000.00","1,463,810,000.00","1,675,377,000.00","1,277,069,000.00","1,871,092,000.00","2,370,709,000.00","2,622,746,000.00","3,116,718,000.00","3,691,824,000.00","3,729,764,000.00","4,203,642,000.00","3,687,149,000.00","4,444,872,000.00","4,391,521,000.00","4,308,463,000.00","3,917,277,000.00","3,530,517,000.00"
非流动负债合计,"5,158,566,000.00","3,331,022,000.00","4,048,374,000.00","5,370,776,000.00","6,861,687,000.00","8,661,499,000.00","8,273,322,000.00","7,986,017,000.00","10,501,789,000.00","9,187,056,000.00","8,635,200,000.00","7,908,814,000.00","6,086,053,000.00","9,582,102,000.00","9,814,416,000.00","14,182,932,000.00","12,491,800,000.00","12,144,128,000.00","12,092,294,000.00","11,474,905,000.00","14,217,009,000.00","14,233,806,000.00","13,346,390,000.00","12,093,634,000.00","9,727,901,000.00","12,660,374,000.00","11,343,811,000.00","16,706,392,000.00","18,499,720,000.00","14,473,256,000.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"19,194,388,000.00","21,418,954,000.00","31,812,325,000.00","35,830,045,000.00","38,239,301,000.00","39,677,603,000.00","41,644,256,000.00","42,251,417,000.00","42,900,728,000.00","43,516,939,000.00","44,566,117,000.00","45,005,837,000.00","47,364,825,000.00","50,911,062,000.00","51,536,470,000.00","52,275,259,000.00","58,026,434,000.00","60,611,016,000.00","65,114,418,000.00","63,166,378,000.00","65,833,737,000.00","74,040,214,000.00","79,456,514,000.00","75,322,208,000.00","82,947,757,000.00","79,292,522,000.00","89,661,415,000.00","89,993,235,000.00","96,565,937,000.00","105,851,814,000.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"2,050,100,000.00","2,275,100,000.00","2,275,100,000.00","2,275,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,354,100,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,476,000,000.00","2,728,143,000.00","2,728,143,000.00","2,728,143,000.00","2,728,143,000.00","2,728,143,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"4,362,773,000.00","5,717,956,000.00","5,722,692,000.00","5,723,867,000.00","6,999,876,000.00","7,016,769,000.00","7,008,256,000.00","6,997,942,000.00","6,998,683,000.00","7,013,922,000.00","7,015,822,000.00","7,019,655,000.00","7,019,985,000.00","7,039,543,000.00","7,042,255,000.00","7,044,983,000.00","10,262,190,000.00","10,263,264,000.00","10,296,201,000.00","10,297,379,000.00","10,298,277,000.00","10,298,960,000.00","10,311,853,000.00","10,312,422,000.00","10,312,990,000.00","24,450,477,000.00","24,471,813,000.00","24,472,988,000.00","24,473,671,000.00","24,473,990,000.00"
无形资产,"2,019,407,000.00","2,117,097,000.00","4,897,343,000.00","4,927,278,000.00","4,571,700,000.00","4,478,283,000.00","5,325,171,000.00","5,309,213,000.00","5,312,450,000.00","5,733,235,000.00","6,295,490,000.00","6,415,430,000.00","6,650,664,000.00","6,553,402,000.00","7,453,757,000.00","7,880,816,000.00","7,934,543,000.00","7,832,019,000.00","8,611,261,000.00","8,398,720,000.00","8,691,419,000.00","9,008,868,000.00","8,790,228,000.00","9,073,892,000.00","8,950,059,000.00","9,053,848,000.00","8,946,267,000.00","8,990,259,000.00","9,234,312,000.00","9,201,793,000.00"
盈余公积,"575,550,000.00","1,144,318,000.00","1,457,013,000.00","1,457,013,000.00","1,457,013,000.00","1,457,013,000.00","1,716,698,000.00","1,716,698,000.00","1,716,698,000.00","1,716,698,000.00","1,819,936,000.00","1,819,936,000.00","1,819,936,000.00","1,819,789,000.00","1,964,545,000.00","1,964,545,000.00","1,964,545,000.00","1,964,545,000.00","2,108,206,000.00","2,108,206,000.00","2,108,206,000.00","2,077,665,000.00","2,383,551,000.00","2,383,551,000.00","2,383,551,000.00","2,383,551,000.00","3,072,173,000.00","3,072,173,000.00","3,072,173,000.00","3,072,173,000.00"
开发支出,"255,525,000.00","347,961,000.00","800,801,000.00","1,084,638,000.00","1,057,266,000.00","1,463,051,000.00","1,396,283,000.00","1,702,435,000.00","2,085,934,000.00","2,115,216,000.00","1,716,007,000.00","1,958,052,000.00","1,995,109,000.00","2,473,406,000.00","2,204,709,000.00","2,083,175,000.00","2,350,553,000.00","2,726,214,000.00","2,244,884,000.00","2,634,396,000.00","2,741,265,000.00","2,870,971,000.00","3,075,674,000.00","2,879,253,000.00","3,035,263,000.00","2,500,712,000.00","3,109,304,000.00","3,745,058,000.00","3,943,853,000.00","4,243,641,000.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"58,603,000.00","58,603,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00","65,914,000.00"
未分配利润,"4,368,825,000.00","7,593,633,000.00","9,048,833,000.00","9,314,403,000.00","9,321,847,000.00","9,398,053,000.00","10,169,160,000.00","10,195,018,000.00","10,183,105,000.00","10,186,432,000.00","10,127,526,000.00","10,238,759,000.00","10,549,721,000.00","10,569,032,000.00","10,511,045,000.00","10,519,894,000.00","10,743,702,000.00","10,770,796,000.00","10,638,814,000.00","10,758,582,000.00","11,103,398,000.00","12,588,315,000.00","13,104,044,000.00","13,904,635,000.00","15,264,228,000.00","16,604,097,000.00","16,238,160,000.00","16,766,041,000.00","17,341,441,000.00","18,352,203,000.00"
长期待摊费用,,"83,635,000.00","51,260,000.00","43,167,000.00","35,073,000.00","26,979,000.00","18,885,000.00","10,792,000.00","2,698,000.00",,,,,,,,,,,,,,,,,,,,,
少数股东权益,"2,051,804,000.00","2,344,770,000.00","2,690,757,000.00","2,743,129,000.00","2,806,951,000.00","2,821,845,000.00","2,855,619,000.00","2,890,782,000.00","2,891,810,000.00","2,936,993,000.00","2,947,387,000.00","3,000,031,000.00","3,038,789,000.00","3,082,028,000.00","3,146,677,000.00","3,225,179,000.00","3,317,052,000.00","3,361,963,000.00","3,528,840,000.00","3,561,254,000.00","3,585,261,000.00","3,642,773,000.00","3,734,837,000.00","3,782,694,000.00","3,957,908,000.00","4,064,088,000.00","4,153,434,000.00","4,331,638,000.00","4,545,134,000.00","4,772,326,000.00"
递延所得税资产,"165,302,000.00","185,927,000.00","371,337,000.00","390,024,000.00","413,562,000.00","445,038,000.00","586,479,000.00","575,118,000.00","647,805,000.00","657,472,000.00","786,123,000.00","850,030,000.00","825,315,000.00","814,576,000.00","899,699,000.00","889,434,000.00","923,591,000.00","939,084,000.00","965,486,000.00","1,015,799,000.00","1,084,497,000.00","1,030,810,000.00","1,080,416,000.00","1,075,444,000.00","1,127,898,000.00","1,213,433,000.00","1,448,262,000.00","1,370,192,000.00","1,484,226,000.00","1,473,176,000.00"
外币报表折算价差,"-71,680,000.00","-48,650,000.00","-43,319,000.00","-57,594,000.00","-48,160,000.00","-104,071,000.00","-123,697,000.00","-108,074,000.00","-142,582,000.00","-116,408,000.00","-120,400,000.00","-99,596,000.00","-151,043,000.00","-164,129,000.00","-162,181,000.00","-157,610,000.00","-110,428,000.00",,,,,,,,,,,,,
其他非流动资产,,"570,000,000.00","449,357,000.00","433,951,000.00","1,358,639,000.00","1,438,892,000.00","1,170,839,000.00","1,484,156,000.00","1,618,851,000.00","1,683,566,000.00","1,884,499,000.00","1,396,719,000.00","764,855,000.00","913,902,000.00","787,404,000.00","798,164,000.00","844,387,000.00","855,516,000.00","874,219,000.00","938,639,000.00","997,523,000.00","890,082,000.00","1,179,915,000.00","1,178,128,000.00","945,245,000.00","1,401,122,000.00","1,097,130,000.00","929,349,000.00","1,102,684,000.00","1,105,400,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"18,040,142,000.00","23,593,591,000.00","35,410,709,000.00","38,406,646,000.00","41,180,824,000.00","42,785,582,000.00","44,199,937,000.00","44,855,254,000.00","45,405,965,000.00","45,966,181,000.00","46,778,372,000.00","46,614,474,000.00","46,368,405,000.00","47,243,390,000.00","48,150,085,000.00","48,752,474,000.00","49,531,439,000.00","50,902,719,000.00","53,275,759,000.00","53,621,264,000.00","55,978,328,000.00","58,918,207,000.00","61,074,089,000.00","61,139,335,000.00","62,883,937,000.00","63,509,718,000.00","66,830,697,000.00","68,734,764,000.00","70,608,518,000.00","72,831,027,000.00"
