科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,047,939,848.74","1,186,127,681.47","624,808,959.81","890,105,332.41","1,408,392,235.52","318,641,117.46","790,874,520.19","1,173,301,101.90","1,631,054,041.40","393,093,039.05","867,601,072.14","1,312,208,435.55","1,850,735,605.31","372,130,809.44","1,406,875,580.71","2,151,908,651.53","2,029,152,563.32","530,694,863.75","1,243,911,960.60","1,941,674,922.59","2,413,211,310.05","538,410,967.96","1,304,285,899.78","1,976,554,854.65","2,619,216,569.87","585,895,349.00","1,375,382,502.27","1,990,115,558.36","1,996,146,729.36","575,606,312.77","1,155,662,826.16","1,717,727,531.62","1,937,445,512.93","489,810,222.08","1,164,136,578.90","1,794,064,962.36","2,410,906,504.13","782,299,170.54","1,632,493,545.87","2,273,443,816.18","2,975,434,096.12","776,002,850.56"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"17,169,024.27",,,,,,,,,,,,,,,,,,,,,,,,"753,402,416.70",,,,,"6,560,000.00"
收到的税费返还,"3,477,587.20","4,276,600.19","574,893.67","679,693.63","1,140,206.73","694,302.17","69,633.60","69,633.60","986,485.47","133,087.31","188,300.55","2,149,721.88","2,575,178.48","1,492,429.36","6,140,342.30","8,244,963.19","4,677,069.32","314,736.72","698,818.02","1,248,910.51","2,466,629.10","233,916.83","1,782,371.12","2,336,790.89","2,539,756.74","1,967,450.54","3,087,661.87","3,890,176.51","4,593,055.44","150,694.45","1,287,601.30","976,271.46","4,956,520.72","563,655.55","531,463.25","542,169.02","9,240,905.43","29,000.17","109,670.94","113,881.24","10,996,380.53","13,650,912.52"
支付其他与投资活动有关的现金,,"20,000,000.00","1,565,000.00","1,565,000.00","1,565,000.00",,"1,235,000.00","1,235,000.00","1,235,000.00",,,,,,,,"7,684,414.30",,"991,517.30","1,280,757.00","1,838,081.40",,,,,,,,"350,000,000.00",,,,"600,000,000.00","311,000.00","100,000,000.00","180,000,000.00","1,282,000,000.00","735,520.00","100,000,000.00","100,000,000.00","610,000,000.00",
收到其他与经营活动有关的现金,"37,244,966.69","12,813,620.28","11,423,171.92","18,869,567.92","21,315,456.97","8,062,817.96","17,008,295.78","15,888,831.38","74,211,243.07","10,244,788.44","18,531,965.33","51,017,452.42","92,938,039.75","30,744,779.79","34,142,212.63","54,357,664.83","75,480,140.03","16,974,451.00","19,893,158.55","31,481,095.63","185,723,822.62","14,706,799.60","9,755,294.60","20,519,998.40","155,489,105.88","12,243,964.99","9,431,446.78","16,772,921.68","76,646,510.43","7,639,711.70","10,564,003.93","22,123,557.04","190,034,528.29","4,692,373.03","5,894,990.20","21,281,655.36","403,620,217.47","7,770,925.12","13,111,639.84","25,017,683.58","290,795,541.75","4,738,452.32"
投资活动现金流出小计,"71,547,815.31","81,248,117.81","21,737,526.25","37,126,674.49","47,507,421.39","13,855,762.82","25,464,690.11","37,718,590.10","63,816,404.55","27,505,888.79","91,403,627.15","152,686,860.37","291,310,736.83","72,766,554.25","179,995,502.13","242,237,658.67","367,942,687.42","65,410,462.30","74,769,654.35","178,088,486.53","194,245,326.76","48,768,210.44","58,933,157.03","72,574,260.57","109,856,157.56","18,481,758.43","70,696,452.78","97,099,003.18","499,930,124.76","33,686,665.46","77,683,938.85","87,412,935.60","714,601,156.67","36,981,108.78","160,310,195.27","306,971,177.55","2,179,162,505.57","35,714,481.70","227,382,449.90","340,308,998.09","812,315,602.22","20,920,719.70"
经营活动现金流入小计,"1,088,662,402.63","1,203,217,901.94","636,807,025.40","909,654,593.96","1,430,847,899.22","327,398,237.59","807,952,449.57","1,189,259,566.88","1,706,251,769.94","403,470,914.80","886,321,338.02","1,365,375,609.85","1,946,248,823.54","404,368,018.59","1,447,158,135.64","2,214,511,279.55","2,109,309,772.67","547,984,051.47","1,264,503,937.17","1,974,404,928.73","2,601,401,761.77","553,351,684.39","1,315,823,565.50","1,999,411,643.94","2,777,245,432.49","600,106,764.53","1,387,901,610.92","2,010,778,656.55","2,077,386,295.23","583,396,718.92","1,167,514,431.39","1,740,827,360.12","2,132,436,561.94","495,066,250.66","1,170,563,032.35","1,815,888,786.74","2,823,767,627.03","790,099,095.83","1,645,714,856.65","2,298,575,381.00","3,277,226,018.40","794,392,215.40"
投资活动产生的现金流量净额,"-15,004,700.35","-50,151,748.52","2,244,904.01","-11,745,276.01","-17,905,379.01","-13,842,762.82","-20,304,851.81","-28,077,353.53","-52,133,604.87","-24,661,249.30","-80,477,017.40","-140,587,608.93","-274,513,548.50","-72,110,894.04","-174,220,898.74","-235,289,516.85","-331,149,119.53","-64,551,582.58","-71,875,976.69","-168,721,691.14","-179,592,875.66","-47,281,901.25","-58,649,279.29","-72,254,291.58","-104,136,854.59","-14,024,100.52","-65,033,132.86","-84,426,288.35","-479,093,164.63","-27,397,317.58","-71,437,025.62","-77,166,022.37","-36,010,710.51","-35,492,843.39","5,169,448.82","-8,679,366.74","-674,645,750.11","-10,606,156.46","4,629,665.08","27,620,061.76","72,708,685.04","-20,865,453.73"
购买商品、接受劳务支付的现金,"638,537,151.00","727,723,691.45","329,720,010.57","479,093,465.17","828,873,201.92","191,588,357.52","458,831,144.06","707,231,715.88","949,238,903.36","269,238,833.99","526,240,896.73","822,045,505.12","1,094,276,901.95","243,849,682.69","1,051,160,460.33","1,610,262,612.52","1,265,961,070.51","347,727,549.43","842,725,535.46","1,311,415,940.90","1,505,337,455.94","379,236,044.28","836,147,310.05","1,248,385,594.06","1,492,074,124.70","400,151,604.21","711,917,413.04","1,070,687,844.48","668,091,723.88","290,029,462.05","355,438,878.10","625,241,022.95","425,649,697.31","212,152,415.65","357,530,867.37","571,209,508.58","737,542,172.51","301,924,208.58","476,380,631.25","506,075,326.99","741,511,219.06","183,899,989.34"
吸收投资收到的现金,,,,,"656,055,769.41",,,,,,,,"19,632,000.00",,,,,,,,,,,,,,,,"861,948,381.36",,"3,840,000.00","3,840,000.00","3,840,000.00",,,,,,"2,560,000.00","2,560,000.00","4,940,000.00","480,600.00"
