科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"5,679,381.53","4,064,038.70","6,336,714.48","8,782,613.77","11,700,977.65","8,804,830.81","8,717,415.42","10,968,745.22","8,974,791.56","17,373,591.36","27,670,684.95","27,354,077.69","29,823,094.72","31,302,551.02","26,386,658.13","23,133,237.72","56,322,204.13","61,522,186.35","136,006,373.33","92,021,628.62","54,537,234.97","62,274,523.63","120,153,953.50","110,177,591.04","110,251,537.68","140,323,272.20"
应付职工薪酬,"4,424,754.53","4,457,162.79","9,342,344.51","7,076,178.95","9,790,107.10","9,557,551.32","18,659,760.39","13,524,455.23","11,203,165.98","12,283,060.25","21,466,397.42","17,094,666.75","13,785,605.71","28,593,676.21","36,271,377.50","32,362,628.48","34,232,955.04","48,745,414.39","63,250,359.45","52,866,148.40","54,593,713.98","59,642,179.49","71,615,237.99","62,120,629.04","60,864,905.97","66,103,840.37"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,521,504.40","2,268,054.31","4,188,010.59","3,325,017.93","2,480,262.21","4,203,600.37","2,563,026.03","246,700.03","6,563,093.12","5,196,838.93","9,237,572.65","7,578,066.84","10,416,072.34","16,226,994.57","24,284,398.66","15,984,366.90","12,535,118.45","55,593,350.46","96,627,661.46","67,342,583.31","52,596,902.07","50,876,738.21","90,075,878.71","61,216,618.82","20,973,582.11","28,391,986.70"
应收利息,,,"898,000.00","568,333.33","924,916.67","1,897,947.22","3,778,543.39","1,827,123.89","5,947,590.14","110,214.17","1,439,227.81","1,008,130.19","1,087,675.25","728,774.15","435,182.80","350,533.19","392,082.67","423,111.11","560,000.00",,,,,,,
应付利息,"117,381.25","130,207.22","209,646.67","199,470.00","199,470.00","185,895.00","184,457.78","154,268.89","142,244.38","115,000.00","415,708.56","665,855.56","978,022.22","1,369,916.66","1,069,667.64","896,704.34","907,672.70","1,776,019.75","1,810,421.64","1,496,334.25","1,491,958.70","1,377,575.53","1,601,596.08","1,290,771.14","1,164,043.86","1,353,001.31"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,,,,,,,"21,156,410.06","20,429,914.34","17,690,705.62","37,647,039.61","40,830,809.05","39,038,081.59","36,562,228.08","55,919,323.91","86,626,641.37","80,606,805.03","105,388,419.25","112,541,149.18","63,994,362.70","64,118,153.06","55,240,292.17","48,519,819.96","51,385,453.17","31,250,287.30","12,567,128.03","13,022,740.00"
其他应付款,"4,568,943.55","1,831,274.73","1,969,359.24","1,334,498.42","4,759,436.61","1,724,280.81","2,168,402.11","1,377,231.43","6,235,505.65","21,084,817.09","14,526,887.55","5,856,831.24","8,426,642.13","64,779,575.96","46,509,710.07","3,440,336.10","14,647,175.30","334,271,944.89","231,113,016.90","201,650,257.83","130,710,195.99","132,314,301.05","90,434,865.09","89,321,620.67","82,047,938.24","80,234,630.29"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"813,250.08","1,298,296.82","1,227,653.52","1,275,005.18","1,307,597.47","1,169,368.39","1,064,307.89","1,002,212.86","1,005,190.34","924,798.17","959,199.36","15,973,526.52","30,900,321.94","32,648,918.47","47,519,385.36","62,381,796.66","77,291,736.50","94,323,250.00","99,258,885.00","114,128,982.00","134,099,018.00","49,000,000.00","24,000,000.00","34,000,000.00","74,000,000.00"
其他流动资产,,,,0.01,,,"1,176,662.75",,,"148,250.00","4,178,204.05","4,178,204.05","118,230.00","180,209.06","551,487.18","506,452.43","492,584.75","764,237.56","1,747,546.16","1,928,446.11","3,433,260.63","2,586,567.19","2,071,627.64","3,986,307.09","6,852,668.08","6,344,278.74"
其他流动负债,,"30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00",,,,,,,,,,"14,398,561.45","61,957,650.25","65,740,382.04"
流动资产合计,"127,131,469.65","141,479,224.56","223,417,541.85","234,163,307.97","257,896,970.02","620,744,564.90","678,703,661.21","628,304,271.69","609,050,989.49","647,243,002.88","711,917,379.49","722,465,945.66","765,586,725.00","924,871,934.42","934,602,591.09","795,112,134.82","808,708,110.12","1,400,101,426.08","1,479,081,433.23","1,378,480,610.98","1,355,841,149.44","1,373,610,360.49","1,621,566,210.70","1,407,447,209.07","1,491,780,544.79","1,769,427,587.46"
流动负债合计,"106,665,688.28","80,129,720.96","122,827,029.26","120,163,228.42","134,893,196.49","137,263,154.64","172,894,076.79","122,278,316.78","111,786,414.99","167,805,684.23","233,603,342.87","261,750,287.90","371,076,846.60","558,166,336.03","411,775,103.22","273,823,332.95","349,897,217.23","958,960,518.11","1,166,885,128.98","1,105,218,737.00","1,098,177,970.00","1,156,112,682.74","1,078,447,609.02","947,441,911.73","1,048,497,202.52","1,115,180,354.51"
可供出售金融资产,,,,,,,,,,,,,,,"22,500,000.00","22,500,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","4,140,000.00","4,140,000.00","4,140,000.00","10,648,410.00","13,648,410.00"
长期借款,,"27,978,666.56","4,107,704.74","3,577,281.74","3,396,509.31","3,156,433.13","2,530,417.36","2,036,998.07","1,667,600.05","111,421,256.76","111,076,389.27","180,876,629.60","285,646,341.82","356,772,659.49","339,308,226.00","324,230,724.00","309,150,156.00","612,106,086.00","582,000,000.00","530,000,000.00","555,000,000.00","488,000,000.00","473,000,000.00","366,000,000.00","356,000,000.00","504,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"1,051,876.79","1,051,535.39","1,051,535.39","1,051,535.39","23,551,535.39",,,,,"40,000,000.00","47,458,778.12","55,944,023.38","56,711,042.09","51,256,189.31","51,604,523.96","30,059,920.00","15,404,513.71"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"6,314,790.85","118,851,654.84","119,111,414.83","118,496,564.36","119,332,115.38","119,634,019.66","121,898,492.10","121,018,848.32","120,009,128.16","128,288,888.47","130,732,217.03","133,392,586.22","131,555,325.42","131,636,434.82","113,516,331.75","112,932,960.15","114,042,986.15","115,532,552.57","703,325,625.72","698,654,328.30","694,157,124.15","689,057,948.09","617,794,866.70","620,683,791.94","589,565,292.79","609,282,111.81"
递延所得税负债,,,,,,,"134,640.00",,,,,,,,,,,"7,330,395.35","6,409,803.76","6,011,719.60","4,555,640.23","4,233,127.16","3,910,614.08","3,588,101.01","3,281,770.93","2,967,349.36"
在建工程,"72,926,614.16",,,"138,000.00","4,033,000.00","5,950,718.00","6,327,788.29","9,362,070.41","11,861,613.05","159,217,725.36","176,170,376.06","278,055,464.12","411,045,392.62","424,508,701.05","444,143,406.08","450,626,093.94","511,017,195.51","529,306,975.28","234,456.00","98,690.93","159,294.70","3,339,517.01","1,952,796.86","11,721,805.67","15,184,568.89","2,049,078.89"
其他非流动负债,"1,800,000.00","5,647,500.00","2,417,500.00","3,260,000.00","5,402,500.00","9,895,000.00","12,687,500.00","12,680,000.00","5,572,500.00","13,565,000.00","6,657,500.00","8,150,000.00","15,142,500.00","19,055,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,800,000.00","33,626,166.56","6,525,204.74","6,837,281.74","8,799,009.31","13,051,433.13","15,352,557.36","14,716,998.07","7,240,100.05","124,986,256.76","117,733,889.27","189,026,629.60","300,788,841.82","375,827,659.49","359,045,726.00","344,310,724.00","328,862,656.00","639,141,481.35","608,072,303.76","555,614,219.60","578,748,140.23","504,265,627.16","488,123,114.08","380,500,601.01","370,134,270.93","516,259,849.36"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"108,465,688.28","113,755,887.52","129,352,234.00","127,000,510.16","143,692,205.80","150,314,587.77","188,246,634.15","136,995,314.85","119,026,515.04","292,791,940.99","351,337,232.14","450,776,917.50","671,865,688.42","933,993,995.52","770,820,829.22","618,134,056.95","678,759,873.23","1,598,101,999.46","1,774,957,432.74","1,660,832,956.60","1,676,926,110.23","1,660,378,309.90","1,566,570,723.10","1,327,942,512.74","1,418,631,473.45","1,631,440,203.87"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,700,000.00","54,700,000.00","57,550,000.00","57,550,000.00","57,550,000.00","76,740,000.00","76,740,000.00","76,740,000.00","153,480,000.00","153,480,000.00","153,480,000.00","153,480,000.00","230,220,000.00","273,666,774.00","284,616,774.00","284,616,774.00","284,616,774.00","357,280,850.00","358,175,850.00","358,101,350.00","358,101,350.00","357,851,850.00","357,851,850.00","357,733,350.00","715,466,700.00","715,466,700.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"44,975,453.87","66,975,453.87","82,935,453.87","82,935,453.87","82,935,453.87","415,560,152.54","415,560,152.54","415,560,152.54","338,820,152.54","338,820,152.54","338,820,152.54","338,820,152.54","262,080,152.54","804,665,405.54","904,933,605.54","912,841,005.54","920,748,405.54","2,462,330,004.96","2,492,449,231.90","2,492,370,651.90","2,485,141,152.20","2,485,811,247.20","2,531,027,027.87","2,530,359,487.87","2,173,392,087.87","2,174,158,037.87"
无形资产,"37,545,422.80","39,141,677.01","37,732,836.08","37,372,238.54","37,216,291.24","36,822,164.01","40,217,160.14","53,419,337.47","53,354,270.12","59,108,328.84","58,826,498.34","57,868,568.13","56,846,429.11","77,193,600.42","71,418,329.21","70,383,569.72","69,558,914.38","120,428,301.16","110,027,918.33","106,125,930.77","102,226,961.23","101,009,537.93","92,739,562.34","80,466,016.16","115,385,420.13","107,424,918.47"
盈余公积,"5,112,599.43","8,434,269.24","12,912,905.41","12,912,905.41","12,912,905.41","12,912,905.41","19,344,049.39","19,344,049.39","19,344,049.39","19,344,049.39","26,216,320.19","26,216,320.19","26,216,320.19","26,216,320.19","31,316,784.38","31,316,784.38","31,316,784.38","31,316,784.38","32,279,725.60","32,279,725.60","32,279,725.60","32,279,725.60","40,340,408.89","40,340,408.89","40,340,408.89","40,340,408.89"
开发支出,,,,,,,,,,,,,"2,157,822.12","4,579,896.39",,"1,200,356.20","3,406,561.83","3,877,855.07","5,109,205.40","6,232,863.70","18,476,727.51","32,241,074.02","34,065,520.23","35,949,984.87","1,092,035.70","2,616,101.87"
减:库存股,,,,,,,,,,,,,,,,,,,"94,223,472.55","94,223,472.55","90,112,780.00","90,112,780.00","50,758,080.00","49,206,090.00","50,186,460.00","50,186,460.00"
商誉,,"1,040,688.94","1,040,688.94","1,040,688.94","1,040,688.94","1,040,688.94","1,040,688.94","1,040,688.94","1,040,688.94","12,603,319.52","12,597,330.80","12,597,330.80","12,597,330.80","663,701,058.53","668,520,501.00","668,520,501.00","668,520,501.00","2,561,081,135.27","2,628,445,285.30","2,628,445,285.30","2,628,445,285.30","2,627,404,596.36","2,627,404,596.36","2,627,404,596.36","2,615,847,954.50","2,615,847,954.50"
未分配利润,"34,916,410.69","54,234,243.53","96,140,619.55","108,482,792.48","119,846,289.76","124,204,501.38","143,746,211.88","160,920,423.43","163,297,538.16","180,956,853.54","198,693,902.13","214,461,679.47","168,198,554.46","194,526,452.00","242,230,494.90","254,467,531.82","241,395,353.42","274,708,986.43","407,495,972.86","423,141,013.82","403,781,597.25","448,987,105.81","649,299,141.87","686,319,167.87","643,044,195.25","702,661,561.05"
长期待摊费用,,,"389,012.03","479,704.12","876,386.98","1,346,955.63","238,426.67","440,700.00","2,318,881.07","3,183,542.56","1,109,300.46","2,505,300.32","2,094,161.03","8,300,974.59","7,242,612.06","6,685,954.93","7,330,997.47","17,358,743.87","14,554,741.03","12,913,081.96","15,116,627.99","13,037,043.49","16,274,288.24","14,316,435.71","12,625,631.92","12,343,284.44"
少数股东权益,,"2,671,689.82","3,409,948.34","3,679,734.59","3,921,561.25","6,641,254.79","6,509,550.66","6,225,685.08","6,411,265.73","28,561,931.99","29,583,164.53","29,675,101.20","30,176,063.87","32,990,577.95","34,465,173.40","33,720,071.36","35,551,861.12","37,748,105.91","33,623,165.69","32,891,413.30","32,470,215.11","35,433,198.10","35,481,431.70","23,319,549.53","1,347,646.83","1,128,256.57"
递延所得税资产,"398,051.30","650,076.97","730,195.35","705,930.19","524,674.00","1,060,462.93","1,070,844.03","1,033,595.94","1,312,064.18","1,892,312.03","1,103,888.52","1,184,874.74","1,533,848.69","3,098,299.53","2,800,272.12","3,481,869.36","4,034,220.38","6,669,085.73","15,846,476.81","19,059,741.54","21,375,448.58","25,691,669.10","58,327,950.72","58,982,674.96","55,754,682.60","62,708,852.20"
外币报表折算价差,"146,196.49","391,778.34","120,527.91","-164,962.39","61,710.47","226,172.18","-649,537.24","-1,166,112.52","-1,431,885.85","-1,365,932.00","-4,622,245.44","-4,308,565.52","-4,288,209.30","-4,617,090.06",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"117,184,879.11","159,684,097.76","159,004,147.23","158,233,126.15","163,023,156.54","165,855,009.17","170,793,400.17","186,315,241.08","189,896,645.52","365,345,993.57","381,591,146.60","486,655,659.72","618,881,845.18","1,336,570,500.72","1,330,141,452.22","1,336,331,305.30","1,379,911,376.72","3,356,254,648.95","3,519,543,708.59","3,520,988,700.62","3,537,901,492.84","3,552,632,428.09","3,503,955,770.76","3,505,269,829.63","3,446,163,916.53","3,441,325,225.89"
所有者权益(或股东权益)合计,"135,850,660.48","187,407,434.80","253,069,455.08","265,395,923.96","277,227,920.76","636,284,986.30","661,250,427.23","677,624,197.92","679,921,119.97","719,797,055.46","742,171,293.95","758,344,687.88","712,602,881.76","1,327,448,439.62","1,493,923,214.09","1,513,309,383.17","1,509,859,613.61","3,158,254,075.57","3,223,667,709.08","3,238,636,355.00","3,216,816,532.05","3,265,864,478.68","3,558,951,258.36","3,584,774,525.96","3,519,312,987.87","3,579,312,609.48"
资产总计,"244,316,348.76","301,163,322.32","382,421,689.08","392,396,434.12","420,920,126.56","786,599,574.07","849,497,061.38","814,619,512.77","798,947,635.01","1,012,588,996.45","1,093,508,526.09","1,209,121,605.38","1,384,468,570.18","2,261,442,435.14","2,264,744,043.31","2,131,443,440.12","2,188,619,486.84","4,756,356,075.03","4,998,625,141.82","4,899,469,311.60","4,893,742,642.28","4,926,242,788.58","5,125,521,981.46","4,912,717,038.70","4,937,944,461.32","5,210,752,813.35"
负债和所有者(或股东权益)合计,"244,316,348.76","301,163,322.32","382,421,689.08","392,396,434.12","420,920,126.56","786,599,574.07","849,497,061.38","814,619,512.77","798,947,635.01","1,012,588,996.45","1,093,508,526.09","1,209,121,605.38","1,384,468,570.18","2,261,442,435.14","2,264,744,043.31","2,131,443,440.12","2,188,619,486.84","4,756,356,075.03","4,998,625,141.82","4,899,469,311.60","4,893,742,642.28","4,926,242,788.58","5,125,521,981.46","4,912,717,038.70","4,937,944,461.32","5,210,752,813.35"
