科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"1,708,080.08","6,712,981.36","3,555,868.23","4,382,588.94","8,548,137.02","5,651,325.22","6,155,142.31","4,522,642.42","12,884,348.66","14,448,201.54","20,143,848.88","17,600,339.20","27,183,539.95","12,313,604.28","12,839,832.44","9,861,785.50","28,755,554.28","19,708,119.62","20,742,438.41","14,144,244.89","33,054,489.72","23,071,780.00","24,696,492.76","21,977,574.22","30,073,771.53","21,265,471.45"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,912,504.81","266,739.32","6,236,289.24","6,566,305.71","1,721,266.40","6,967,321.31","9,555,693.86","23,601,383.82","9,056,525.12","20,351,430.06","20,196,897.98","49,225,050.44","11,025,734.85","9,467,777.36","10,982,024.44","34,094,102.59","38,409,630.35","24,838,196.80","32,095,781.85","44,779,133.39","48,935,729.05","48,114,485.13","54,332,225.40","66,286,957.72","49,686,155.08","37,117,523.32"
应收利息,,,,,,,,,,"930,000.00","1,860,000.00","2,790,000.00","162,580.61","1,267,301.26","3,129,629.56","4,566,951.07","3,624,496.76","4,757,996.07","6,090,466.84","5,635,218.02","9,840,940.37","13,142,580.79","20,078,748.16",,"19,177,687.49","22,374,726.39"
应付利息,,,,,,,,,,"140,583.34","87,083.64","6,516.67","63,588.54",,"2,280,205.62","1,234,712.85","1,128,414.84","1,834,836.55","981,170.78","778,841.62","763,605.52","1,680,786.79","2,655,359.17",,"1,336,454.97","2,630,397.18"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,"3,179,578.29","3,119,490.96"
应付股利,,,,,,,,,,,"1,647,308.25","180,000.00","180,000.00","21,052,549.50",,,"192,600.00","192,600.00","180,000.00","180,000.00",,,"80,439,914.33",,"40,375,995.60","40,375,995.60"
存货,"2,450.00",,,,,,,"380,319.34","432,960.45","678,388.01","530,687.17","475,621.91","370,282.61","539,789.60","709,058.58","503,002.81","1,409,678.44","1,321,475.11","2,277,432.81","2,360,169.49","2,147,449.81","3,044,557.08","4,288,618.99","3,417,820.71","2,700,375.83","2,855,053.06"
其他应付款,"21,714,356.24","18,106,048.27","25,061,977.98","37,348,608.99","33,474,752.01","45,637,064.97","36,427,866.23","52,289,311.56","38,151,457.04","37,655,431.11","39,473,701.41","50,214,902.49","79,158,544.82","117,417,678.27","195,962,222.53","262,227,430.19","211,135,859.39","209,057,797.14","195,053,628.21","89,345,293.10","213,575,793.54","213,991,037.67","217,069,973.21","273,552,515.24","227,140,182.44","212,814,566.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"17,916,248.21","16,128,407.23"
其他流动资产,"570,342.41","422,053.95","139,911.23","58,648.56","86,346.81",,,,"44,733,600.00",,,,"13,936,436.25","8,176,616.20","8,770,277.64","8,534,223.25","19,034,833.96","22,019,865.43","25,102,265.39","96,752,634.32","244,730,707.44","324,841,396.16","384,438,444.49","522,769,380.76","163,908,003.20","273,433,083.83"
其他流动负债,,,"2,134,102.54","2,329,451.74","3,186,166.80","3,971,691.03","3,480,314.40","3,449,481.26","3,039,363.78","3,694,797.98","3,628,793.20","5,191,449.60","5,396,041.52","4,658,749.04","8,221,655.24","8,683,117.40","9,895,157.08","9,368,240.20","12,240,894.22","12,796,943.08","10,986,519.68","11,204,010.26","11,940,399.08","14,168,611.42","14,906,516.10","14,843,488.26"
流动资产合计,"255,963,385.71","350,111,561.96","509,004,655.59","721,791,150.80","654,801,344.64","757,517,182.15","975,241,846.31","1,079,066,779.92","976,554,139.45","1,684,463,813.99","2,083,359,790.50","2,273,053,961.38","2,149,505,673.97","2,059,173,588.48","2,568,246,942.79","2,768,517,432.22","2,428,940,781.81","2,593,423,911.49","2,978,173,406.77","3,093,808,141.02","3,155,967,820.63","3,491,668,345.92","3,896,368,778.07","3,993,032,336.34","2,939,946,572.12","3,373,241,797.60"
流动负债合计,"152,390,902.77","214,417,134.28","320,403,223.29","505,746,209.45","385,593,686.76","322,533,761.64","536,122,038.25","582,486,651.32","490,176,741.08","882,157,080.95","1,284,535,867.13","1,448,279,399.23","1,542,756,668.93","1,621,063,752.15","2,205,133,840.59","2,236,958,431.26","2,003,894,590.51","2,065,940,131.91","2,399,390,341.16","2,405,350,717.07","2,041,990,636.83","2,171,072,606.33","2,760,917,711.03","2,902,148,755.54","2,297,704,680.41","2,714,545,956.64"
可供出售金融资产,,,,,,,,,"1,000,000.00","99,352,400.00","126,638,100.00","190,206,100.00","241,141,400.00","417,788,100.00","424,444,724.00","431,947,718.80","431,962,718.80","439,830,653.64","440,290,735.50","429,465,844.63","379,322,405.90","322,455,005.90","434,906,192.42","526,328,962.32","794,809,843.20",
长期借款,,,,,,,,,,,,"171,424.61",,,,,,,,,"6,732,921.62","6,589,019.03","6,255,291.21","8,939,145.13","6,137,643.22","5,478,840.57"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,"482,445,448.47","490,966,300.63","499,479,161.00","507,967,263.83","516,370,350.55","525,175,865.36"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,"35,814,666.25","36,564,347.98","75,162,764.32","70,938,707.70","66,034,325.78","65,018,648.92","47,683,370.75","53,950,757.08","29,324,089.62","26,435,125.09"
长期股权投资,,,,,,,,,,,,"100,000.00","37,391,989.88","44,071,364.88","61,367,177.38","63,867,177.38","67,512,136.24","67,512,136.24","67,512,136.24","73,123,456.34","76,429,185.23","98,655,685.23","115,218,805.00","95,356,751.76","83,133,321.96","84,370,757.57"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,466,761.09","2,253,552.38","4,935,665.19","5,573,605.24","6,074,915.22","5,403,733.30","5,456,665.52","5,478,825.17","6,156,918.50","10,309,908.42","10,333,025.56","11,065,693.46","10,593,742.50","10,212,190.78","9,507,790.49","10,869,911.16","55,925,752.91","58,255,463.97","90,884,141.13","85,527,093.79","82,267,065.35","81,092,624.29","69,000,898.73","74,052,137.70","64,065,640.53","57,890,182.65"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"59,428,612.89","57,110,712.97","54,791,387.26","52,469,937.80","50,181,109.18","47,791,231.73"
在建工程,,,,,,,,,,,,,,,,,,,,,,,,"64,635,016.68","63,737,117.04","62,070,637.32"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,"171,424.61",,,,,"35,814,666.25","36,564,347.98","75,162,764.32","70,938,707.70","614,641,308.76","619,684,681.55","608,209,210.22","623,327,103.84","602,013,192.57","604,881,062.75"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"152,390,902.77","214,417,134.28","320,403,223.29","505,746,209.45","385,593,686.76","322,533,761.64","536,122,038.25","582,486,651.32","490,176,741.08","882,157,080.95","1,284,535,867.13","1,448,450,823.84","1,542,756,668.93","1,621,063,752.15","2,205,133,840.59","2,236,958,431.26","2,039,709,256.76","2,102,504,479.89","2,474,553,105.48","2,476,289,424.77","2,656,631,945.59","2,790,757,287.88","3,369,126,921.25","3,525,475,859.38","2,899,717,872.98","3,319,427,019.39"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"26,666,667.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","58,290,000.00","58,290,000.00","58,290,000.00","59,190,000.00","69,489,165.00","208,767,495.00","417,534,990.00","417,534,990.00","417,484,590.00","843,955,880.00","843,802,180.00","843,802,180.00","843,802,180.00","843,529,420.00","837,417,120.00","850,060,820.00","850,060,820.00","849,643,828.00","849,105,472.00","851,969,990.00","885,415,544.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"44,692,633.61","20,359,300.61","20,359,300.61","20,359,300.61","20,359,300.61","162,227,124.22","162,227,124.22","162,227,124.22","200,242,253.93","1,022,432,743.72","892,088,464.27","683,320,969.27","691,927,335.40","690,030,903.85","366,617,249.28","365,253,792.33","395,575,601.00","395,575,601.00","389,951,184.24","350,352,322.62","414,192,440.81","404,197,053.04","401,696,497.31","402,748,386.60","431,932,940.41","492,029,008.78"
无形资产,"38,597.73","15,431.01","786,954.26","2,098,868.52","2,682,873.39","4,307,212.69","4,276,434.54","5,170,809.60","7,513,673.17","9,674,211.57","9,254,052.16","8,628,488.15","17,782,631.82","17,254,544.76","16,799,660.23","15,850,051.07","24,588,032.61","23,837,479.84","30,503,529.38","28,957,280.96","57,653,284.35","54,909,004.60","51,906,982.37","58,001,541.10","106,554,387.67","100,920,367.22"
盈余公积,"5,751,597.02","10,169,661.87","16,383,271.52","19,513,140.06","25,051,919.77","25,051,919.77","25,051,919.77","25,051,919.77","36,029,203.16","36,029,203.16","36,029,203.16","36,029,203.16","46,248,846.10","46,248,846.10","46,248,846.10","46,248,846.10","49,617,191.15","49,617,191.15","49,617,191.15","49,617,191.15","50,011,591.46","50,011,591.46","50,011,591.46","50,011,591.46","63,848,185.03","63,875,185.03"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"34,442,400.00","34,100,016.00","138,795,071.00","138,795,071.00","121,662,406.00","121,662,406.00","89,677,238.10","18,591,189.10","82,184,050.00","82,184,050.00","79,467,050.00","75,957,075.00","60,168,501.37","60,168,501.37"
商誉,,,,,,,,"2,602,920.41","2,874,162.87","493,960,386.37","493,960,386.37","547,576,552.73","547,447,315.74","551,608,515.24","554,416,712.85","555,584,192.99","606,292,248.12","606,292,248.12","606,485,113.10","652,178,136.23","806,867,790.28","812,593,177.05","813,586,946.61","813,586,946.61","693,194,898.32","693,194,898.32"
未分配利润,"30,289,903.01","60,052,486.65","115,642,593.93","143,580,213.82","194,442,724.87","211,823,728.78","218,669,186.37","275,890,001.15","280,550,166.37","306,330,025.01","325,252,247.49","437,355,795.21","443,137,394.83","452,725,230.25","497,515,143.09","632,855,604.91","633,305,321.85","683,501,493.06","707,468,463.78","793,761,344.63","844,446,707.36","910,222,713.09","958,940,430.08","1,029,523,253.95","830,426,088.61","895,299,995.36"
长期待摊费用,,,"5,517,528.35","5,223,542.81","4,423,839.58","4,233,747.09","4,212,304.60","3,830,905.40","3,256,122.03","7,652,314.99","7,380,693.49","9,837,686.02","9,993,394.48","11,809,185.90","12,827,992.05","37,498,446.09","69,817,677.65","75,637,726.01","72,429,825.61","70,250,597.67","71,252,683.13","68,130,789.65","64,242,644.54","63,016,324.07","62,441,789.06","60,904,731.29"
少数股东权益,,,,,,,,"5,277,561.68","5,903,528.33","67,582,089.94","70,830,801.79","111,712,143.12","110,802,892.22","133,864,812.72","133,107,230.99","154,507,344.08","161,438,373.27","171,354,716.98","194,409,994.13","216,490,825.76","204,606,263.44","217,251,033.22","141,091,741.03","166,478,393.87","158,880,766.25","60,870,333.07"
递延所得税资产,"302,958.88","366,038.06","1,141,585.96","1,281,696.57","1,434,659.18","1,434,659.18","1,883,017.64","1,883,017.64","2,254,437.70","4,013,756.87","5,564,443.92","5,564,443.92","7,878,768.44","6,375,188.82","14,620,437.38","11,363,473.29","21,191,081.13","18,943,731.82","23,345,754.42","22,899,094.48","31,316,273.60","35,863,371.98","33,850,312.73","31,647,684.24","57,289,555.56","61,760,578.49"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"2,020,000.00","3,252,000.00","2,402,000.00","4,230,000.00","7,030,000.00","7,030,000.00","9,290,000.00","11,190,000.00","72,482,439.15","74,593,515.57","81,013,586.84","87,754,652.17","109,268,483.58","110,538,957.81","100,742,845.33","104,368,378.63","129,521,822.37","58,813,730.12","70,942,473.95","72,096,427.31","142,172,757.36","119,544,063.95","77,529,011.26","80,032,972.67","162,247,868.95","239,226,861.80"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"3,828,317.70","5,887,021.45","14,783,733.76","18,407,713.14","21,646,287.37","22,409,352.26","25,118,422.30","30,156,478.22","95,537,753.42","699,556,493.79","734,144,288.34","860,733,616.45","1,068,473,226.44","1,268,178,093.77","1,385,454,910.95","1,372,394,136.92","1,573,212,381.10","1,529,063,164.91","1,591,436,946.97","1,610,655,814.41","1,939,805,307.50","1,806,496,804.75","1,951,504,967.28","2,112,650,850.26","2,399,044,604.95","2,443,330,302.70"
所有者权益(或股东权益)合计,"107,400,800.64","141,581,449.13","203,385,166.06","234,452,654.49","290,853,945.25","457,392,772.77","464,238,230.36","526,736,606.82","581,915,151.79","1,501,863,226.83","1,532,968,211.71","1,685,336,753.99","1,675,222,231.48","1,706,287,930.10","1,748,568,013.15","1,903,953,137.88","1,962,443,906.15","2,019,982,596.51","2,095,057,248.26","2,228,174,530.66","2,439,141,182.54","2,507,407,862.79","2,478,746,824.10","2,580,207,327.22","2,439,273,304.09","2,497,145,080.91"
资产总计,"259,791,703.41","355,998,583.41","523,788,389.35","740,198,863.94","676,447,632.01","779,926,534.41","1,000,360,268.61","1,109,223,258.14","1,072,091,892.87","2,384,020,307.78","2,817,504,078.84","3,133,787,577.83","3,217,978,900.41","3,327,351,682.25","3,953,701,853.74","4,140,911,569.14","4,002,153,162.91","4,122,487,076.40","4,569,610,353.74","4,704,463,955.43","5,095,773,128.13","5,298,165,150.67","5,847,873,745.35","6,105,683,186.60","5,338,991,177.07","5,816,572,100.30"
负债和所有者(或股东权益)合计,"259,791,703.41","355,998,583.41","523,788,389.35","740,198,863.94","676,447,632.01","779,926,534.41","1,000,360,268.61","1,109,223,258.14","1,072,091,892.87","2,384,020,307.78","2,817,504,078.84","3,133,787,577.83","3,217,978,900.41","3,327,351,682.25","3,953,701,853.74","4,140,911,569.14","4,002,153,162.91","4,122,487,076.40","4,569,610,353.74","4,704,463,955.43","5,095,773,128.13","5,298,165,150.67","5,847,873,745.35","6,105,683,186.60","5,338,991,177.07","5,816,572,100.30"
