科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"450,017,131.00","918,939,616.00","1,471,677,716.00","2,003,562,530.00","471,871,606.00","975,980,451.00","1,500,161,828.00","1,914,007,717.00","340,012,153.00","714,358,140.00","1,097,429,027.00","1,465,434,512.00","390,868,013.00","833,761,885.00","1,306,903,417.00","1,740,417,668.00","419,926,079.00","844,983,574.00","1,281,969,613.00","1,708,136,899.00","400,075,076.00","854,104,190.00","1,359,261,579.00","1,783,846,135.00","412,475,925.00","865,235,792.00","1,318,648,764.00","1,780,774,836.30","404,266,553.22","875,981,241.59","1,339,668,067.73","1,804,766,176.31","407,974,820.55","880,788,008.78","1,390,605,010.64","1,872,608,596.16","441,414,712.95","904,809,652.24","1,418,348,045.93","1,905,107,140.42","468,384,678.35","929,608,498.91","1,862,912,314.40","2,456,218,834.63"
二、营业利润,"234,337,631.00","486,701,704.00","808,912,715.00","1,045,573,041.00","265,002,971.00","529,567,353.00","806,115,541.00","1,026,439,685.00","148,239,605.00","320,028,779.00","514,939,435.00","673,649,986.00","213,952,292.00","491,087,919.00","768,354,514.00","962,439,501.00","210,291,658.00","403,107,347.00","610,330,314.00","816,494,626.00","181,772,449.00","365,218,883.00","592,647,428.00","737,084,906.00","194,641,864.00","431,778,589.00","647,292,080.00","759,282,870.84","152,838,041.18","338,134,354.99","529,702,915.68","671,869,131.28","151,242,256.14","343,752,047.99","576,701,635.18","728,101,560.44","177,117,916.68","382,293,914.43","612,433,259.03","768,119,429.62","196,194,267.77","377,476,971.19","725,557,919.46","867,552,235.65"
减:营业成本,"174,009,516.00","367,553,634.00","563,576,138.00","792,237,695.00","182,323,871.00","383,929,848.00","599,518,616.00","829,304,564.00","162,713,724.00","341,704,183.00","506,629,288.00","681,615,316.00","157,847,395.00","336,890,090.00","516,981,363.00","742,312,284.00","170,438,229.00","359,809,074.00","549,126,730.00","768,040,243.00","173,848,347.00","384,494,159.00","611,905,481.00","844,601,419.00","188,538,176.00","390,222,277.00","611,770,413.00","910,134,739.90","217,026,811.04","462,666,123.14","712,391,942.50","983,886,550.05","220,905,836.12","463,427,511.59","716,212,368.12","1,002,715,909.05","236,654,754.94","492,158,524.59","757,902,451.69","1,050,465,880.51","261,580,326.05","535,972,835.46","1,045,402,366.92","1,445,228,046.76"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"15,588,158.00","31,638,698.00","50,691,763.00","69,174,727.00","16,142,637.00","33,725,006.00","51,520,541.00","66,207,650.00","11,713,890.00","24,866,617.00","38,178,342.00","50,861,791.00","14,009,955.00","29,897,320.00","47,086,764.00","63,815,927.00","17,048,042.00","34,992,446.00","53,587,545.00","71,021,926.00","16,195,936.00","34,220,412.00","53,860,235.00","61,151,246.00","1,342,690.00","2,702,574.00","4,261,829.00","6,761,096.81","1,635,682.34","3,795,898.11","5,905,335.09","8,050,196.20","1,958,895.49","3,917,496.88","5,711,929.33","7,552,581.66","1,792,311.93","3,167,942.41","4,137,516.57","10,772,232.34","1,432,755.55","5,099,769.02","8,230,223.38","10,940,157.34"
营业外收入,"49,677.00","464,206.00","788,812.00","2,674,432.00","390,153.00","493,918.00","1,043,208.00","9,878,032.00","6,542,189.00","7,836,283.00","10,434,874.00","10,399,183.00","357,819.00","2,469,174.00","4,332,301.00","5,012,970.00","228,164.00","287,103.00","359,049.00","1,878,537.00","3,407,766.00","3,503,559.00","4,027,345.00","7,638,388.00","1,102,732.00","1,656,133.00","2,316,454.00","2,848,306.47","3,965,786.73","4,605,897.52","5,952,920.10","5,428,171.15","376,200.94","1,012,630.77","2,329,480.93","3,500,319.86","1,663,517.08","2,639,213.81","3,242,937.74","5,695,583.80","1,330,818.10","2,407,216.29","3,733,188.38","2,533,092.56"
销售费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:营业外支出,"34,117.00","113,087.00","262,493.00","5,476,032.00","-118,644.00","1,610,495.00","1,967,399.00","3,220,661.00","216,353.00","350,423.00","452,991.00","4,149,061.00","39,191.00","105,357.00","2,255,785.00","3,037,490.00","42,105.00","97,303.00","192,234.00","2,035,862.00","137,794.00","194,818.00","240,693.00","3,828,736.00","156,225.00","182,045.00","1,479,319.00","2,142,654.06","4,252.57","93,766.65","1,090,003.67","4,759,566.32","52,972.35","95,584.70","1,053,548.73","3,574,586.26","338,088.51","501,465.63","506,169.09","3,156,325.92","224,356.40","742,624.36","930,206.63","960,389.08"
管理费用,"27,270,137.00","53,679,715.00","79,698,089.00","135,362,508.00","30,039,315.00","65,259,506.00","97,244,774.00","138,254,928.00","25,087,497.00","49,078,801.00","81,584,183.00","122,597,455.00","26,513,116.00","55,387,647.00","82,611,953.00","130,781,048.00","31,119,872.00","76,912,960.00","108,016,071.00","158,186,232.00","27,795,802.00","74,188,318.00","106,226,384.00","153,432,974.00","35,093,630.00","73,855,832.00","108,597,613.00","165,246,053.81","38,788,865.20","77,865,679.19","112,125,358.52","155,757,115.05","44,153,704.09","84,201,871.92","126,664,288.63","175,644,906.71","40,542,016.58","81,947,868.71","122,322,092.89","174,521,284.02","33,721,864.00","72,324,731.18","121,684,312.81","177,345,622.79"
其中:非流动资产处置净损失,"29,632.00","86,302.00","221,049.00","5,426,415.00","-132,250.00","758,148.00","770,666.00","2,007,722.00","44,838.00","97,859.00","122,628.00","494,872.00","22,373.00","57,458.00","2,137,429.00","2,834,944.00","34,068.00","67,124.00","113,846.00","1,960,173.00","62,273.00","104,100.00","143,520.00","2,940,283.00","17,801.00","21,401.00","1,187,656.00","1,721,447.10",,"74,463.56","1,062,700.66","4,388,305.14","52,970.40","54,508.30","989,074.87","3,087,832.34","337,226.51","497,708.60","502,392.06","2,794,529.60","223,219.56","741,487.52","819,310.41",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"15,771,017.00","29,702,675.00","59,269,483.00","28,367,266.00","9,881,472.00","15,065,448.00","27,615,193.00","-58,897,693.00","6,658,242.00","10,538,788.00","9,343,988.00","10,574,535.00","1,173,440.00","4,915,700.00","13,225,967.00","-10,535,505.00","12,991,587.00","28,605,944.00","47,732,311.00","12,370,981.00","16,466,125.00","35,678,026.00","52,694,239.00","70,763,164.00","11,047,426.00","12,749,188.00","23,522,586.00","40,956,491.50","20,712,863.67","37,195,762.94","56,251,281.27","77,630,799.99","15,761,282.18","34,170,800.29","48,443,583.46","59,500,840.56","12,952,880.37","14,253,614.35","21,711,836.73","17,022,615.47","4,209,635.23","10,152,388.82","20,204,691.09","27,224,172.17"
三、利润总额,"234,353,191.00","487,052,823.00","809,439,034.00","1,042,771,441.00","265,511,768.00","528,450,776.00","805,191,350.00","1,033,097,056.00","154,565,441.00","327,514,639.00","524,921,318.00","679,900,108.00","214,270,920.00","493,451,736.00","770,431,030.00","964,414,981.00","210,477,717.00","403,297,147.00","610,497,129.00","816,337,301.00","185,042,421.00","368,527,624.00","596,434,080.00","740,894,558.00","195,588,371.00","433,252,677.00","648,129,215.00","759,988,523.25","156,799,575.34","342,646,485.86","534,565,832.11","672,537,736.11","151,565,484.73","344,669,094.06","577,977,567.38","728,027,294.04","178,443,345.25","384,431,662.61","615,170,027.68","770,658,687.50","197,300,729.47","379,141,563.12","728,360,901.21","869,124,939.13"
资产减值损失,,,,"60,937,679.00",,,,"3,295,627.00",,"-651,536.00","-651,536.00","-1,097,277.00",,,,"119,061.00",,,,"251,074.00",,,,"331,339.00","15,988.00","-50,374.00","-17,464.00","448,204.74","222,860.96","752,168.91","816,694.99","20,933.36","118,543.82","153,277.43","264,601.66","-89,469.40","23,509.36","288,044.16","1,003,908.27","4,689,573.88","-1,811,565.58","-1,908,239.31","-1,480,049.31","-5,474,833.11"
