科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得投资收益收到的现金,"5,809,625.98",,,,,,,,,,,,,"884,759.13","2,726,024.49","5,104,240.93","1,767,057.53","2,297,502.73","2,477,119.17","3,448,823.87","636,380.53","3,441,894.48","5,002,496.60","8,511,003.22","1,733,201.16","2,597,343.96","4,308,408.42","7,239,812.31","2,269,916.25","3,202,094.05","3,771,679.89","3,975,652.49","981,583.81","4,174,915.94","6,121,729.88","7,702,045.90","1,016,864.18","1,690,268.90"
筹资活动现金流出小计,"62,104,955.69","90,955,311.09","730,440.00","92,616,193.50","1,277,055.00","7,492,576.63","69,285,325.37","112,392,654.00","49,514,166.04","70,187,966.09","70,187,966.09","70,000,000.00",630.64,"3,622,139.73","3,972,017.28","7,119,553.04","545,891.50","169,491,305.36","192,434,187.82","193,360,050.15","12,621,980.60","19,381,846.20","205,996,998.16","219,418,687.08","503,817,227.23","644,851,924.78","1,188,260,117.70","2,170,818,781.64","783,328,986.24","1,298,593,979.14","1,664,104,951.60","2,283,289,960.65","994,803,110.91","1,375,772,930.39","2,289,232,750.89","3,371,651,215.89","1,078,813,768.07","1,586,402,443.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"379,891.63",,,,,,,,"1,625.00","75,459.00","75,459.00","27,595.00","27,595.00","29,640.00","36,120.00",810.00,810.00,"19,501.24","281,701.23",,,"621,316.91","1,397,199.31","110,500.00","674,539.00","703,939.00","1,572,391.47","47,300.00","85,426.21","576,544.01","919,379.32","885,755.00","1,628,217.62","1,740,637.51","3,985,270.24","445,939.00","747,617.68"
筹资活动产生的现金流量净额,"-16,580,279.05","-38,955,311.09","-730,440.00","-616,193.50","-1,277,055.00","1,680,757,423.37","1,618,964,674.63","1,578,642,267.87","-48,263,379.49","-67,724,705.10","-66,537,258.01","-35,320,313.15","25,203,325.06","29,286,005.21","35,015,404.01","39,017,859.36","2,947,405.38","-157,248,459.17","-179,189,956.12","-177,803,830.25","188,471,557.82","611,732,773.94","425,140,425.99","1,048,511,094.41","596,182,772.77","694,277,546.90","860,739,882.30","901,883,622.36","281,267,379.57","180,520,491.97","445,708,229.51","425,289,375.96","689,196,889.09","811,127,069.61","811,916,917.11","521,105,903.11","-85,363,431.07","-370,675,270.85"
处置子公司及其他营业单位收到的现金净额,,"5,820,000.00",,,,,,,,,,,,,,,,,"1,000,000.00","993,446.43",,,,,,,,"522,492.57",,,"28,693,020.11","28,693,020.11",,,,"962,287.41",,
四、汇率变动对现金的影响,,-193.69,,2.96,,,,"1,179.71",,,"1,843.98","2,174.08",,,,-6.13,,,,"1,731.87",,49.26,49.26,49.00,,-0.08,1.96,745.88,-0.31,1.06,2.09,"3,896,633.22","-532,944.14","-4,046,246.48","-4,249,640.45","-10,583,018.29","-3,692,734.04","1,237,286.54"
收到其他与投资活动有关的现金,,"20,000,000.00",,"41,950,000.00",,,,,,,,,,,,,"42,100,931.46","42,100,931.46","42,100,931.46","42,100,931.46",,,,,,,,,,"75,000,000.00","75,000,000.00","75,000,000.00","95,000,000.00","70,000,000.00",10.00,"76,189,506.33","30,000.00","20,030,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"14,267,015.36","66,199,891.63",,"41,950,000.00",,,,,,"1,625.00","75,459.00","75,459.00","27,595.00","210,912,354.13","2,755,664.49","927,140,360.93","251,868,798.99","367,399,244.19","408,590,998.30","519,824,902.99","285,698,140.53","1,044,441,894.48","1,590,027,613.51","2,195,412,002.53","1,171,853,701.16","1,716,281,882.96","3,499,107,114.54","5,404,454,696.35","2,041,612,040.51","3,024,695,533.80","3,615,859,257.55","3,832,456,065.46","349,147,172.56","1,107,378,627.21","2,288,687,871.04","3,083,414,603.53","111,492,803.18","492,467,886.58"
五、现金及现金等价物净增加额,"8,015,024.57","888,152.61","-25,027,557.88","45,678,567.14","-22,035,334.18","1,696,474,231.56","1,481,154,637.23","1,450,357,086.46","-84,503,284.94","-87,941,508.65","-148,843,268.66","-86,800,000.96","8,627,119.77","-171,876,362.83","-129,756,396.99","-188,818,530.75","-99,725,744.67","-565,504,078.20","-528,214,567.73","-432,781,406.88","-439,191,459.98","-444,146,369.16","-480,871,668.54","231,290,878.09","-591,701,448.48","-481,954,021.33","-158,643,683.46","-43,294,260.59","-342,829,272.73","-475,903,025.00","-353,743,339.36","-49,620,427.97","-79,464,379.54","-14,839,778.19","40,195,971.69","-286,981,025.56","-62,452,686.54","-134,363,967.62"
购建固定资产、无形资产和其他长期资产支付的现金,"13,174,829.88","38,075,646.18","13,674,403.13","61,470,288.87","12,566,354.17","27,761,777.07","174,337,645.39","240,878,866.91","14,714,028.67","58,443,152.98","109,618,000.20","166,903,752.78","41,250,066.07","99,795,535.26","120,038,000.51","144,365,858.07","61,715,693.18","88,329,779.80","118,148,733.93","163,346,752.89","31,090,569.11","57,201,811.16","92,618,873.65","125,894,490.16","41,278,595.91","104,783,877.60","174,671,107.54","283,095,765.00","36,424,525.01","91,273,785.84","125,965,785.37","185,342,198.02","37,236,915.10","75,342,055.12","143,885,328.79","194,632,344.74","25,025,320.70","71,765,454.43"
期初现金及现金等价物余额,"33,383,769.88","41,398,794.45","42,286,947.06","42,286,947.06","87,965,514.20","87,965,514.20","87,965,514.20","87,965,514.20","1,538,322,600.66","1,538,322,600.66","1,538,322,600.66","1,538,322,600.66","1,453,522,599.70","1,453,522,599.70","1,453,522,599.70","1,451,522,599.70","1,262,704,068.95","1,262,704,068.95","1,262,704,068.95","1,262,704,068.95","829,922,662.07","829,922,662.07","829,922,662.07","829,922,662.07","1,071,101,367.31","1,061,161,261.31","1,071,101,367.31","1,061,213,540.16","1,017,919,279.57","1,017,919,279.57","1,017,919,279.57","1,017,919,279.57","968,298,851.60","968,298,851.60","968,298,851.60","968,298,851.60","681,317,826.04","681,317,826.04"
投资支付的现金,"8,757,389.38","40,270,000.00","35,000,000.00","70,000,000.00",,,,,"100,000.00","3,380,000.00",,,,"419,900,000.00","222,900,000.00","1,178,500,000.00","328,000,000.00","418,000,000.00","498,000,000.00","648,000,000.00","374,400,000.00","992,219,331.10","1,492,593,681.10","1,946,719,331.10","1,170,010,000.00","1,754,040,000.00","3,519,651,400.00","5,554,392,340.00","2,048,373,124.26","3,225,558,483.54","3,807,778,483.54","4,011,911,313.54","310,975,493.65","1,137,307,813.65","2,349,398,063.65","3,055,463,113.65","174,825,803.00","588,281,498.00"
期末现金及现金等价物余额,"41,398,794.45","42,286,947.06","16,759,389.18","87,965,514.20","65,930,180.02","1,784,439,745.76","1,569,120,151.43","1,538,322,600.66","1,453,819,315.72","1,450,381,092.01","1,389,479,332.00","1,451,522,599.70","1,462,149,719.47","1,281,646,236.87","1,323,766,202.71","1,262,704,068.95","1,162,978,324.28","697,199,990.75","734,489,501.22","829,922,662.07","390,731,202.09","385,776,292.91","349,050,993.53","1,061,213,540.16","479,399,918.83","579,207,239.98","912,457,683.85","1,017,919,279.57","675,090,006.84","542,016,254.57","664,175,940.21","968,298,851.60","888,834,472.06","953,459,073.41","1,008,494,823.29","681,317,826.04","618,865,139.50","546,953,858.42"
