科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"293,034,966.96","289,611,230.95","249,927,124.72","275,604,969.64","351,770,383.20","341,264,512.39","290,419,227.37","273,342,457.87","372,903,250.73","326,179,747.26","220,858,466.22","271,579,065.71","214,315,278.82","204,314,697.10","250,802,490.88","261,159,722.65","246,912,354.31","296,059,824.28","312,091,202.36","420,759,543.82","143,821,018.80","201,134,470.86","247,228,424.99","457,062,816.06","178,498,104.92","290,293,675.23","309,183,246.23","468,927,132.37","181,018,816.43","368,790,167.26","448,237,047.30","651,962,615.00","461,389,715.48","608,214,751.62","352,517,682.38","782,340,181.28","608,605,370.47","5,550,907,624.69","3,422,355,545.88","4,015,614,691.08","3,441,618,814.81","3,350,611,990.18","3,607,481,142.18","4,072,007,475.18","3,608,441,152.95"
短期借款,"307,700,000.00","360,000,000.00","390,000,000.00","226,000,000.00","530,000,000.00","515,000,000.00","485,000,000.00","381,000,000.00","563,000,000.00","486,000,000.00","420,000,000.00","175,310,000.00","190,000,000.00","195,000,000.00","240,000,000.00","155,000,000.00","235,000,000.00","260,000,000.00","200,000,000.00","110,000,000.00","210,000,000.00","46,000,000.00","211,000,000.00","146,000,000.00","316,000,000.00","301,360,000.00","300,000,000.00","120,500,000.00","359,917,172.11","836,500,000.00","854,077,111.00","282,951,723.04","634,842,454.75","614,394,115.25","606,268,430.04","215,783,818.00","454,355,943.83","242,295,062.49","43,404,029.04","100,143,163.41","220,949,708.09","801,328,984.70","1,106,150,945.60","3,328,029,162.93","2,345,817,763.31"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"381,637,005.92","239,008,942.95","2,111,128.91","802,949,649.64"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"740,000.00","16,330,857.00","2,178,625.95","2,000,000.00","4,305,404.30","2,853,475.00","3,137,938.00","71,000.00","994,215.00","459,086.00",,,"1,512,160.00","500,000.00","1,527,625.00",,"300,000.00","500,000.00","4,696,787.50","543,000.00","3,741,730.80","10,706,210.23","7,980,516.15","9,928,101.31","25,931,011.06","9,972,249.76","12,403,552.47","4,555,982.80","7,249,309.80","9,574,066.80","29,829,336.80","28,087,587.72","20,577,155.39","9,947,390.20","8,096,434.90","19,584,443.30","32,889,415.82","1,110,475,771.29","896,263,650.25","1,232,110,722.62","1,291,200,381.85","1,087,834,126.28","1,380,381,978.95","994,122,415.24","1,195,370,843.83"
应付票据,"567,018,866.13","458,605,496.16","284,024,704.09","295,922,307.41","439,339,696.29","401,974,670.28","308,466,235.13","256,719,884.07","270,995,030.80","252,330,250.75","341,278,726.28","322,210,406.95","341,282,381.86","314,437,585.68","403,851,151.10","344,989,393.72","282,313,615.18","323,805,486.52","401,209,866.78","469,085,354.68","298,110,519.70","302,908,117.89","492,988,080.00","780,561,570.18","515,130,883.02","541,445,637.00","747,572,857.56","816,502,557.70","811,982,357.00","606,007,131.84","781,183,034.89","1,299,651,631.94","1,126,541,441.86","1,389,831,268.32","1,096,609,069.60","1,348,573,859.59","1,290,345,714.39","802,455,260.79","784,805,079.49","1,128,870,540.00","1,196,169,031.00","1,177,775,471.72","1,245,452,526.00","218,845,521.00","505,942,446.00"
应收账款,"538,284,627.74","501,494,586.64","498,295,635.92","283,375,804.88","387,560,809.17","434,212,745.66","428,653,722.46","278,175,056.76","365,995,088.34","328,089,522.23","360,429,490.03","323,863,385.65","350,531,074.74","391,874,369.59","462,133,882.40","445,435,536.96","479,456,552.06","513,293,815.07","488,262,902.33","394,983,139.30","373,719,300.30","484,711,977.69","725,275,347.75","661,300,992.27","666,085,815.00","718,074,008.32","924,175,563.55","976,888,628.82","1,051,000,044.20","1,062,588,524.37","1,275,288,674.24","1,182,408,654.01","1,250,861,808.82","1,379,605,271.48","1,631,900,100.87","1,586,820,000.85","1,471,464,980.73","3,408,075,423.87","4,053,511,693.13","4,097,904,450.22","3,732,771,030.67","4,473,089,327.03","5,209,257,467.28","5,503,413,507.59","5,305,300,913.23"
应付账款,"233,081,742.96","279,725,604.27","383,826,700.55","309,557,984.64","340,168,576.09","276,215,504.84","427,510,784.10","378,821,939.81","433,280,568.11","390,589,350.44","243,231,697.34","259,002,130.61","185,058,817.17","220,358,608.80","147,204,640.13","285,248,562.67","240,083,825.54","240,983,601.81","212,370,314.55","273,863,067.63","166,116,899.23","271,855,070.98","285,158,928.38","232,486,498.79","201,595,854.27","275,046,820.13","350,720,225.53","566,652,235.74","399,084,689.60","369,563,974.96","484,902,938.13","364,239,415.08","363,598,127.81","435,804,678.00","592,494,740.46","987,196,993.13","778,236,547.09","1,896,989,498.65","2,405,091,456.45","2,578,786,468.48","2,167,503,760.85","2,799,547,706.66","3,429,311,629.20","2,649,484,287.03","2,718,037,399.98"
预付款项,"295,549,118.71","342,111,900.94","381,969,438.50","238,637,080.40","284,841,819.96","207,060,698.43","220,556,886.93","240,842,667.57","331,678,988.64","286,390,244.75","207,380,789.18","99,206,309.89","155,017,947.10","72,379,069.28","49,605,164.11","50,072,538.46","55,413,156.95","42,561,760.30","89,599,792.07","68,024,720.42","198,818,482.05","102,514,419.17","252,911,040.84","158,164,526.11","296,435,890.71","270,122,570.50","401,964,426.18","236,384,923.70","402,540,041.10","307,035,652.63","366,745,890.34","220,620,290.60","389,165,584.51","395,801,126.05","515,147,441.94","358,011,039.33","430,755,196.81","484,815,376.64","549,918,459.93","314,884,049.16","439,837,021.72","403,134,798.20","682,960,086.25","380,120,168.56","677,707,038.38"
预收款项,"105,879,990.34","112,217,631.11","97,212,916.50","110,325,090.05","95,313,429.96","100,433,336.81","101,654,479.74","106,141,619.70","124,983,769.26","136,358,033.35","176,828,168.08","159,443,929.74","173,576,957.69","174,562,036.94","178,666,592.05","216,692,651.24","213,486,052.41","191,506,507.28","210,825,047.21","221,747,703.99","226,928,378.82","192,486,730.56","247,254,326.65","212,260,108.94","205,771,712.09","211,704,591.45","278,850,756.11","285,438,157.06","279,173,912.35","224,600,607.80","287,782,936.52","319,757,152.97","373,161,893.92","325,517,817.11","344,467,275.67","371,218,366.62","336,692,893.56","711,893,010.37","806,074,862.30","732,983,111.05","708,105,097.46","768,427,849.48","803,983,623.81","1,259,415,642.80","1,436,993,442.33"
