科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"77,672,331.30","33,556,016.19","35,614,596.36","35,720,851.05","40,713,054.95","48,969,280.58","1,133,636,900.38","1,126,484,059.50","1,129,730,295.28","1,144,658,333.99","1,139,615,079.80","1,107,480,620.15","1,101,247,285.15","1,136,073,457.92","1,115,300,573.88","1,082,943,822.24","1,076,708,567.15","1,080,228,445.22","1,052,423,161.39","1,070,701,014.65","1,075,053,105.14","1,099,729,608.42","1,121,794,828.65","836,326,087.22","791,627,198.33","810,537,795.31","783,107,269.30","729,828,386.99","729,521,891.52","818,887,456.13","727,355,198.26","546,874,052.15","560,889,895.36","613,107,424.43","614,220,139.23"
短期借款,,,"15,561,119.76","25,535,404.76","32,418,988.24","30,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,"10,000,000.00","19,000,000.00","19,000,000.00","3,000,000.00","13,000,000.00","21,000,000.00","51,316,864.28","48,486,345.27","44,326,857.06"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,"74,250,000.00","74,250,000.00","74,250,000.00","74,250,000.00","67,500,000.00","67,500,000.00","383,500,000.00","297,500,000.00","205,622,100.00","264,021,079.40","226,279,810.53","226,279,810.53"
应收票据,"100,000.00","3,361,739.43","5,875,367.76","2,855,244.00","2,781,450.00","5,001,083.00","7,592,419.37","9,533,688.96","9,177,752.88","13,875,460.16","12,153,539.21","13,149,886.26","9,148,911.78","8,323,151.57","10,975,321.31","12,612,534.69","12,202,490.84","9,368,452.63","9,371,560.67","14,462,723.55","12,723,275.04","9,148,650.08","8,782,351.98","10,857,928.19","8,205,949.74","9,002,789.35","6,947,686.70","18,836,012.62","12,169,576.01","8,881,334.72","14,137,297.65","16,074,848.56","18,103,181.94","29,304,632.07","16,483,589.89"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"1,900,000.00","4,130,750.00","9,857,750.63","6,087,495.63","2,914,932.26","6,145,920.67","6,138,498.17","4,580,350.35","8,037,464.80","10,105,135.84","4,237,210.69","3,418,330.03"
应收账款,"24,302,509.81","7,359,308.30","14,355,752.28","17,664,619.94","20,523,617.36","25,470,032.68","33,892,069.55","32,908,802.45","36,733,138.34","32,372,967.11","39,372,024.16","37,575,416.90","45,127,670.27","42,647,872.35","50,785,380.34","38,779,739.13","48,227,703.04","42,322,865.67","50,280,589.11","42,822,430.14","45,961,516.79","37,200,280.10","45,645,069.32","72,262,882.59","74,754,243.57","87,010,378.60","90,748,225.56","98,306,205.18","107,140,280.63","146,365,796.80","146,489,457.59","170,024,334.15","230,031,477.43","242,065,001.56","226,603,883.29"
应付账款,"3,480,379.90","11,670,744.44","18,398,143.11","28,792,581.96","23,600,151.61","24,221,752.64","28,486,824.93","34,196,839.00","35,195,917.42","19,924,258.40","25,775,110.20","21,688,066.34","26,416,215.83","16,376,668.39","20,517,811.24","21,530,085.09","22,836,035.45","18,246,756.37","14,236,610.51","14,797,375.74","11,511,047.55","15,751,817.44","14,109,834.34","19,901,804.07","26,083,849.59","30,894,270.11","35,050,516.81","46,805,985.69","45,750,447.16","53,342,789.37","54,248,270.11","56,777,119.35","82,581,283.24","111,359,226.28","90,821,920.30"
预付款项,"3,380,748.81","15,671,061.74","19,803,357.34","18,642,808.94","20,795,641.60","16,369,649.62","22,357,827.93","18,928,131.08","17,166,125.34","15,112,988.29","23,282,076.12","14,950,052.71","20,269,662.62","9,112,962.42","18,969,511.98","27,865,334.53","33,035,818.08","18,107,113.71","14,080,518.25","9,998,163.64","9,530,694.04","10,212,145.81","12,545,113.31","22,574,132.04","31,612,581.60","37,659,866.67","44,937,249.15","48,803,198.39","48,833,129.85","43,803,656.55","54,394,452.96","73,284,946.02","113,281,885.65","66,340,953.02","83,613,477.10"
预收款项,"33,478,552.66","31,128,696.61","53,316,371.71","51,883,048.65","52,483,914.65","63,459,660.12","63,623,923.12","62,610,140.11","63,750,461.18","67,244,067.09","57,398,796.10","59,494,767.65","60,201,613.68","59,378,080.74","43,371,564.75","42,424,409.81","47,104,707.76","36,967,591.03","31,704,485.34","38,999,193.13","36,264,666.72","33,129,276.44","28,810,237.27","40,584,072.39","42,327,126.59","54,777,986.43","45,843,097.43","54,373,078.07","62,164,836.90","58,793,945.36","57,160,943.38","56,195,887.96","73,060,205.00","93,322,956.79","90,579,247.79"
