科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"15,476,143.74","24,570,527.80","35,751,634.65","36,703,047.52","305,717,168.31","307,350,912.41","290,843,915.08","277,852,204.83","251,657,149.10","224,739,463.76","207,728,401.65","185,072,453.40","156,293,017.33","134,112,149.50","113,156,040.86","151,311,225.48","116,086,615.32","123,196,047.89","131,322,511.36","116,885,581.69","122,556,506.08","71,185,125.99","59,270,210.99","60,288,728.60","53,004,983.09","45,442,348.37","75,230,978.94","36,668,493.82","52,060,654.21","64,905,554.18","83,185,894.30","57,888,849.97","61,057,804.42","60,133,255.24","151,603,788.37","88,644,696.22"
短期借款,"83,540,000.00","77,500,000.00","45,900,000.00","58,700,000.00","20,000,000.00","30,000,000.00",,"10,000,000.00",,"42,000,000.00","42,500,000.00","62,500,000.00","62,500,000.00","81,000,000.00","72,500,000.00","74,263,780.50","75,195,337.30","62,600,000.00","64,600,000.00","64,600,000.00","103,600,000.00","75,600,000.00","55,000,000.00","55,000,000.00","59,500,000.00","85,000,000.00","87,000,000.00","65,000,000.00","110,000,000.00","114,950,000.00","139,950,000.00","177,950,000.00","180,950,000.00","201,090,000.00","201,290,000.00","137,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"948,324.00","319,247.00","200,000.00","1,734,450.00",,,"6,211,769.00","4,062,454.00","3,000,000.00","6,107,006.00","6,254,693.00","4,468,340.00","346,479.39","1,400,000.00","909,090.00","600,000.00","50,000.00",,"1,350,000.00","429,104.99",,"150,000.00","900,000.00","2,831,000.00","530,000.00",,"3,898,174.80","8,693,035.00",,,"3,000,000.00","63,900,000.00","58,000,000.00","36,800,000.00","40,557,552.62","2,520,000.00"
应付票据,"15,205,000.00","27,286,761.02","45,094,950.00","39,678,450.00","34,551,000.00","38,188,119.14","37,670,777.95","33,207,533.20","26,410,774.00","27,755,029.60","27,254,529.57","27,930,143.59","26,616,031.45","31,414,957.93","46,040,796.56","60,246,932.08","51,774,673.23","38,712,738.53","44,211,657.12","45,163,252.77","63,001,242.30","59,250,957.43","50,768,138.30","56,175,081.28","52,366,233.31","49,208,910.11","47,513,700.02","42,378,121.59","46,170,354.18","60,805,615.53","68,332,210.12","60,060,142.12","49,634,122.30","47,532,790.30","42,358,578.08","34,646,488.56"
应收账款,"60,115,384.36","76,868,035.29","73,524,744.61","82,518,097.10","109,478,795.55","119,785,415.68","97,012,969.85","111,162,496.07","123,017,617.66","150,461,372.76","138,233,288.64","158,286,533.77","183,371,301.70","199,493,798.14","170,465,744.39","155,602,140.65","180,232,458.74","124,073,249.85","121,308,033.43","127,979,655.84","145,266,546.07","157,670,414.28","126,159,441.67","136,954,549.34","150,650,693.53","176,850,935.32","142,089,902.89","177,555,118.33","188,660,522.15","235,696,655.50","268,334,456.20","202,657,639.07","226,207,080.52","173,523,212.85","142,995,165.95","133,691,882.27"
应付账款,"13,436,414.76","36,912,523.00","21,887,606.19","16,402,711.07","21,466,099.87","21,034,869.69","21,754,932.47","17,300,230.43","22,341,423.63","32,406,129.18","45,092,043.12","45,597,372.55","50,119,506.81","51,446,289.01","66,918,521.67","51,544,566.95","52,552,010.11","47,947,999.80","51,876,088.65","61,279,719.14","40,967,048.11","57,500,498.61","52,775,171.74","46,526,022.79","45,619,968.29","49,394,302.13","54,738,621.17","58,134,574.60","74,627,418.66","86,182,239.83","85,912,166.70","79,978,887.65","92,460,648.34","88,050,428.58","73,019,181.72","56,191,287.94"
预付款项,"3,496,779.94","10,615,249.58","8,747,791.11","7,579,427.51","9,694,620.40","12,100,018.50","5,028,279.83","7,560,616.95","6,262,701.19","25,558,038.24","22,513,969.10","32,185,172.36","27,372,460.19","34,834,772.60","5,513,658.04","8,812,312.41","7,207,549.48","13,751,205.85","4,419,592.59","5,630,916.55","9,185,321.68","8,340,662.58","4,197,482.46","6,572,851.10","7,323,497.29","7,162,024.75","6,982,222.33","9,759,900.73","9,174,390.13","8,783,219.32","3,555,958.30","15,447,079.78","15,413,803.40","99,842,730.85","5,038,801.05","9,391,295.51"
预收款项,"494,069.81","379,542.45","49,257.58",,,,"167,737.13",,"124,596.83","155,148.97","201,388.84","728,866.32","615,851.12","705,054.32","393,871.34","305,791.03","921,015.15","26,642,410.51","29,044,989.30","8,872,179.22","5,687,676.19","4,412,793.41","246,545.01",,"35,100.00","7,250.00","1,002,791.61","16,110,089.59","427,791.97","594,703.50","4,357,200.12","10,639,643.17","13,343,719.61","12,590,809.17","14,339,462.23","10,070,201.51"
其他应收款,"861,228.31","739,215.50","1,555,820.14","2,134,008.99","1,346,960.21","2,035,332.24","2,990,306.86","2,772,725.35","3,471,844.60","9,734,100.27","11,447,876.03","11,931,268.03","12,062,754.11","9,743,153.71","8,708,217.41","8,628,034.31","7,753,176.26","10,524,046.08","6,429,064.64","5,356,792.92","5,763,907.84","4,940,185.84","3,777,042.83","4,100,749.75","3,430,690.77","4,655,953.66","3,119,624.70","2,426,505.99","14,106,390.06","6,879,309.34","6,033,571.75","6,714,672.82","4,500,793.81","3,247,769.18","4,277,030.99","5,398,229.92"
应付职工薪酬,"443,597.15","520,708.78","986,091.21","1,113,715.20","1,040,103.67","1,086,068.91","1,105,534.04","528,531.79","719,489.51","1,350,383.75","1,998,827.00","1,504,694.62","1,644,916.95","1,482,286.84","2,354,227.59","2,386,741.89","3,156,668.21","2,400,968.50","3,045,878.49","2,581,599.47","4,066,051.38","3,103,841.45","2,447,039.44","2,777,404.28","2,173,310.80","1,841,338.89","2,257,765.86","1,921,545.43","1,829,641.07","2,155,774.41","2,908,797.54","2,703,538.24","3,260,887.22","3,639,357.38","3,061,898.47","2,787,415.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,601,972.83","2,492,388.21","2,760,515.58","4,773,682.47","3,270,487.23","3,293,710.37","2,007,512.41","4,851,250.47","5,563,316.08","3,500,023.91","493,516.64","2,330,509.10","4,339,365.18","-4,363,208.56","390,794.58","-1,074,830.87","915,282.69","1,505,088.38","1,680,836.37","3,219,536.35","764,432.18","855,939.32","749,778.31","1,183,046.71","2,454,168.81","2,108,654.52","1,080,431.10","5,933,327.18","2,265,882.09","5,363,962.27","5,275,684.15","6,229,972.73","3,594,139.31","2,748,228.64","3,183,284.34","3,326,767.98"
应收利息,,,,,,,"2,055,625.00","2,055,625.00","3,748,296.23","4,882,679.79","2,764,111.64","2,764,111.64","503,231.07","953,231.07","1,298,402.81","1,704,652.81","507,437.11","540,625.00","559,104.17","403,125.00","303,178.33","175,981.94",,,,,,,,,,,,,,
应付利息,"182,095.16","205,545.59","130,933.28","140,240.75","75,500.00","90,000.00","50,050.00","50,050.00","35,000.00","188,876.73","137,879.00","162,879.00","143,145.67","139,319.00","158,180.81","260,853.90","141,311.67","18,550.00","129,305.00","129,305.00","145,010.67","139,205.00","110,916.67","110,916.67","150,174.16","126,847.22","139,283.67","104,934.02","157,734.09","121,370.70","180,602.96","298,348.51","218,980.61","186,744.79","268,007.95","184,100.68"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,"15,600,000.00",,,,"5,850,000.00",,,,"5,850,000.00",,,,,,,,,,,
存货,"41,045,147.79","49,750,733.69","34,215,339.98","28,770,540.03","36,715,873.03","38,675,468.23","47,284,432.18","45,355,074.12","45,388,510.73","59,276,909.35","69,672,881.78","80,516,726.76","89,055,080.39","99,681,603.54","123,849,472.27","122,359,778.12","126,031,083.02","139,165,706.49","144,433,400.73","155,055,423.78","167,788,075.48","183,663,055.47","182,730,838.06","176,544,600.33","181,847,662.50","183,828,721.88","194,216,394.57","198,301,346.07","197,113,262.66","180,121,866.18","169,486,779.57","175,261,206.64","177,520,714.41","184,831,935.85","193,566,968.03","197,005,768.74"
