科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"73,469,985.72","109,967,757.83","123,944,948.62","130,015,769.51","170,049,028.23","42,005,554.17","90,527,289.90","139,823,949.03","180,753,584.79","52,059,243.63","108,510,283.99","176,931,884.91","258,378,145.87","76,710,501.55","180,283,082.28","265,937,214.00","357,025,617.79","89,519,859.37","218,672,815.66","330,859,109.82","463,777,919.23","139,400,165.68","394,111,725.39","709,038,396.77","928,060,021.27","228,434,090.94","525,849,789.26","868,799,413.42","1,280,243,711.13","583,746,670.00","1,403,115,017.39","2,794,205,155.53","3,529,649,924.58","1,161,727,690.61","2,552,766,118.88","4,477,540,204.11","4,886,107,475.54","1,118,332,001.65"
二、营业利润,"46,698,658.99","59,061,017.73","65,286,827.14","77,158,192.88","93,895,110.99","16,405,989.01","40,656,133.99","57,840,954.58","66,177,217.72","18,238,149.46","36,628,294.79","55,243,748.50","77,805,659.17","18,739,615.16","55,736,619.56","80,666,369.94","107,616,878.78","29,866,527.05","66,957,869.26","110,722,050.66","153,209,501.02","41,392,653.35","93,943,393.78","156,315,073.56","203,687,487.83","58,034,720.06","108,017,930.51","169,780,833.29","240,325,712.28","65,189,370.11","200,001,768.80","301,542,546.54","423,247,450.31","97,807,576.21","350,899,163.48","463,945,244.19","260,723,766.28","44,949,306.69"
减:营业成本,"8,478,768.79","15,888,692.82","19,730,335.61","22,894,929.08","33,088,964.60","11,512,387.76","23,652,769.72","37,551,410.02","54,051,822.88","16,039,961.16","31,590,101.26","59,053,646.73","93,021,325.79","27,751,165.77","65,791,675.63","95,283,064.80","129,490,065.71","27,526,552.61","80,357,686.54","107,002,546.93","159,784,022.09","41,212,258.66","175,304,189.20","344,651,960.81","433,667,232.77","101,729,002.26","262,462,079.46","449,638,025.09","753,666,179.41","442,313,506.63","1,089,966,056.62","2,267,302,417.96","2,804,957,828.82","939,894,101.07","2,057,766,634.24","3,698,495,119.04","4,126,123,037.17","909,405,768.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,820,439.26","5,856,252.45","6,510,358.07","6,919,258.95","8,921,550.08","2,329,909.92","5,614,639.80","8,355,910.14","10,520,622.41","2,904,393.94","6,105,832.48","9,447,959.13","13,453,258.64","3,647,556.69","8,607,752.43","12,607,019.36","16,726,377.44","4,352,716.73","9,816,095.11","15,408,663.75","21,789,914.67","6,774,677.53","17,582,167.65","29,333,643.80","39,184,790.01","11,160,913.54","15,885,958.97","16,431,768.23","18,725,981.96","1,653,736.42","3,655,701.36","6,636,300.59","9,540,453.40","1,843,733.69","5,039,531.50","6,753,913.65","8,711,722.42","1,047,972.76"
营业外收入,"32,232.10","27,824.65","830,786.10","1,723,735.99","6,023,800.10","1,000,000.15","6,613,612.57","6,633,613.88","7,048,503.87","500,000.00","1,320,000.36","1,920,300.67","3,238,416.93","6,250,392.13","1,267,050.40","3,288,499.76","3,976,361.00","333,018.00","2,945,754.57","3,024,546.75","2,552,840.74","1,109,044.29","1,206,872.49","1,451,488.59","6,238,209.66","171,347.98","799,937.09","4,535,550.93","11,486,980.90","868,587.52","2,248,708.13","3,719,920.35","884,201.93","11,846.27","6,392.28","19,371.16","526,542.65","204,326.76"
销售费用,"3,528,275.50","7,420,871.79","4,700,573.82","5,176,078.90","7,262,897.53","4,156,172.06","9,796,474.86","16,190,512.57","13,566,394.52","3,522,714.63","13,080,812.22","21,307,965.09","17,526,058.23","3,927,958.59","9,323,760.94","16,706,531.16","26,175,843.52","5,826,227.65","16,336,445.01","25,739,801.36","27,251,342.27","8,091,978.69","16,918,058.93","35,868,846.01","22,437,793.57","5,014,074.04","17,272,873.74","33,265,644.29","28,530,799.45","6,131,613.74","21,766,528.50","42,815,372.79","50,675,291.90","24,372,364.49","39,254,183.91","67,114,975.64","92,035,784.45","28,094,234.07"
减:营业外支出,"11,752.85","902,705.13","27,555.34","20,209.00","20,209.00",,,"601,098.40","624,561.24",,663.30,"1,993.35","18,121.29","139,527.00","505,735.00","549,241.73","2,055,125.33","50,000.00","50,617.86","70,618.68","5,557,874.74","51,614.11","1,057,028.94","1,057,212.29","5,134,433.67","405,772.60","1,555,116.54","1,560,688.57","5,057,539.69","22,937.11","70,504.04","8,947,864.53","10,993,765.67","136,023.12","4,257,478.95","9,237,048.78","9,307,209.07","20,580.26"
管理费用,"3,396,240.59","11,551,516.51","16,504,378.92","15,595,057.28","22,771,932.53","7,277,044.67","16,306,434.91","25,885,393.75","43,631,293.76","13,985,931.72","26,070,928.24","38,756,283.98","63,599,200.76","20,359,601.96","35,745,304.61","56,760,745.78","75,973,144.26","21,639,612.17","46,504,754.80","71,184,509.44","92,469,244.18","29,016,779.63","62,397,013.22","98,117,113.59","132,012,456.85","36,420,436.05","82,554,884.02","137,343,695.77","181,843,075.93","46,899,042.72","107,207,933.19","162,304,573.55","221,484,913.72","62,651,292.91","128,309,146.74","175,369,897.14","264,701,443.89","67,493,543.33"
其中:非流动资产处置净损失,,,,,,,,,,,,,"10,604.79",,,,"547,524.38",,,,"434,973.90",,696.08,696.08,"118,567.47",,,"1,252.00","19,056.96",,,"5,515.29",,,,,,
