科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"192,150,234.52","120,111,984.01","267,696,540.05","122,313,418.32","1,997,759,487.80","2,007,736,621.81","2,044,323,923.86","2,151,465,078.15","1,919,647,316.84","1,936,403,768.97","1,925,786,224.59","1,874,422,107.20","1,300,587,028.37","1,406,686,270.60","1,357,271,265.63","1,358,658,042.93","1,312,820,506.79","1,299,094,946.18","1,364,311,741.16","1,296,909,197.48","1,139,164,506.83","1,076,736,823.18","1,054,714,058.50","1,023,264,919.86","1,001,365,320.53","981,542,300.99","980,683,131.02","918,514,490.50","757,615,205.90","832,442,155.99","872,191,676.01","845,257,530.59","795,559,299.96","904,925,419.19","1,480,137,601.42"
短期借款,"158,000,000.00","128,000,000.00","180,000,000.00","110,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,"28,500,000.00","28,500,000.00","38,000,000.00","38,000,000.00","38,000,000.00",,"20,000,000.00","20,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","41,428,487.79","20,000,000.00","20,000,000.00","35,000,000.00","60,010,968.92"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,160.00","10,292,227.28","4,866,594.30","47,915,556.64","90,811,226.73","106,618,255.05","17,473,332.57","74,967,610.86","170,272,674.78","163,575,024.81","146,583,375.20","261,518,725.71","281,824,986.05","251,807,772.87","228,160,820.06","287,436,169.83","378,483,639.02","324,707,087.79","221,318,554.92","292,266,996.64","306,569,021.62","234,485,056.63","171,257,456.71","214,671,734.71","240,389,405.48","211,507,267.70","120,810,543.75","200,006,294.83","271,107,268.83","201,752,131.14","193,717,500.58","270,491,571.24","272,185,038.10","219,315,812.44","187,801,006.93"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"3,731,719.91","3,882,828.91","151,109.00",,,"153,340.43","153,340.43",,"16,551,771.94","9,409,851.37","15,231,105.50",
应收账款,"24,718,755.93","20,366,077.06","23,766,148.52","35,600,013.08","34,113,131.76","39,318,361.55","41,286,117.20","47,256,790.80","42,572,038.40","46,687,805.40","53,222,351.41","63,549,478.13","89,467,296.44","73,944,215.21","92,638,646.97","74,833,730.72","83,989,955.26","85,833,362.59","64,903,857.14","92,847,734.59","82,971,848.04","79,716,146.63","77,090,798.41","85,536,725.43","89,305,022.42","90,425,177.50","89,133,190.33","84,879,791.46","84,627,743.40","85,666,867.02","65,285,639.08","85,770,444.09","80,165,039.42","89,909,437.35","96,784,139.07"
应付账款,"23,717,571.48","21,352,292.42","7,848,005.14","26,519,684.47","20,407,126.21","19,267,251.81","11,316,890.04","21,409,686.92","18,005,799.53","18,302,060.15","17,525,603.75","24,133,317.73","38,785,723.15","34,651,721.46","57,858,695.31","65,511,166.42","55,392,939.87","42,490,399.65","79,745,504.90","60,316,248.42","62,185,782.25","53,121,089.16","136,582,150.82","65,054,528.40","82,776,225.53","72,034,655.33","229,827,520.69","107,072,516.36","111,974,458.92","76,266,660.58","211,976,291.04","148,382,100.10","145,886,540.07","140,909,831.39","149,335,309.87"
预付款项,"2,105,278.60","171,658.70","12,611,687.99","6,249,889.93","15,745,680.00","40,745,494.73","55,780,887.83","55,507,876.89","69,887,493.45","87,568,263.46","107,470,069.25","125,232,560.38","125,852,065.04","112,246,491.15","11,265,935.79","4,490,902.40","1,568,400.00","1,568,900.00","11,335,998.48","16,234,522.50","16,386,086.00","62,090,362.38","10,092,824.05","1,934,315.63","19,146,848.10","14,844,583.90","23,121,201.02","2,777,461.77","12,692,345.90","10,663,340.66","13,302,335.83","19,040,246.06","19,242,633.06","20,353,714.14","20,761,022.84"
预收款项,"133,812,754.57","67,761,488.93","73,138,590.78","68,378,476.45","81,354,090.05","51,198,029.66","10,316,744.67","5,771,116.96","2,253,548.98","2,261,912.95","10,668,809.34","8,096,199.88","4,081,278.09","2,332,024.06","5,131,684.30","2,603,384.11","1,170,726.98","1,128,523.40","7,261,822.14","2,397,803.38","218,976.86","1,129,739.55","3,733,840.86","1,339,683.70","571,953.19","1,824,313.54","3,089,290.05","3,776,467.03","1,773,928.69","1,856,328.23","13,607,839.25","2,488,771.28","10,463,488.01","4,104,725.67","17,279,276.57"
其他应收款,"54,236,562.36","2,118,376.16","911,733.07","3,132,671.02","2,039,197.23","5,777,682.54","4,169,962.74","9,368,361.55","2,874,020.71","3,693,127.14","2,946,766.20","3,990,558.36","27,527,857.22","4,702,103.52","28,207,475.20","8,044,503.61","8,042,167.11","22,168,203.85","23,405,718.28","22,114,698.64","14,406,658.48","12,471,534.41","7,882,015.08","8,982,002.78","8,484,678.54","8,860,148.84","3,787,098.16","7,232,645.97","8,755,381.30","6,550,603.10","5,003,865.64","9,789,689.07","7,590,862.74","7,920,079.13","4,088,648.73"
应付职工薪酬,"2,959,166.66","3,830,271.68","3,703,290.96","14,168,015.84","8,218,351.89","7,930,799.43","3,436,829.13","9,308,257.97","3,249,489.11","3,215,760.49","13,262,368.75","17,305,526.38","11,587,989.47","10,278,121.96","24,683,269.29","32,257,944.37","14,077,402.08","14,032,660.88","20,097,132.48","5,759,656.07","5,638,903.47","8,735,193.57","16,465,233.63","10,356,628.71","11,393,266.15","8,881,016.82","11,472,605.72","10,180,125.49","18,830,159.41","15,238,508.37","23,027,744.30","17,486,579.80","18,205,897.70","17,904,270.23","38,765,164.52"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,081,662.42","-10,517,816.18","-375,758.40","15,360,679.99","5,981,865.64","9,134,233.11","19,692,516.10","45,451,222.23","25,363,698.62","21,448,739.81","12,582,736.15","12,060,936.36","25,470,476.29","24,838,067.85","18,890,694.53","20,561,330.69","7,443,829.83","12,455,879.26","-2,653,179.90","715,227.00","-9,804,497.95","-13,316,282.17","7,541,628.95","-1,291,503.13","9,351,603.90","4,306,333.67","8,128,611.48","14,315,075.99","14,584,042.11","8,780,413.36","13,611,901.92","15,226,375.97","3,326,645.53","5,117,678.01","11,025,720.77"
应收利息,"538,619.18","538,619.18","536,531.51","536,531.51","152,400.00","344,465.75","1,617,498.65","8,306,471.15","6,176,522.94","15,376,522.94","536,531.51","4,486,531.51","5,000,000.00","7,000,000.00",,,,,,,,,,,,,,,,,,,,,"819,000.00"
应付利息,"323,524.50","225,937.55","203,902.50",,,,"30,400.00",,,,,,,,,,,,"271,547.23",,,,"216,791.67","180,125.00",,,"155,375.00",,,,"108,250.00",,,,"96,881.95"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"256,777,127.16","212,246,271.05","202,457,918.96","206,303,340.79","200,413,831.35","171,883,464.26","161,664,345.22","141,601,838.97","158,516,314.54","155,377,020.16","150,598,351.82","137,263,826.54","186,546,714.25","166,206,648.90","197,746,479.00","232,401,348.67","235,996,711.31","217,446,804.02","206,376,914.20","189,519,563.79","213,981,631.36","211,579,758.09","207,282,493.59","197,437,961.55","208,677,865.43","199,174,209.92","210,186,796.32","209,363,117.97","203,358,260.72","193,051,961.72","242,159,487.64","234,701,068.80","259,094,136.80","275,692,559.10","266,297,369.00"
其他应付款,"32,951,104.98","17,280,704.90","8,514,363.10","5,869,911.77","11,087,182.78","15,735,450.23","6,229,932.75","7,965,609.58","9,209,354.66","15,471,406.55","3,927,148.89","14,297,164.83","55,161,796.23","56,649,851.04","27,429,408.91","31,324,369.83","36,266,877.39","44,540,630.02","38,293,306.18","52,843,722.80","60,553,524.69","63,296,692.71","43,027,910.13","95,780,382.49","108,263,137.34","103,614,136.72","66,609,422.77","163,228,144.94","189,146,063.59","208,064,471.89","95,307,208.20","193,271,112.82","182,636,663.93","234,731,948.42","282,093,142.99"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"13,160,000.00","18,380,000.00",,,,,,,,,,,,,,,,,"10,000,000.00","7,000,000.00","7,000,000.00",,"20,000,000.00","10,000,000.00","10,000,000.00",,"20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","18,000,000.00","10,000,000.00","20,000,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"26,788,610.50",,"17,955,404.51","17,955,404.51","21,981,501.50","17,955,404.51","17,955,404.51","17,955,404.51","20,210,287.89","17,955,404.51","17,955,404.51","19,893,792.98","17,067,815.06"
其他流动负债,"40,162,061.85","4,773,089.46","134,927,061.44","4,773,089.46","5,556,783.01","5,556,783.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,713.44"
流动资产合计,"530,531,737.75","365,845,213.44","512,847,154.40","422,051,421.29","2,341,034,954.87","2,372,424,345.69","2,326,316,068.07","2,488,474,028.37","2,399,946,381.66","2,438,681,532.88","2,417,143,669.98","2,500,463,787.83","2,016,805,947.37","2,022,593,502.25","1,915,290,622.65","1,965,864,698.16","2,020,901,379.49","1,950,819,304.43","1,891,652,784.18","1,909,892,713.64","1,773,479,752.33","1,677,079,681.32","1,555,108,256.84","1,531,827,659.96","1,585,324,545.01","1,524,309,093.36","1,449,703,462.10","1,440,729,207.01","1,356,111,610.56","1,348,082,464.14","1,411,870,792.67","1,483,005,954.36","1,451,792,414.59","1,538,010,814.33","2,073,756,603.05"
流动负债合计,"404,004,521.62","251,085,968.76","407,959,455.52","245,069,857.98","152,605,399.58","128,822,547.25","71,023,312.69","89,905,893.66","58,081,890.90","60,699,879.95","57,966,666.88","75,893,145.18","135,087,263.23","128,749,786.37","133,993,752.34","152,258,195.42","142,851,776.15","143,148,093.21","191,016,133.03","167,032,657.67","163,792,689.32","112,966,432.82","247,567,556.06","205,151,565.08","276,239,015.02","240,811,565.08","369,282,825.71","338,572,329.81","366,461,993.15","340,359,722.86","419,067,722.50","433,406,711.91","407,929,086.61","462,999,559.22","578,620,179.03"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"170,097,002.07","170,064,951.00","170,097,002.07","170,097,002.07","170,097,002.07","170,097,002.07","245,097,002.07","245,097,002.07","245,097,002.07","245,097,002.07","245,097,002.07","245,097,002.07","245,097,002.07"
长期借款,"37,870,000.00","19,490,000.00",,,,,,,,,,,,,,,,"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","10,000,000.00"
持有至到期投资,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,"8,039,203.17",,"7,791,806.91","7,782,819.91","7,060,858.22","7,038,311.32","6,750,952.47","6,657,088.03",,"5,625,097.80",,,,,,,,,,,
长期股权投资,"86,866,505.99","77,157,493.31","64,394,704.51","77,505,087.32","64,579,353.38","64,614,449.53","69,569,991.47","70,069,066.00","53,364,268.10","50,943,464.79","53,552,501.30","60,906,312.08","221,143,828.61","221,669,910.02","222,831,532.10","225,007,797.74","225,209,307.22","224,579,612.41","229,283,436.22","228,967,603.44","230,688,518.77","232,387,220.57","63,413,927.44","64,129,665.93","64,439,206.43","65,060,483.57","62,080,897.15","62,746,973.25","59,541,536.09","59,637,404.51","60,815,832.13","61,260,177.64","60,454,702.76","61,750,680.20","59,111,062.34"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"2,599,919.55","2,340,557.31","2,081,195.07","2,016,354.51","1,951,513.95","1,886,673.39","1,821,832.83","1,756,992.27","1,692,151.71","1,648,924.67","1,562,470.59","1,476,016.51","1,411,175.95","1,367,948.91","1,303,108.35","1,238,267.79","131,506.70","125,728.40","55,112.25","49,333.95","43,555.65","19,466.00","16,392.50","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","3,657.63","4,063,773.95"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"156,685,007.92","151,516,994.81","141,426,954.88","138,503,822.85","137,859,541.51","135,140,261.92","132,283,854.49","129,961,345.76","128,846,477.48","127,878,219.09","125,639,996.24","122,675,307.88","217,719,115.02","215,177,201.24","214,721,626.22","212,399,073.28","209,951,783.27","207,039,649.99","246,470,859.34","242,940,941.80","237,569,691.36","232,494,991.85","227,661,158.75","215,432,980.28","210,283,482.61","205,204,452.11","220,449,462.61","264,361,482.95","587,350,372.25","705,537,675.30","1,066,086,849.91","1,025,475,068.47","1,064,987,189.18","1,055,978,054.59","1,122,460,452.15"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"3,725,309.06","11,856,649.87","27,668,644.23","39,220,904.80","40,830,588.39","42,645,159.68","66,376,009.04","83,672,225.59","111,566,705.91","125,723,269.35","149,227,079.76","177,105,977.49","236,393,756.02","301,147,982.63","368,059,759.49","418,662,582.84","459,156,098.62","543,720,530.29","672,167,730.44","727,882,431.62","799,513,207.82","869,516,560.00","1,035,161,606.15","1,081,001,421.36","1,119,313,472.46","1,163,483,799.49","1,334,277,593.69","1,330,151,795.70","1,039,532,520.03","913,049,630.28","576,760,435.98","607,262,002.81","558,115,987.91","558,832,302.22","8,787,911.17"
其他非流动负债,,,"3,300,000.00","3,300,000.00","3,300,000.00","3,300,000.00","6,100,000.00","3,300,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","7,600,000.00","9,600,000.00","10,123,208.00","10,123,208.00","10,443,208.00","10,443,208.00","5,872,305.75","14,446,316.00","5,606,454.90",,,,,,,,,,
工程物资,,,,,,,,,,,"2,513,830.26","2,513,830.26","4,956,250.73","4,960,951.73","3,151,712.10","3,151,712.10","3,151,712.10","3,151,712.10","2,556,444.01","2,556,444.01","2,556,444.01","2,556,444.01","2,556,444.01","2,377,811.53","2,377,811.53","2,377,811.53","114,308.82",,,,"2,564.10",,"874,164.02","69,401.70",
非流动负债合计,"37,870,000.00","19,490,000.00","3,300,000.00","3,300,000.00","3,300,000.00","3,300,000.00","6,100,000.00","3,300,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","6,100,000.00","14,139,203.17","6,100,000.00","15,391,806.91","107,382,819.91","107,184,066.22","107,161,519.32","107,194,160.47","107,100,296.03","90,318,621.75","90,071,413.80","90,252,770.90","90,191,508.98","70,219,235.22","69,958,831.11","69,932,228.58","69,854,545.30","51,528,695.71","51,100,833.83","51,043,562.57","50,930,560.07","23,696,973.55"
固定资产清理,,,,"1,947.95",,"2,132.00",,995.41,"9,729.80","10,478.80",,"5,222.78","94,407.05","148,803.35","18,209.55","18,847.05","166,316.07","21,250.35","58,958.36",,"16,107.74","45,978.19",,,"15,977.33","62,660.49","51,332.38","376,315.55","2,968.06","53,407.06","199,779.13","233,286.43","214,738.18","280,621.18","169,667.89"
负债合计,"441,874,521.62","270,575,968.76","411,259,455.52","248,369,857.98","155,905,399.58","132,122,547.25","77,123,312.69","93,205,893.66","64,181,890.90","66,799,879.95","64,066,666.88","81,993,145.18","141,187,263.23","134,849,786.37","148,132,955.51","158,358,195.42","158,243,583.06","250,530,913.12","298,200,199.25","274,194,176.99","270,986,849.79","220,066,728.85","337,886,177.81","295,222,978.88","366,491,785.92","331,003,074.06","439,502,060.93","408,531,160.92","436,394,221.73","410,214,268.16","470,596,418.21","484,507,545.74","458,972,649.18","513,930,119.29","602,317,152.58"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"136,454,992.00","136,454,992.00","136,454,992.00","136,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00","182,454,992.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"69,016,483.17","69,016,483.17","69,016,483.17","73,575,764.88","2,022,549,877.59","2,022,549,877.59","2,030,242,670.71","2,034,801,952.42","2,030,242,670.71","2,030,242,670.71","2,030,242,670.71","2,030,242,670.71","1,896,242,613.07","1,896,242,613.07","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,696,632,480.23","1,691,564,108.23","1,691,564,108.23","1,692,444,108.23","1,692,444,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23","1,691,564,108.23"
无形资产,"62,856,319.07","106,390,964.50","102,405,036.93","101,796,836.70","101,188,636.47","100,580,736.24","99,972,835.88","99,347,343.64","98,741,439.40","98,135,535.16","103,722,713.42","103,085,318.93","104,756,559.92","103,920,900.59","103,062,991.26","102,228,081.93","101,443,218.93","100,705,981.07","100,076,731.96","99,237,986.68","98,421,124.29","97,770,890.03","97,327,562.79","96,630,578.27","95,889,567.17","95,400,350.94","94,469,428.00","93,829,698.70","93,581,945.62","92,887,876.18","92,991,157.18","92,226,846.73","91,695,939.70","91,041,955.74","142,802,190.40"
盈余公积,"102,940,819.03","132,405,309.01","169,284,576.64","168,953,864.48","169,284,576.64","169,284,576.64","189,691,009.47","188,540,082.80","189,604,113.47","189,604,113.47","222,122,509.19","222,122,509.19","222,122,509.19","222,122,509.19","292,687,225.97","292,687,225.97","294,062,284.39","293,981,960.81","321,291,501.92","322,008,838.54","322,712,900.36","323,423,603.54","329,834,662.42","332,446,662.78","329,834,662.42","329,681,975.78","340,321,767.04","342,727,058.57","340,321,767.04","340,927,819.07","347,184,043.33","347,847,432.16","348,472,936.25","349,163,069.91","357,681,692.06"
开发支出,,,,,,"154,940.00","700,000.00","862,515.00","700,000.00","700,000.00","8,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","11,700,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","13,800,000.00","13,800,000.00","13,800,000.00","13,800,000.00","13,800,000.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"92,979,328.62","94,609,025.82","42,083,499.51","124,398,549.37","174,325,517.34","224,339,738.21","225,072,296.25","391,856,135.47","300,613,024.36","347,092,895.93","353,103,585.14","453,340,552.28","374,334,151.19","443,485,466.19","605,033,327.50","711,734,440.61","814,543,085.47","730,587,872.90","728,524,043.13","793,791,866.43","713,931,849.55","721,891,322.82","698,323,090.09","745,238,332.57","747,357,002.05","760,144,348.56","745,489,427.66","788,178,873.36","741,789,030.58","751,632,131.02","781,251,460.31","821,960,693.31","804,898,488.13","826,515,477.98","832,834,558.25"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"30,839,390.67","42,289,161.71","54,032,086.00","62,201,413.37","14,230,017.37","18,002,758.71","22,617,644.63","13,446,278.17","27,931,285.10","27,687,695.16","10,239,462.76","9,945,529.54","9,761,299.42","14,547,834.60","14,877,091.39","52,483.56","53,280.74","53,428.14","54,187.50","54,547.20","55,143.74","56,329.88","57,130.66","57,606.51","58,422.23","64,445.76",,,,,,,,,
递延所得税资产,"840,735.77","243,067.23","1,307,402.82","2,858,066.66","1,305,791.95","1,305,791.95","161,333.97","160,822.48","160,822.48","160,822.48","167,625.13","167,625.14","1,121,787.43","1,016,000.70","1,273,575.49","1,217,697.61","1,217,697.61","1,217,697.61","1,759,156.97","1,759,156.97","1,759,156.97","1,759,156.97","2,032,537.71","2,032,537.71","2,032,537.71","2,032,537.71","2,250,925.20","2,241,657.63","2,241,657.63","2,241,657.63","8,947,598.82","8,947,598.82","8,947,598.82","8,947,598.82","2,579,864.17"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"93,336,563.39","95,362,687.29","107,892,313.88","106,091,808.55","66,307,818.30","39,081,917.28","25,958,284.73","19,195,068.38","79,931,645.31","74,051,789.30","62,044,085.26","60,941,467.85","61,449,051.99","42,098,774.95","6,036,875.05","7,178,569.09","9,170,987.53","3,718,811.55","3,075,414.00","2,511,314.00","9,409,855.11"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
