科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"239,271,861.16","211,021,482.89","192,606,779.82","75,007,100.82","94,211,150.99","111,976,498.42","55,477,327.21","64,697,038.36","35,122,617.19","56,584,596.57","30,714,050.01","71,407,853.17","63,335,753.63","69,353,801.43","301,141,363.58","134,579,150.85","87,430,192.98","93,716,092.23","148,898,914.72","200,821,780.02","185,190,054.79","192,720,629.31","206,626,649.65","196,135,886.72","202,819,340.05","145,855,883.30","132,186,600.51","139,763,039.84","125,554,573.03","120,800,087.34","18,863,896.28","34,747,081.43","67,425,552.42","18,149,713.44","8,778,029.92","24,091,653.11","20,444,121.64","19,403,618.51","56,878,999.29","64,949,874.50","34,131,430.02","18,344,678.58","38,162,381.36","40,728,343.14","27,127,587.56"
短期借款,"131,750,000.00","71,750,000.00","71,750,000.00","1,750,000.00","1,750,000.00","51,750,000.00","51,750,000.00","51,750,000.00","50,750,000.00","50,750,000.00","1,750,000.00","1,750,000.00","1,750,000.00","1,750,000.00","1,750,000.00",,,,,,,,,,"15,000,000.00","15,000,000.00","13,498,754.70",,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00","10,000,000.00","10,000,000.00","43,000,000.00","53,000,000.00","53,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,"50,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,470,978.00","2,217,246.88","2,176,152.00","5,351,465.48","2,464,310.43","3,244,013.33","2,109,214.90","2,574,989.22","2,160,714.42","2,232,000.51","2,006,986.00","4,103,491.62","3,701,397.11","5,821,356.04","6,639,576.63","4,138,537.39","8,457,083.08","6,298,288.22","7,932,975.12","11,194,129.84","10,083,803.36","11,045,226.96","9,531,480.76","15,087,124.42","12,306,259.84","12,532,380.86","7,787,513.87","7,611,394.30","9,163,487.79","8,766,742.11","8,734,712.82","12,858,462.40","9,403,892.12","10,657,361.50","12,852,516.51","20,072,843.98","24,314,265.05","10,272,907.20","7,263,509.20","13,934,620.25","11,993,974.84","7,767,169.40","13,555,277.36","19,890,231.94","8,129,859.30"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"174,456,420.11","156,925,509.05","180,756,876.40","151,562,526.32","161,698,190.79","151,899,408.07","149,373,759.21","84,778,989.13","88,845,503.75","85,218,191.60","93,517,470.04","79,276,254.62","91,600,157.35","92,252,291.53","89,958,273.34","83,703,326.80","94,459,736.45","96,193,005.35","93,748,804.66","82,314,561.07","97,739,059.74","107,527,840.42","95,950,829.36","94,241,955.67","95,146,605.71","95,532,162.44","101,699,224.42","72,718,442.30","91,527,128.55","98,336,170.31","96,823,330.26","84,334,453.12","88,607,172.59","100,827,120.39","111,669,823.69","99,281,419.23","94,317,813.15","96,681,535.61","106,729,734.17","117,083,335.48","145,159,772.17","122,148,827.63","117,651,004.23","112,408,616.91","126,087,357.60"
应付账款,"42,230,570.47","44,685,740.86","26,878,904.51","11,153,252.35","15,175,587.45","13,960,758.22","9,940,248.24","7,853,111.87","12,514,541.05","13,983,196.01","13,717,126.08","14,157,055.51","17,930,932.88","17,603,727.39","15,097,986.77","13,273,140.34","21,514,904.81","19,932,470.30","17,856,238.72","13,299,998.41","13,792,251.52","17,234,732.37","17,781,535.95","17,306,692.15","11,824,553.45","14,690,091.91","11,623,198.62","14,474,607.00","13,445,160.65","13,569,556.71","19,247,594.04","25,629,132.31","16,634,859.58","22,038,813.70","34,074,702.02","84,266,599.64","273,148,190.42","323,532,611.02","321,726,478.69","313,105,818.90","306,671,681.58","91,511,613.00","29,448,101.19","19,103,191.98","19,540,600.07"
预付款项,"11,273,321.10","3,893,849.73","3,281,856.98","4,464,027.38","8,924,552.61","8,388,932.02","13,360,866.65","13,532,511.53","11,659,381.07","2,140,072.12","53,948,741.92","53,529,899.97","52,548,264.92","53,415,416.63","3,902,791.89","88,065,719.79","128,385,287.47","129,779,848.00","71,927,055.26","65,962,142.40","68,491,509.38","65,898,366.02","73,043,646.61","75,639,633.91","88,422,226.65","91,722,009.54","96,436,763.83","82,742,771.49","71,553,793.82","58,187,179.10","168,720,400.18","38,180,416.30","37,152,058.27","46,561,180.32","80,754,946.67","29,659,550.35","28,922,498.04","7,912,404.83","6,094,514.57","7,417,265.78","16,488,855.35","6,349,388.65","15,133,013.06","3,994,970.81","4,619,548.54"
预收款项,"22,148,951.45","26,033,441.12","13,714,383.44","13,302,528.31","13,999,260.30","13,509,273.85","13,285,119.33","15,206,114.05","14,614,352.70","14,751,332.23","17,108,462.05","11,217,074.87","11,190,100.55","12,068,231.60","11,695,336.99","48,539,899.65","54,747,068.56","58,527,054.47","13,432,997.93","14,628,399.74","17,884,102.81","21,644,498.41","15,031,985.17","14,329,375.65","16,313,420.51","19,184,962.26","24,796,994.15","15,597,720.26","17,160,901.03","9,134,038.80","9,410,468.08","11,080,277.38","10,058,942.31","11,070,440.74","12,779,148.69","12,058,765.11","15,877,473.17","14,586,353.97","15,588,539.08","13,792,490.04","17,123,505.30","8,955,309.57","17,742,093.92","61,792,208.07","75,014,372.89"
