科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"167,224,594.18","216,248,562.40","308,065,550.40","239,812,159.28","367,099,725.95","480,617,136.55","157,699,139.20","335,127,636.58","487,553,224.88","648,865,071.74","173,390,432.32","364,870,344.74","545,329,874.47","821,857,944.05","254,589,628.45","530,258,003.77","787,244,765.11","1,021,120,621.62","298,612,929.28","634,086,161.46","919,622,698.35","1,258,693,706.37","388,859,318.66","790,751,483.00","1,110,197,260.46","1,555,556,069.80","424,577,128.34","726,481,244.50","987,759,418.52","1,327,836,602.18","451,241,542.84","785,992,735.19","1,195,281,338.60"
二、营业利润,"48,923,320.21","56,503,663.23","85,036,841.53","78,114,306.03","121,848,973.45","157,732,633.37","57,413,623.04","125,794,358.21","187,387,151.72","247,346,096.06","60,970,129.08","130,534,086.55","188,370,130.68","263,442,386.59","78,250,805.85","178,415,324.25","254,846,696.12","322,291,728.55","96,803,612.25","203,980,649.13","286,231,931.71","387,550,310.10","120,425,127.23","235,337,663.99","306,163,955.77","435,745,250.51","95,452,040.21","154,833,038.45","205,071,419.73","261,779,122.82","74,176,165.82","103,128,416.39","142,557,826.86"
减:营业成本,"104,283,461.09","128,506,554.17","169,724,823.34","124,927,611.87","192,574,011.53","248,383,598.40","83,403,769.51","174,086,157.24","251,319,657.85","333,147,386.30","86,229,835.42","185,314,126.67","281,939,542.63","445,556,814.94","134,751,117.62","266,085,664.20","406,111,051.52","532,232,928.31","154,989,923.72","326,767,818.09","471,857,700.89","652,986,554.40","201,297,073.32","417,713,722.43","593,346,396.47","865,190,277.54","235,586,064.06","411,659,968.20","545,631,109.13","773,245,973.51","279,700,695.93","479,312,505.68","749,100,075.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"540,536.53","481,700.02","2,341,091.87","575,824.35","853,949.00","1,785,691.96","743,233.72","1,649,708.80","2,136,553.24","3,435,907.62","1,204,430.41","2,043,971.89","3,442,152.95","7,248,236.57","3,394,657.32","7,289,135.48","9,921,539.18","11,799,573.32","1,335,455.13","4,435,225.83","6,714,130.88","8,752,670.23","1,253,526.09","2,400,125.59","3,731,721.56","9,001,608.82","1,106,276.65","2,563,809.62","3,283,970.63","6,271,361.77","887,142.78","3,348,829.54","3,897,409.49"
营业外收入,"2,824,198.00","5,471,659.81","5,733,821.68","4,494,977.85","4,961,325.44","10,438,859.95","379,316.25","1,667,515.72","6,986,377.24","8,224,370.15","2,977,144.12","11,137,635.38","15,950,245.20","17,719,624.12","271,052.08","3,058,396.23","11,187,097.02","13,066,434.79","2,312,000.18","21,218,967.66","26,640,840.34","27,495,280.26","670,676.23","1,714,695.15","20,808,537.88","23,820,851.26","6,026,148.98","15,080,690.54","16,915,108.22","22,619,562.92","1,260,733.09","893,510.31","1,213,437.30"
销售费用,"9,107,210.91","13,220,956.79","18,722,310.47","11,762,118.76","18,758,555.58","24,775,864.98","5,514,555.74","13,750,043.80","19,270,492.41","27,153,648.75","9,852,389.54","22,134,237.35","30,814,364.43","40,489,515.42","9,470,539.68","18,732,020.12","27,989,789.87","44,861,079.92","9,971,480.76","22,784,259.78","36,177,726.60","55,086,728.02","15,603,512.49","32,540,397.82","49,944,311.51","69,751,170.71","20,874,825.48","34,396,102.29","50,688,397.48","71,458,503.64","21,244,563.88","38,507,949.97","70,297,962.22"
减:营业外支出,"265,209.33","534,000.00","110,000.00","440,000.00","440,000.00","893,089.50","100,000.00","100,500.00","200,500.00","273,942.32","10,000.00","327,757.09","327,757.09","643,863.97","73,000.00","81,637.56","117,153.52","342,153.52",,"35,000.00","275,128.27","278,401.13","15,560.22","15,560.22","58,692.63","1,141,886.63","54,292.89","54,357.44","338,161.41","451,709.75","900,802.80","1,018,626.65","1,046,588.50"
管理费用,"10,191,032.85","21,741,088.65","31,283,767.57","22,637,086.77","33,702,153.39","48,112,570.51","17,480,720.10","37,233,447.26","56,499,293.47","74,447,096.55","23,973,009.13","47,951,979.26","73,319,191.08","107,689,495.90","40,272,154.71","77,045,124.44","116,677,685.33","165,545,062.59","45,842,403.20","92,752,957.28","148,167,509.34","204,391,810.16","57,306,914.58","115,346,009.90","174,321,631.50","237,039,558.12","62,604,904.08","127,127,335.51","192,621,720.07","249,969,217.58","69,689,356.62","148,230,384.24","230,713,354.80"
其中:非流动资产处置净损失,"70,209.33",,,,,,,,,"73,442.32",,"12,757.09",,"13,863.97",,"8,637.56",,"9,153.52",,,,"46,876.09",,,,"861,976.94","25,351.31","25,351.31","78,777.65","78,428.43",,"17,798.75","35,670.60"
