科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应付款,"3,683,641.92","2,332,541.30","2,353,438.21","4,155,456.37","5,149,431.00","5,498,942.54","3,484,929.33","4,329,332.45","5,627,724.07","6,284,461.98","5,458,554.35","6,496,015.64"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"2,479,645.87","5,319,413.37","45,319,739.49","5,692,995.16","331,943,793.88","399,700,522.57","391,830,794.55","108,644,513.85","399,658,149.25","10,151,735.24","169,906,612.27","110,035,383.61"
其他流动负债,,,,,,,,,,,,
流动资产合计,"635,482,628.07","750,257,397.95","859,203,172.10","1,580,844,100.57","1,559,192,965.82","1,602,725,155.19","1,546,328,777.41","1,570,054,550.02","1,576,932,679.47","1,669,080,180.94","1,639,762,592.40","1,688,554,119.57"
流动负债合计,"191,068,834.13","169,874,525.56","227,878,562.83","175,246,960.69","161,746,798.97","162,443,406.84","170,499,967.31","148,052,077.61","166,977,223.79","187,291,321.28","186,758,980.53","206,169,979.94"
可供出售金融资产,,,,,,,,,,"34,732,500.00","39,732,500.00","39,732,500.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,"99,829,141.17","99,622,582.65","98,789,402.51","98,289,189.74","207,262,633.92","209,567,361.63","240,627,506.59","196,325,371.69","192,802,043.20","194,874,164.00"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"84,857,464.02","76,994,243.82","75,828,553.45","73,527,689.60","71,480,219.38","70,204,958.71","67,644,817.82","65,081,066.46","63,309,333.21","60,686,808.95","59,883,435.09","59,750,056.59"
递延所得税负债,,,,,,,,,,,,
在建工程,,,"1,702,004.22","2,218,840.22","2,218,840.22","3,938,081.33","4,370,337.72","4,923,810.32","6,399,413.05","6,778,117.95","7,489,235.07","7,493,864.66"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,,"12,387,520.00","11,907,520.00","11,907,520.00","11,907,520.00","11,907,520.00","11,657,520.00","11,657,520.00","11,657,520.00","11,657,520.00","11,657,520.00","11,657,520.00"
固定资产清理,,,,,,,,,,,,
负债合计,"191,068,834.13","182,262,045.56","239,786,082.83","187,154,480.69","173,654,318.97","174,350,926.84","182,157,487.31","159,709,597.61","178,634,743.79","198,948,841.28","198,416,500.53","217,827,499.94"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"130,800,000.00","130,800,000.00","130,800,000.00","174,400,000.00","174,400,000.00","174,400,000.00","174,400,000.00","174,400,000.00","226,720,000.00","226,720,000.00","226,720,000.00","226,720,000.00"
油气资产,,,,,,,,,,,,
资本公积,"163,339,377.03","163,339,377.03","163,339,377.03","873,092,531.95","873,092,532.00","869,623,288.49","870,645,436.30","871,412,047.16","819,858,658.02","820,596,631.11","823,417,788.29","823,417,788.29"
无形资产,"31,417,384.75","38,410,873.45","37,675,042.82","50,992,873.49","50,674,842.16","50,444,047.09","50,007,124.37","49,690,859.21","49,374,594.05","49,058,328.89","49,921,652.40","49,628,724.91"
盈余公积,"25,818,182.05","39,506,570.16","53,435,055.94","53,435,055.94","53,435,055.94","53,435,055.94","67,053,050.24","67,053,050.24","67,053,050.24","67,053,050.24","80,307,789.25","80,307,789.25"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"25,771,831.47","43,723,957.02"
商誉,,,,,,,,,,,,
未分配利润,"253,550,347.15","356,871,438.56","492,407,985.81","526,471,240.22","515,453,904.54","561,257,190.91","587,017,133.89","631,959,442.85","649,884,311.00","699,316,841.53","680,353,492.82","727,419,814.06"
长期待摊费用,,,,,,,,,,,,
少数股东权益,,,,,,,,,,"9,765,759.62","11,439,861.39","11,444,061.34"
递延所得税资产,"4,510,613.12","5,849,359.09","5,160,592.85","7,109,147.27","7,369,351.36","7,038,347.12","5,442,631.49","5,006,315.22","5,218,561.68","5,395,340.36","2,947,601.64","2,107,932.87"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"8,308,650.40","1,267,557.00","369,995.00","238,075.00","310,190.00","426,683.00","216,785.01","210,175.00","288,675.00","344,475.00","2,344,541.01","1,271,633.26"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"129,094,112.29","122,522,033.36","220,565,329.51","233,709,208.23","230,842,845.63","230,341,306.99","334,944,330.33","334,479,587.84","365,218,083.58","353,320,942.84","355,121,008.41","354,858,876.29"
所有者权益(或股东权益)合计,"573,507,906.23","690,517,385.75","839,982,418.78","1,627,398,828.11","1,616,381,492.48","1,658,715,535.34","1,699,115,620.43","1,744,824,540.25","1,763,516,019.26","1,823,452,282.50","1,796,467,100.28","1,825,585,495.92"
资产总计,"764,576,740.36","872,779,431.31","1,079,768,501.61","1,814,553,308.80","1,790,035,811.45","1,833,066,462.18","1,881,273,107.74","1,904,534,137.86","1,942,150,763.05","2,022,401,123.78","1,994,883,600.81","2,043,412,995.86"
负债和所有者(或股东权益)合计,"764,576,740.36","872,779,431.31","1,079,768,501.61","1,814,553,308.80","1,790,035,811.45","1,833,066,462.18","1,881,273,107.74","1,904,534,137.86","1,942,150,763.05","2,022,401,123.78","1,994,883,600.81","2,043,412,995.86"
