科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"65,377,818.51","83,527,158.13","89,898,508.64","435,510,084.80","104,641,852.78","59,242,064.38","70,146,894.29","48,676,457.66","24,991,958.40","43,467,634.31","63,189,391.11","92,532,587.99"
短期借款,"58,700,000.00","30,000,000.00","20,000,000.00","20,000,000.00",,,"10,000,000.00","10,000,000.00","90,000,000.00","80,000,000.00","45,000,000.00","110,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"11,874,400.00","9,008,533.44","2,438,759.39","22,302,550.51","7,372,404.34","4,424,985.00","2,451,100.00","15,057,348.78","8,930,332.64","2,105,473.57","6,998,976.53","1,701,446.80"
应付票据,"8,962,455.60","30,885,885.27","55,950,086.06","42,066,091.90","24,231,850.00","16,239,860.00","24,763,263.82","20,892,153.82","6,800,000.00",,"14,100,000.00",
应收账款,"193,820,651.75","155,725,373.67","159,478,032.68","168,786,842.26","159,752,837.62","152,747,351.41","258,309,937.27","251,446,656.20","281,315,964.70","263,590,003.15","250,727,198.32","221,270,601.21"
应付账款,"100,676,014.86","97,872,006.79","80,111,540.29","71,441,209.18","78,369,326.67","83,591,797.15","79,044,083.99","69,312,526.63","81,780,581.12",,"68,948,321.69",
预付款项,"7,027,118.73","3,432,625.31","6,865,580.84","8,506,285.70","19,236,456.33","43,192,854.02","5,192,462.50","17,752,808.51","15,845,756.52","17,553,718.58","6,039,382.35","11,900,975.21"
预收款项,"35,971,059.62","24,622,040.84","17,862,200.84","13,941,186.74","16,861,327.74","14,657,351.50","23,563,108.28","16,747,616.70","11,183,031.02","18,553,684.65","17,267,683.42","20,482,589.35"
其他应收款,"9,409,043.15","7,800,700.18","5,830,294.95","5,120,818.30","10,174,318.67","10,475,712.57","14,040,574.38","9,444,952.22","9,488,374.50","7,910,942.42","10,346,010.10","11,966,052.05"
应付职工薪酬,"7,627,725.11","9,870,159.93","14,427,660.60","5,316,666.76","8,880,938.93","9,353,776.76","13,423,893.85","4,356,617.26","6,505,028.13","8,036,257.18","14,557,021.46","6,655,028.80"
应收关联公司款,,,,,,,,,,,,
应交税费,"2,274,219.97","1,325,216.42","6,619,295.65","3,928,730.87","5,892,360.37","5,073,464.46","26,067,339.51","18,077,133.43","7,489,254.53","8,417,582.60","13,663,667.59","7,948,540.48"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,"640,000.00",,,,,,,,,,,
存货,"64,457,698.15","99,682,931.98","99,143,672.60","83,967,484.61","92,042,428.41","127,162,097.75","99,354,565.13","103,719,736.73","110,364,326.29","115,603,973.83","119,802,723.85","121,736,108.40"
其他应付款,"3,309,718.93","4,474,156.84","6,290,050.11","12,966,127.20","4,093,475.54","3,659,451.16","3,091,164.69","2,981,727.75","8,608,669.63","2,967,128.77","6,791,935.75","2,561,351.55"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"13,372,509.83","19,155,948.92","16,586,569.95","5,824,934.03","306,637,612.63","309,472,375.15","316,874,029.68","312,841,209.57","363,882,877.73","362,721,006.83","364,903,507.05","365,305,873.54"
其他流动负债,,,,,,,,,,,,
流动资产合计,"365,339,240.12","378,333,271.63","380,241,419.05","730,019,000.21","699,857,910.78","706,717,440.28","766,369,563.25","758,939,169.67","814,819,590.78","812,952,752.69","822,007,189.31","826,413,645.20"
流动负债合计,"218,161,194.09","199,049,466.09","201,260,833.55","169,660,012.65","138,329,279.25","132,575,701.03","179,952,854.14","142,367,775.59","212,366,564.43","190,163,509.07","180,328,629.91","212,203,144.35"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,"96,000.00","96,000.00","96,000.00","96,000.00","47,322.31","47,322.31"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,"2,772,731.76","2,931,759.09","3,150,748.34","3,554,466.19","3,140,333.47","3,337,156.23","2,286,928.48","2,018,161.85","1,879,287.53","2,047,294.62","1,948,392.13","1,943,057.60"
固定资产,"99,918,221.88","91,816,408.00","185,914,693.04","193,053,589.57","190,332,678.21","187,856,489.64","189,518,215.44","184,284,726.79","180,936,936.52","177,210,988.17","184,043,167.70","182,362,893.77"
递延所得税负债,,,"42,696.64",,,,,,,,,
在建工程,"3,301,017.70","20,287,025.38","6,871,837.42","6,080,627.39","6,023,823.16","6,439,635.49","6,119,390.13","8,700,755.17","8,868,286.64","10,053,920.27","2,905,982.80","3,744,988.06"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"14,111,397.57","16,875,650.70","18,944,562.39","22,882,390.05","25,294,933.78","24,985,232.99","24,693,815.02","23,989,274.84","23,307,160.30","22,933,660.50","23,790,651.12","23,632,943.04"
固定资产清理,,,,,,,,,,,,
负债合计,"232,272,591.66","215,925,116.79","220,205,395.94","192,542,402.70","163,624,213.03","157,560,934.02","204,646,669.16","166,357,050.43","235,673,724.73","213,097,169.57","204,119,281.03","235,836,087.39"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","66,670,000.00","100,005,000.00","100,005,000.00","100,005,000.00","100,005,000.00"
油气资产,,,,,,,,,,,,
资本公积,"99,201,433.61","99,201,433.61","99,201,433.61","436,475,633.61","436,475,633.61","436,475,633.61","436,475,633.61","436,475,633.61","403,140,633.61","403,140,633.61","403,140,633.61","403,140,633.61"
无形资产,"8,658,538.36","28,908,526.10","28,407,757.51","28,229,245.54","28,049,593.96","28,437,794.48","28,260,127.05","28,045,161.42","27,817,300.48","27,678,169.12","27,466,851.51","27,638,243.14"
盈余公积,"16,113,559.52","22,892,523.22","29,424,771.27","29,424,771.27","29,424,771.27","29,424,771.27","36,426,215.22","36,426,215.22","36,426,215.22","36,426,215.22","44,196,737.45","44,196,737.45"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"50,498,200.00"
商誉,,,,,,,,,,,,
未分配利润,"90,699,653.28","147,698,098.44","213,749,452.42","243,511,415.72","239,581,972.69","253,672,371.68","273,216,371.01","298,665,595.73","283,444,218.89","299,975,078.05","307,386,134.87","328,394,137.28"
长期待摊费用,"3,342,325.01","2,413,285.04","802,114.69","703,565.29","1,589,158.41","4,702,013.68","6,314,440.06","5,499,203.32","4,683,966.61","3,928,444.36","4,143,795.93","3,145,555.20"
少数股东权益,"860,387.08","830,707.41","915,007.43","619,850.61","1,675,410.52","1,670,560.42","1,143,476.92","2,438,637.27","1,636,629.33","2,040,235.30","1,697,595.48","1,521,016.08"
递延所得税资产,"8,020,412.27","9,450,675.78","10,651,558.49","11,158,045.91","11,598,836.60","11,320,897.43","20,648,503.49","20,215,989.39","20,237,548.25","20,530,877.14","19,268,246.88","18,942,257.13"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"567,869.81","5,338,687.54","606,680.47",,,,"1,252,126.50","1,252,126.50","2,866,792.50","2,233,180.00","662,826.00","300,507.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"123,808,385.03","158,214,607.84","233,254,641.62","239,225,073.70","237,594,090.34","238,756,830.72","252,208,802.67","248,093,962.59","245,506,831.00","241,731,579.06","238,538,193.13","236,181,766.61"
所有者权益(或股东权益)合计,"256,875,033.49","320,622,762.68","393,290,664.73","776,701,671.21","773,827,788.09","787,913,336.98","813,931,696.76","840,676,081.83","824,652,697.05","841,587,162.18","856,426,101.41","826,759,324.42"
资产总计,"489,147,625.15","536,547,879.47","613,496,060.67","969,244,073.91","937,452,001.12","945,474,271.00","1,018,578,365.92","1,007,033,132.26","1,060,326,421.78","1,054,684,331.75","1,060,545,382.44","1,062,595,411.81"
负债和所有者(或股东权益)合计,"489,147,625.15","536,547,879.47","613,496,060.67","969,244,073.91","937,452,001.12","945,474,271.00","1,018,578,365.92","1,007,033,132.26","1,060,326,421.78","1,054,684,331.75","1,060,545,382.44","1,062,595,411.81"
