科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"116,968,956.52","232,601,148.83","330,328,455.60","340,741,691.90","563,244,004.12","493,416,726.32","336,207,163.46","338,741,643.79","386,959,241.08","563,214,480.62","559,292,973.53","433,447,063.82","437,049,433.81","523,470,847.77","460,509,587.96","482,682,733.97","404,693,468.51","480,814,762.48","407,695,528.66","480,545,982.13","486,268,708.47","657,581,839.06","503,569,711.23","732,437,606.04","628,823,441.20","855,509,799.61","646,041,348.99","441,878,378.73","583,594,427.01"
短期借款,"176,164,786.75","205,420,929.75","232,091,919.85","462,146,982.63","332,480,376.03","232,468,381.34","277,631,393.42","434,936,110.29","690,873,464.59","562,199,832.33","588,155,143.34","623,860,574.81","663,472,608.09","819,158,144.83","1,031,063,279.33","1,029,917,977.79","1,003,002,659.53","984,722,321.86","1,007,982,890.65","983,266,850.63","845,635,071.27","1,209,150,169.61","1,193,610,273.16","815,087,424.51","891,944,735.76","923,196,116.48","1,129,485,015.66","1,174,586,511.67","1,138,679,974.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"1,200,000.00","1,200,000.00","400,000.00","273,506.00",,,,,,,,"10,402,795.00",,,,,,,,,
应付票据,"144,640,449.50","261,689,900.00","410,028,600.00","388,503,000.00","319,463,900.00","473,751,340.00","298,919,140.00","404,536,600.00","436,235,623.48","499,970,323.48","530,723,395.21","610,344,062.44","609,066,610.38","797,800,974.08","672,020,052.28","663,554,189.00","651,990,966.00","882,581,692.02","788,035,604.84","942,780,269.05","963,419,936.69","1,107,503,447.07","1,020,798,822.24","873,140,573.18","710,343,634.08","1,010,750,886.80","704,232,823.76","587,838,884.66","791,989,030.05"
应收账款,"9,264,544.06","4,070,110.22","3,419,393.91","13,314,459.60","10,730,111.07","9,402,125.02","15,055,793.67","12,552,655.88","17,087,091.14","13,791,517.72","14,815,964.75","22,551,636.05","23,535,810.65","15,510,094.74","17,370,867.67","15,746,771.27","17,386,887.57","27,501,616.23","37,937,730.78","40,119,130.17","21,862,388.46","20,403,218.44","29,158,313.13","32,625,831.86","51,809,509.37","44,282,944.73","41,674,988.92","42,776,996.69","47,319,042.99"
应付账款,"7,420,314.21","15,221,811.18","21,870,848.80","15,035,630.02","14,833,806.33","24,346,156.68","16,112,914.22","16,999,378.05","63,540,768.78","35,661,071.66","32,483,340.36","25,556,020.88","28,356,669.56","35,214,088.04","34,834,783.16","35,363,637.74","62,016,922.27","53,383,625.33","43,587,774.41","52,035,220.35","51,242,944.28","53,667,106.09","50,120,472.46","48,464,977.65","42,673,170.36","45,629,866.05","48,005,114.49","50,743,698.30","60,552,426.48"
预付款项,"106,190,299.38","87,437,129.76","211,955,359.60","232,835,348.52","301,070,575.70","203,073,827.77","197,635,804.58","272,025,558.40","288,173,967.92","341,274,518.50","379,101,680.66","387,464,033.74","380,000,921.82","441,325,623.25","482,322,266.82","316,737,002.70","378,255,842.86","317,049,841.77","249,548,912.18","276,983,527.88","301,518,148.66","329,585,713.53","325,556,597.99","347,863,572.48","384,931,855.97","429,842,214.17","339,308,036.61","365,125,093.11","495,132,212.07"
预收款项,"16,425,192.97","26,099,564.36","45,390,686.47","45,774,106.87","52,902,636.15","44,388,753.08","69,999,939.63","64,848,506.57","61,565,730.95","65,196,596.15","74,484,766.80","75,799,200.97","81,796,604.75","69,503,306.34","85,825,069.02","84,728,374.48","91,107,743.36","100,259,597.04","111,506,429.64","97,534,273.86","119,247,760.75","106,425,892.23","106,034,666.76","107,570,722.68","123,836,083.73","91,637,845.44","114,452,429.85","110,930,304.50","111,340,537.84"
其他应收款,"2,593,257.29","8,600,119.16","10,076,090.96","10,847,520.43","10,961,241.97","12,231,011.00","16,857,899.79","14,954,493.35","17,297,257.90","13,315,688.60","16,918,046.06","17,354,146.43","18,357,020.40","25,731,459.90","32,755,459.38","20,262,143.66","21,995,646.03","24,533,950.13","18,903,262.36","36,770,567.99","50,229,248.58","50,000,550.73","44,903,319.07","67,465,358.19","38,035,969.83","43,921,937.24","41,159,893.63","42,236,700.80","45,134,460.78"
应付职工薪酬,"3,812,219.42","4,768,551.98","6,703,829.36","8,035,973.38","8,658,313.55","10,114,695.66","10,241,606.74","9,311,486.15","4,368,422.43","4,792,810.54","3,315,963.79","4,021,230.03","2,722,387.90","3,521,352.66","4,281,626.52","4,145,148.46","4,094,142.94","3,761,075.50","3,757,830.56","3,635,689.06","3,595,844.61","3,396,704.55","3,345,007.66","3,327,186.73","3,313,905.65","7,574,809.36","7,573,326.29","6,934,309.54","6,542,883.03"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,174,081.32","4,192,533.94","19,556,953.92","-4,111,370.08","-1,241,198.14","170,758.81","-7,133,059.05","-18,800,656.34","-24,790,916.60","-110,054.34","-4,710,207.45","-31,835,843.12","-16,968,917.58","-18,136,847.64","-22,957,316.76","-36,390,053.42","-22,296,955.92","46,059,643.85","45,071,209.73","18,046,936.07","20,731,383.48","26,787,029.94","27,997,597.15","26,439,655.55","31,006,780.72","41,339,344.61","36,350,142.38","31,476,727.97","44,097,324.08"
应收利息,,,,,,,,,,,,,,,,,"195,000.00",,,,,,,,,,,,
应付利息,"5,081.53",,,,,,,,,"2,037,244.45","6,562,511.12","10,981,244.47","15,453,244.48","2,037,244.49","6,509,244.50","11,066,864.51","15,556,084.53","2,090,400.06","6,932,567.04","11,052,381.54","15,571,152.51","693,120.63","801,578.93","1,656,822.36","2,228,651.05","474,448.79","1,224,112.79","1,643,093.12","2,379,161.78"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"114,600,879.79","153,385,534.09","183,216,458.38","365,638,656.01","347,834,510.56","420,743,667.78","459,696,810.44","588,105,696.81","638,494,866.27","543,265,944.84","569,845,806.72","745,550,827.32","708,824,895.21","799,681,199.51","870,390,474.51","838,409,021.68","749,163,592.48","794,413,136.76","771,032,329.75","778,983,360.94","673,360,489.03","777,670,240.61","763,101,871.15","817,653,415.16","692,590,709.43","717,845,663.93","946,710,289.97","935,842,442.69","791,791,407.65"
其他应付款,"4,063,177.25","8,752,122.56","16,016,935.51","21,419,767.90","22,974,105.85","21,364,177.49","24,652,585.68","29,808,503.98","29,610,964.54","36,740,992.21","40,469,468.28","48,727,419.35","48,010,317.30","46,704,026.52","52,876,205.59","55,348,784.75","54,433,181.51","58,778,485.81","63,161,766.42","73,982,154.81","67,911,081.17","101,042,701.95","72,047,902.76","74,108,175.47","72,241,353.22","77,071,244.65","84,458,548.76","95,776,314.19","110,461,929.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"23,225,988.53","16,694,288.12","14,149,922.98","14,292,851.49","57,662,502.21","89,897,823.05","145,451,751.80","145,451,751.80"
一年内到期的非流动负债,,,,,,"19,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00",,,,,"26,100,000.00","9,900,000.00",,,"4,900,000.00","4,900,000.00","2,450,000.00","1,950,000.00","33,450,000.00","33,450,000.00",,,,,,
其他流动资产,,,,"495,529.39","605,113.22",,,,,,,,,"9,324,199.17","8,500,000.00","53,027,900.00","87,762,740.21","89,958,900.38","96,567,369.83","100,095,306.09","91,355,864.07","95,642,568.40","120,174,527.79","150,171,357.07","148,351,129.93","82,513,209.91","92,521,190.02","86,158,479.01","84,255,128.27"
其他流动负债,,,,"249,551.45","712,554.29",,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"349,617,937.04","486,094,042.06","738,995,758.45","963,873,205.85","1,234,445,556.64","1,138,867,357.89","1,025,453,471.94","1,226,380,048.23","1,349,212,424.31","1,476,062,150.28","1,540,374,471.72","1,606,641,213.36","1,567,768,081.89","1,815,043,424.34","1,871,848,656.34","1,726,865,573.28","1,659,453,177.66","1,734,272,207.75","1,581,685,133.56","1,723,900,670.20","1,624,594,847.27","1,954,110,119.30","1,803,158,628.48","2,162,367,063.78","1,958,835,467.22","2,231,578,271.80","2,197,313,571.19","2,059,469,842.83","2,192,678,430.57"
流动负债合计,"354,705,302.95","526,145,413.77","751,659,773.91","937,053,642.17","750,784,494.06","825,604,263.06","709,424,520.64","960,639,928.70","1,280,404,058.17","1,206,488,816.48","1,271,484,381.45","1,367,453,909.83","1,431,909,524.88","1,781,902,289.32","1,874,352,943.64","1,847,734,923.31","1,859,904,744.22","2,136,536,841.47","2,074,936,073.29","2,184,783,775.37","2,089,305,174.76","2,642,116,172.07","2,508,206,321.12","1,949,795,538.13","1,877,588,314.57","2,197,674,562.18","2,125,781,513.98","2,059,929,843.95","2,266,043,266.26"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"46,000,000.00","146,000,000.00","186,000,000.00","186,000,000.00","212,800,000.00","212,800,000.00"
长期借款,,,"20,000,000.00","60,000,000.00","60,000,000.00","36,000,000.00","36,000,000.00","32,400,000.00","32,400,000.00","32,400,000.00","32,400,000.00","54,900,000.00","54,900,000.00","39,900,000.00","39,900,000.00","57,900,000.00","65,900,000.00","61,000,000.00","61,000,000.00","61,000,000.00","61,000,000.00","27,550,000.00","27,550,000.00","19,825,000.00","19,825,000.00","17,550,000.00","17,550,000.00","14,625,000.00","14,625,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
