科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"522,726,518.22","511,241,307.45","278,565,371.32","502,320,296.82","738,288,767.31","261,314,928.39","542,868,710.48","829,586,834.81","1,271,998,812.24","348,245,415.58","789,799,070.74","1,166,603,082.57","1,656,353,720.39","276,869,876.80","688,499,085.66","1,139,375,980.12","1,878,031,708.00","459,554,084.75","1,072,055,844.76","1,721,659,993.16","2,563,027,901.39","625,700,120.32","1,416,504,192.00","2,198,777,892.00","3,308,170,629.85","822,918,940.46","1,915,522,311.43","3,045,298,616.52","4,710,553,211.68","1,148,236,668.92","2,695,264,565.17","4,193,318,939.25","6,269,921,274.71","1,350,502,220.72","3,337,626,909.16","5,194,832,143.08"
二、营业利润,"123,982,082.61","114,385,544.92","79,878,239.26","133,808,297.70","191,889,640.80","106,769,201.85","181,588,630.45","234,322,268.10","314,650,371.13","86,361,364.61","208,237,259.78","252,954,740.75","272,492,557.66","-10,635,873.05","58,720,598.41","122,504,691.88","299,945,224.15","47,037,111.99","161,971,693.83","302,925,233.22","469,947,532.64","78,791,791.95","216,344,074.43","314,115,496.70","559,109,074.87","83,445,657.26","231,768,557.91","355,923,317.21","747,552,096.51","111,404,493.97","314,455,453.45","554,638,515.87","1,100,046,012.90","160,763,424.81","450,339,137.58","798,321,514.57"
减:营业成本,"288,811,507.84","306,587,725.77","148,457,614.39","250,774,824.67","380,805,209.93","107,026,202.58","248,609,238.16","423,190,253.77","689,310,478.93","197,725,292.94","435,718,522.44","697,052,600.41","1,003,978,024.21","226,125,153.18","496,783,244.34","806,768,316.03","1,223,198,365.63","337,911,412.08","732,012,356.77","1,144,396,876.38","1,648,104,013.54","449,879,262.47","979,529,953.16","1,537,516,142.04","2,189,316,177.06","612,884,605.66","1,386,780,028.93","2,213,580,210.48","3,177,827,624.20","870,775,772.81","2,062,228,641.52","3,222,461,855.10","4,524,906,744.22","1,070,058,178.33","2,564,654,940.71","3,919,966,974.57"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"26,429,281.16","26,809,850.29","15,018,956.48","26,904,941.32","40,041,371.81","14,263,709.70","29,267,657.20","44,933,987.03","69,728,391.67","19,964,479.47","44,526,086.56","66,426,257.61","94,151,295.71","16,014,149.22","39,973,169.52","65,601,698.59","106,790,461.81","25,986,134.73","59,655,133.24","96,203,983.50","143,348,931.84","35,004,419.31","77,699,444.17","121,712,463.17","184,738,733.82","44,909,162.78","103,948,553.44","168,613,001.01","267,791,435.83","64,092,804.67","91,270,529.91","100,311,925.15","114,062,751.43","7,515,506.88","20,034,719.39","36,815,317.43"
营业外收入,"2,176,006.55","1,010,320.95","156,295.21","367,610.45","957,120.22","2,032,947.85","2,817,540.54","5,057,471.37","18,104,200.56","536,217.78","1,478,127.57","4,417,364.92","5,596,519.77","128,909.00","4,660,150.36","5,550,324.43","6,917,800.80","308,925.36","1,264,890.88","5,524,509.63","9,034,122.12","686,595.68","2,058,952.24","4,743,952.92","6,839,419.37","494,853.55","1,821,342.74","7,349,253.34","10,582,457.88","721,769.26","5,379,305.79","13,231,319.77","16,763,938.68","7,001,883.03","11,366,250.35","26,040,094.28"
销售费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:营业外支出,"1,331,611.48","3,362,142.71","193,713.20","461,258.89","831,070.77","73,862.33","339,292.13","1,227,929.18","1,445,007.65","216,256.11","774,253.09","978,646.43","3,311,184.00","377,613.94","836,617.53","1,378,230.53","2,354,642.46","179,390.42","605,104.97","1,088,790.57","1,778,094.49","155,252.89","1,673,834.34","1,794,994.35","2,950,635.94","2,189,424.14","2,566,255.12","2,725,273.42","3,587,731.91","326,988.14","684,450.22","1,628,179.37","2,756,690.26","1,178,432.05","2,760,729.64","4,360,724.17"
管理费用,"83,033,362.06","61,054,674.63","32,704,483.02","88,924,062.38","124,982,153.75","36,552,356.24","85,330,768.25","134,999,301.83","207,679,938.20","46,808,378.90","105,351,239.75","161,675,992.98","270,809,064.07","49,419,036.89","99,359,580.63","150,261,097.83","231,483,560.00","48,982,161.68","112,654,193.55","171,724,508.66","269,316,887.46","64,090,305.33","132,558,674.13","205,993,847.00","318,247,813.04","71,271,269.21","144,515,595.81","218,480,263.69","344,862,892.39","81,513,234.81","180,214,386.43","280,093,800.69","491,549,250.82","105,272,126.80","226,959,308.57","343,442,534.23"
其中:非流动资产处置净损失,,,,,"286,976.71","9,839.16","104,782.72","120,606.80","705,841.99","32,295.65","81,149.91","95,843.37","364,034.29","15,915.29","40,800.64","236,799.36","631,060.71","51,320.54","185,468.88","562,506.41","643,473.79","45,701.80","212,349.55","227,730.36","531,112.16","1,993,577.22","280,484.99","453,939.37","570,429.25","35,894.64","141,418.65","168,178.81","453,912.79","159,727.88","583,274.25","846,135.89"
