科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"367,904,175.02","796,842,239.14","1,215,957,183.47","1,813,362,240.27","440,596,059.65","1,085,892,003.17","1,584,345,521.45","2,015,002,656.29","602,429,593.87","1,170,457,339.18","1,675,318,917.97","1,529,415,869.44","393,490,180.46","920,835,002.86","1,506,467,590.01","2,126,873,157.18","590,036,270.90","1,244,821,517.37","1,884,070,776.47","2,431,716,615.57","444,671,191.99","1,074,471,639.20","1,631,379,121.61","2,320,393,213.37","448,821,291.82","967,886,222.98","1,529,806,605.66","2,110,267,229.00","359,168,712.77","985,414,852.14","1,629,972,843.52","2,282,756,684.26","400,051,337.12","906,215,374.35","1,358,091,194.66","1,764,166,526.98","354,993,274.48","764,887,679.61","1,135,553,860.12","1,548,829,979.26","338,067,592.81","737,306,745.57","1,121,333,069.96","1,525,182,254.07"
二、营业利润,"23,543,688.11","86,163,623.72","139,900,913.13","164,035,590.39","29,967,914.66","99,268,750.55","151,764,720.41","168,198,886.67","13,135,728.91","103,767,697.31","236,595,926.33","379,566,816.54","171,483,708.19","407,847,745.22","687,576,149.96","910,884,563.58","257,395,635.38","668,215,303.15","1,041,974,516.52","1,140,286,071.87","271,741,155.26","636,377,762.69","894,223,955.72","1,313,333,170.65","249,484,504.51","686,326,568.99","1,034,405,435.91","1,423,699,923.90","219,061,641.85","440,085,585.71","697,746,152.76","1,015,863,228.59","137,464,716.95","242,902,480.83","123,857,066.69","113,807,583.43","29,237,091.85","81,006,468.41","89,688,776.95","132,308,894.08","16,886,512.04","-1,699,734.74","-281,715,661.58","-306,316,831.45"
减:营业成本,"255,499,709.20","548,802,388.01","838,303,980.40","1,314,502,887.92","325,316,866.20","782,522,113.81","1,135,358,764.02","1,510,720,845.97","484,795,896.13","936,640,477.70","1,308,463,513.34","1,112,302,321.26","287,281,173.60","671,405,157.37","1,060,041,841.71","1,436,450,590.19","417,032,280.07","868,919,076.84","1,286,710,028.91","1,822,626,143.96","325,095,446.73","757,165,406.14","1,150,550,733.16","1,688,824,552.68","336,666,144.11","700,232,829.30","1,107,844,054.89","1,541,643,817.14","290,056,459.72","848,886,842.75","1,415,009,472.41","2,026,740,273.64","332,831,942.89","785,850,796.88","1,143,476,917.52","1,528,632,720.57","302,734,782.14","653,098,787.99","962,167,557.87","1,359,036,086.83","272,628,239.51","587,628,315.99","897,772,745.31","1,310,818,079.09"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,358,876.55","9,929,980.16","15,647,602.15","22,369,557.37","4,910,068.76","12,331,999.10","19,268,772.99","27,721,661.08","5,558,295.73","12,813,907.05","20,838,942.37","29,718,658.36","6,578,250.51","16,811,912.94","29,390,607.20","41,836,808.16","9,624,810.40","22,470,693.88","36,304,177.14","47,302,525.98","7,925,980.87","20,453,578.18","32,467,662.95","48,788,033.48","7,563,073.10","16,554,873.78","26,040,175.48","38,702,338.88","4,577,771.69","13,965,345.98","23,470,622.09","32,347,888.35","6,238,253.02","15,213,203.75","22,055,146.22","28,806,173.78","5,388,985.49","8,477,266.62","10,555,061.76","20,459,286.46","4,095,028.53","8,641,599.64","13,828,836.51","20,743,494.53"
营业外收入,"1,327,887.10","1,627,174.77","2,301,025.29","12,944,168.36","2,888,260.20","3,216,533.24","3,549,306.98","64,432,880.96","19,382,825.23","18,722,508.23","31,798,279.12","85,400,345.49","8,293,539.90","11,220,348.74","16,854,965.41","24,490,600.96","7,834,575.10","17,608,979.73","21,688,855.78","26,843,362.59","6,920,950.00","10,711,286.66","14,602,741.94","18,540,495.11","9,816,978.83","21,785,558.19","117,057,061.39","120,951,983.38","38,354,529.53","87,467,612.64","105,167,338.17","117,456,081.97","5,742,136.40","44,839,689.76","48,364,612.54","52,418,472.37","5,082,823.33","8,456,920.73","11,919,385.62","55,873,039.09","2,151,096.46","60,355,055.24","62,170,761.12","8,437,634.28"
销售费用,"19,724,279.28","31,733,614.48","48,185,673.80","69,416,753.11","14,391,016.64","42,253,903.00","58,724,930.86","64,918,850.04","5,751,815.38","1,632,877.97","6,883,034.73","14,910,679.78","3,604,919.13","8,893,747.35","16,031,730.44","24,448,422.83","5,263,728.21","9,460,640.73","14,742,823.70","23,537,741.70","6,437,927.24","13,796,493.15","22,320,732.55","39,307,061.73","9,872,418.99","20,415,262.93","31,714,786.81","55,183,177.60","10,137,415.91","24,106,373.07","37,869,582.69","59,155,556.40","11,918,493.61","23,653,334.92","36,844,630.41","53,868,829.59","12,825,643.40","25,650,143.09","38,578,249.19","57,542,542.99","13,545,952.70","24,353,197.51","37,405,258.95","62,381,164.31"
减:营业外支出,"133,765.69","1,291,323.10","1,615,319.69","3,245,106.95","353,971.55","1,455,065.61","2,521,410.02","4,773,484.83","299,201.94","752,890.48","3,971,498.54","2,326,681.70","477,097.89","1,437,054.32","4,226,976.63","5,169,218.99","1,129,331.35","2,820,236.03","7,591,690.36","20,651,109.27","443,865.89","2,082,676.50","4,521,365.23","4,590,171.04","1,653,558.45","3,769,783.68","47,199,252.61","74,246,497.88","261,426.68","571,966.99","2,147,911.06","7,534,627.75","708,927.12","1,400,274.70","2,078,097.27","11,004,603.48","482,780.87","1,514,087.59","5,687,405.91","32,511,310.08","3,652,749.81","4,129,742.91","4,746,480.37","3,149,610.24"
管理费用,"46,313,201.92","91,549,176.60","137,819,263.97","138,037,289.78","50,371,737.64","98,649,803.97","151,661,945.68","168,637,226.19","77,929,984.32","118,460,911.83","169,551,621.60","186,021,564.15","58,944,757.86","102,864,175.58","163,827,002.77","168,210,959.93","66,906,358.01","119,828,191.17","176,107,830.49","191,825,090.78","67,973,031.96","124,613,174.90","178,480,865.07","188,071,199.82","81,564,408.16","142,151,877.83","198,102,812.08","224,916,692.60","73,525,510.22","140,157,961.67","203,391,066.47","203,886,394.98","84,035,919.07","150,694,518.48","220,500,677.88","245,601,948.85","81,227,731.27","146,911,058.04","213,217,010.75","243,488,797.09","80,715,773.23","141,086,703.41","206,845,948.68","239,031,994.69"
其中:非流动资产处置净损失,,,,"68,857.80",,,,"102,790.04",,,,"1,163,019.22",,,,"506,398.54",,,,"8,385,680.84",,"51,234.02",,"793,258.10",,,,"59,584,825.27",,,,"5,365,933.46",,,,"5,036,264.85",,,,"681,602.24",,,,
