科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,"930,076.16","897,709.52","889,617.86","881,526.20","873,434.54","865,342.88","857,251.22","849,159.56","841,067.90","832,976.24","824,884.58","816,792.92","808,701.26","800,609.60","792,517.94"
预计负债,,,,,,,,,,,,,,,,
固定资产,"87,456,250.52","84,927,925.84","85,970,246.15","85,529,279.08","84,521,228.82","82,974,285.29","83,080,831.55",,"81,881,897.34","82,833,687.04","84,328,051.30","106,609,273.82","110,897,999.66","110,271,619.09","178,011,568.23","182,610,465.87"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,,,"31,000.00","381,000.00","847,054.00","10,096,212.05","20,928,012.05","82,313,952.43","35,250,857.29","40,581,908.73","51,749,622.58","51,490,552.96","62,576,046.25","71,015,443.75","32,370,046.48","38,268,860.06"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,"31,887,529.55",,,,,,,,
非流动负债合计,,,,,,,,,,,"394,933.33","383,962.96","372,992.59","362,022.22","1,646,566.66","1,634,225.00"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"157,438,613.42","147,846,085.53","161,811,133.95","183,224,879.19","159,040,901.73","120,232,737.51","155,499,402.45","170,847,884.11","121,476,424.72","110,819,450.53","149,456,711.18","130,832,148.37","141,339,709.63","165,410,069.55","208,979,933.95","176,307,374.52"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"43,749,994.97","43,749,994.97","43,749,994.97","43,749,994.97","43,749,994.97","43,749,994.97","239,378,661.97","239,378,661.97","239,378,661.97","195,378,661.97","195,378,661.97","195,378,661.97","195,378,661.97","195,378,661.97","195,378,661.97","195,378,661.97"
无形资产,"54,830,312.55","53,626,039.84","52,418,367.04","52,116,448.84","51,814,530.64","51,512,612.44","51,311,548.95","51,004,502.55","50,697,456.15","50,392,916.72","50,742,801.94","50,412,516.12","50,083,939.80","49,755,363.48","49,426,787.16","49,098,210.84"
盈余公积,"13,842,492.63","18,438,070.47","24,141,461.57","25,202,818.31","24,141,461.57","24,141,461.57","29,020,647.64","29,020,647.64","29,020,647.64","29,020,647.64","32,566,134.47","32,566,134.47","32,566,134.47","32,566,134.47","34,935,717.38","34,935,717.38"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"96,229,394.39","137,589,594.96","188,920,114.89","198,472,325.55","214,852,826.70","230,037,826.76","232,832,789.52","242,446,187.28","244,253,460.52","256,973,610.43","254,622,170.98","262,907,766.71","264,920,939.14","277,126,696.46","268,688,417.12","273,218,704.75"
长期待摊费用,"776,666.72",,,,,,,"79,200.00","72,000.00","64,800.00","109,440.00","97,920.00","214,733.33","191,546.66","139,559.99","123,573.32"
少数股东权益,,,,,,,,,,,,,,,,
递延所得税资产,"383,347.13","427,561.02","477,052.85","555,285.73","601,677.82","472,834.04","825,995.57","880,175.33","726,933.07","655,162.60","805,988.82","936,798.72","753,978.99","847,714.06","1,108,440.36","1,152,894.30"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"7,495,615.10","9,240,304.30","19,777,127.38","20,764,195.03","21,701,967.87","22,719,754.15","24,373,360.52","26,090,310.38","25,248,609.45"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"143,446,576.92","139,911,602.86","139,794,375.56","139,471,631.51","138,666,017.48","145,929,378.36","157,011,731.00","174,518,226.18","178,718,607.71","195,146,670.37","209,333,075.91","232,073,914.07","248,063,245.10","257,263,748.82","287,947,322.20","297,295,131.78"
所有者权益(或股东权益)合计,"219,821,881.99","265,777,660.40","322,811,571.43","333,425,138.83","348,744,283.24","363,929,283.30","589,232,099.13","598,845,496.89","600,652,770.13","613,372,920.04","614,566,967.42","622,852,563.15","624,865,735.58","637,071,492.90","631,002,796.47","635,533,084.10"
资产总计,"377,260,495.41","413,623,745.93","484,622,705.38","516,650,018.02","507,785,184.97","484,162,020.81","744,731,501.58","769,693,381.00","722,129,194.85","724,192,370.57","764,023,678.60","753,684,711.52","766,205,445.21","802,481,562.45","839,982,730.42","811,840,458.62"
负债和所有者(或股东权益)合计,"377,260,495.41","413,623,745.93","484,622,705.38","516,650,018.02","507,785,184.97","484,162,020.81","744,731,501.58","769,693,381.00","722,129,194.85","724,192,370.57","764,023,678.60","753,684,711.52","766,205,445.21","802,481,562.45","839,982,730.42","811,840,458.62"
