科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"34,532,692.87","98,659,312.75","99,332,799.85","108,503,803.26","77,605,251.71","113,976,485.56","85,450,358.45","107,579,993.69","381,200,452.50","312,548,003.44","320,863,114.80","365,368,774.26","241,713,436.01","233,426,665.42","204,866,251.44","258,941,651.50","1,037,780,005.80","853,542,918.89","817,391,368.24","1,384,787,309.40","919,440,703.28","858,228,410.69","734,849,503.93","817,696,466.04","797,120,267.39","824,120,675.10","768,876,102.75","970,182,985.04","735,089,110.74","709,441,477.39","821,096,091.12","792,846,607.48","726,108,039.24","654,334,257.29","828,090,203.29","2,854,942,833.93","2,346,505,766.92","2,004,677,271.22","1,911,400,905.19","1,535,130,366.18","1,194,663,873.48","757,874,022.34","546,116,937.65","758,973,959.55"
短期借款,,"80,000,000.00","110,000,000.00","140,000,000.00","223,500,000.00","323,880,000.00","361,500,000.00","310,000,000.00","365,000,000.00","363,000,000.00","323,000,000.00","318,000,000.00","360,000,000.00","384,000,000.00","439,000,000.00","506,000,000.00","505,916,342.82","408,978,222.80","411,000,000.00","263,000,000.00","203,000,000.00","233,000,000.00","186,800,000.00","162,200,000.00","29,200,000.00","284,456,513.29","300,000,000.00","424,662,500.00","331,262,500.00","298,000,000.00","313,000,000.00","263,000,000.00","305,700,000.00","446,700,000.00","443,500,000.00","388,000,000.00","478,000,000.00","508,000,000.00","448,000,000.00","723,000,000.00","605,000,000.00","464,000,000.00","474,000,000.00","758,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,"360,000,000.00","360,000,000.00","360,000,000.00",,,,,,,,,,,,,,,,,,,,,"10,077,863.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,913,598.00","3,451,450.00","9,595,190.00","8,776,227.00","13,024,028.00","5,600,200.00","7,003,445.00","20,523,308.50","24,078,047.31","14,072,288.08","29,432,194.00","70,687,545.73","77,832,428.79","61,090,391.00","91,663,336.93","145,845,723.95","68,759,110.40","18,929,882.60","20,279,087.20","17,041,574.00","28,294,572.20","28,199,392.00","16,364,318.00","29,967,931.99","31,926,299.64","31,313,443.05","43,177,696.00","41,541,410.35","40,857,292.04","37,579,244.80","211,147,390.50","203,372,765.52","224,728,936.15","179,680,019.30","83,456,370.44","221,610,359.47","181,909,650.87","131,976,420.18","124,016,836.55","239,492,345.67","182,216,494.27","194,484,381.81","269,068,521.08","743,416,488.12"
应付票据,"21,321,182.88","15,620,745.58","18,749,397.00","35,485,375.54","79,751,435.11","78,731,129.11","63,252,136.92","89,969,506.67","79,722,404.44","50,968,628.85","158,454,407.29","174,556,057.35","275,295,178.28","284,746,999.47","258,241,150.98","227,372,935.10","139,393,249.19","114,265,689.95","223,501,972.51","353,686,381.15","289,470,308.10","230,145,530.50","131,964,839.90","122,438,232.38","117,212,041.76","176,878,594.10","197,591,296.58","332,952,110.55","351,080,971.95","468,815,055.48","636,176,779.71","690,635,943.33","587,200,041.43","489,525,927.64","605,776,968.29","733,868,949.27","636,404,953.30","561,349,152.61","704,381,334.65","822,446,022.23","615,335,600.66","539,126,548.51","554,731,856.95","531,025,703.04"
应收账款,"228,818,301.69","350,141,656.02","318,240,267.09","334,684,866.05","321,150,152.84","419,334,946.88","440,872,228.41","385,389,500.12","388,422,095.68","477,334,955.25","632,243,932.19","664,671,214.74","767,738,216.57","1,007,970,789.70","1,136,850,903.37","1,072,598,133.10","1,223,661,512.10","1,279,804,909.02","1,389,935,505.32","1,438,363,527.59","1,509,266,805.77","1,571,063,423.48","1,568,701,827.01","1,490,514,692.91","1,347,237,263.98","1,480,919,521.20","1,582,826,462.76","1,647,621,146.18","1,814,823,349.36","2,095,228,727.80","2,066,936,119.16","2,037,010,775.08","2,094,512,464.13","2,369,517,477.09","2,411,267,303.78","2,199,534,740.02","2,240,879,987.42","2,666,015,236.81","2,741,746,354.68","2,135,250,529.07","1,957,512,450.74","2,273,227,402.11","2,563,972,436.83","2,460,634,175.72"
应付账款,"148,084,963.08","184,668,863.80","189,935,171.32","215,859,459.24","199,239,904.17","240,071,527.91","247,138,257.18","202,171,715.42","183,325,328.81","231,822,743.09","259,467,760.80","388,919,117.15","236,644,983.88","379,050,626.77","492,862,659.19","609,650,926.16","529,273,504.35","686,235,197.81","637,862,745.28","738,378,818.78","748,991,611.57","734,500,802.57","772,859,746.56","725,446,490.77","674,406,934.50","693,775,379.55","830,134,144.02","979,154,238.44","949,197,426.06","1,194,941,772.00","1,216,789,247.38","1,048,329,925.59","1,218,806,941.94","1,244,622,589.84","1,194,940,279.14","1,154,668,335.29","1,243,469,660.33","1,479,023,274.95","1,495,300,336.92","963,548,212.33","944,186,933.95","1,101,112,663.40","1,233,272,387.52","1,532,373,519.51"
预付款项,"31,433,353.99","32,249,084.23","59,087,730.57","48,254,174.67","99,385,793.40","109,108,297.55","136,349,536.76","113,486,751.74","106,921,944.42","102,537,463.88","160,950,642.46","111,158,044.49","176,545,579.84","81,933,029.02","73,997,306.54","108,633,206.78","40,115,708.14","145,337,154.04","52,512,666.33","138,944,255.08","81,333,427.04","57,420,478.81","18,720,241.70","71,733,738.00","75,951,854.27","75,497,794.08","74,291,783.20","36,071,900.25","104,616,121.54","58,451,105.97","74,741,591.91","31,045,647.46","81,489,014.06","114,446,617.52","111,261,999.46","34,027,623.35","61,463,873.69","65,211,120.53","59,046,005.11","53,050,838.78","75,417,195.03","102,667,696.62","70,726,287.74","89,365,563.56"
预收款项,"231,378.00","17,250,591.43","6,750,131.00","42,077,467.14","1,013,400.00","23,911,028.50","67,679,939.86","72,810,213.62","27,729,351.72","1,029,019.00","102,083,696.12","54,638,976.26","108,751,459.19","120,558,824.43","143,852,145.19","75,149,593.93","124,371,885.10","101,830,170.72","130,567,699.64","92,824,628.61","112,417,428.01","100,934,484.30","94,821,062.61","52,461,823.27","59,906,509.43","71,312,005.81","75,797,253.20","71,591,180.76","57,250,137.34","41,270,188.11","54,055,585.40","43,400,442.09","61,367,421.01","87,344,680.75","120,744,062.70","45,472,745.07","40,644,008.63","106,247,064.03","209,413,162.51","17,001,744.16","14,203,422.79","21,704,249.50","24,227,580.35","28,906,656.64"
其他应收款,"3,782,522.83","22,515,024.30","12,978,780.22","24,454,994.32","32,502,502.85","32,078,550.28","24,421,405.91","21,298,374.67","24,844,497.90","24,019,917.12","29,624,529.90","29,682,594.01","42,163,697.26","47,195,350.96","53,070,799.00","51,287,218.16","50,352,174.25","69,256,760.40","57,832,364.54","53,014,042.76","56,987,225.62","58,003,255.08","64,393,587.24","35,947,744.96","38,221,988.55","46,518,321.72","48,830,798.09","367,008,587.37","368,475,642.22","348,848,178.97","355,961,847.98","50,318,331.08","44,943,242.55","75,174,182.44","74,059,710.72","205,311,916.25","685,539,517.03","718,898,711.73","686,781,789.51","372,411,496.41","398,253,790.27","441,795,584.72","514,838,448.86","428,748,026.23"
应付职工薪酬,"7,000,122.80","4,862,768.66","3,932,225.19","3,507,608.66","2,745,403.01","2,906,968.14","2,887,874.10","4,367,040.83","3,457,225.85","3,147,966.86","3,958,056.32","4,755,408.08","3,031,227.04","4,918,124.42","4,918,422.13","4,966,177.26","4,794,579.88","4,945,056.99","5,163,941.93","5,805,665.13","5,451,318.59","5,934,681.69","5,372,195.73","6,249,878.86","4,921,857.16","5,419,821.17","5,590,992.99","6,911,056.14","5,677,380.14","5,983,739.29","6,678,477.60","8,312,450.69","7,949,231.28","8,261,269.75","9,122,646.61","10,749,139.58","9,255,243.00","10,626,532.04","10,083,440.66","9,269,596.29","9,989,395.33","9,146,082.66","8,961,707.61","17,179,195.31"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,785,060.32","23,139,466.18","12,714,863.83","11,860,745.70","15,720,086.22","18,677,649.88","8,347,721.41","-1,830,287.12","-4,400,955.12","-2,077,142.81","13,483,525.51","18,116,436.27","15,709,605.79","24,013,137.53","40,475,332.09","52,817,594.11","35,032,678.83","20,863,355.55","17,881,637.89","31,865,465.73","20,030,152.42","16,432,120.54","-2,118,100.93","21,055,932.33","16,215,699.08","12,355,803.23","18,496,614.63","25,743,254.98","30,085,353.51","32,654,111.79","21,812,555.66","30,505,227.97","29,451,248.84","38,721,569.60","50,015,250.27","52,445,548.69","47,739,736.80","35,923,722.86","29,067,693.09","30,290,445.65","30,177,317.23","26,670,861.81","34,211,113.97","51,778,712.24"
应收利息,,,,,,,,,,,,,,,,,,,,,"4,430,107.52","13,430,107.52","22,430,107.52","163,440.83","4,163,440.82","9,163,440.81","11,524,193.55","774,193.55","12,024,193.55","23,274,193.55","34,524,193.55",,,,,,"5,583,230.27","11,338,938.18","18,438,159.31","1,290,938.58","3,675,339.62","5,153,938.35","8,830,171.67","553,005.83"
应付利息,,"76,227.50",,"255,136.13","349,936.48","277,413.23","723,443.45","497,857.50","985,266.67","1,323,102.00","1,761,830.12","567,944.81","723,762.86","475,659.24","1,810,657.64","764,963.20","787,253.05","678,222.72","753,155.54","466,114.88","404,963.77","926,852.68","1,165,059.66","322,246.51",,"955,757.73","854,999.99","573,548.07","554,778.69","827,474.92","1,242,837.71","524,277.69","634,959.78","711,030.79","417,148.08","769,418.50","875,012.71","839,762.61","515,367.89","1,293,541.56","848,371.81","567,638.88","668,575.48","1,037,181.80"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
