科目,2007-03-31,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"936,589,998.00","8,797,012,345.00","8,778,193,761.00","6,633,612,575.00","6,435,536,666.00","5,647,645,914.00","4,578,484,264.00","3,892,833,096.00","3,840,079,064.00","3,260,699,334.00","4,222,832,778.00","5,427,340,073.00","5,436,974,040.00","5,396,278,923.00","6,296,792,698.00","4,014,710,468.00","5,002,088,694.00","5,634,837,403.00","6,539,090,013.00","7,157,847,079.00","7,538,561,224.00","14,391,414,075.00","13,799,832,158.00","11,681,350,326.00","11,800,974,571.00","9,616,650,981.00","10,233,427,029.00","11,302,499,485.00","9,681,094,469.00","9,957,130,770.00","6,779,352,311.00","5,589,193,485.00","6,371,189,650.00","13,395,481,209.00","12,805,565,381.00","11,626,014,797.00","8,209,519,004.00","7,797,323,081.00","6,094,874,538.00","6,652,856,630.00","5,759,009,828.00","5,335,181,540.00"
短期借款,,,,,,"9,545,620,000.00","6,835,596,924.00","6,867,162,337.00",,,,,,,,,,,,,,,,,,,,,,,,,"3,668,160,000.00","3,816,780,000.00","3,896,160,000.00","3,876,720,000.00",,,"693,700,000.00","2,414,755,000.00","2,371,040,000.00","2,322,915,000.00"
交易性金融资产,"16,133.00",,"607,337,984.00","1,476,063,962.00","323,602,879.00","3,667,250.00",,,,"39,085,608.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"2,250,000.00",,,,"354,869,985.00",,,"2,164,799.00","429,657,902.00","1,567,000.00","500,000.00",,"693,190,621.00","1,150,000.00","670,193,384.00","3,690,000.00","1,219,384,087.00","6,081,620.00","507,521,885.00","4,010,000.00","619,940,263.00","4,000,000.00","312,101,092.00","25,262,500.00","1,513,375,146.00","36,751,900.00","1,160,272,399.00","333,349,096.00","2,775,826,633.00","26,509,415.00","876,039,690.00","18,539,760.00","1,906,541,518.00","18,955,680.00","11,156,517.00","14,822,822.00","1,844,306,170.00","11,490,180.00","4,330,148.00","16,053,831.00"
应付票据,"313,704,000.00",,,,,,"366,762,500.00","521,612,500.00","912,662,500.00","475,687,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,263,313.00",,,,
应收账款,"1,599,046,904.00","1,724,091,589.00","1,404,781,484.00","1,929,254,614.00","2,002,915,929.00","3,081,142,823.00","2,735,024,686.00","3,700,876,792.00","4,239,684,510.00","5,292,192,469.00","3,745,547,364.00","4,362,909,567.00","5,214,518,297.00","5,224,632,034.00","3,460,751,504.00","4,237,308,638.00","3,747,746,586.00","4,658,514,883.00","3,980,041,063.00","4,801,611,794.00","5,209,742,766.00","5,883,262,894.00","4,145,236,199.00","5,893,148,247.00","6,633,415,701.00","8,196,455,792.00","5,872,979,907.00","7,753,375,631.00","8,160,350,199.00","9,392,324,708.00","7,230,381,272.00","8,478,020,411.00","10,379,301,965.00","10,346,786,510.00","6,652,732,508.00","6,327,654,579.00","7,621,983,187.00","8,805,193,720.00","4,795,964,137.00","5,378,004,909.00","7,179,352,990.00","8,210,569,771.00"
应付账款,"640,723,011.00","1,040,046,963.00","1,667,848,434.00","1,566,244,631.00","1,877,864,347.00","2,581,309,039.00","2,376,732,369.00","1,734,351,036.00","2,060,284,505.00","2,319,317,409.00","3,175,095,974.00","3,074,376,263.00","3,209,563,052.00","3,747,399,359.00","3,612,821,584.00","3,188,296,137.00","3,740,233,110.00","3,169,601,494.00","3,936,418,235.00","3,227,599,082.00","3,499,390,271.00","3,724,928,774.00","4,251,054,708.00","3,665,087,066.00","4,216,727,841.00","4,665,085,767.00","6,228,469,249.00","6,031,675,950.00","6,619,525,637.00","7,073,609,734.00","7,443,971,993.00","5,639,489,920.00","6,720,055,391.00","7,453,137,101.00","7,025,896,025.00","6,368,715,172.00","6,424,657,503.00","7,061,211,914.00","8,461,871,272.00","7,111,340,929.00","6,948,943,092.00","6,817,304,613.00"
预付款项,"20,666,073.00","26,708,123.00","48,641,339.00","912,396,421.00","748,127,729.00","860,547,476.00","1,281,548,540.00","1,241,623,269.00","1,171,705,334.00","802,160,066.00","528,233,255.00","337,243,223.00","244,798,531.00","259,391,061.00","68,630,499.00","28,427,661.00","46,072,461.00","70,327,960.00","472,012,491.00","412,103,689.00","343,773,052.00","291,123,457.00","92,006,495.00","66,079,619.00","49,138,477.00","130,917,842.00","121,573,820.00","74,996,355.00","116,025,763.00","131,748,059.00","135,291,529.00","115,323,495.00","65,715,727.00","116,803,975.00","83,919,916.00","65,442,126.00","37,667,952.00","50,058,864.00","57,233,860.00","45,094,120.00","97,961,218.00","93,789,877.00"
预收款项,"11,662,872.00","5,422,101.00","78,080,001.00","24,312,351.00","34,789,131.00","49,768,731.00","38,818,223.00","7,233,108.00","7,233,109.00","7,233,109.00","5,255,901.00","5,555,901.00","5,555,901.00","5,255,901.00","5,365,901.00","5,255,901.00","5,255,901.00","5,557,885.00","16,282,476.00","5,255,901.00","7,336,783.00","8,404,561.00","7,133,031.00","6,247,640.00","147,736,723.00","124,676,873.00","120,902,318.00","150,691,185.00","160,122,060.00","161,032,052.00","141,306,273.00","122,571,329.00","121,028,078.00","123,467,981.00","117,509,699.00","111,571,830.00","113,460,975.00","114,628,588.00","109,063,452.00","119,075,032.00","119,926,911.00","83,937,635.00"
