科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"67,405,370.60","91,172,995.81","123,149,605.21","94,339,884.74","187,996,001.19","24,018,275.35","68,583,381.63","140,261,827.56","268,515,584.75","34,928,971.46","83,818,489.74","176,729,531.11","349,997,542.03","45,722,991.41","114,584,848.88","203,849,841.24","390,413,350.38","61,846,593.27","161,497,872.13","267,779,785.88","603,095,207.02","78,940,704.08","199,833,339.72","344,686,858.96","763,160,356.75","104,343,047.29","258,946,990.91","444,218,620.77","997,908,503.38","144,816,422.83","370,299,939.71","592,439,583.90","1,336,640,411.37","184,705,580.53","482,002,783.71","723,674,374.11","1,600,584,391.00","246,643,816.26"
二、营业利润,"13,607,618.25","18,066,671.48","24,550,665.08","14,619,978.58","30,692,825.15","-8,358,215.10","-3,674,103.24","16,047,586.05","52,190,135.60","-2,160,915.98","-5,197,201.10","14,635,468.83","53,333,858.37","-13,197,093.28","-10,292,912.28","2,561,989.07","47,014,341.88","-5,992,256.76","12,381,721.57","24,780,683.25","116,030,797.97","-5,375,470.70","-1,368,195.78","19,078,558.69","128,767,050.05","-19,369,409.50","-6,716,712.07","13,560,541.30","140,231,574.47","-6,685,489.47","24,287,340.68","52,726,861.42","297,068,149.62","4,089,480.89","41,222,053.04","51,624,140.07","333,191,206.16","-21,411,300.85"
减:营业成本,"34,237,395.26","40,818,152.09","49,068,656.33","36,540,968.65","81,263,144.09","12,420,207.77","29,404,852.07","57,074,298.72","98,071,682.24","14,069,208.52","34,047,258.71","71,594,179.38","140,105,791.84","25,720,210.71","57,404,094.53","91,172,145.83","150,548,711.11","24,467,006.04","62,039,747.74","97,396,858.51","218,718,371.68","24,793,350.75","68,876,553.36","115,572,248.72","263,329,725.06","37,223,333.93","80,522,084.91","135,834,292.22","345,345,654.73","57,879,096.18","149,215,276.29","216,013,833.64","478,816,760.55","77,611,184.82","207,042,231.55","295,983,821.64","648,316,430.88","125,089,841.91"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"758,697.74","1,142,401.20","1,854,221.21","1,095,212.90","2,446,674.54","217,753.79","769,295.62","1,477,831.42","3,740,573.81","356,970.10","919,777.58","2,214,241.30","4,473,581.52","204,097.51","648,975.52","1,651,352.49","3,928,863.26","581,546.68","1,261,391.04","2,597,312.69","7,928,642.66","320,530.48","1,263,237.76","2,156,630.22","9,678,120.83","1,064,399.73","2,481,730.38","4,692,704.06","14,505,850.55","1,065,401.90","3,530,079.95","6,532,464.48","15,813,959.47","1,021,978.63","3,722,860.15","6,036,856.47","17,584,819.49","715,647.00"
营业外收入,"1,842,050.48","6,504,173.54","8,464,304.89","9,705,965.06","18,047,697.08","7,183,260.35","9,803,947.88","13,186,286.80","18,256,337.80","3,388,425.37","14,563,771.32","20,239,770.54","30,866,562.70","9,852,175.26","11,975,662.06","16,801,582.26","25,431,911.55","8,459,463.07","14,030,356.42","18,512,932.56","22,194,764.81","7,686,699.15","23,052,920.10","27,420,516.77","44,765,202.87","21,170,828.28","28,787,823.18","34,637,160.82","62,855,040.08","8,522,650.36","4,678,716.53","13,417,872.07","1,007,751.12","101,193.20","218,924.66","36,425.64","227,354.81","152,816.73"
销售费用,"9,266,933.37","12,169,950.29","17,004,710.23","13,956,090.98","25,637,340.61","8,383,743.32","18,084,222.83","29,019,981.29","53,520,690.90","9,488,349.59","22,171,906.60","35,072,113.34","63,094,789.77","11,721,373.48","25,694,341.68","40,997,929.34","73,017,128.91","12,710,350.53","28,102,177.76","45,421,317.96","83,884,737.84","16,586,229.09","36,553,104.21","58,133,831.83","107,032,542.02","22,755,286.84","48,537,272.53","77,886,412.00","143,206,377.43","30,531,406.84","69,466,654.72","111,603,728.99","197,741,086.53","38,269,371.78","90,420,873.03","146,323,278.54","251,270,923.81","46,810,759.06"
减:营业外支出,"110,548.80","288,900.51","104,230.85","233,996.93","247,595.38","217,188.00","227,291.56","234,298.14","237,283.50","274,849.75","1,039,902.39","1,055,473.42","1,042,968.73","313,552.77","308,136.82","354,580.54","332,031.29","5,015.60","413,942.51","584,260.69","740,746.61","34,736.02","46,458.58","517,269.79","682,127.88","305,936.12","309,696.23","295,330.82","1,531,978.17","553,520.68","615,591.01","598,116.08","1,241,182.76","48,319.44","656,955.57","4,198,953.45","5,424,677.60","1,396,596.97"
管理费用,"8,147,538.06","17,454,549.33","28,890,641.06","26,060,416.06","46,236,030.75","11,227,860.67","23,842,526.60","36,130,175.39","67,127,438.02","13,925,982.54","35,625,481.82","60,004,135.97","93,799,341.99","23,763,504.70","45,374,890.39","72,604,860.87","117,448,882.90","29,937,165.95","62,233,831.66","99,404,938.40","171,753,866.36","42,026,279.04","91,461,028.37","145,503,126.64","235,186,115.38","58,248,308.69","127,248,408.47","200,537,513.99","321,119,211.61","71,527,709.12","153,433,104.47","234,114,370.97","369,924,397.94","83,587,371.16","179,113,766.26","160,937,848.75","246,412,935.07","58,584,264.07"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,"40,266.52",,"236,133.33","250,630.60","256,715.51",,"29,701.47","65,013.71","137,593.82",,"185,558.02","121,133.75","124,298.37","52,430.30","110,861.56","163,386.63",,,,,,
