科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"53,735,710.90","29,934,547.13","60,910,060.42","88,926,116.22","1,299,614,148.57","1,283,992,878.66","1,313,683,775.94","1,302,660,139.21","1,118,153,625.75","1,068,032,422.37","1,015,556,782.17","988,776,939.18","981,788,154.38","923,964,608.66","899,827,092.48","955,018,138.28","942,582,630.06","909,290,245.51","178,194,653.58","406,926,766.01","270,604,828.60","212,003,282.88","286,942,373.17","216,772,611.21","178,589,833.95","186,453,182.47","492,033,677.82","239,050,270.09","212,602,815.94","112,698,401.62","235,171,841.92","234,401,449.62","427,637,473.97","362,034,441.35","317,720,549.53","431,297,355.28","280,122,132.42"
短期借款,,"36,350,000.00","8,700,000.00","33,700,000.00","5,800,000.00",,,"6,000,000.00","16,000,000.00","39,000,000.00","69,000,000.00","69,000,000.00","85,000,000.00","49,000,000.00","39,000,000.00","29,000,000.00","24,000,000.00","131,360,000.00","125,360,000.00","103,460,000.00","128,500,000.00","123,500,000.00","134,710,000.00","124,500,000.00","171,500,000.00","83,500,000.00","27,000,000.00","27,000,000.00","21,000,000.00","21,000,000.00","1,000,000.00","248,000,000.00","248,000,000.00","248,000,000.00","248,000,000.00","108,000,000.00","242,234,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"32,094,508.05","48,899,731.11","62,209,026.33","42,491,943.17","74,819,358.67","112,464,556.44","131,512,868.61","96,167,187.80","99,504,110.17","59,578,795.80","112,343,009.56","66,129,432.28","108,370,444.77","125,140,961.31","206,241,999.68","138,662,016.49","150,969,709.32","137,447,817.52","205,645,754.06","117,330,356.23","186,384,624.91","122,155,364.20","187,339,433.19","122,442,208.16","229,955,609.95","319,816,086.31","384,705,585.26","309,990,305.72","363,238,506.97","511,104,309.83","575,630,323.69","507,521,276.42","599,936,558.01","519,323,981.32","583,540,610.25","481,652,865.81","592,129,147.53"
应付票据,"51,394,265.62","25,337,407.92","62,839,268.02","79,348,270.22","77,122,585.02","91,365,150.72","140,824,598.13","150,309,097.48","75,966,332.35","96,165,415.91","62,254,495.96","91,110,963.31","117,551,791.21","85,904,486.10","45,609,537.33","61,818,127.87","52,104,540.54","67,703,926.00","70,792,265.91","77,714,057.71","91,321,555.80","128,911,140.00","151,609,681.94","194,142,353.56","201,090,943.70","279,639,020.94","289,182,746.85","273,976,781.86","238,475,631.33","327,891,668.41","398,997,716.90","547,699,388.70","671,627,648.79","720,246,440.59","585,042,060.98","547,510,523.22","480,575,433.58"
应收账款,"127,229,987.06","187,295,389.89","225,989,154.19","262,009,589.92","300,838,037.59","292,699,842.88","264,654,221.59","325,278,923.84","367,356,924.12","464,683,789.15","448,788,891.85","545,051,332.99","536,418,931.52","608,789,540.24","544,722,421.95","655,070,508.63","689,621,484.57","894,336,245.11","795,396,527.48","986,533,877.62","1,038,222,506.48","1,208,952,060.93","1,069,341,093.55","1,268,461,433.54","1,332,079,285.97","1,337,940,111.29","1,258,336,123.53","1,451,387,487.26","1,458,590,395.45","1,503,234,624.47","1,314,347,204.03","1,511,100,328.35","1,343,799,433.27","1,346,062,009.38","1,115,477,987.95","1,408,997,353.41","1,301,168,721.91"
应付账款,"64,826,842.60","78,384,698.79","115,615,002.28","115,031,016.71","117,756,198.16","132,985,509.90","115,302,492.94","142,829,911.57","160,852,264.86","190,416,427.89","229,643,299.54","253,128,908.15","260,703,436.96","310,020,542.26","313,401,520.84","344,980,666.48","386,798,560.14","483,502,855.85","475,881,411.97","579,819,874.59","572,766,764.72","638,516,281.94","624,008,802.13","674,212,791.68","747,519,307.77","746,165,537.46","783,237,697.24","828,916,398.93","806,264,054.20","801,131,181.36","770,324,310.95","733,254,564.29","623,747,087.64","496,173,864.97","605,483,658.05","666,794,104.85","564,846,019.22"
预付款项,"11,017,579.53","7,822,092.50","10,887,101.64","16,906,105.08","18,881,561.89","27,158,541.63","11,395,099.54","32,728,940.82","21,516,433.60","52,463,330.40","112,161,335.04","124,293,584.59","156,701,044.24","158,470,487.87","83,235,592.52","95,755,576.03","94,760,722.85","106,339,223.07","25,739,668.44","58,697,301.03","44,095,150.31","64,561,542.13","34,568,307.25","42,870,717.18","35,974,688.04","37,940,080.71","40,284,177.26","31,661,457.91","35,244,554.60","40,961,851.83","29,246,696.39","46,944,178.50","73,863,421.80","74,733,292.86","78,507,823.13","89,721,805.85","79,313,854.07"
预收款项,"327,200.00","1,975,197.88","57,450.00",,"9,852,745.26","14,553,646.53","938,976.00","1,807,570.27","6,617,374.27","11,676,966.00","14,923,778.00","14,226,857.00","27,299,266.05","27,182,110.11","25,699,513.83","24,339,379.22","25,182,320.37","35,705,201.47","20,339,985.66","20,978,825.13","13,334,324.41","15,015,335.12","19,869,669.52","18,482,464.51","16,319,355.43","9,769,005.12","12,348,817.88","9,225,188.87","10,104,779.19","16,988,272.51","14,441,093.15","16,983,381.34","20,442,122.57","19,129,960.14","26,592,142.55","36,550,374.73","39,263,248.05"
其他应收款,"15,341,406.04","15,547,391.29","14,687,986.09","21,655,040.07","17,313,833.74","18,519,633.99","13,464,004.84","26,155,567.92","66,772,638.76","71,907,967.84","18,858,845.09","79,352,320.91","30,562,031.84","37,580,139.53","53,919,732.99","36,509,449.20","29,411,026.80","36,092,297.66","34,795,198.51","40,374,582.73","53,751,426.83","70,529,839.89","41,369,902.87","56,112,795.83","71,333,390.74","272,005,161.09","48,487,461.66","60,170,129.30","74,567,321.89","94,685,286.50","48,737,970.22","56,878,155.16","48,475,084.98","20,878,613.97","39,182,037.06","40,050,320.10","36,398,104.41"
应付职工薪酬,"3,521,356.40","3,316,672.52","9,174,453.24","4,012,296.04","2,641,183.45","2,178,476.56","4,148,066.42","7,361,495.22","2,641,340.42","2,087,039.43","5,875,078.37","5,804,469.33","9,183,842.06","5,504,110.53","7,420,591.88","9,771,893.88","13,853,409.36","7,047,685.95","16,308,083.14","10,701,297.31","14,292,594.08","14,524,689.98","12,395,984.03","15,183,967.05","14,104,264.45","10,658,342.37","14,862,837.84","14,845,318.22","12,838,976.34","10,514,711.96","14,352,366.37","11,933,338.60","14,899,260.58","9,067,887.55","16,606,783.40","20,923,286.87","15,514,982.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"23,494,099.07","12,189,849.19","26,562,265.41","25,384,257.88","29,602,955.62","27,467,751.47","19,687,871.01","18,810,370.38","28,636,758.49","24,958,719.94","28,139,546.02","38,662,252.31","18,299,490.15","16,085,399.84","33,031,726.69","42,029,088.69","44,811,196.47","61,510,279.73","54,920,925.07","61,127,436.87","62,132,855.62","80,897,736.39","78,287,656.99","70,428,924.21","63,139,437.44","68,117,487.46","83,741,372.97","70,694,321.37","83,845,478.83","92,178,113.49","53,229,142.29","60,454,553.54","47,391,812.35","31,294,448.10","52,009,362.06","74,744,767.47","39,536,512.29"
