科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"377,803,567.69","553,872,638.56","1,247,954,726.81","697,760,248.68","1,102,279,859.52","1,524,113,975.03","268,632,979.30","570,317,199.65","1,077,972,961.15","1,362,435,009.36","312,624,476.89","699,071,120.76","1,188,190,029.20","1,931,028,073.12","423,147,856.59","1,001,241,480.77","1,773,114,610.38","3,002,783,511.22","558,364,667.48","1,368,634,596.49","2,214,527,302.30","3,215,583,814.84","562,396,146.15","1,712,179,577.42","2,381,736,615.82","3,904,992,406.27","744,643,002.90","2,175,212,323.87","3,567,801,965.23","4,856,493,249.54","1,000,421,001.30","2,491,718,745.50","3,670,839,136.54","4,842,707,329.51","1,163,392,855.56"
二、营业利润,"48,065,640.26","55,162,757.13","110,813,313.36","170,636,679.57","181,136,510.15","208,720,171.68","-40,879,272.37","-51,352,539.41","-66,611,254.65","-125,984,402.99","-9,015,188.39","-26,652,773.68","-48,169,529.52","-18,222,959.03","6,033,725.12","39,350,965.73","93,409,044.63","103,121,294.88","15,197,890.42","64,082,093.23","118,487,252.81","113,180,587.62","19,375,333.81","39,451,914.28","71,612,008.06","158,645,133.87","6,632,022.63","48,413,899.38","76,813,435.64","112,032,104.18","5,924,246.12","68,441,825.35","143,483,487.25","175,700,967.49","12,384,424.05"
减:营业成本,"298,728,267.18","454,281,270.45","1,034,217,591.64","579,925,084.01","924,857,731.20","1,294,956,419.54","247,693,273.21","525,360,425.33","990,695,218.44","1,258,499,677.89","284,427,318.79","633,517,453.68","1,063,368,163.82","1,672,344,072.32","351,417,407.42","800,630,885.93","1,426,992,057.23","2,518,793,316.73","455,707,905.59","1,092,713,720.25","1,734,908,541.05","2,611,999,210.65","447,759,351.16","1,402,510,149.52","1,908,062,741.01","3,194,388,568.67","602,243,910.17","1,785,323,631.54","2,925,748,993.58","4,008,904,255.56","830,051,940.80","2,047,480,780.03","2,962,053,897.01","3,971,422,511.01","981,957,468.53"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,277.42","151,099.30","313,593.31","1,763,588.13","2,530,188.13","2,761,891.02","1,160,200.75","1,875,565.92","2,177,364.73","2,299,891.33","460,229.04","1,096,097.12","1,209,569.85","2,900,656.00","127,859.05","2,659,200.09","3,042,445.44","5,228,266.32","967,636.61","5,314,406.11","6,426,290.59","8,562,742.44","959,897.11","5,511,898.20","6,268,792.95","30,168,244.97","3,858,398.56","20,767,232.32","26,656,302.06","43,178,081.74","4,024,168.33","10,682,479.39","15,917,944.67","22,716,560.15","4,911,474.92"
营业外收入,"24,142.88","756,809.99","333,261.21","1,700,385.90","1,888,281.90","11,801,615.79","1,723,162.76","16,164,742.86","37,881,825.93","60,053,232.26","11,685,586.39","28,802,022.89","53,973,883.91","17,013,308.77","1,020,012.13","3,502,640.77","5,511,092.32","7,460,275.22","1,497,230.49","3,995,292.36","11,448,127.62","35,974,182.81","2,753,665.94","15,064,107.29","35,906,615.80","81,839,075.30","3,303,377.24","8,832,946.18","125,485,527.76","46,415,520.42","991,763.97","1,799,589.46","1,897,607.29","3,136,590.58","959,635.75"
销售费用,"8,861,146.34","15,951,166.29","34,169,872.43","17,189,317.42","26,001,729.45","33,805,995.67","7,686,204.05","14,425,760.02","23,784,884.57","36,203,768.74","8,644,412.26","15,920,567.64","32,473,460.35","50,376,316.83","15,655,525.65","28,224,509.75","46,350,246.42","74,615,842.14","14,529,739.39","29,281,353.93","56,967,399.51","75,666,353.75","12,129,814.69","31,418,997.62","45,224,539.30","84,509,682.01","15,665,662.24","44,227,621.09","63,045,323.92","111,535,511.47","24,288,697.45","63,012,693.62","97,798,499.49","139,758,903.98","34,992,942.53"
减:营业外支出,"93,924.26","197,796.50","251,099.75","37,939.74","47,862.67","789,047.33","1,075,105.03","1,654,914.45","1,728,055.52","2,185,815.92","28,136.41","210,715.04","289,197.83","305,289.34","14,569.26","640,140.18","736,003.20","1,091,968.36","3,624,800.26","4,328,286.26","5,702,910.01","9,970,432.59","1,294,886.84","2,108,908.78","5,186,233.70","7,518,497.32","96,742.07","2,979,530.01","7,002,290.13","25,765,642.62","663,839.41","2,234,641.83","4,041,038.03","21,387,802.35","279,768.56"
管理费用,"12,337,517.13","24,888,532.60","65,112,014.67","44,404,117.87","80,708,613.41","126,642,774.70","36,681,576.98","59,248,342.43","91,585,988.45","145,628,936.34","22,570,923.18","53,379,954.07","90,217,256.90","127,799,482.29","26,543,730.92","53,882,971.51","83,951,392.91","127,701,146.06","27,942,203.58","65,031,669.75","102,740,356.80","137,405,703.22","31,269,558.04","70,166,208.73","108,855,299.84","187,715,297.31","38,145,310.68","105,507,086.31","170,597,429.53","237,375,324.83","50,186,964.07","134,203,625.11","164,286,086.11","235,977,038.48","35,046,118.34"
其中:非流动资产处置净损失,,,"75,821.45",,,"386,108.81","5,694.37","1,139,006.73","1,268,431.69","1,170,004.46",,"113,908.57",,"120,177.53","11,566.37",,,"101,922.92",,"3,941,832.20","4,487,586.57","7,696,824.01","1,260,908.84","2,041,557.74","4,508,868.19","6,511,996.57","37,980.07","2,305,632.08","4,768,020.79",,,,,,
