科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"137,046,066.10","265,691,391.25","374,609,584.52","484,585,123.40","142,306,267.13","273,328,931.82","365,902,698.30","461,051,767.04","139,259,671.19","296,008,143.61","461,501,944.85","657,304,139.33","193,086,579.31","382,699,879.46","525,417,451.93","2,041,507,330.11","524,932,851.24","1,099,382,952.23","1,469,810,097.70","1,773,909,369.49","422,820,102.37","1,144,022,256.89","1,619,328,646.76","2,072,846,831.32","412,395,010.15","864,925,743.97","1,259,584,619.48","1,795,074,285.86","411,356,156.74","976,883,161.40","1,376,739,411.74","1,811,733,404.56","277,602,908.98","635,341,026.08","819,164,409.99","1,221,449,797.48","185,026,301.53","416,754,160.51","689,284,460.55","997,299,788.95","222,991,809.30","421,964,741.24","628,301,703.62","26,354,638,513.52"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"745,089.60","749,912.16","1,238,298.78","1,238,298.78",,"5,153,074.15","6,267,460.07","7,023,193.23",,,,,,,"1,023,747.03","500,000.00",,,"288,458.87","1,055,371.56","253,131.47","253,131.47","480,596.33","480,596.33",,,,,"398,890.16","430,690.34","430,690.34","430,690.34",,"351,937.69","351,937.69","351,937.69",,,,"13,169.80",,,,"8,780.33"
支付其他与投资活动有关的现金,,"2,708,500.00","5,908,500.00","4,808,500.00","500,000.00","7,000,000.00","7,000,000.00","3,500,000.00",,,,,,"8,000,000.00","82,000,000.00","25,590,000.00",,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00",,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,016.11","106,902,742.87","106,902,742.87","173,528,660.35","180,000,000.00","10,000,000.00","71,322,400.00","161,322,400.00","222,644,800.00"
收到其他与经营活动有关的现金,"3,080,474.69","3,270,146.55","11,164,242.30","8,324,095.96","483,785.48","669,365.36","742,408.16","1,054,438.08","680,247.11","830,393.71","1,142,318.95","1,362,795.10","94,101.87","10,296,560.15","10,423,889.50","115,960,285.49","14,312,855.62","23,294,343.26","43,239,683.92","112,236,723.82","4,217,386.46","31,581,320.11","36,346,201.47","168,007,838.24","8,168,928.41","10,035,437.31","33,766,190.78","88,335,776.63","29,561,250.92","25,923,512.48","49,331,891.60","35,718,618.64","63,105,242.41","92,258,514.36","101,087,869.34","154,726,735.78","64,477,475.51","82,667,389.34","137,115,121.44","273,090,458.69","5,917,929.60","11,821,853.57","18,577,426.58","510,728,069.32"
投资活动现金流出小计,"14,344,334.13","47,682,503.82","77,018,281.48","89,875,626.19","861,919.23","8,068,301.96","8,846,194.41","4,307,498.16","53,794.13","450,639.51","5,712,783.82","17,035,871.73","8,254,041.85","44,311,066.84","138,977,292.78","391,362,317.45","56,039,175.13","81,387,257.54","112,827,819.57","199,667,840.12","14,581,629.05","25,673,889.81","32,762,603.13","54,108,960.64","11,935,321.92","77,886,701.68","95,089,712.98","112,130,930.81","4,603,803.68","16,945,579.05","74,195,642.43","78,621,616.02","53,567,103.79","56,174,231.58","60,931,561.90","64,905,042.69","113,617,528.57","139,601,769.44","238,956,618.59","246,285,394.42","14,019,987.44","77,953,867.73","169,389,699.06","903,387,922.43"
经营活动现金流入小计,"140,871,630.39","269,711,449.96","387,012,125.60","494,147,518.14","142,790,052.61","279,151,371.33","372,912,566.53","469,129,398.35","139,939,918.30","296,838,537.32","462,644,263.80","658,666,934.43","193,180,681.18","392,996,439.61","536,865,088.46","2,157,967,615.60","539,245,706.86","1,122,677,295.49","1,513,338,240.49","1,887,201,464.87","427,290,620.30","1,175,856,708.47","1,656,155,444.56","2,241,335,265.89","420,563,938.56","874,961,181.28","1,293,350,810.26","1,883,410,062.49","441,316,297.82","1,003,237,364.22","1,426,501,993.68","1,847,882,713.54","340,708,151.39","727,951,478.13","920,604,217.02","1,376,528,470.95","249,503,777.04","499,421,549.85","826,399,581.99","1,270,403,417.44","228,909,738.90","433,786,594.81","646,879,130.20","26,865,375,363.17"
投资活动产生的现金流量净额,"-13,306,334.13","-21,701,861.82","-31,664,171.48","-13,671,828.45","-861,919.23","-4,583,301.96","-5,346,194.41","-4,305,898.16","-53,794.13","5,369,360.49","4,607,216.18","2,535,432.33","-3,925,941.85","-37,802,966.84","-132,397,192.78","-335,370,979.92","-56,010,175.13","-81,329,257.54","-112,757,819.57","-199,609,840.12","-14,535,629.05","-25,614,889.81","-32,703,603.13","-53,997,343.64","42,868,978.08","-28,055,001.68","-24,995,992.98","79,723,139.19","-4,603,803.68","39,120,420.95","25,686,686.47","76,015,042.88","21,317,289.21","18,924,561.42","14,357,881.10","63,914,909.57","-112,958,911.90","-139,530,519.44","-237,874,468.59","-111,805,126.49","-1,968,087.44","-15,901,967.73","-107,337,799.06","-331,414,676.17"
购买商品、接受劳务支付的现金,"85,548,417.04","210,755,992.50","301,775,635.89","387,277,608.78","103,251,223.75","221,107,945.39","324,325,239.50","382,114,183.02","56,936,051.15","136,056,562.42","236,749,919.35","346,162,025.09","142,966,269.16","245,980,782.82","322,952,014.65","1,793,356,134.12","533,349,640.28","1,001,540,483.06","1,265,825,206.46","1,705,349,448.86","348,738,273.37","759,981,222.19","1,090,310,137.91","1,502,572,015.83","337,311,768.81","583,169,449.20","867,556,238.99","1,279,434,035.85","356,569,873.53","814,578,414.36","970,160,914.70","1,265,018,657.18","212,266,265.14","448,165,446.83","541,843,748.11","850,042,838.75","117,378,147.06","279,833,880.01","475,264,649.37","602,521,179.89","118,884,047.05","265,225,352.46","428,165,753.72","20,216,709,858.08"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00",,,,,,,,"1,643,999,954.84"
