科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"7,907,142.20","50,514,693.07","159,430,368.32","176,366,334.56","1,208,060,104.69","1,201,353,705.81","1,153,527,353.20","1,131,375,645.04","1,115,890,579.59","1,061,905,555.04","1,058,577,241.49","1,050,356,638.47","1,087,054,725.78","1,144,320,915.62","1,145,400,500.98","1,135,261,692.83","1,045,994,143.36","1,065,386,125.08","1,030,882,764.56","1,086,121,530.48","1,188,588,221.24","1,196,618,150.65","1,186,866,898.54","1,214,365,271.01","1,224,386,520.33","1,150,769,699.06","1,234,034,822.83","1,283,653,008.45","1,364,485,699.01","1,413,556,168.03","1,376,358,377.48","1,166,911,050.58","1,161,910,531.22","1,343,836,542.93","1,136,290,303.94"
短期借款,,,,,,,,,,,,,,,,,,,,"24,610,000.00","24,476,000.00",,,,,,"198,936.00",,,,,,,,
交易性金融资产,"1,399,458.65","638,232.49",,,,,,,,,,,,,,,,,,,,,,,,"1,016,816.00",,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,"3,100.00",,,"15,800.00","51,000.00",,,,"873,737.66",,,,,,,,,,
应收票据,,"2,714,172.60","8,743,915.30","5,495,094.62","15,129,726.81","23,764,641.37","19,048,019.48","27,482,166.58","28,190,196.42","26,919,379.01","32,518,539.86","33,721,937.26","27,473,872.58","31,845,670.78","33,040,578.32","10,185,465.20","19,610,329.84","38,554,415.97","38,217,272.64","9,142,812.25","4,250,721.00","50,569,271.87","19,446,488.76","17,372,502.80","42,243,927.64","62,218,055.62","67,272,410.70","51,587,485.99","42,235,013.98","65,019,187.19","49,837,581.76","34,370,571.51","65,953,651.15","63,749,652.13","77,574,047.12"
应付票据,,"5,575,710.00","48,498,493.00","75,198,000.00","71,980,000.00","82,920,000.00","50,150,000.00","26,850,000.00","26,850,000.00","16,200,000.00","16,200,000.00",,,"21,000,000.00","35,850,000.00","14,850,000.00","23,100,000.00","23,100,000.00",,"23,400,000.00","32,850,000.00","23,450,000.00","14,850,000.00","28,350,000.00","51,720,000.00","32,220,000.00","8,350,000.00","14,150,051.54","40,550,000.00","51,172,802.33","68,900,000.00","89,910,000.00","80,510,000.00","37,400,000.00","46,850,099.00"
应收账款,"11,604,333.55","11,327,762.32","25,249,041.64","49,526,292.12","48,769,997.10","61,673,202.92","78,045,275.42","83,101,864.05","58,607,155.72","83,103,879.32","79,695,455.88","91,771,130.12","61,437,383.84","72,718,967.50","70,285,306.66","73,884,809.73","68,589,195.37","77,707,868.74","66,935,148.47","85,120,195.71","76,020,735.65","83,880,039.33","63,007,386.94","109,863,097.42","58,859,310.93","64,281,337.67","51,642,952.20","53,081,457.07","47,920,991.63","50,219,429.54","50,222,426.99","46,073,603.49","43,441,400.93","44,832,531.43","51,617,085.10"
应付账款,"8,799,824.29","39,022,209.96","63,146,592.96","62,162,554.09","95,972,161.58","100,173,997.70","132,963,926.74","182,564,335.69","188,100,277.62","179,833,113.47","162,770,190.91","171,478,801.25","141,884,927.81","128,091,953.76","152,347,580.81","162,859,418.96","138,647,236.56","155,458,846.55","168,040,962.28","141,724,687.02","133,029,787.08","138,885,968.39","123,244,185.53","81,115,955.63","66,658,743.09","61,210,210.11","95,662,843.97","91,175,733.45","120,128,681.59","135,854,714.70","121,870,806.81","104,762,618.57","113,926,153.78","142,992,449.07","125,226,392.55"
预付款项,"8,049,801.52","1,329,020.00","5,676,300.67","3,747,458.74","4,444,445.70","5,914,768.07","18,708,618.29","25,474,441.71","20,840,592.89","30,179,556.01","25,887,346.85","23,884,285.27","7,337,181.26","10,095,865.83","11,417,569.21","10,898,474.18","4,848,331.44","7,903,783.82","4,769,300.85","3,148,607.02","2,914,299.05","8,070,697.75","6,876,903.16","8,903,393.38","6,636,461.75","4,124,144.55","6,151,210.51","8,446,951.17","10,648,991.62","11,267,317.94","8,169,490.47","13,993,692.45","18,011,033.64","36,135,045.32","43,229,735.91"
预收款项,"6,485,168.23","5,315,244.08","20,681,588.99","7,804,018.83","12,407,532.88","11,600,913.90","23,730,809.53","22,334,805.89","19,866,363.29","23,375,586.78","23,489,855.26","27,443,040.17","19,833,723.51","20,836,461.79","24,894,369.41","29,057,571.36","29,228,661.91","41,920,629.41","35,847,666.49","28,799,082.60","33,717,581.54","29,288,808.38","30,885,090.55","25,750,265.79","20,522,617.51","24,845,686.27","20,912,049.43","26,244,882.08","16,740,719.50","33,684,986.49","16,842,387.64","20,346,175.29","31,481,057.44","46,461,964.28","40,886,973.28"
