科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"45,384,825.55","99,638,795.88","49,695,104.77","44,141,747.77","29,624,772.98","847,566,521.58","596,710,534.11","460,824,111.80","413,831,417.81","429,298,270.75","419,339,678.55","295,593,122.76","306,954,505.59","321,851,231.97","310,229,232.98","248,656,253.59","276,684,977.61","234,501,204.42","1,255,365,928.19","641,442,723.11","690,771,780.02","696,067,859.69","675,753,014.13","388,776,166.88","1,041,896,896.37","497,200,922.38","748,407,749.92","640,706,738.30","646,898,398.60"
短期借款,"180,000,000.00","70,000,000.00","137,571,048.00","118,135,472.91","73,613,130.00","153,094,962.00","36,350,000.00",,,"88,374,130.00","100,551,802.00","11,178,700.00","10,000,000.00","18,437,676.00","24,857,676.00","12,000,000.00","12,000,000.00","12,400,000.00","6,400,000.00",,,,"157,000,000.00","220,000,000.00","100,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"700,000.00",,,,"2,890,344.50","2,021,795.90",,,,,,,,,,,,"250,000.00",,,"300,000.00",,,,"50,000.00","200,000.00","150,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"28,635,847.51","63,810,060.22","56,862,294.12","73,948,032.31","26,735,843.48","69,329,634.23","108,929,604.27","130,530,903.56","93,912,473.46","129,806,174.02","137,417,365.50","142,377,419.01","139,746,153.44","139,562,369.38","128,964,561.05","150,050,878.96","134,053,584.65","187,564,063.86","64,141,687.37","103,816,020.16","88,412,590.75","222,867,349.44","269,991,616.93","296,398,356.32","260,242,607.81","307,783,204.54","313,810,139.08","405,676,474.33","347,931,994.83"
应付账款,"34,648,761.43","28,273,560.96","77,977,867.23","95,645,357.81","89,927,590.23","89,376,649.38","89,647,964.66","86,833,174.11","90,962,137.05","144,768,187.38","141,333,030.47","129,330,219.93","127,096,063.15","149,029,418.02","143,567,111.82","136,140,102.70","153,736,434.64","148,483,465.80","140,315,224.65","180,706,111.16","225,404,975.72","318,922,914.28","280,918,166.41","260,548,703.14","236,441,117.68","259,842,770.03","235,753,116.55","269,053,636.77","251,602,181.20"
预付款项,"3,387,968.79","6,859,299.81","8,472,559.47","16,816,626.96","17,268,750.99","14,169,699.31","21,889,293.04","39,704,930.03","22,571,122.30","19,571,910.26","21,883,154.76","19,715,557.36","15,424,653.30","11,808,182.10","20,586,311.92","17,307,519.85","30,787,904.62","8,104,557.84","8,490,318.79","11,305,014.26","16,994,138.40","7,496,965.73","14,278,129.44","15,560,880.02","13,217,972.00","9,276,964.57","20,455,038.83","17,028,922.52","26,347,563.10"
预收款项,"1,537.79","73,642.14","192,762.50","139,838.96","120,600.00","1,200.00","591,708.96","344,580.00","397,181.59","85,151.15","232,807.01","11,145.90","674,364.47","280,507.63","287,329.27","54,015.94","430,707.16","757,140.96","924,314.22","1,486,485.68","6,478,353.05","476,642.49","788,083.11","8,869,768.87","10,312,673.84","1,799,513.57","19,320,789.17","20,081,627.26","18,761,336.55"
其他应收款,"1,502,403.77","1,846,889.36","3,474,200.07","7,853,661.77","6,434,584.73","6,151,751.87","6,183,559.43","4,907,998.07","7,525,596.20","3,459,452.60","6,493,551.27","6,106,708.01","6,255,076.73","6,586,460.28","6,429,637.24","6,774,735.78","13,651,129.63","5,572,281.80","7,434,514.16","6,727,090.97","8,009,865.19","5,812,950.01","37,340,759.84","10,682,420.95","12,955,267.68","22,495,177.01","20,214,448.02","19,769,029.32","19,551,545.97"
应付职工薪酬,"245,862.98","4,023,756.41","3,917,707.93","15,126,699.18","22,772,314.92","7,035,607.93","2,399,002.98","2,331,725.90","8,378,516.63","8,756,933.17","5,567,430.17","5,498,201.95","13,360,432.40","4,920,040.33","5,650,061.49","7,456,532.85","25,869,982.94","6,282,587.70","24,883,752.76","74,591,803.00","103,510,981.95","43,766,813.35","83,004,254.37","97,266,394.20","120,912,330.94","64,856,152.95","92,374,449.60","116,698,588.29","129,581,960.88"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-7,498,325.11","2,413,439.20","10,580,653.16","13,633,343.34","5,463,987.18","6,386,685.27","12,378,361.49","9,523,213.62","-1,883,970.67","-3,620,664.85","8,956,041.34","6,054,883.41","6,622,124.60","12,765,222.02","11,825,309.90","7,712,606.57","10,303,285.70","12,911,863.55","12,744,614.72","21,879,832.41","27,305,566.80","32,181,720.29","41,348,909.74","31,619,847.28","22,994,252.32","35,506,760.59","36,481,306.87","41,313,036.99","28,546,918.67"
应收利息,,,,,,,,,,"4,121,250.02",,"716,588.88",,"609,629.63",,"522,726.33",,"131,048.02",,"82,599.98","18,955.82","129,925.53","8,306.99",,,"193,750.00",,,"10,830.97"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"68,910,000.00",,,,,,,,,,,,,,,,,,,,"127,278,650.10",,
存货,"223,636,319.30","196,151,344.22","227,794,263.31","213,187,752.13","227,799,281.63","224,490,389.49","224,156,467.27","215,824,597.51","234,456,271.97","256,470,646.41","273,104,736.24","272,276,630.54","272,899,559.28","285,245,447.90","306,601,886.51","288,874,923.71","312,193,074.08","289,896,370.82","342,844,806.60","387,700,988.93","441,613,151.02","390,328,020.84","521,266,645.61","592,297,432.84","681,821,488.59","697,079,591.06","644,547,802.22","638,743,101.07","664,605,855.32"
其他应付款,"32,569,373.59","37,738,663.57","41,932,081.89","16,513,163.50","18,023,160.82","7,289,628.17","5,047,021.34","3,703,248.80","4,255,449.86","3,669,565.98","4,002,852.99","3,674,119.02","5,126,698.36","4,179,207.81","5,009,273.68","4,961,341.53","5,763,638.00","4,730,151.87","5,142,971.21","6,565,746.42","6,831,941.97","9,123,735.53","21,577,432.83","13,419,661.65","20,067,764.87","30,798,743.03","40,860,629.09","41,473,895.99","39,500,557.92"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"1,562,478.14","2,038,338.04","1,604,314.74","1,785,316.59","1,610,046.15","1,603,764.68","1,948,951.34"
其他流动资产,,,,,,,,,,,,,,,,,,"2,498,093.12","3,529,610.76","513,708,534.77","513,344,472.52","510,909,151.83","371,923,683.52","506,344,099.74","434,195,085.64","402,490,320.45","287,183,944.50","287,386,955.78","358,072,392.25"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,"2,123,367.80",,,,,,
流动资产合计,"302,547,364.92","368,306,389.49","346,998,421.74","355,947,820.94","307,863,233.81","1,161,707,996.48","960,759,802.62","853,814,336.87","772,296,881.74","842,727,704.06","858,238,486.32","736,786,026.56","741,279,948.34","765,663,321.26","772,811,629.70","712,187,038.22","767,370,670.59","728,267,619.88","1,681,806,865.87","1,665,032,972.18","1,759,164,953.72","1,833,612,223.07","1,890,862,156.46","1,810,059,356.75","2,444,329,318.09","1,936,519,930.01","2,034,669,122.57","2,009,511,221.32","2,063,568,581.04"
流动负债合计,"239,967,210.68","142,523,062.28","272,172,120.71","259,193,875.70","209,920,783.15","263,184,732.75","215,324,059.43","102,735,942.43","102,109,314.46","242,033,302.83","260,643,963.98","155,747,270.21","162,879,682.98","189,612,071.81","191,196,762.16","168,324,599.59","208,104,048.44","185,565,209.88","190,410,877.56","285,229,978.67","369,531,819.49","404,471,825.94","588,322,692.40","633,762,713.18","512,332,454.39","394,589,256.76","553,678,987.53","490,224,549.98","469,941,906.56"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"156,870,000.00","99,870,000.00","125,000,000.00","112,500,000.00","100,000,000.00",,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,"567,460,890.90","578,364,955.11","380,150,325.94","9,799,618.54","9,803,851.92","9,278,738.72","8,388,960.07"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"8,140,066.65","7,235,745.23","8,086,976.54","8,652,923.22","8,652,923.22","8,770,793.06","8,770,793.06","7,757,046.00","7,757,046.00","9,569,252.81","9,569,252.81","9,452,578.04","9,452,578.04","9,757,413.40","9,757,413.40","9,729,124.85","9,729,124.85","10,874,322.38","10,874,322.38","10,543,582.14","17,383,078.08","27,152,779.94","27,152,779.94","28,084,982.89","28,084,982.89","22,731,749.92","22,731,749.92","17,743,024.61","17,743,024.61"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"2,426,856.97",,,,,,,,,,,,,,,,,,,,,,"4,837,055.33",,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,"1,333,640.42","507,372.57","3,598,327.69","4,692,939.12","4,316,173.47","4,184,591.94"
固定资产,"146,235,755.79","150,708,089.32","262,306,611.98","262,304,981.87","267,423,996.32","289,698,829.98","286,771,606.66","286,541,051.59","371,912,158.14","368,967,236.35","361,594,285.97","462,358,764.74","498,491,588.25","518,069,504.48","505,294,519.76","495,337,929.57","492,930,704.68","626,050,201.68","611,232,503.78","605,585,717.96","765,150,815.39","971,427,872.15","999,829,416.71","1,032,903,264.25","1,028,537,189.73","1,147,109,480.94","1,096,346,620.84","1,090,765,616.02","1,327,994,325.11"
递延所得税负债,,,"1,826,832.48","1,784,279.98","1,784,279.98","1,661,436.87","1,661,436.87","1,677,883.74","1,677,883.74","1,685,617.50","1,685,617.50","1,641,365.65","1,641,365.65","1,492,263.93","1,492,263.93","1,281,830.31","1,281,830.31","1,062,471.71","1,062,471.71","555,295.68","555,295.68","987,697.31","2,605,456.25","2,507,088.25","1,982,752.91","22,446,413.47","21,661,369.27","20,705,994.91","19,811,568.44"
在建工程,"5,634,372.73","23,729,794.98","36,679,712.40","75,953,231.20","82,365,259.86","79,082,365.66","94,106,720.33","132,100,748.42","113,785,816.63","210,487,489.62","253,325,619.31","161,499,658.41","153,432,736.45","169,380,379.22","193,467,042.68","220,190,018.83","231,456,132.98","127,767,775.13","188,489,303.34","287,680,029.08","178,745,125.09","48,434,821.80","73,660,922.42","102,336,399.10","204,331,825.59","279,409,961.34","333,097,545.01","390,738,533.88","169,915,391.47"
其他非流动负债,,"100,000.00","991,666.67","881,666.63","826,666.61","11,859,457.20","11,252,931.48","10,646,405.76","10,294,880.04","9,833,354.48","9,525,266.27","8,879,678.12","10,343,556.58","10,404,068.43","9,704,309.40","8,922,039.96","8,139,770.52",,,,,,"1,543,512.32",,,"561,892.91","65,809.66","65,554.45","65,183.34"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
