科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"625,553.55","81,215,947.63","112,518,271.65","54,022,545.11","56,006,121.26","1,223,332,763.24","1,198,439,930.52","1,173,807,106.26","914,905,556.57","882,959,755.48","1,079,861,400.94","859,906,148.39","810,952,962.35","923,816,824.51","972,890,265.43","909,885,687.33","779,565,314.64","740,162,876.27","646,001,764.43","648,651,725.62","508,473,085.37","430,220,907.85","243,855,881.41","126,141,591.33","434,353,814.23","485,937,379.97","1,146,674,448.41","1,025,209,998.62","1,057,364,042.51","1,959,542,066.23","1,987,561,320.85","1,963,853,859.26","1,813,691,862.15"
短期借款,,"10,000,000.00","50,000,000.00","30,000,000.00","100,000,000.00","100,000,000.00","145,000,000.00","180,000,000.00",,"70,000,000.00","270,000,000.00","178,000,000.00","223,158,161.45","287,177,416.72","386,177,416.72","455,297,716.72","530,297,716.72","743,297,716.72","614,278,461.45","517,158,161.45","436,000,000.00","359,000,000.00","420,010,000.00","390,010,000.00","400,010,000.00","340,010,000.00","440,000,000.00","589,000,000.00","589,000,000.00","533,800,000.00","743,800,000.00","510,000,000.00","670,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"8,130,000.00","24,350,000.00","5,502,000.00","25,300,000.00","23,274,648.49","12,817,646.00","6,645,234.24","10,983,085.07","90,342,784.93","3,660,000.00","101,400,000.00","6,958,000.00","11,150,000.00","13,957,595.00","20,508,870.00","6,673,108.80","52,083,108.80","2,000,000.00","28,700,000.00","35,350,000.00","3,700,000.00","590,000.00","500,000.00","1,120,000.00","9,788,431.06","500,000.00","800,000.00","512,000.00","10,312,374.04","4,200,000.00","7,309,268.82","10,753,273.52"
应付票据,,,,,,,,,"5,114,900.50","4,614,900.50",,"48,544,674.26","94,460,899.86","150,103,871.98","174,776,640.53","192,629,439.20","143,426,266.04",,"7,157,629.50","7,157,629.50",,"19,995,541.11","19,995,541.11","5,000,000.00","89,650,000.00","34,500,000.00","95,400,000.00","75,000,000.00","36,000,000.00","40,000,000.00","109,449,342.80","465,680,000.00","622,900,000.00"
应收账款,"19,113,232.24","45,162,684.23","18,105,554.60","19,738,373.92","25,259,843.92","80,343,584.20","77,789,080.55","94,419,986.16","126,321,018.48","149,246,984.35","146,905,734.85","87,777,146.68","82,976,817.38","452,215,117.62","418,552,808.31","531,419,764.42","560,076,548.58","551,657,182.85","552,012,152.91","528,442,223.30","511,090,231.22","242,719,769.05","241,073,584.54","274,944,457.31","336,411,480.48","635,396,300.78","635,481,782.51","1,090,867,282.17","1,227,188,315.89","1,056,809,299.68","1,258,475,292.88","1,540,265,951.72","1,803,404,072.91"
应付账款,"162,774.50","20,169,929.95","28,281,067.22","43,141,176.57","32,647,209.72","62,688,475.19","59,604,253.87","66,807,249.72","52,784,047.77","92,621,446.82","82,617,769.68","118,122,181.48","113,269,072.44","201,077,883.08","142,556,403.89","198,319,066.54","164,482,689.54","178,143,733.13","170,571,044.16","151,638,290.05","134,797,816.63","149,501,767.59","146,182,720.66","156,319,581.58","399,788,229.48","495,712,169.01","573,048,311.85","561,744,424.74","866,152,385.25","476,954,725.98","731,742,055.64","899,654,048.85","1,427,964,104.26"
预付款项,"2,999,212.71","12,945,010.75","14,362,452.78","39,638,221.32","41,378,486.27","24,510,381.37","53,720,741.66","25,676,922.77","32,768,239.03","31,815,054.28","94,414,693.62","220,837,497.22","351,717,288.20","256,928,496.24","342,816,339.51","415,326,566.14","444,327,713.81","162,295,495.40","170,558,551.45","149,331,784.29","215,985,424.22","52,815,271.37","76,703,198.75","93,912,933.22","161,774,960.84","129,580,706.78","112,876,859.70","189,149,100.87","190,991,402.82","152,470,905.45","161,145,450.50","146,865,189.82","189,008,398.43"
预收款项,"700,000.00","64,005,348.99","72,307,726.58","31,988,346.26","42,563,549.16","21,707,280.00","40,115,330.00","27,506,450.00","35,947,500.50","50,354,999.50","37,113,151.86","43,874,430.75","141,766,863.85","79,408,985.39","180,786,103.82","122,405,380.50","117,238,554.50","13,649,454.28","25,099,898.15","19,281,255.49","36,216,207.74","171,175,602.22","155,097,264.77","20,766,309.10","74,974,370.47","21,861,061.19","32,041,456.09","32,587,676.02","29,600,351.76","57,700,252.40","92,414,396.44","43,905,124.56","43,882,577.21"
其他应收款,"6,667,802.88","2,688,306.06","6,589,893.58","24,895,354.18","26,759,633.47","5,438,826.14","30,296,860.59","29,728,021.95","28,620,422.50","55,976,498.58","120,002,903.24","45,000,706.54","74,528,871.37","125,196,229.60","167,541,897.33","92,483,016.50","87,108,893.47","271,756,964.35","276,068,142.45","111,764,731.58","71,277,399.68","93,873,214.93","104,583,685.99","101,644,831.97","102,674,962.32","113,887,527.90","586,257,973.60","368,736,056.31","305,265,103.43","113,761,387.97","114,782,496.97","163,557,189.62","155,366,976.94"
应付职工薪酬,"446,408.51","488,069.72","4,068,781.29","969,208.91","924,683.96","5,890,890.94","1,605,420.28","645,413.85","725,057.01","7,034,964.62","2,696,195.97","2,838,777.41","3,555,676.82","8,941,356.99","4,680,891.46","5,347,916.48","5,481,445.53","6,806,733.18","5,148,129.35","4,911,871.74","3,993,648.61","4,804,220.89","5,134,983.15","5,563,668.81","6,357,342.52","4,614,929.05","4,177,693.82","4,346,641.69","4,143,529.39","5,242,377.03","4,883,079.34","6,411,348.61","6,118,734.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
