科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"9,804,207.21","62,804,124.94","125,169,319.38","56,656,130.20","674,208,315.29","612,259,297.53","620,151,313.25","563,449,407.05","413,306,453.71","137,586,923.61","215,687,803.77","196,290,012.95","253,976,964.08","136,503,791.60","161,179,699.17","176,467,181.95","161,751,091.33","238,840,830.58","319,596,186.80","441,147,245.77","333,373,546.28","361,738,153.17","810,357,149.33","510,418,522.00","524,966,088.68","909,316,312.59","377,524,442.23","600,839,356.11"
短期借款,"71,362,316.97","92,500,000.00","85,922,937.01","49,997,183.02","30,117,177.26","1,800,000.00","1,800,000.00",,"76,681,670.29","67,051,217.93","47,528,339.69","34,820,886.00","90,065,224.40","124,827,580.55","97,904,574.28","127,715,866.47","160,664,048.82","181,022,571.34","146,353,580.96","313,602,549.71","397,846,396.37","419,277,189.77","666,829,799.73","440,036,062.46","520,826,625.79","551,958,950.60","403,358,503.19","464,282,696.84"
交易性金融资产,,,,,,,,,"50,000,000.00","190,000,000.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"239,550.00","239,550.00",,"157,900.00",,,,,,,,,"229,867,574.56","236,114,225.90"
应收票据,,"1,290,000.00","12,613,157.61","12,811,314.74","14,972,289.42","19,717,427.42","15,015,312.09","15,797,343.91","6,105,758.02","6,885,267.00","18,757,471.10","10,942,060.95","9,847,545.10","7,507,114.00","16,375,938.99","11,699,193.20","27,530,000.00","17,622,232.40","9,189,900.92","14,095,897.36","6,402,750.96","8,673,782.59","7,782,911.10","8,661,760.08","11,667,627.80","10,102,102.69","9,449,615.86","5,090,509.67"
应付票据,,,,,,,,,,,,,,"3,731,900.00","12,964,000.00","6,932,000.00","4,744,000.00","9,844,000.00","6,000,000.00","4,519,290.34","4,255,622.34","38,687,840.50","21,813,235.28","47,846,759.71","72,040,147.20","68,615,822.69","135,760,079.94","107,341,511.25"
应收账款,"52,120,608.95","63,889,456.28","56,730,196.69","85,161,596.44","98,220,287.39","82,066,223.07","94,020,333.31","120,911,059.07","145,688,481.21","155,786,750.74","152,296,882.70","144,898,763.86","184,707,701.20","191,179,352.84","173,109,425.62","182,859,320.10","209,150,526.01","335,044,591.73","359,078,530.16","348,626,616.59","370,727,557.80","387,549,387.52","529,333,732.84","555,013,801.18","578,615,630.86","588,538,642.91","637,907,750.18","601,084,829.60"
应付账款,"23,043,566.11","54,661,907.47","59,471,056.02","29,336,617.61","47,147,610.77","13,924,047.22","37,101,564.95","30,352,387.85","68,767,317.19","54,831,416.45","27,095,053.95","32,151,938.06","35,898,967.68","21,169,177.75","38,746,681.72","26,279,070.88","39,795,839.36","22,685,672.98","46,021,303.23","43,805,295.44","54,596,244.39","32,548,876.50","54,288,204.70","28,676,117.05","47,611,072.34","61,412,144.45","66,200,094.22","104,389,763.47"
预付款项,"11,253,113.15","8,871,901.81","5,176,258.07","15,632,280.12","12,974,872.65","11,620,866.28","9,510,849.25","16,023,938.22","18,315,966.29","28,622,654.02","10,974,263.08","19,983,106.81","9,960,747.63","10,578,581.00","10,720,595.37","8,032,024.30","17,796,790.06","22,976,026.87","13,140,850.86","15,452,172.63","16,047,585.82","31,887,794.92","5,793,992.25","6,612,010.95","44,036,040.16","17,255,285.33","5,497,673.42","19,320,216.29"
预收款项,"1,829,726.94","1,184,366.82","2,446,171.66","4,243,627.87","1,380,726.88","2,434,907.19","16,170,137.85","1,128,799.80","1,904,401.19","2,551,447.55","3,521,548.19","2,645,769.02","2,625,850.13","1,738,596.57","1,410,606.63","3,709,939.87","1,293,043.01","2,301,764.34","4,473,226.67","5,336,800.99","20,543,868.16","24,359,707.58","12,076,380.11","8,932,643.39","8,281,926.67","8,023,401.66","9,561,790.49","16,413,715.96"
其他应收款,"1,958,792.65","1,968,722.27","7,963,794.41","3,290,469.32","3,514,731.64","3,736,217.92","1,513,882.46","3,283,612.19","2,741,468.33","1,916,212.54","9,503,203.70","2,977,881.84","2,583,003.08","2,748,314.96","4,191,206.89","1,858,507.91","1,690,934.63","2,510,425.30","2,086,692.15","1,736,037.95","1,781,543.90","2,871,232.83","8,120,128.68","16,576,487.82","12,335,448.32","16,378,824.70","23,571,351.26","26,764,087.51"
应付职工薪酬,"3,350,619.07","3,484,298.82","4,119,036.05","4,389,262.63","4,670,335.61","5,075,403.43","5,413,646.36","5,856,871.49","6,185,762.70","6,662,449.93","7,651,335.80","7,534,030.66","8,028,138.17","8,480,728.42","8,696,770.70","9,352,848.10","9,973,421.03","12,958,624.81","18,007,139.69","14,717,104.74","15,831,858.47","16,374,334.74","27,816,969.47","23,708,611.40","25,938,670.36","27,042,172.05","33,261,857.69","24,848,207.01"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-12,842,325.14","-21,035,189.89","-12,918,032.39","-6,657,569.49","-11,346,103.07","-8,311,058.05","-8,993,158.90","-12,530,453.83","-15,270,005.09","-18,249,537.69","-15,513,798.89","-5,944,044.94","-11,720,825.64","-23,175,145.84","-20,254,586.37","-22,401,831.50","-18,577,741.72","-10,102,981.25","-7,132,645.15","-3,106,072.56","-9,258,907.77","-12,870,454.97","32,695,722.08","27,845,033.91","28,216,562.12","37,656,844.52","35,453,465.83","28,525,521.99"
应收利息,,,,,,"4,630,928.03","8,057,643.67","11,922,710.13","3,458,861.71","988,644.52","153,497.70","2,279,538.39","1,442,416.37","1,853,859.67","1,132,997.26","553,579.49","1,627,078.85","2,553,216.32","1,572,973.46","1,641,052.69","2,478,707.38","2,464,557.71","512,881.68","605,811.46","2,975,829.86","1,834,893.17","556,354.16","627,610.96"
应付利息,"121,011.25","198,966.28","144,075.29",,"37,015.64",,"3,968.79",,"69,158.43","42,921.25","74,126.40","221,998.09","103,231.90","218,535.29","229,501.72","190,897.46","1,168,949.67","262,302.08","358,202.16","607,661.72","833,334.57","1,700,358.33","2,917,033.00","2,104,397.59","1,399,936.38","1,611,426.59","2,157,861.54","2,713,831.94"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"22,809,600.00",,,"25,920,000.00",,,,"24,266,732.82",,,"6,108,762.80","34,252,884.20","14,244,583.06","14,244,583.06","6,035,775.06","6,051,668.84"
存货,"110,830,736.88","130,997,407.17","144,316,733.73","128,293,666.13","164,243,747.66","179,987,336.24","177,202,924.71","165,880,518.80","211,600,817.37","219,086,388.00","215,101,901.72","201,778,531.49","272,942,858.48","283,246,410.02","291,869,768.40","315,427,509.72","315,883,987.86","336,899,288.93","353,188,074.53","366,102,564.82","410,567,916.29","388,656,225.68","426,191,107.15","476,337,782.36","501,393,590.24","600,521,607.10","574,503,277.83","584,917,254.79"
其他应付款,"9,665,988.41","7,141,411.85","7,633,980.90","6,984,010.95","12,099,438.17","6,183,275.37","9,749,092.81","6,447,277.41","55,166,623.51","13,042,710.23","45,511,237.68","36,223,871.82","28,429,307.51","25,198,838.66","57,684,436.82","43,186,909.52","39,640,893.65","46,164,151.08","63,840,569.91","60,159,606.11","65,296,771.45","68,751,822.61","295,138,109.35","147,171,144.95","174,788,204.55","199,745,862.79","208,648,577.90","200,855,456.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,"11,000,000.00",,,,,,,,,
一年内到期的非流动负债,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,,"27,597,200.00",,,"150,286,600.00","238,947,800.00"
其他流动资产,,,,,,,,,,,"80,000,000.00","130,000,000.00","50,000,000.00","143,302,700.00","143,242,000.00","144,000,000.00","142,000,000.00","269,000,000.00","200,000,000.00","150,000,000.00","297,000,000.00","310,090,000.00","152,770,242.96","299,067,231.43","326,502,622.47","443,411,212.09","452,820,995.60","335,072,620.15"
其他流动负债,,,,"5,800,000.00","5,800,000.00","5,800,000.00",,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"185,967,458.84","269,821,612.47","351,969,459.89","301,845,456.95","968,134,244.05","914,018,296.49","925,472,258.74","897,268,589.37","851,217,806.64","740,872,840.43","702,475,023.77","709,149,896.29","785,461,235.94","776,920,124.09","801,821,631.70","840,897,316.67","877,430,408.74","1,225,446,612.13","1,268,853,208.88","1,338,801,587.81","1,438,379,608.43","1,493,931,134.42","1,940,862,145.99","1,873,293,407.28","2,002,492,878.39","2,587,358,880.58","2,081,831,460.54","2,173,716,485.08"
流动负债合计,"96,530,903.61","168,135,761.35","146,819,224.54","94,093,132.59","89,906,201.26","26,906,575.16","61,245,251.86","31,254,882.72","193,504,928.22","125,932,625.65","115,867,842.82","107,654,448.71","176,239,494.15","162,190,211.40","197,621,535.50","221,125,250.80","238,702,453.82","265,294,005.38","277,921,377.47","463,908,969.31","549,945,187.98","588,829,675.06","1,119,684,216.52","788,170,854.66","893,347,728.47","970,311,208.41","1,280,592,180.42","1,430,484,399.58"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"21,000,000.00",,"21,000,000.00","21,000,000.00","21,000,000.00","41,000,000.00","50,000,000.00","50,000,000.00"
长期借款,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"248,374,800.00","216,780,800.00","660,371,550.00","624,016,100.00","506,192,050.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,"6,654,119.24","6,654,119.24","6,354,119.24","6,354,119.24","6,354,119.24","6,354,119.24","6,354,119.24","6,354,119.24","6,354,119.24","5,754,119.24","5,754,119.24"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"10,000,000.00","9,748,995.20","9,748,995.20","9,155,004.59","10,333,848.64","9,632,478.01","25,971,441.20","19,752,680.52","51,187,398.05","29,369,103.43","29,247,098.01","29,190,304.36","29,259,541.19","815,291,921.23","832,209,242.90"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,"524,493.04","511,543.66","420,898.00","382,049.86","343,201.72","330,252.34"
预计负债,,,,,,,,,,,,,,,,,,"2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25","2,219,888.25"
固定资产,"55,818,717.78","70,091,686.74","78,032,685.46","77,244,061.40","75,479,757.88","76,597,202.95","90,576,386.32","89,571,074.67","112,522,019.31","112,005,717.60","178,376,800.19","175,680,868.80","274,578,641.15","288,118,841.75","339,100,085.34","331,879,423.06","323,755,573.56","340,892,496.63","336,205,149.26","330,257,495.29","326,100,589.96","319,908,192.40","428,453,521.86","460,724,173.33","491,329,896.32","562,174,882.51","598,018,802.03","643,171,492.50"
