科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"150,147,314.73","155,407,723.64","181,503,190.56","34,274,537.11","113,619,776.63","155,337,396.23","230,558,876.29","39,406,968.96","106,868,281.12","153,363,658.98","244,684,379.91","43,964,877.84","107,662,272.19","136,749,287.88","219,364,941.58","503,233,426.71","1,081,568,637.42"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"400,000,000.00"
收到的税费返还,,,,,,,,,,,,,,,,"200,274.28",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"44,000,000.00","80,000,000.00","908,050,000.00"
收到其他与经营活动有关的现金,"4,593,716.18","7,506,761.92","10,729,097.43","1,991,560.26","16,547,679.46","26,084,343.65","3,220,796.11","3,933,923.05","8,685,964.61","19,461,138.32","39,998,041.95","4,254,762.68","10,685,800.68","15,241,859.08","37,335,321.60","5,615,061.44","6,905,021.38"
投资活动现金流出小计,"34,089,963.00","1,950,513.72","1,324,778.16","5,038,480.59","12,052,650.89","28,921,113.55","45,800,721.86","7,710,926.92","38,698,683.62","41,535,428.62","41,718,345.73","6,514,688.30","9,871,119.80","16,022,709.80","71,259,858.10","102,161,374.51","1,334,656,778.57"
经营活动现金流入小计,"154,741,030.91","162,914,485.56","192,232,287.99","36,266,097.37","130,167,456.09","181,421,739.88","233,779,672.40","43,340,892.01","115,554,245.73","172,824,797.30","284,682,421.86","48,219,640.52","118,348,072.87","151,991,146.96","256,700,263.18","509,048,762.43","1,088,473,658.80"
投资活动产生的现金流量净额,"-34,089,963.00","-1,950,513.72","-1,324,778.16","-5,038,480.59","-11,922,650.89","-28,781,113.55","-45,660,721.86","-7,710,926.92","-38,698,683.62","-41,530,428.62","-41,713,442.82","-6,514,688.30","-9,871,119.80","-16,022,709.80","-26,792,724.77","121,758,967.24","-544,952,352.99"
购买商品、接受劳务支付的现金,"81,835,813.79","93,863,063.54","145,101,613.78","61,266,131.92","80,585,731.99","109,771,612.01","126,929,563.12","38,017,942.69","55,384,507.10","108,836,702.23","135,826,631.81","39,574,378.28","66,598,328.31","125,058,429.91","134,952,285.44","444,058,791.69","900,620,238.56"
吸收投资收到的现金,,,,"200,600,000.00","200,600,000.00","200,600,000.00","200,600,000.00",,"28,566,588.00","28,566,588.00","28,566,588.00",,,"64,740,000.00","64,740,000.00",,"496,981,027.84"
支付给职工以及为职工支付的现金,"17,754,954.52","18,624,666.19","19,136,392.14","5,825,093.28","11,176,234.03","16,907,937.95","22,683,104.86","7,463,777.85","12,915,384.58","18,765,846.46","24,788,579.52","6,701,048.98","12,126,464.80","18,121,455.83","24,135,682.95","19,598,312.03","51,013,115.75"
取得借款收到的现金,"127,925,446.08","211,000,000.00","174,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","98,250,000.00",,,,"30,000,000.00",,,,,,"119,115.04"
支付的各项税费,"17,474,549.09","23,173,395.66","25,943,229.05","6,542,220.13","11,299,729.44","21,816,970.46","28,959,873.11","8,717,489.09","12,199,289.14","19,017,193.44","23,686,635.58","7,756,013.23","11,291,510.70","18,294,501.54","23,758,990.18","48,535,960.13","111,500,203.70"
收到其他与筹资活动有关的现金,,,,,"685,307.54",,,,,,,,,,,,
支付其他与经营活动有关的现金,"18,062,630.20","13,352,215.65","10,744,098.62","13,459,239.15","29,767,433.30","41,021,375.74","30,982,366.59","5,281,479.50","16,673,858.05","29,829,425.31","47,332,425.88","7,868,465.63","16,498,818.56","22,263,086.52","49,374,852.10","14,543,603.38","43,574,077.34"
筹资活动现金流入小计,"127,925,446.08","211,000,000.00","174,000,000.00","220,600,000.00","221,285,307.54","220,600,000.00","298,850,000.00",,"28,566,588.00","28,566,588.00","58,566,588.00",,,"64,740,000.00","64,740,000.00",,"497,100,142.88"
经营活动现金流出小计,"135,127,947.60","149,013,341.04","200,925,333.59","87,092,684.48","132,829,128.76","189,517,896.16","209,554,907.68","59,480,689.13","97,173,038.87","176,449,167.44","231,634,272.79","61,899,906.12","106,515,122.37","183,737,473.80","232,221,810.67","526,736,667.23","1,106,707,635.35"
偿还债务支付的现金,"91,425,446.08","167,000,000.00","174,000,000.00","20,000,000.00","114,000,000.00","134,000,000.00","212,250,000.00",,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,
经营活动产生的现金流量净额,"19,613,083.31","13,901,144.52","-8,693,045.60","-50,826,587.11","-2,661,672.67","-8,096,156.28","24,224,764.72","-16,139,797.12","18,381,206.86","-3,624,370.14","53,048,149.07","-13,680,265.60","11,832,950.50","-31,746,326.84","24,478,452.51","-17,687,904.80","-18,233,976.55"
分配股利、利润或偿还利息支付的现金,"6,312,727.62","7,167,991.67","9,156,083.33","2,188,850.01","12,136,337.51","12,550,354.18","12,949,757.30","329,875.00","9,463,375.00","9,796,875.00","9,981,750.00","242,875.00","5,554,609.00","5,554,609.00","5,554,609.00",,"2,150,696.83"
收回投资收到的现金,,,,,,,,,,,,,,,,"88,708.48",
支付其他与筹资活动有关的现金,"1,546,298.28","666,817.25","543,105.90","8,424,102.77","8,424,102.77","8,424,102.77","8,424,102.77",,,,,,"8,612,607.60","8,612,607.60","8,612,607.60",,"4,180,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,"467,133.33","268,878.23","1,141,670.54"
筹资活动现金流出小计,"99,284,471.98","174,834,808.92","183,699,189.23","30,612,952.78","134,560,440.28","154,974,456.95","233,623,860.07","329,875.00","9,463,375.00","9,796,875.00","39,981,750.00","30,242,875.00","44,167,216.60","44,167,216.60","44,167,216.60",,"6,330,696.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"130,000.00","140,000.00","140,000.00",,,"5,000.00","4,902.91",,,,,,
筹资活动产生的现金流量净额,"28,640,974.10","36,165,191.08","-9,699,189.23","189,987,047.22","86,724,867.26","65,625,543.05","65,226,139.93","-329,875.00","19,103,213.00","18,769,713.00","18,584,838.00","-30,242,875.00","-44,167,216.60","20,572,783.40","20,572,783.40",,"490,769,446.05"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"44,000,000.00","223,562,755.04","788,562,755.04"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,"130,000.00","140,000.00","140,000.00",,,"5,000.00","4,902.91",,,,"44,467,133.33","223,920,341.75","789,704,425.58"
五、现金及现金等价物净增加额,"14,164,094.41","48,115,821.88","-19,717,012.99","134,121,979.52","72,140,543.70","28,748,273.22","43,790,182.79","-24,180,599.04","-1,214,263.76","-26,385,085.76","29,919,544.25","-50,437,828.90","-42,205,385.90","-27,196,253.24","18,258,511.14","104,071,062.44","-72,416,883.49"
