科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"247,355,276.91","304,454,627.66","441,579,518.72","936,482,127.36","879,555,717.56","847,720,487.37","1,188,190,719.12","983,296,418.59","964,556,471.58","794,099,445.25","967,923,901.97","865,093,173.55","478,695,880.52","475,420,042.69","852,782,523.97","429,256,350.08","382,262,349.93","344,527,406.46","1,221,745,537.34","521,140,813.14","578,874,204.43","432,728,835.31","992,039,797.49","435,068,389.43","403,734,607.78","341,639,274.00","1,036,110,881.22","407,362,737.54","335,351,825.36","296,303,548.72","1,135,237,095.33","751,478,431.90","476,290,164.95","366,790,783.44","1,346,670,012.97","551,809,667.03","808,832,773.48"
短期借款,,,,,,,,,,,,,,,,,,,"25,000,000.00","20,000,000.00","258,000,000.00","170,000,000.00","35,000,000.00","255,000,000.00","325,000,000.00","542,083,603.66","401,812,594.11","416,812,594.11","746,812,594.11","771,263,073.02","691,534,082.57","682,734,082.57","727,734,082.57","636,200,000.00","581,300,000.00","325,100,000.00","835,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"914,120.13","803,317.69"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,316,790.15","6,270,000.00","25,242,451.20","23,811,409.95","18,165,130.54","11,730,374.48","22,674,117.00","19,315,582.00","35,537,723.00","5,504,580.00","9,332,854.00","12,247,895.43","32,295,336.52","5,573,000.00","94,358,559.00","33,814,409.40","42,406,087.21","38,192,920.62","51,959,892.07","95,473,843.99","18,433,416.60","64,595,073.75","56,961,607.46","83,074,843.09","72,556,598.66","147,823,908.39","226,357,424.32","124,564,799.10","190,089,944.27","114,471,676.16","628,493,115.02","162,691,581.73","27,121,400.75","116,088,340.36","246,556,610.21","120,655,171.14","71,243,720.38"
应付票据,"2,644,582.04","3,715,615.45","6,800,115.80","57,552,000.00","11,700,000.00","1,882,917.27","62,895,304.10","1,030,000.00","19,849,401.28","24,720,753.00","23,166,800.39","5,742,336.30","22,721,726.00","22,911,698.57","72,386,887.49","25,544,838.57","17,696,385.36","31,369,187.62","122,016,661.66","108,982,556.43","69,097,967.62","42,879,697.84","50,894,773.85","27,883,842.44","17,412,208.69","58,853,266.67","130,997,220.21","45,216,877.49","10,664,312.00","21,289,038.10","388,610,539.64","220,170,924.36","27,525,599.54","23,996,829.17","125,079,698.48","90,396,938.39","136,624,533.93"
应收账款,"214,832,854.66","269,545,049.62","340,535,838.74","390,442,979.23","459,777,871.04","517,374,919.87","517,938,115.46","557,443,147.92","633,454,010.67","704,038,036.12","696,358,574.72","665,366,834.93","831,467,595.55","930,551,354.85","862,799,753.58","956,695,345.73","1,030,369,603.24","1,159,243,599.09","1,140,516,249.62","1,341,331,357.93","1,502,092,370.02","1,554,846,156.75","1,489,756,053.34","1,713,749,939.57","1,768,555,534.06","1,770,676,415.11","2,074,200,535.81","2,004,711,028.36","1,890,346,108.49","1,820,037,205.09","2,268,645,751.69","2,186,884,538.66","2,224,275,448.97","2,254,558,588.00","2,109,952,884.10","2,193,207,217.01","2,430,260,300.98"
应付账款,"112,550,355.73","140,866,329.18","181,946,243.74","129,179,625.28","188,371,781.13","153,343,073.07","217,586,406.86","194,175,906.75","292,676,019.83","247,717,771.30","238,463,008.63","186,877,742.65","332,598,147.60","422,926,442.56","415,085,005.64","365,574,050.51","479,191,083.56","547,228,203.49","643,649,085.12","655,445,419.08","594,411,791.87","686,105,042.09","756,364,565.20","701,084,732.40","719,472,457.35","728,925,943.75","1,464,101,263.04","1,497,613,401.88","1,089,628,648.61","960,714,896.33","1,755,117,976.36","1,560,716,181.20","1,519,662,546.55","2,201,979,298.73","1,779,941,070.82","1,787,637,062.09","1,816,713,866.88"
预付款项,"58,184,443.94","42,045,602.47","25,857,580.21","81,204,112.37","74,764,325.39","72,152,359.50","45,348,584.89","90,395,396.90","74,649,643.04","95,879,985.64","73,936,624.28","83,608,651.78","119,392,083.48","234,889,336.17","577,972,524.23","587,055,901.56","135,146,656.76","199,458,559.89","136,345,455.50","235,511,754.39","176,530,117.37","276,718,775.75","195,991,257.36","411,513,961.86","351,995,408.30","328,910,668.14","179,298,557.11","322,541,154.54","232,400,727.11","264,661,476.55","222,324,373.42","266,688,141.81","304,403,142.48","254,938,885.90","890,633,021.12","993,655,853.41","1,003,431,768.58"
预收款项,"299,668,636.74","334,764,234.70","439,627,421.41","424,416,756.74","383,138,957.63","439,053,803.20","550,537,159.69","533,597,899.21","524,370,148.52","499,716,899.00","576,217,526.19","539,652,147.47","597,153,759.96","708,581,003.23","957,704,876.99","767,274,098.00","657,847,319.45","724,802,638.40","1,014,410,385.88","790,474,676.82","729,506,500.76","811,739,383.61","1,087,619,181.99","986,831,472.24","980,034,797.37","1,044,428,801.26","1,349,977,416.77","753,606,239.05","649,252,384.83","802,985,390.44","1,869,229,614.00","1,250,160,172.26","979,480,707.30","718,755,018.13","2,678,724,161.98","2,037,661,497.91","1,968,222,243.02"
