科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"13,826,371.61","23,823,400.21","33,488,143.74","22,001,071.86","33,597,643.18","45,947,983.73","16,352,948.11","34,733,552.19","52,453,537.76","74,585,187.36","29,155,531.58","48,229,775.71","61,018,010.95","106,818,553.17","28,023,285.69","50,512,101.47","88,973,412.92","126,206,441.98","47,509,616.10","87,680,232.92","152,065,425.73","194,649,185.79","72,652,835.21","120,052,009.42","181,585,127.03","252,983,468.51","100,871,208.29","165,528,153.49","258,487,854.00","317,455,485.39","133,934,411.44"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,"10,000.00","150,010,000.00","150,010,000.00","70,000,000.00","170,000,000.00","290,000,000.00","290,000,000.00",,"50,000,000.00","250,000,000.00","250,000,000.00",
支付的各项税费,"9,611,557.41","14,039,393.01","15,495,886.40","8,578,711.93","17,955,567.99","28,353,348.87","8,794,055.32","14,781,999.92","22,749,901.29","46,875,565.52","12,275,335.14","21,110,610.88","31,643,304.32","45,387,494.54","16,050,651.73","27,894,403.06","45,141,962.76","54,116,952.74","17,218,754.31","43,070,846.12","57,227,571.58","73,689,466.65","27,018,552.53","44,712,296.12","59,773,510.06","102,518,332.82","29,568,672.11","70,438,606.37","108,515,653.41","127,190,291.27","59,052,007.77"
收到其他与筹资活动有关的现金,"14,242,771.03",,,,,,,,,,,,,"7,351,773.01","1,753,462.92","1,097,810.41","1,634,225.16","22,693,514.35","8,381,516.17","14,272,533.96","27,313,481.63","93,554,846.73","7,195,473.35","11,233,538.07","12,629,665.47","72,149,870.11","17,169,045.43","30,278,940.45","48,779,411.08","14,144,940.17","10,869,161.29"
支付其他与经营活动有关的现金,"20,043,549.60","28,515,824.75","31,070,252.36","23,381,897.56","47,161,242.55","61,063,993.63","16,323,053.66","52,904,558.67","77,096,973.32","95,750,225.34","27,102,567.35","47,613,777.99","74,992,847.01","98,195,735.65","26,603,598.39","55,074,114.88","84,858,455.06","105,047,205.25","41,721,445.27","79,809,229.20","126,374,208.07","175,487,838.91","57,714,567.72","114,913,646.86","144,340,520.94","213,511,149.22","57,952,516.80","159,232,455.76","229,432,669.24","308,379,522.71","105,432,547.85"
筹资活动现金流入小计,"18,091,091.23",,,,"347,693,750.00","347,693,750.00",,"3,500,000.00","3,900,000.00","3,900,000.00",,,,"23,339,187.01","7,106,850.92","5,447,425.02","10,403,098.81","60,643,376.33","10,585,704.49","17,185,157.16","202,435,279.28","326,321,320.95","883,445,577.60","997,721,961.36","1,142,696,656.83","1,255,815,476.97","189,595,905.43","252,805,800.45","471,306,271.08","488,566,543.86","11,359,161.29"
经营活动现金流出小计,"120,659,280.15","130,479,789.68","121,866,900.89","80,642,243.49","143,212,495.48","190,924,420.23","63,136,907.80","144,671,445.98","231,910,438.50","336,594,573.82","110,986,393.44","169,163,400.75","252,188,543.65","342,585,407.49","101,839,021.93","178,392,946.31","330,684,702.89","465,003,713.49","176,909,737.89","335,712,802.23","518,081,897.86","715,746,935.29","255,329,267.47","463,603,229.26","640,651,708.85","936,884,337.35","300,782,892.72","617,827,886.49","910,393,100.79","1,198,154,432.01","454,733,429.19"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,"1,990,000.00","2,000,000.00","2,000,000.00","3,000,000.00",,"50,010,000.00","200,010,000.00","200,010,000.00","110,000,000.00","160,000,000.00","240,000,000.00","300,000,000.00","30,000,000.00"
经营活动产生的现金流量净额,"14,976,081.90","21,637,830.93","38,068,366.62","-24,602,388.15","-47,345,690.85","4,598,615.82","-27,668,582.35","-30,351,322.11","-57,810,368.28","27,373,168.15","-32,380,818.33","-32,169,166.11","-35,543,512.91","50,148,115.16","-35,412,661.92","-41,011,413.49","-23,576,222.59","42,834,953.96","-56,069,486.92","-75,784,719.39","-114,037,258.71","79,460,076.12","-109,396,944.79","-54,612,996.67","-35,634,613.65","140,342,125.59","-128,271,188.53","-220,760,561.02","-233,105,965.59","79,787,185.41","-230,076,607.69"
分配股利、利润或偿还利息支付的现金,,,"20,000,000.00",,,,,"5,350,000.00","5,350,000.00","5,350,000.00",,"7,490,000.04","7,490,000.04","7,490,000.04",,"21,066,350.71","29,499,188.33","29,535,588.33","37,728.00","29,083,819.25","29,755,533.44","31,474,166.67","2,109,433.23","51,022,843.95","53,082,871.41","57,571,302.89","265,833.34","58,648,261.63","60,345,182.47","63,549,674.88","2,003,518.17"
收回投资收到的现金,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"6,746,519.65"
支付其他与筹资活动有关的现金,"22,891,495.77","1,280,000.00","100,000.00","1,300,000.00","2,924,750.00","7,164,430.00",,,,,,,,"5,920,090.30","2,702,545.48","2,702,545.48","2,702,545.48","20,586,839.76","885,926.44","4,230,255.39","4,335,955.38","21,077,395.43",,"86,321,026.59","86,376,386.59","126,955,727.10",,"3,841,056.91","73,063,556.94","72,658,772.77","3,641,311.53"
取得投资收益收到的现金,,,,,,"38,356.16",,,,,,,,,,,,,,,,,,,,,,"3,187,500.00","3,490,018.11","3,490,018.11",
筹资活动现金流出小计,"22,891,495.77","1,280,000.00","20,100,000.00","1,300,000.00","2,924,750.00","7,164,430.00",,"5,350,000.00","5,350,000.00","5,350,000.00",,"7,490,000.04","7,490,000.04","13,410,090.34","2,702,545.48","23,768,896.19","32,201,733.81","50,122,428.09","2,913,654.44","35,314,074.64","36,091,488.82","55,551,562.10","2,109,433.23","187,353,870.54","339,469,258.00","384,537,029.99","110,265,833.34","222,489,318.54","373,408,739.41","436,208,447.65","35,644,829.70"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"97,000.00","97,000.00","97,000.00",,"1,019.00","1,019.00","1,019.00",,,"5,000.00","6,976.54",,"4,910.12","85,505.44","37,741.48","9,800.00","68,489.42","68,489.42","75,251.94",,633.69,958.39,"76,000.00","73,500.00","83,500.00","2,853,500.00","2,859,540.35","27,218.15"
筹资活动产生的现金流量净额,"-4,800,404.54","-1,280,000.00","-20,100,000.00","-1,300,000.00","344,769,000.00","340,529,320.00",,"-1,850,000.00","-1,450,000.00","-1,450,000.00",,"-7,490,000.04","-7,490,000.04","9,929,096.67","4,404,305.44","-18,321,471.17","-21,798,635.00","10,520,948.24","7,672,050.05","-18,128,917.48","166,343,790.46","270,769,758.85","881,336,144.37","810,368,090.82","803,227,398.83","871,278,446.98","79,330,072.09","30,316,481.91","97,897,531.67","52,358,096.21","-24,285,668.41"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"618,008.90"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"38,449,749.45","6,798,000.00",,,,,,,,,,,,,,,"17,133,521.61","46,500,000.00",,,,,,,,"18,100,000.00",,,,,"700,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"38,449,749.45","6,798,000.00",,"97,000.00","97,000.00","10,135,356.16",,"1,019.00","1,019.00","1,019.00",,,"5,000.00","6,976.54",,"4,910.12","17,219,027.05","46,537,741.48","9,800.00","68,489.42","68,489.42","75,251.94",,633.69,958.39,"18,176,000.00","73,500.00","3,271,000.00","6,343,518.11","6,349,558.46","8,091,746.70"
五、现金及现金等价物净增加额,"20,651,101.90","26,387,668.84","15,458,751.21","-26,591,725.92","296,366,029.38","331,471,852.05","-36,349,460.62","-42,141,740.20","-71,455,392.69","3,663,569.32","-41,964,475.84","-54,279,461.17","-61,500,953.42","38,362,838.23","-35,171,971.78","-69,618,190.01","-213,379,963.32","-87,127,090.37","-205,761,501.43","-272,757,198.87","-257,817,170.09","-142,812,478.30","543,319,751.74","275,446,439.37","101,517,310.84","375,844,144.88","-79,300,880.84","-264,462,128.96","-325,480,833.58","-116,912,746.26","-310,291,295.11"
购建固定资产、无形资产和其他长期资产支付的现金,"1,482,799.42","768,162.09","2,509,615.41","786,337.77","1,154,279.77","13,791,439.93","2,180,878.27","4,941,437.09","7,196,043.41","17,260,617.83","9,583,657.51","14,620,295.02","18,072,440.47","21,321,350.14","4,163,615.30","10,290,215.47","12,924,132.78","21,742,953.34","124,020,695.02","132,346,383.19","140,026,793.68","235,168,894.11","198,865,210.84","259,327,664.12","344,613,304.20","334,555,683.57","30,433,264.40","76,529,496.78","111,846,283.73","161,664,847.25","36,979,582.95"
期初现金及现金等价物余额,"11,289,265.87","31,940,367.77","58,328,036.61","73,786,787.82","73,786,787.82","73,786,787.82","405,928,774.87","405,258,639.87","405,258,639.87","405,258,639.87","412,384,289.19","412,384,289.19","412,384,289.19","408,922,209.19","458,093,549.42","447,285,047.42","447,285,047.42","447,285,047.42","360,157,957.05","360,157,957.05","360,157,957.05","360,157,957.05","217,345,478.75","217,345,478.75","217,345,478.75","217,345,478.75","593,189,564.76","593,189,623.63","593,189,718.47","593,189,623.63","476,542,614.53"
投资支付的现金,,,,,,"10,000,000.00","6,500,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,"400,000.00","400,000.00",,,"172,000,000.00","300,000.00",,"3,750,763.26","42,980,763.26","98,900,763.26","29,754,237.00","97,112,037.00","198,242,995.00","209,707,995.00",,"262,500.00","84,272,580.97","60,953,300.00","23,141,182.76"
期末现金及现金等价物余额,"31,940,367.77","58,328,036.61","73,786,787.82","47,195,061.90","370,152,817.20","405,258,639.87","369,579,314.25","363,116,899.67","333,803,247.18","408,922,209.19","370,419,813.35","358,104,828.02","350,883,335.77","447,285,047.42","422,921,577.64","377,666,857.41","233,905,084.10","360,157,957.05","154,396,455.62","87,400,758.18","102,340,786.96","217,345,478.75","760,665,230.49","492,791,918.12","318,862,789.59","593,189,623.63","513,888,683.92","328,727,494.67","267,708,884.89","476,276,877.37","166,251,319.42"
