科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"708,540,270.43","868,560,532.19","1,083,981,223.75","321,506,680.74","928,842,134.56","1,799,529,211.11","2,613,918,320.95","942,960,316.70","2,018,493,404.86","3,197,037,808.36","4,306,951,801.87","855,831,906.72","1,685,692,398.09","2,492,323,155.64","4,240,567,204.17","970,661,919.31"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"63,269,326.39",
收到的税费返还,"18,669,102.84","34,981,448.22","44,699,816.68","28,107,214.26","35,724,991.67","83,308,652.03","155,267,954.97","44,521,021.77","121,843,298.48","227,764,632.18","332,528,925.95","17,477,366.94","48,622,635.34","78,126,128.28","169,970,232.45","69,750,061.85"
支付其他与投资活动有关的现金,"50,000.00",,,,"800,000.00","1,000,000.00","1,000,000.00",,,,,"330,847.01",,,,
收到其他与经营活动有关的现金,"15,433,718.30","8,867,960.93","9,841,973.67","1,467,578.31","2,361,525.26","7,519,573.96","19,287,603.40","3,027,578.54","6,090,287.34","23,424,410.98","36,577,873.15","10,384,052.92","19,450,594.06","25,008,578.11","86,514,173.35","13,412,324.09"
投资活动现金流出小计,"139,287,914.01","72,964,443.46","48,158,601.41","3,393,869.01","13,879,780.06","23,964,296.42","29,509,076.25","12,692,115.09","27,770,116.43","40,852,271.82","1,221,257,963.64","1,410,284,387.02","4,231,566,935.58","6,249,181,117.54","8,625,808,487.91","1,382,780,389.32"
经营活动现金流入小计,"742,643,091.57","912,409,941.34","1,138,523,014.10","351,081,473.31","966,928,651.49","1,890,357,437.10","2,788,473,879.32","990,508,917.01","2,146,426,990.68","3,448,226,851.52","4,676,058,600.97","883,693,326.58","1,753,765,627.49","2,595,457,862.03","4,497,051,609.97","1,053,824,305.25"
投资活动产生的现金流量净额,"-138,037,214.01","-72,964,443.46","-28,977,865.15","2,606,130.99","-7,879,780.06","-12,964,296.42","-21,009,076.25","-12,690,963.09","-22,768,964.43","-35,851,119.82","-1,216,456,811.64","-253,685,347.29","-756,417,552.02","-1,053,391,870.97","-1,711,011,844.07","235,265,553.14"
购买商品、接受劳务支付的现金,"289,256,780.03","338,776,929.75","571,423,347.74","267,185,275.61","769,789,187.26","1,387,505,773.97","2,218,353,398.31","563,261,776.01","1,283,456,316.09","1,982,731,684.47","2,463,266,912.43","397,446,423.18","808,695,488.41","1,560,634,139.45","2,012,842,905.37","543,945,394.83"
吸收投资收到的现金,,,,,,,"809,740,801.06",,,"444,306,872.78","444,306,872.78",,"132,172,692.20","132,172,692.20","132,172,692.20",
支付给职工以及为职工支付的现金,"43,071,955.77","79,863,677.27","128,258,125.51","69,832,160.92","114,434,938.34","173,824,946.04","225,869,959.67","110,101,707.72","180,845,302.00","275,029,009.34","376,668,559.62","171,950,449.44","266,521,437.86","362,913,110.17","521,443,478.61","127,676,993.17"
取得借款收到的现金,,,,,,,,,,,,"92,571,818.19","96,824,400.00","96,824,400.00","103,490,578.81",
支付的各项税费,"98,017,357.74","108,326,516.51","116,288,880.43","42,931,866.02","95,791,599.81","237,820,617.43","293,083,333.20","93,082,484.89","195,113,022.80","261,303,551.14","376,888,896.46","52,631,050.09","112,293,642.19","189,173,054.17","234,161,527.13","216,518,263.04"
收到其他与筹资活动有关的现金,,,,,,,"481,154.57","301,000.00","936,075.77","1,669,936.58","2,014,601.36",,"30,700.20","30,700.20","30,700.20",
支付其他与经营活动有关的现金,"60,643,807.22","50,784,342.11","94,079,948.64","27,811,089.78","104,961,917.04","148,230,038.75","233,631,724.86","99,894,405.41","177,986,743.11","300,804,531.05","359,693,532.38","145,418,713.55","195,321,479.39","328,831,755.52","496,505,629.79","204,849,653.45"
筹资活动现金流入小计,,,,,,,"810,221,955.63","301,000.00","936,075.77","445,976,809.36","446,321,474.14","92,571,818.19","229,027,792.40","229,027,792.40","235,693,971.21",
经营活动现金流出小计,"490,989,900.76","577,751,465.64","910,050,302.32","407,760,392.33","1,084,977,642.45","1,947,381,376.19","2,970,938,416.04","866,340,374.03","1,837,401,384.00","2,819,868,776.00","3,576,517,900.89","767,446,636.26","1,382,832,047.85","2,441,552,059.31","3,264,953,540.90","1,092,990,304.49"
偿还债务支付的现金,,,,,,,,,,,,,"97,949,299.85","97,949,299.85","104,364,067.46",
经营活动产生的现金流量净额,"251,653,190.81","334,658,475.70","228,472,711.78","-56,678,919.02","-118,048,990.96","-57,023,939.09","-182,464,536.72","124,168,542.98","309,025,606.68","628,358,075.52","1,099,540,700.08","116,246,690.32","370,933,579.64","153,905,802.72","1,232,098,069.07","-39,165,999.24"
分配股利、利润或偿还利息支付的现金,"15,900,246.00","82,500,000.00","99,000,000.00",,"76,258,500.00","100,000,000.00","100,000,000.00",,"147,445,136.00","156,719,040.00","178,000,000.00",,"2,715,015.40","273,990,995.40","276,706,010.80",
收回投资收到的现金,,,,,,,,,,,,"1,150,000,000.00","3,450,000,000.00","5,150,000,000.00","6,850,000,000.00","1,601,626,780.82"
支付其他与筹资活动有关的现金,"1,150,943.37","577,358.50","2,615,337.65","10,210,999.25","19,099,678.50","19,784,999.09","18,700,000.00",,,"9,258.32","5,367,098.19","6,151,838.10","11,222,941.40","35,128,169.08","39,972,671.22","12,483,593.89"
取得投资收益收到的现金,,,,,,,,,,,,"6,597,739.73","25,149,383.56","45,789,246.57","64,796,643.84","16,419,161.64"
筹资活动现金流出小计,"17,051,189.37","83,077,358.50","101,615,337.65","10,210,999.25","95,358,178.50","119,784,999.09","118,700,000.00",,"147,445,136.00","156,728,298.32","183,367,098.19","6,151,838.10","111,887,256.65","407,068,464.33","421,042,749.48","12,483,593.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,700.00,,,,,,,"1,152.00","1,152.00","1,152.00","1,152.00","1,300.00",,,,
筹资活动产生的现金流量净额,"-17,051,189.37","-83,077,358.50","-101,615,337.65","-10,210,999.25","-95,358,178.50","-119,784,999.09","691,521,955.63","301,000.00","-146,509,060.23","289,248,511.04","262,954,375.95","86,419,980.09","117,140,535.75","-178,040,671.93","-185,348,778.27","-12,483,593.89"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,213,081.87","864,022.07","10,468,533.38","-224,897.17","-2,392,836.82","1,121,722.52","9,434,130.50","-1,472,580.31","-3,784,589.63","-6,034,360.96","-8,749,305.26","-2,225,188.23","2,735,543.12","9,104,588.45","6,846,847.77","-4,659,389.48"
收到其他与投资活动有关的现金,"1,250,000.00",,"19,180,736.26","6,000,000.00","6,000,000.00","11,000,000.00","8,500,000.00",,"5,000,000.00","5,000,000.00","4,800,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,250,700.00",,"19,180,736.26","6,000,000.00","6,000,000.00","11,000,000.00","8,500,000.00","1,152.00","5,001,152.00","5,001,152.00","4,801,152.00","1,156,599,039.73","3,475,149,383.56","5,195,789,246.57","6,914,796,643.84","1,618,045,942.46"
五、现金及现金等价物净增加额,"93,351,705.56","179,480,695.81","108,348,042.36","-64,508,684.45","-223,679,786.34","-188,651,512.08","497,482,473.16","110,305,999.58","135,962,992.39","875,721,105.78","137,288,959.13","-53,243,865.11","-265,607,893.51","-1,068,422,151.73","-657,415,705.50","178,956,570.53"
购建固定资产、无形资产和其他长期资产支付的现金,"139,237,914.01","72,964,443.46","34,278,601.41","3,393,869.01","13,079,780.06","22,964,296.42","27,895,807.36","12,692,115.09","27,770,116.43","40,852,271.82","71,257,963.64","25,771,675.54","42,900,278.53","60,514,460.49","362,539,161.52","32,780,389.32"
期初现金及现金等价物余额,"224,897,393.01","318,249,098.57","497,729,794.38","606,077,836.74","606,077,836.74","606,077,836.74","606,077,836.74","1,103,560,309.90","1,103,560,309.90","1,103,560,309.90","1,103,560,309.90","1,240,849,269.03","1,240,849,269.03","1,240,849,269.03","1,240,849,269.03","583,433,563.53"
投资支付的现金,,,"13,880,000.00",,,,"613,268.89",,,,"1,150,000,000.00","1,384,181,864.47","4,188,666,657.05","6,188,666,657.05","8,200,000,000.00","1,350,000,000.00"
期末现金及现金等价物余额,"318,249,098.57","497,729,794.38","606,077,836.74","541,569,152.29","382,398,050.40","417,426,324.66","1,103,560,309.90","1,213,866,309.48","1,239,523,302.29","1,979,281,415.68","1,240,849,269.03","1,187,605,403.92","975,241,375.52","172,427,117.30","583,433,563.53","762,390,134.06"
