科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"164,858,461.76","199,288,561.52","227,018,821.32","274,054,407.72","277,266,817.53","262,874,321.60","296,170,779.87","316,762,872.77","361,764,801.10","274,404,386.05","302,206,147.75","333,312,970.37","308,139,775.37","277,553,762.17","285,569,499.61","331,871,929.59","255,277,506.28","345,045,610.39","300,497,037.56","278,656,948.82","294,778,556.24","287,272,237.87","266,602,533.50","262,214,100.22","260,780,843.14","338,973,503.13","313,155,154.49","293,113,547.91","266,755,541.61","238,626,312.95","227,503,150.18","215,583,055.70","142,331,751.40","117,830,952.14","128,915,682.17","211,862,401.83","198,008,987.88","198,939,283.87","169,971,213.67","325,604,839.73","299,421,519.06","295,351,040.04","303,596,821.66"
短期借款,"202,000,000.00","242,000,000.00","256,000,000.00","341,270,000.00","332,100,000.00","389,200,000.00","400,430,000.00","427,500,000.00","454,000,000.00","408,290,000.00","413,000,000.00","398,620,000.00","473,575,162.75","427,200,000.00","366,200,000.00","380,200,000.00","408,200,000.00","486,200,000.00","479,300,000.00","433,000,000.00","412,200,000.00","476,200,000.00","446,700,000.00","361,200,000.00","356,200,000.00","183,200,000.00","153,200,000.00","138,200,000.00","146,200,000.00","187,000,000.00","179,000,000.00","293,200,000.00","303,200,000.00","384,700,000.00","379,700,000.00","333,200,000.00","340,800,000.00","360,300,000.00","302,800,000.00","333,000,000.00","288,000,000.00","299,500,000.00","306,000,000.00"
交易性金融资产,"30,127,350.00","33,967,593.98","57,926,320.00","16,812,006.57","2,868,185.00","2,064,862.50","1,419,905.50","1,245,650.00","1,194,550.00","1,334,220.00","194,350.00","222,577.00","2,422,160.00","6,259,782.80","6,538,891.60","518,025.83","1,919,115.03","5,663,137.67","324,564.08","313,510.15","324,610.15","207,200.00","177,550.00","191,250.00","195,800.00","183,050.00","176,600.00","206,860.00","3,163,800.00","155,300.00","178,700.00","244,200.00","38,577,739.50","35,627,517.00","18,036,816.00","330,000.00","244,950.00","230,050.00","222,700.00","4,463,053.03","12,875,864.63","11,579,579.60","11,527,490.39"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"27,700.82",,,,,,,,,,,,,,,,,,,,,
应收票据,"5,526,821.78","6,398,065.71","13,768,455.00","18,417,161.88","12,894,000.00","10,698,822.00","9,976,149.95","15,434,188.27","5,668,000.00","8,801,264.87","16,497,755.73","19,382,741.16","19,435,602.45","22,024,730.51","32,845,450.76","41,275,573.68","36,439,930.30","39,583,432.20","54,733,476.91","71,264,398.43","32,263,621.91","48,529,920.67","38,399,541.64","12,515,382.52","15,734,033.85","13,742,454.00","11,440,138.30","22,366,870.25","12,937,980.01","35,762,239.55","28,140,606.74","40,319,595.76","24,979,410.87","43,176,507.68","60,053,795.42","71,375,564.32","52,501,998.90","58,459,125.37","45,040,333.65","38,536,221.90","23,546,237.28","49,412,996.98","54,409,881.86"
应付票据,"29,577,440.60","133,011,347.80","91,331,075.87","11,059,706.75","6,787,524.55","54,504,155.94","92,936,026.45","61,065,838.20","46,337,833.00","41,083,779.40","52,431,540.15","35,538,764.30","49,370,415.55","53,090,482.67","45,105,237.02","54,749,206.19","32,392,881.10","38,042,978.96","33,892,526.20","23,904,886.87","22,230,425.00","33,718,000.00","52,618,000.00","33,900,000.00","57,650,000.00","65,650,000.00","30,000,000.00","24,500,000.00","24,100,000.00","56,000,000.00","63,180,000.00","30,880,000.00","17,600,000.00","20,800,000.00","38,643,500.00","52,843,500.00","51,340,000.00","42,462,575.00","35,741,049.36","44,963,821.32","57,542,770.66","72,561,918.58","51,264,494.88"
应收账款,"51,730,460.40","61,258,739.51","48,751,477.57","39,049,329.00","44,594,579.01","52,322,239.32","54,383,563.94","42,071,602.43","41,898,056.31","45,309,778.77","51,126,167.04","23,778,942.85","44,639,567.62","54,693,734.24","58,193,565.08","38,596,939.23","44,636,521.71","59,978,706.29","51,112,678.46","26,728,214.10","44,934,657.10","57,292,582.61","61,148,980.35","45,594,534.56","46,182,384.03","57,009,099.91","52,928,833.49","30,842,232.21","56,281,883.61","54,246,481.29","64,677,453.78","44,492,269.41","59,817,950.42","61,677,174.41","66,586,537.80","44,776,370.40","76,733,904.44","71,536,005.84","70,939,791.84","455,810,778.80","476,853,612.65","535,453,675.59","574,392,271.87"
应付账款,"53,180,720.79","50,258,281.72","43,776,680.24","45,620,799.94","41,585,276.33","52,196,432.76","48,049,601.43","56,672,659.37","58,475,493.23","68,228,990.65","83,649,410.62","60,854,881.55","57,528,759.64","73,355,145.42","60,434,203.87","45,149,655.02","58,992,897.93","67,004,604.35","56,629,710.04","56,121,193.27","72,178,947.16","58,827,975.10","70,594,577.33","47,078,801.04","66,690,505.56","59,100,202.07","57,784,663.90","60,923,906.86","65,529,321.69","53,037,719.53","65,625,652.63","55,945,176.45","55,550,329.27","53,929,488.79","53,831,820.77","109,780,289.11","103,353,305.89","110,986,921.37","109,849,537.83","162,983,507.00","175,685,719.95","211,365,079.19","192,862,238.04"
预付款项,"6,781,622.47","59,443,466.28","14,028,927.27","8,936,476.88","11,132,271.25","35,962,586.14","24,438,086.04","17,354,803.15","27,550,000.65","71,993,285.29","72,967,521.34","50,986,913.77","98,907,060.75","70,958,754.87","62,415,715.68","116,954,801.54","194,555,090.87","174,316,960.50","169,737,108.67","34,548,898.77","59,334,527.11","32,295,998.49","48,297,246.16","24,574,430.11","62,403,145.52","38,022,269.86","50,046,697.25","19,643,543.44","38,348,704.98","28,688,412.03","38,657,046.42","20,355,264.45","29,279,203.36","19,323,038.36","20,487,554.39","13,961,863.64","27,664,398.55","17,445,998.18","23,998,923.50","90,733,141.78","139,294,797.96","123,648,506.21","160,598,551.75"
预收款项,"15,326,243.58","14,070,671.62","17,036,290.33","10,010,234.77","13,425,281.94","16,072,872.94","24,384,771.20","25,732,611.42","19,789,130.90","31,917,902.52","18,785,653.76","22,706,304.10","40,168,352.80","18,247,986.23","25,492,913.90","40,303,644.29","27,078,301.60","24,466,865.82","30,421,644.01","32,715,439.83","37,077,507.25","25,861,618.60","20,807,591.61","19,742,143.39","37,631,317.39","24,574,834.71","22,505,449.93","23,081,503.55","30,519,404.67","28,609,788.36","24,539,760.92","25,006,942.80","21,774,591.03","19,323,059.89","21,595,156.72","23,849,172.75","27,322,579.71","28,872,128.21","27,057,050.21","35,662,118.33","43,256,984.63","45,065,419.37","56,059,867.17"
