科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"960,202,166.45","933,121,014.91","992,506,873.89",,"495,084,550.17","732,197,518.16","857,994,965.10","219,269,539.45","492,093,015.99","750,923,723.41","997,041,073.40","251,079,287.66","487,744,507.88","752,551,157.56","1,103,794,321.41","326,043,331.24","668,373,714.50","990,757,582.94","1,364,062,302.65","339,109,636.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"26,980,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,
收到的税费返还,"19,101,270.73","32,735,286.55","15,088,901.64",,"10,511,630.43","11,345,846.23","12,684,850.67","2,900,352.51","5,785,704.71","7,026,873.42","11,354,237.08","1,686,625.12","4,760,870.24","6,802,355.55","7,411,646.43","4,340,716.91","6,505,123.35","8,139,293.10","11,143,088.25","6,465,966.95"
支付其他与投资活动有关的现金,"57,343,013.34","4,349,559.49",,,,,,,,,,,,,,,,,"9,434,800.00",
收到其他与经营活动有关的现金,"8,129,821.99","6,595,496.54","24,724,992.99",,"1,311,057.41","6,110,325.51","5,445,686.29","1,182,939.81","2,281,127.97","4,166,161.59","14,471,902.76","658,864.61","7,205,649.67","20,896,204.62","34,023,660.87","2,291,624.59","2,987,526.60","8,179,443.05","11,226,348.96","3,277,642.39"
投资活动现金流出小计,"178,252,226.00","79,877,753.75","62,505,164.79",,"60,961,544.40","63,912,149.94","359,866,197.07","380,396,870.17","496,368,985.39","571,007,394.28","727,474,252.00","41,831,164.30","165,535,832.81","344,613,689.91","672,995,197.82","191,217,606.42","228,966,096.42","621,432,757.32","1,127,604,545.04","411,235,340.12"
经营活动现金流入小计,"987,433,259.17","972,451,798.00","1,032,320,768.52",,"506,907,238.01","749,653,689.90","876,125,502.06","223,352,831.77","500,159,848.67","762,116,758.42","1,022,867,213.24","253,424,777.39","499,711,027.79","780,249,717.73","1,145,229,628.71","332,675,672.74","677,866,364.45","1,007,076,319.09","1,386,431,739.86","348,853,245.35"
投资活动产生的现金流量净额,"-77,352,237.21","-77,740,019.11","-57,786,956.46","-16,866,904.63","-59,605,595.12","-62,556,200.66","-47,843,026.75","-213,788,924.97","-133,454,821.00","-122,666,658.11","-218,712,815.87","-1,059,846.05","-51,955,681.61","-80,600,886.02","-214,247,487.78","24,357,139.79","7,042,010.89","-74,235,276.71","-74,284,221.02","83,800,038.69"
购买商品、接受劳务支付的现金,"682,214,902.37","684,422,909.05","687,734,075.65",,"260,086,168.09","440,278,486.32","496,159,203.66","176,564,873.29","308,341,260.86","441,498,290.55","618,915,142.57","203,934,280.32","408,723,241.80","606,767,377.91","746,137,786.76","264,208,606.87","467,436,265.48","684,265,074.77","901,491,907.23","242,831,268.39"
吸收投资收到的现金,,,,,"469,464,800.00","469,464,800.00","469,464,800.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"58,940,209.97","76,778,130.21","92,906,407.83",,"56,760,086.00","79,566,961.43","101,518,490.28","29,613,734.18","52,488,849.21","75,303,528.62","103,646,376.40","29,733,689.13","57,825,240.54","83,042,268.55","107,687,218.94","31,847,537.57","61,953,263.73","86,650,969.55","113,727,939.66","35,426,087.23"
取得借款收到的现金,"380,000,000.00","296,000,000.00","342,743,605.00",,"77,781,760.00","239,463,040.00","305,471,520.00","32,052,200.00","74,052,200.00","81,052,200.00","166,052,200.00","48,000,000.00","104,863,300.00","120,065,300.00","210,065,300.00","101,656,000.00","183,274,000.00","196,923,200.00","301,730,300.00","190,070,300.00"
支付的各项税费,"31,194,492.84","46,280,545.33","53,906,474.19",,"29,848,442.26","38,661,251.68","47,878,028.01","3,681,960.27","15,432,300.84","34,743,464.10","50,069,394.79","14,470,480.81","29,894,870.96","39,280,404.96","58,297,113.53","15,745,971.83","36,282,962.02","50,861,415.42","71,799,062.55","11,499,321.27"
收到其他与筹资活动有关的现金,"14,800,000.00",,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"66,804,193.38","50,339,466.61","52,051,670.10",,"55,810,929.13","62,577,625.40","61,997,681.01","15,216,161.33","40,045,789.18","61,036,232.64","53,365,467.77","16,881,627.95","30,244,797.72","48,852,704.99","65,017,548.24","16,865,694.38","61,486,877.49","54,022,033.47","69,236,657.84","16,644,927.41"
