科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"44,721,216.22","82,426,407.38","101,568,994.80","114,744,134.99","15,687,598.85","26,398,200.22","30,847,005.69","110,031,372.65","18,181,058.52","25,104,395.34","37,639,684.86","99,153,617.21","15,828,326.88","53,153,572.48","78,308,812.27","126,536,550.54",,,"933,443,970.75","2,518,548,128.00","1,293,894,941.91","2,454,617,781.53","4,042,894,855.14","6,426,822,247.46","1,543,134,472.29","3,557,620,188.94","6,247,848,230.82","8,831,383,233.40","2,080,030,768.63","4,318,516,477.08","6,983,334,879.99","10,332,527,739.53","2,556,943,599.56","4,751,129,073.65","6,974,509,290.82","9,923,156,252.15","2,870,562,680.61","5,435,604,684.87","7,290,141,991.56","10,564,256,235.16","2,813,870,684.75","4,241,293,721.53","7,120,577,824.05","11,697,510,001.70","4,338,200,325.38","8,342,705,076.52"
二、营业利润,"-12,013,202.43","-29,059,176.25","-44,394,886.56","-74,930,681.62","-32,091,133.74","-51,227,822.88","-71,696,870.88","-153,144,657.92","-12,495,801.07","-44,238,156.71","-55,661,384.17","-44,800,918.46","-13,892,821.63","-17,578,936.27","-20,080,492.28","-97,671,212.20","-1,704,136.81","-2,041,061.80","103,343,375.10","188,590,734.13","51,133,041.98","98,540,941.86","165,826,141.97","234,464,454.20","34,744,458.41","80,869,579.26","159,261,532.99","178,880,105.20","39,106,233.38","79,485,595.69","136,969,126.80","164,846,797.33","35,980,547.06","85,410,954.86","148,157,615.83","397,187,047.86","203,534,772.34","687,748,956.86","964,046,461.37","1,412,810,959.80","114,355,482.22","491,077,712.23","961,695,703.30","1,329,033,196.88","109,084,128.48","101,931,432.14"
减:营业成本,"41,505,739.06","71,635,724.71","89,778,832.48","105,449,638.22","16,015,608.42","29,666,835.23","35,711,436.44","96,673,816.84","14,734,470.36","22,813,975.72","33,961,174.41","74,632,854.31","15,403,210.76","44,270,884.06","65,418,710.52","158,814,908.93",,,"778,485,654.06","2,239,518,149.35","1,209,432,397.50","2,271,683,034.52","3,756,812,889.57","6,002,702,483.62","1,455,567,100.70","3,354,931,531.84","5,903,936,290.65","8,358,745,921.87","1,954,686,270.23","4,081,608,701.70","6,617,934,355.09","9,831,336,392.84","2,448,795,238.87","4,505,710,839.81","6,597,684,187.03","9,145,536,968.87","2,549,795,676.98","4,458,037,314.44","6,027,491,320.34","8,600,270,806.01","2,600,052,936.52","3,848,270,239.94","6,190,442,909.44","9,998,693,532.30","4,152,713,729.37","7,963,831,448.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,"1,406.33","75,892.57",,"66,242.14","67,223.93","342,560.50",,"24,816.12","41,818.11","1,412,789.54",,496.47,496.47,"296,280.95",,,"1,825,207.11","4,330,483.18","2,726,485.26","5,414,239.61","8,189,727.56","10,598,300.57","3,526,550.35","6,111,486.13","9,713,125.20","13,186,211.16","2,874,765.41","6,459,631.89","12,426,919.44","21,624,244.86","6,683,823.10","12,674,244.80","17,452,533.65","30,583,329.57","12,200,699.77","22,417,260.39","26,681,615.27","40,458,005.46","6,676,991.25","11,313,456.51","20,700,527.14","34,745,900.65","8,878,787.37","12,028,722.15"
营业外收入,"28,320.84","294,729.04","748,003.80","118,130,421.81","109,118.49","173,739.56","607,975.77","598,941.00","1,144.00","3,502.00","5,632.00","63,780,263.69","571,017.81","571,017.81","695,117.81","2,658,320.94","398,828,541.07","398,828,541.07","399,307,414.92","408,572,976.20","183,346.44","385,079.47","3,839,043.99","7,970,433.38","2,621,786.40","2,630,788.97","9,841,224.97","13,751,593.67","4,470,252.19","7,883,085.50","9,889,071.41","14,257,921.85","4,117,720.50","3,760,680.08","5,735,835.16","8,887,375.47","8,169,086.90","16,630,957.86","41,937,831.44","30,091,258.78","33,931,495.20","37,240,164.42","53,611,270.80","22,429,027.35","44,849,852.07","72,724,122.30"
销售费用,"1,749,197.66","3,451,826.53","5,043,390.48","6,105,443.98","1,877,868.15","3,565,787.17","2,937,642.40","5,910,057.00","977,815.05","1,400,195.19","1,887,997.25","3,342,971.89","1,301,135.91","2,624,384.67","4,265,694.11","5,862,462.67",709.00,"2,261.00","13,852,574.66","34,558,258.98","16,326,363.76","39,313,656.27","66,189,442.88","97,608,265.96","30,594,516.80","65,420,549.91","105,183,429.39","150,257,062.90","50,613,094.13","95,806,260.46","133,678,836.78","186,410,019.78","46,030,745.91","80,641,241.99","123,261,381.95","165,735,650.53","56,304,404.94","100,413,459.48","110,935,129.82","184,132,649.46","39,168,812.02","84,238,271.55","133,038,062.99","179,322,379.98","41,135,674.67","87,058,602.57"
减:营业外支出,800.00,"2,499.55","10,285.14","23,933,995.86","11,676.25","74,858.19","74,858.19","20,276,499.36",,"9,461.19","8,235,975.19","8,848,580.18","4,834.44","34,161.16","34,161.16","67,760,476.51",,,"795,899.40","901,902.50","28,461.99","54,965.78","102,558.76","173,692.83","5,467.39","20,572.94","26,026.90","418,186.08","71,221.51","218,033.12","258,158.12","349,776.22",140.82,"246,118.50","5,284,997.87","6,687,582.75",472.15,"27,521.68","622,752.28","815,287.50","136,321.39","264,657.23","304,300.41","5,422,056.33","111,769.12","956,686.07"
管理费用,"4,064,347.88","12,075,628.90","18,529,958.31","18,511,148.03","4,282,854.99","8,040,685.74","12,056,305.28","13,729,302.41","2,265,498.58","5,967,339.11","8,940,345.50","10,869,974.64","4,939,226.68","8,660,582.55","11,182,923.73","19,043,752.71","1,773,511.38","2,488,422.22","14,426,805.66","35,622,113.61","8,537,166.29","20,105,659.76","30,176,684.78","41,358,295.60","10,483,202.33","31,683,475.65","44,579,560.30","57,968,133.80","13,913,834.01","32,639,519.60","46,609,146.89","74,320,759.70","15,725,551.21","37,662,987.77","55,780,851.71","100,793,096.87","34,033,379.80","68,736,055.75","101,102,111.07","157,063,103.27","30,046,815.11","67,421,042.10","106,571,671.46","156,330,324.36","33,939,429.12","78,901,531.82"
其中:非流动资产处置净损失,,,,,,,,"61,006.96",,,,,,,,,,,,,,,,,,,,,,,,"46,780.05",,,,"125,699.83",,,"560,228.97","637,631.31",,,"124,046.36",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
