科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"39,473,336.71","55,621,042.34","33,708,778.58","52,437,924.83","69,385,553.83","25,447,415.33","43,511,010.36","62,239,219.01","83,217,613.49","23,186,151.74","44,409,612.55","68,923,610.78","94,482,096.21","30,767,539.18","54,724,902.31","80,768,502.21","108,385,244.79","32,029,716.33","59,512,497.11","87,665,303.98","119,283,630.85","36,043,877.11","66,129,539.74","97,481,419.70","132,209,687.98","37,757,153.90","69,390,004.18","104,037,602.55","140,060,869.35","42,286,344.49","74,497,514.04","108,191,250.65","142,583,898.65","38,691,095.40","67,111,418.85","103,172,802.56"
取得借款收到的现金,"240,400,000.00","101,879,090.00","66,349,756.78","928,549,756.78","55,779,546.68",,"20,000,000.00","20,000,000.00","30,000,000.00",,,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,
支付的各项税费,"23,406,006.10","53,666,272.10","26,261,002.52","46,433,832.59","58,958,399.98","3,347,570.81","11,189,780.83","28,752,827.06","46,260,432.78","7,878,085.46","28,246,498.75","45,076,269.95","64,719,692.59","9,819,156.40","23,107,976.88","40,707,774.71","57,056,730.49","7,956,454.20","21,347,575.01","39,444,414.59","63,003,029.81","7,355,135.10","9,467,023.84","25,407,543.05","40,233,160.53","50,319,277.80","19,903,641.22","30,084,871.33","85,700,629.97","6,056,571.25","17,080,647.62","76,905,597.06","87,260,328.17","18,520,652.77","28,922,211.03","39,047,780.16"
收到其他与筹资活动有关的现金,,,"10,000,000.00","10,000,000.00","10,000,000.00",,"4,449,756.78","8,044,461.70","5,879,546.68",,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"31,983,889.92","47,076,769.68","16,950,433.82","36,275,709.11","51,560,275.61","9,817,431.75","20,642,893.66","24,613,635.83","45,451,300.11","6,546,110.44","19,400,501.41","32,893,674.54","42,779,987.59","7,405,928.81","18,547,366.97","28,753,739.43","41,104,195.16","8,837,839.68","20,064,533.41","32,797,113.37","41,540,699.33","6,714,772.25","17,946,678.25","30,137,987.59","41,633,906.45","8,364,733.70","23,074,531.10","40,353,500.13","51,113,773.14","9,791,742.20","22,529,169.82","38,235,783.87","60,102,010.68","35,676,018.78","28,922,619.10","42,787,373.36"
筹资活动现金流入小计,"240,400,000.00","101,879,090.00","76,349,756.78","953,549,756.78","909,681,546.68",,"24,449,756.78","28,044,461.70","35,879,546.68",,,,"10,788,360.00",,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,
经营活动现金流出小计,"852,104,857.91","861,497,276.37","423,741,934.82","774,892,308.16","986,160,375.29","228,457,577.60","474,024,815.43","787,984,740.66","1,058,192,958.78","233,487,457.10","568,243,322.78","925,627,966.34","1,207,856,268.00","247,861,443.13","568,352,229.20","903,814,589.84","1,213,166,748.00","223,336,228.31","539,498,563.96","858,516,634.77","1,145,698,522.10","243,493,579.43","543,333,760.74","859,307,681.58","1,177,603,527.51","254,514,391.63","591,374,568.89","904,335,098.87","1,267,462,547.60","208,334,015.09","560,790,391.42","857,672,036.12","1,186,064,065.09","296,984,087.47","529,062,027.41","895,783,171.23"
偿还债务支付的现金,"238,300,000.00","104,100,000.00","71,386,424.80","987,486,424.80","113,286,424.80","20,000,000.00","37,449,756.78","57,449,756.78","85,871,876.45","10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,"20,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,
经营活动产生的现金流量净额,"92,420,976.23","97,654,510.29","88,720,670.77","105,821,662.80","127,388,698.32","-24,327,665.36","26,832,008.36","49,853,668.75","77,422,957.21","-11,202,857.94","26,347,579.95","36,935,356.01","88,207,640.63","-3,322,693.07","38,240,813.17","97,088,797.99","136,115,956.94","5,056,860.31","56,321,975.25","83,153,437.95","118,849,932.68","23,580,840.34","64,050,396.53","60,205,309.02","63,321,643.71","-46,280,172.80","5,967,450.68","2,417,248.69","-24,360,494.42","-1,690,272.69","-22,460,369.48","-41,108,725.74","-41,766,304.28","-58,839,822.94","-11,633,155.60","-35,966,160.63"
分配股利、利润或偿还利息支付的现金,"30,467,949.68","11,175,498.13","3,994,939.54","5,537,476.76","6,583,976.76","1,040,900.00","48,995,052.24","49,873,560.24","50,409,778.22","307,050.00","25,493,955.00","25,493,955.00","25,493,955.00",,"9,849,004.50","37,632,000.00","37,695,270.00",,"18,491,425.60","50,260,360.00","50,260,360.00","149,333.33","20,518,981.15","50,688,354.44","50,687,078.04",,"75,391,023.60","75,391,159.60","75,390,540.00",,"20,651,425.60","50,260,360.00","50,260,360.00",,"20,651,427.74","50,260,360.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"10,000,000.00","4,449,756.78","5,099,756.78","6,959,546.68","4,080,000.00","11,194,704.92","11,194,704.92","8,500,000.00",,,,,,"580,800.00","580,800.00","834,900.00","7,145,292.00","7,145,292.00","7,145,292.00","6,891,192.00",,,,,"1,459,198.18",,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"149,397.26",,,,,,,,,,,,,,,
筹资活动现金流出小计,"268,767,949.68","125,275,498.13","79,831,121.12","998,123,658.34","126,829,948.24","25,120,900.00","97,639,513.94","118,518,021.94","144,781,654.67","10,307,050.00","55,493,955.00","55,493,955.00","55,493,955.00",,"10,429,804.50","38,212,800.00","38,530,170.00","7,145,292.00","25,636,717.60","57,405,652.00","57,151,552.00","149,333.33","40,518,981.15","80,688,354.44","80,687,078.04","1,459,198.18","75,391,023.60","75,391,159.60","75,390,540.00",,"20,651,425.60","50,260,360.00","50,260,360.00",,"20,651,427.74","50,260,360.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"7,745,216.50","585,192.80","8,460.00","71,492.00","73,942.00","235,660.00","255,062.00","480,140.00","28,359,805.50","497,306.50","478,062.41","568,359.66","568,555.81","80,000.00","82,550.00","77,139.99","219,592.27","6,858.89","26,554.56","26,554.56","181,554.56","1,376.72","1,294.00","244,739.51","245,396.83",,"70,782.48","70,558,424.30","272,917.28","1,248,725.64","3,849,263.81","5,573,706.45","6,160,770.65","1,508,704.47","751,974.16","1,245,544.81"
筹资活动产生的现金流量净额,"-28,367,949.68","-23,396,408.13","-3,481,364.34","-44,573,901.56","782,851,598.44","-25,120,900.00","-73,189,757.16","-90,473,560.24","-108,902,107.99","-10,307,050.00","-55,493,955.00","-55,493,955.00","-44,705,595.00",,"-10,429,804.50","-38,212,800.00","-38,530,170.00","-7,145,292.00","-25,636,717.60","-57,405,652.00","-57,151,552.00","29,850,666.67","-10,518,981.15","-50,688,354.44","-50,687,078.04","-1,459,198.18","-75,391,023.60","-75,391,159.60","-75,390,540.00",,"-20,651,425.60","-50,260,360.00","-50,260,360.00",,"-20,651,427.74","-50,260,360.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"6,656.97",-17.79,"2,525.17",463.08,,"-1,130.41","-10,062.55","6,640.00","2,536.03","-1,245.03","-4,740.50","-2,360.73",-464.80,724.93,"8,728.92",-10.37,-20.15,103.56,132.14,-175.52,49.35,48.63,-112.74,19.22,19.62,-4.45,199.14,307.89,-25.85,-25.11,142.77,343.67,,,
收到其他与投资活动有关的现金,,,,,,"2,432,750.00","2,432,750.00","2,574,180.00","3,652,750.00","5,900,000.00","7,450,000.00","7,450,000.00","7,850,000.00","7,600,000.00","2,906,589.59","2,870,000.00","3,270,000.00","1,200,000.00","1,200,000.00","1,222,914.49","35,190,400.00","58,152,845.00","149,092,445.00","189,185,845.00","510,717,104.00","581,326,830.82","867,250,311.97","1,041,966,430.80","1,238,307,230.29","365,000,000.00","823,626,162.28","1,117,138,816.46","1,456,366,627.57","348,734,610.41","666,805,753.95","878,171,533.74"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,745,216.50","585,192.80","8,460.00","71,492.00","73,942.00","2,668,410.00","2,687,812.00","3,054,320.00","32,012,555.50","6,397,306.50","7,928,062.41","8,018,359.66","8,418,555.81","7,680,000.00","2,989,139.59","2,947,139.99","3,489,592.27","1,206,858.89","1,226,554.56","1,249,469.05","35,521,351.82","58,154,221.72","149,093,739.00","189,430,584.51","510,962,500.83","581,326,830.82","867,321,094.45","1,112,524,855.10","1,238,580,147.57","366,248,725.64","827,475,426.09","1,122,712,522.91","1,462,527,398.22","350,243,314.88","667,557,728.11","879,417,078.55"
五、现金及现金等价物净增加额,"19,189,266.32","10,936,560.26","73,933,765.57","16,101,362.72","843,364,767.38","-51,277,865.38","-57,749,897.14","-144,548,118.77","-109,897,045.45","-25,541,617.81","-63,896,879.66","-84,009,412.21","-68,326,365.44","-93,457,868.49","-103,219,299.50","-191,439,013.20","-215,301,956.76","-43,455,073.53","-83,027,611.04","-158,976,064.28","-199,029,330.05","-40,352,784.71","210,240.52","-63,863,826.40","31,110,649.21","-56,867,790.53","-149,080,089.75","-182,235,036.01","-153,437,655.89","-77,237,404.08","25,039,505.11","-68,695,492.49","-7,970,626.48","-61,409,200.63","-45,143,330.22","-108,387,914.86"
购建固定资产、无形资产和其他长期资产支付的现金,"52,608,976.73","60,913,391.67","11,313,983.07","30,220,415.69","66,949,934.46","4,497,710.02","11,578,829.93","104,472,484.73","107,937,090.17","9,048,151.54","40,157,321.99","66,424,432.38","108,744,606.15","88,477,861.33","132,670,172.69","251,501,951.94","315,027,325.60","41,371,891.22","113,337,937.45","184,262,727.76","220,748,887.03","43,438,562.79","63,364,962.49","90,761,252.75","136,436,436.51","73,065,270.17","147,722,975.82","218,143,856.06","254,790,476.05","58,795,831.18","81,950,374.62","103,665,346.26","122,222,002.16","27,312,692.57","51,616,474.99","70,718,472.78"
期初现金及现金等价物余额,"49,670,827.91","68,860,094.23","79,796,654.49","79,796,654.49","79,796,654.49","923,161,421.87","923,161,421.87","923,161,421.87","923,161,421.87","813,264,376.42","813,264,376.42","816,364,376.42","813,264,376.42","748,038,010.98","744,938,010.98","744,938,010.98","744,938,010.98","532,565,954.22","532,565,954.22","532,565,954.22","529,636,054.22","333,536,624.17","330,606,724.17","330,606,724.17","330,606,724.17","361,717,373.38","361,717,373.38","361,717,373.38","361,717,373.38","219,392,467.49","208,279,717.49","208,279,717.49","208,279,717.49","200,309,091.01","200,309,091.01","200,309,091.01"
投资支付的现金,,,,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"7,000,000.00","7,000,000.00","2,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00",,"2,000,000.00","4,000,000.00"
期末现金及现金等价物余额,"68,860,094.23","79,796,654.49","153,730,420.06","95,898,017.21","923,161,421.87","871,883,556.49","865,411,524.73","778,613,303.10","813,264,376.42","787,722,758.61","749,367,496.76","732,354,964.21","744,938,010.98","654,580,142.49","641,718,711.48","553,498,997.78","529,636,054.22","489,110,880.69","449,538,343.18","373,589,889.94","330,606,724.17","293,183,839.46","330,816,964.69","266,742,897.77","361,717,373.38","304,849,582.85","212,637,283.63","179,482,337.37","208,279,717.49","142,155,063.41","233,319,222.60","139,584,225.00","200,309,091.01","138,899,890.38","155,165,760.79","91,921,176.15"
