科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,"297,656,250.00","498,457,340.00","635,829,220.00","2,190,920,940.00","1,491,261,510.00","759,249,250.00","1,048,062,780.00","666,600,000.00","1,055,517,450.00","972,896,100.00","975,005,000.00","1,016,519,550.00","1,219,427,600.00","892,143,000.00","334,364,000.00","444,693,750.00"
货币资金,"11,999,380,394.16","10,788,696,704.80","9,003,973,455.93","10,108,216,075.26","8,725,019,091.76","11,332,684,645.15","10,048,883,062.05","15,381,267,463.03","24,613,058,098.23","20,765,662,885.04","20,359,871,777.94","18,515,427,035.00","15,762,412,099.68","16,298,222,337.74","15,788,357,424.80","14,515,934,575.93","13,310,746,217.53","13,378,314,894.49","11,617,292,912.15","10,710,631,384.52","10,132,740,161.63","7,280,966,336.52","6,548,811,790.36","7,621,508,593.87","6,868,720,438.20","6,943,040,411.29","7,206,976,786.55","9,654,703,232.06","14,276,983,524.90","18,026,484,925.92","33,529,486,483.03","25,135,290,517.49","23,741,580,894.81","20,689,094,263.11","19,901,990,337.24","16,798,037,937.49","18,091,790,597.18","18,347,450,118.52","16,716,084,200.51","16,106,284,066.82","18,354,477,685.46","15,231,242,743.03"
其中：质押借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：客户资金存款,"11,159,449,296.75","8,452,515,866.72","5,894,306,883.14","7,392,199,101.97","6,014,016,682.39","7,810,860,009.24","7,331,898,390.96","11,831,375,897.54","12,534,996,170.08","9,609,015,712.11","10,585,250,748.66","9,085,545,287.52","7,509,778,569.64","8,583,984,506.26","7,812,992,968.64","6,514,811,720.45","5,651,340,224.89","6,227,279,182.26","5,507,876,847.75","5,200,463,110.72","5,945,182,138.14","5,582,375,750.55","5,088,614,308.78","4,720,143,828.43","5,763,841,899.81","5,677,494,503.95","6,125,062,249.55","8,585,064,333.30","10,496,798,007.52","16,122,911,991.72","28,731,010,295.02","20,586,916,953.22","19,463,415,480.63","18,114,897,218.83","18,077,397,351.61","14,549,409,834.85","13,671,958,823.18","12,801,228,863.05","12,630,583,556.56","12,233,835,553.41","10,779,155,492.09","12,250,913,208.70"
拆入资金,,,"400,000,000.00",,,,,"111,023,640.00",,,,"43,174,500.00",,,,,,,,,"100,000,000.00","600,000,000.00","705,000,000.00",,,,,,,,,,,,,,,,,,,
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,916,967,172.70","7,187,902,006.54","9,896,296,729.50","11,907,801,957.26","11,372,270,008.52","11,149,178,567.65","11,660,408,103.73","10,769,152,012.10"
结算备付金,"1,345,595,866.72","581,160,573.77","686,424,588.99","296,682,403.63","406,578,517.91","746,010,915.17","1,155,491,971.58","921,664,760.10","1,135,722,649.69","654,790,448.26","622,363,885.58","918,250,048.14","1,174,599,375.65","1,034,654,759.03","846,049,788.99","866,585,193.99","857,136,911.47","826,812,132.79","834,431,195.62","929,238,128.66","934,694,892.96","1,427,637,437.81","1,581,863,664.75","1,262,137,934.75","1,514,541,863.99","1,672,277,380.24","1,413,641,563.76","1,544,654,972.47","2,889,969,581.39","3,581,269,669.25","5,327,478,824.47","3,600,653,616.12","4,230,390,726.83","3,334,546,736.76","2,719,132,883.32","2,421,512,997.43","2,925,756,284.09","2,715,291,474.12","3,135,757,264.42","2,648,894,875.40","2,980,639,009.12","3,177,244,334.39"
衍生金融负债,"156,864,000.00","164,151,000.00",,,,,,,,,,,,,,,,,,,,,,"155,880.00",,"207,000.00",,,,,,,,,,,,"100,000.00",,,,
其中：客户备付金,"708,604,469.20","502,225,425.80","465,114,953.58","250,310,207.31","386,609,531.71","618,501,176.83","683,337,229.13","833,399,659.42","892,748,495.44","562,196,365.07","578,575,862.96",,"1,094,560,541.13","961,878,208.21",,,,,,,,,,,,,,,,,,,,,"2,456,568,256.65","2,126,349,385.73","2,654,535,649.17","2,459,107,419.68","2,759,169,456.98","2,281,924,129.93","2,417,316,812.50","2,349,193,740.74"
卖出回购金融资产款,"522,688,186.81","367,600,000.00","328,200,000.00","200,000,000.00","350,000,000.00",,,,,,,,,,,,,,,"11,354,000.00","69,214,000.00","1,079,747,631.65","1,560,724,130.00","1,413,391,250.00","2,098,255,354.99","3,408,160,639.00","3,606,338,490.85","6,786,629,996.50","11,285,265,302.80","12,413,630,554.40","13,726,415,504.90","8,529,298,449.25","5,717,597,157.00","5,656,242,337.50","3,724,449,356.90","4,052,260,880.00","4,285,290,080.00","5,769,145,457.50","5,987,430,227.50","8,996,186,940.24","9,183,710,097.50","13,129,470,575.00"
贵金属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吸收存款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拆出资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
