科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
取得借款收到的现金,"83,800,000.00","123,000,000.00","123,626,931.49","50,742,490.76","73,122,490.76","92,622,490.76","132,022,490.76","3,000,000.00","26,800,000.00","26,800,000.00","66,400,000.00","9,999,840.00","34,799,840.00","34,799,840.00","56,527,080.00","9,800,000.00","38,800,000.00","43,494,800.00","49,494,800.00","3,000,000.00","9,567,500.00","13,244,100.00",,,"5,500,000.00","13,280,000.00"
支付的各项税费,"11,822,402.03","12,319,361.28","19,239,342.35","6,259,217.44","10,429,921.83","16,524,921.28","18,818,113.20","3,812,426.53","9,149,748.50","14,693,996.93","20,879,678.55","4,145,392.50","11,470,427.31","18,612,888.23","26,259,364.61","5,346,201.01","11,998,383.21","16,384,362.40","25,627,025.01","7,573,797.06","13,472,072.50","22,065,229.79","32,290,669.60","6,153,185.59","15,556,476.12","20,480,769.17"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"19,244,100.00",,,
支付其他与经营活动有关的现金,"20,731,948.85","23,040,342.90","22,744,133.03","7,689,681.04","11,594,041.20","24,757,273.44","36,754,758.81","9,325,469.34","15,766,285.62","25,536,926.23","35,109,499.76","6,584,836.68","12,586,168.53","22,493,818.46","40,743,185.16","4,407,477.44","20,749,332.29","34,008,969.33","47,199,700.22","6,035,007.83","16,772,790.22","15,936,768.02","43,548,549.44","9,281,937.47","22,222,842.64","28,444,955.96"
筹资活动现金流入小计,"83,800,000.00","127,802,000.00","123,626,931.49","50,742,490.76","387,884,507.00","407,384,507.00","446,784,507.00","3,000,000.00","26,800,000.00","26,800,000.00","66,400,000.00","9,999,840.00","34,799,840.00","34,799,840.00","56,527,080.00","9,800,000.00","38,800,000.00","43,494,800.00","256,026,190.94","3,000,000.00","9,567,500.00","13,244,100.00","19,244,100.00","5,500,000.00","5,500,000.00","13,280,000.00"
经营活动现金流出小计,"184,084,122.06","281,127,633.58","315,538,676.87","85,077,486.91","156,446,131.74","245,041,465.93","295,734,290.09","93,249,698.82","169,756,258.44","250,162,956.96","321,160,738.13","92,923,590.26","183,985,172.83","277,455,195.95","358,586,496.86","89,839,537.53","178,151,883.76","278,972,427.31","348,667,267.47","93,907,665.78","186,390,612.26","282,698,479.04","390,955,012.82","99,895,750.67","204,524,076.02","315,180,993.34"
偿还债务支付的现金,"89,500,000.00","124,000,000.00","102,170,110.18","4,036,045.40","34,787,312.07","135,087,312.07","176,079,312.07",,"5,000,000.00","27,800,000.00","66,400,000.00","15,000,000.00","24,800,000.00","49,599,840.00","69,399,840.00","16,727,240.00","29,727,240.00","40,727,240.00","80,022,040.00",,"3,005,600.00","5,201,600.00",,"3,000,000.00","5,500,000.00","7,500,000.00"
经营活动产生的现金流量净额,"71,062,009.59","36,544,831.60","29,387,585.86","-14,074,623.02","-7,614,044.64","-17,488,949.38","6,939,685.36","-20,698,959.46","3,980,806.30","-2,876,297.58","28,434,780.82","-29,692,420.88","-28,412,928.60","-26,175,798.19","5,160,201.73","-15,946,770.63","1,664,709.22","-5,633,043.85","46,148,262.48","-17,194,165.33","-5,725,179.46","7,240,776.66","42,017,806.99","-7,239,513.09","-9,542,409.29","-2,134,409.87"
分配股利、利润或偿还利息支付的现金,"3,817,130.81","19,171,945.57","12,688,760.89","1,221,063.43","5,552,829.83","8,443,314.45","7,963,479.32","372,033.31","22,315,588.90","23,334,728.07","24,859,255.48","605,999.97","7,073,453.29","8,098,865.33","8,818,183.61","234,076.10","5,759,300.43","6,234,168.48","6,407,380.69",,"6,030,957.12","6,293,213.42","6,293,213.42",,"6,282,247.00","6,282,247.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"1,190,000.00","1,470,000.00","3,270,000.00",,"24,700,000.00","31,200,000.00"
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"360,000.00","1,710,000.00","1,710,000.00",,,,
取得投资收益收到的现金,,,,,,"1,374,752.27",,,,,,,,,,,,,,"1,653,640.29","1,930,790.97","3,110,514.26","3,791,196.06","4,910,260.28","5,760,298.64","9,423,543.63"
筹资活动现金流出小计,"93,317,130.81","143,171,945.57","114,858,871.07","5,257,108.83","40,340,141.90","143,530,626.52","184,042,791.39","372,033.31","27,315,588.90","51,134,728.07","91,259,255.48","15,605,999.97","31,873,453.29","57,698,705.33","78,218,023.61","16,961,316.10","35,486,540.43","46,961,408.48","86,429,420.69","360,000.00","10,746,557.12","13,204,813.42","6,293,213.42","3,000,000.00","11,782,247.00","13,782,247.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"39,230.77","345,000.00",,,"150,000.00","200,000.00","151,903.85",,"176,211.55","176,211.55","183,700.00","34,326.93","44,134.61","44,134.61","45,000.00","1,200.00","5,295.14","5,295.14","5,295.14","20,000.00","74,000.00","99,000.00","99,000.00","2,000.00","249,297.63","654,997.63"
筹资活动产生的现金流量净额,"-9,517,130.81","-15,369,945.57","8,768,060.42","45,485,381.93","347,544,365.10","263,853,880.48","262,741,715.61","2,627,966.69","-515,588.90","-24,334,728.07","-24,859,255.48","-5,606,159.97","2,926,386.71","-22,898,865.33","-21,690,943.61","-7,161,316.10","3,313,459.57","-3,466,608.48","169,596,770.25","2,640,000.00","-1,179,057.12","39,286.58","12,950,886.58","2,500,000.00","-6,282,247.00","-502,247.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"1,368,358.07","-1,591,841.85","-587,464.75","-145,272.02","-564,025.83","26,594.53","482,387.92","-278,806.65","-204,828.02","-463,025.15","117,639.10","254,535.11","198,527.17","-1,353,522.73","-458,705.94","-2,029,869.95","-317,429.79","125,888.03","187,760.96","295,070.40","361,923.05","487,310.70","576,823.04","98,479.96","320,167.71","101,160.47"
收到其他与投资活动有关的现金,"262,369.93","335,213.59","408,274.73","114,246.60","225,941.56","937,006.27",,"885,317.71",,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"301,600.70","680,213.59","408,274.73","114,246.60","375,941.56","2,511,758.54","151,903.85","885,317.71","176,211.55","176,211.55","183,700.00","34,326.93","44,134.61","44,134.61","45,000.00","1,200.00","5,295.14","5,295.14","5,295.14","1,673,640.29","3,194,790.97","4,679,514.26","7,160,196.06","4,912,260.28","30,709,596.27","41,278,541.26"
五、现金及现金等价物净增加额,"23,870,774.86","6,024,208.18","4,682,246.13","10,584,548.34","306,355,303.23","195,705,751.69","201,787,267.51","-33,866,634.91","-35,604,554.10","-68,776,045.34","-47,078,707.48","-45,632,058.24","-41,410,933.54","-70,648,776.59","-42,204,127.81","-32,982,592.68","-19,153,206.18","-39,087,079.50","171,889,227.23","-241,043,415.97","-241,048,615.90","-208,771,797.35","-220,679,032.04","-18,964,238.67","-17,852,617.04","-6,509,789.31"
购建固定资产、无形资产和其他长期资产支付的现金,"34,719,975.19","14,239,049.59","33,294,210.13","20,795,185.15","33,386,932.96","53,197,532.48","68,528,425.23","16,402,153.20","39,041,155.03","41,278,206.09","50,955,571.92","10,622,339.43","16,167,053.43","20,264,724.95","25,259,679.99","7,845,836.00","17,124,064.04","19,793,414.06","27,140,745.32","5,980,551.33","12,263,163.34","16,394,855.55","17,533,514.71","10,892,065.82","25,976,889.79","38,171,999.23"
期初现金及现金等价物余额,"10,636,124.74","34,506,899.60","40,531,107.78","45,213,353.91","45,213,353.91","45,213,353.91","45,213,353.91","247,000,621.42","247,000,621.42","247,000,621.42","247,000,621.42","199,921,913.94","199,921,913.94","200,921,913.94","199,921,913.94","157,717,786.13","157,717,786.13","157,717,786.13","157,717,786.13","329,607,013.36","329,607,013.36","329,607,013.36","329,607,013.36","108,927,981.32","108,927,981.32","108,927,981.32"
投资支付的现金,"4,624,087.50",,,,,,,,,,,,,,,,"5,495,196.28","9,125,196.28","15,708,136.28","222,477,410.00","225,437,930.00","204,823,830.00","11,151,230.00","6,543,400.00","7,080,834.94","7,080,834.94"
期末现金及现金等价物余额,"34,506,899.60","40,531,107.78","45,213,353.91","55,797,902.25","351,568,657.14","242,164,128.43","247,000,621.42","213,133,986.51","211,396,067.32","178,224,576.08","199,921,913.94","154,289,855.70","158,510,980.40","130,273,137.35","157,717,786.13","124,735,193.45","138,564,579.95","118,630,706.63","329,607,013.36","88,563,597.39","88,558,397.46","120,835,216.01","108,927,981.32","89,963,742.65","91,075,364.28","102,418,192.01"
