科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"249,044,932.74","309,252,136.55","339,129,742.04","64,991,501.07","141,777,710.45","218,703,096.21","289,954,921.33","68,215,046.05","164,103,722.12","236,539,430.44","333,659,599.53","59,937,246.14","148,211,107.85","240,183,046.07","339,493,000.60","70,618,820.34","162,926,079.36","255,917,427.27","367,469,266.72","72,948,472.49","173,161,830.23","274,109,750.53","415,814,842.47","90,433,976.70","190,625,176.70","307,625,857.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"1,199,980.00","1,200,000.00","1,199,980.00",,,,,,,
收到的税费返还,"249,654.76","1,095,344.35","1,172,565.66","433,856.89","821,122.05","821,122.05","822,101.02","223,066.88","834,584.32","866,433.97","2,724,183.06","578,813.89","1,260,605.27","1,708,925.81","3,049,393.48","797,054.02","4,148,409.28","3,785,693.08","4,014,627.48","95,900.98","95,900.98","199,347.61","199,347.61","580,858.65","580,858.65","580,858.65"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"254,700,000.00","1,800,000.00",,
收到其他与经营活动有关的现金,"5,851,544.15","7,324,984.28","4,623,955.03","5,577,505.93","6,233,254.60","8,028,298.29","11,896,953.10","4,112,626.43","8,798,758.30","9,880,794.97","13,211,736.36","2,715,109.35","6,100,531.11","9,387,425.88","21,204,304.51","2,476,892.54","12,742,104.34","13,636,263.11","23,331,635.75","3,669,126.98","7,407,701.59","15,630,157.56","16,958,629.73","1,641,402.23","3,775,631.38","4,839,867.01"
投资活动现金流出小计,"39,344,062.69","14,239,049.59","33,294,210.13","20,795,185.15","33,386,932.96","53,197,532.48","68,528,425.23","16,402,153.20","39,041,155.03","41,278,206.09","50,955,571.92","10,622,339.43","16,167,053.43","20,264,724.95","25,259,679.99","7,845,836.00","23,819,240.32","30,118,610.34","44,048,861.60","228,457,961.33","237,701,093.34","221,218,685.55","283,384,744.71","19,235,465.82","33,057,724.73","45,252,834.17"
经营活动现金流入小计,"255,146,131.65","317,672,465.18","344,926,262.73","71,002,863.89","148,832,087.10","227,552,516.55","302,673,975.45","72,550,739.36","173,737,064.74","247,286,659.38","349,595,518.95","63,231,169.38","155,572,244.23","251,279,397.76","363,746,698.59","73,892,766.90","179,816,592.98","273,339,383.46","394,815,529.95","76,713,500.45","180,665,432.80","289,939,255.70","432,972,819.81","92,656,237.58","194,981,666.73","313,046,583.47"
投资活动产生的现金流量净额,"-39,042,461.99","-13,558,836.00","-32,885,935.40","-20,680,938.55","-33,010,991.40","-50,685,773.94","-68,376,521.38","-15,516,835.49","-38,864,943.48","-41,101,994.54","-50,771,871.92","-10,588,012.50","-16,122,918.82","-20,220,590.34","-25,214,679.99","-7,844,636.00","-23,813,945.18","-30,113,315.20","-44,043,566.46","-226,784,321.04","-234,506,302.37","-216,539,171.29","-276,224,548.65","-14,323,205.54","-2,348,128.46","-3,974,292.91"
购买商品、接受劳务支付的现金,"124,875,510.40","211,839,071.14","232,956,987.88","62,130,103.33","112,143,506.04","169,552,508.24","193,692,649.32","66,033,397.11","115,166,014.46","165,274,812.27","205,401,881.99","63,125,105.62","124,274,118.32","184,031,895.04","224,326,504.67","61,775,106.05","110,653,868.15","177,070,210.35","207,062,690.97","61,665,948.46","119,234,182.98","189,454,057.72","240,928,858.04","60,792,083.69","122,038,154.85","200,295,087.11"
吸收投资收到的现金,,"4,802,000.00",,,"314,762,016.24","314,762,016.24","314,762,016.24",,,,,,,,,,,,"206,531,390.94",,,,,"5,500,000.00",,
支付给职工以及为职工支付的现金,"26,654,260.78","33,928,858.26","40,598,213.61","8,998,485.10","22,278,662.67","34,206,762.97","46,468,768.76","14,078,405.84","29,674,209.86","44,657,221.53","59,769,677.83","19,068,255.46","35,654,458.67","52,316,594.22","67,257,442.42","18,310,753.03","34,750,300.11","51,508,885.23","68,777,851.27","18,632,912.43","36,911,566.56","55,242,423.51","74,186,935.74","23,668,543.92","44,706,602.41","65,960,181.10"
