科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"24,958,931.08","67,315,213.86","113,659,143.56","37,451,925.26","77,760,077.61","106,449,662.41","130,453,606.94","30,646,750.13","65,488,730.01","97,714,472.43","137,485,718.88","46,444,024.01","99,982,971.19","149,760,138.08","201,158,224.48","66,781,584.53","134,685,821.76","194,286,433.39","261,665,706.25","82,702,544.43","174,072,797.59","256,977,872.40","341,588,994.26","100,869,277.92","211,232,637.75","310,345,276.53","419,192,307.11","143,644,823.94","306,800,696.70","458,038,630.15","642,958,094.54","173,899,570.50","338,310,223.96","508,055,444.54","732,385,953.38","228,870,931.85","459,877,533.10","699,819,282.35","993,774,660.04","289,117,486.16","591,448,031.50","873,683,216.10","1,128,738,902.66","286,586,180.45","559,940,284.82"
取得借款收到的现金,"10,000,000.00","10,000,000.00","51,800,000.00","30,000,000.00","40,532,700.00","40,532,700.00","40,532,700.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,"187,130,688.00","187,130,688.00","187,130,688.00","187,130,688.00","10,000,000.00","74,004,150.00","74,004,150.00","74,004,150.00","47,713,000.00","89,713,000.00","94,713,000.00","462,663,000.00","787,022,950.00","1,410,900,350.00","1,780,791,230.00","2,160,832,030.00","193,690,300.00","394,690,300.00","862,449,900.00","1,292,466,600.00","174,189,083.63","840,814,083.63","1,236,760,114.11","1,625,404,014.67","398,260,000.00","1,283,260,000.00","1,825,720,188.89","2,327,160,000.00","567,956,761.36","1,012,540,000.00"
支付的各项税费,"3,427,028.31","23,985,265.55","41,289,901.74","12,190,632.67","29,289,376.12","42,832,191.10","54,658,130.36","4,843,384.36","21,516,510.43","36,923,633.14","48,280,894.74","2,945,251.05","16,634,073.43","34,507,915.91","56,507,716.20","21,711,920.62","53,871,103.62","80,699,580.48","96,388,209.29","21,954,965.15","53,290,917.44","86,545,838.73","113,799,921.19","28,133,957.13","67,978,179.71","96,665,769.25","126,346,414.80","41,368,688.97","108,623,755.50","159,856,587.40","216,729,894.54","47,903,307.86","114,341,097.91","160,009,837.62","209,146,667.91","70,159,912.06","171,889,665.09","249,943,447.02","355,364,172.34","95,616,579.31","183,872,645.16","247,786,444.92","307,794,926.64","118,937,876.94","225,663,308.15"
收到其他与筹资活动有关的现金,,,,,,,,573.40,,"20,000.00","19,842,710.28","10,868,521.36","23,703,458.42","31,698,005.25","31,698,005.92","472,204.05","167,796.75","38,023,017.01","57,761,910.82","15,605,728.85","22,893,240.20","38,448,484.84","63,606,167.06","12,496,563.81","25,478,031.11","77,640,625.37","83,298,692.31","106,502,997.12","205,703,499.70","340,853,472.95","292,824,912.33","119,155,418.01","275,053,249.96","420,950,977.70","382,317,336.29","152,860,596.49","281,122,566.16","504,028,363.01","464,600,768.65","204,169,096.17","321,053,874.21","479,270,108.54","939,666,070.74","67,045,486.60","206,834,054.27"
支付其他与经营活动有关的现金,"26,186,996.50","35,290,872.45","46,218,133.71","41,196,053.51","36,846,764.33","65,723,758.87","86,767,922.65","23,427,928.43","47,135,797.88","69,403,624.12","64,032,235.68","22,313,237.60","51,077,514.38","87,700,826.89","118,615,031.70","35,279,209.95","82,511,863.16","130,780,981.64","127,485,456.39","50,100,072.44","108,667,870.95","166,230,087.00","226,074,716.23","47,197,392.34","110,695,304.79","172,038,138.24","240,000,402.92","90,348,568.60","191,566,087.06","293,876,554.12","372,485,047.54","99,315,098.61","192,959,896.81","406,226,608.21","476,167,448.04","167,287,488.64","306,395,329.69","472,288,171.87","631,493,932.26","192,935,863.07","415,263,710.80","643,326,607.30","770,384,024.77","197,241,373.42","410,792,965.67"
筹资活动现金流入小计,"10,000,000.00","10,000,000.00","51,800,000.00","30,000,000.00","834,195,100.00","834,195,100.00","834,195,100.00",573.40,"10,000,000.00","10,020,000.00","29,842,710.28","10,868,521.36","23,703,458.42","32,188,005.25","32,188,005.92","187,602,892.05","216,698,484.75","1,277,823,869.11","1,305,812,762.92","25,605,728.85","98,897,390.20","117,452,634.84","143,810,317.06","60,209,563.81","115,191,031.11","172,353,625.37","555,961,692.31","893,525,947.12","1,616,603,849.70","3,203,276,715.31","3,535,292,932.33","387,437,658.01","744,735,489.96","1,358,392,817.70","1,749,775,876.29","2,347,445,751.74","3,148,621,222.21","3,777,662,379.68","4,137,824,629.13","604,892,940.91","1,623,913,099.92","2,506,039,354.37","3,477,810,170.17","647,777,484.77","1,244,149,291.08"
经营活动现金流出小计,"339,005,990.44","800,087,509.44","1,442,286,030.96","410,341,864.80","947,328,779.70","1,414,172,356.94","1,717,592,286.79","185,217,374.19","425,144,252.53","661,820,979.03","945,244,342.86","436,537,001.73","816,132,525.56","1,232,600,656.92","1,620,530,261.41","387,540,679.89","828,076,525.19","1,597,118,897.30","2,248,318,172.70","606,015,877.35","1,164,151,962.57","1,878,350,638.27","2,623,106,629.11","697,707,247.86","1,327,108,110.20","2,221,126,527.86","3,161,677,689.19","995,563,775.75","1,884,837,433.88","2,918,859,787.70","3,998,987,180.80","1,133,763,952.93","2,266,205,632.63","3,496,722,296.43","4,777,014,188.86","1,515,598,150.30","2,979,004,562.49","4,606,014,262.20","5,971,287,249.01","1,838,932,599.21","4,130,443,315.52","6,219,470,462.98","8,134,295,352.48","2,213,853,369.43","4,490,307,109.71"
偿还债务支付的现金,"10,000,000.00","31,800,000.00","31,800,000.00","10,000,000.00","92,300,300.00","92,300,300.00","92,300,300.00",,,,"10,000,000.00",,,,,,"77,988,000.00","184,588,879.99","198,147,879.99","18,200,000.00","47,938,600.00","49,938,600.00","49,738,600.00","47,678,800.00","88,428,800.00","91,428,800.00","98,428,800.00","381,284,000.00","951,433,550.00","1,551,635,550.00","2,355,752,954.00","60,952,000.00","91,952,000.00","316,868,990.00","560,973,140.00","697,723,600.00","1,188,764,739.98","1,254,168,739.98","1,609,664,591.82","294,397,846.18","726,121,937.85","1,060,562,663.89","1,374,785,000.00","325,625,000.00","1,000,750,000.00"
经营活动产生的现金流量净额,"38,822,118.04","119,663,448.58","168,871,605.58","-7,218,700.22","-22,726,156.59","-142,584,210.69","-112,252,473.50","123,897,155.95","279,703,121.35","339,022,863.80","321,420,490.44","-64,512,578.49","6,027,364.75","59,291,233.53","67,406,983.76","50,058,529.00","245,108,177.42","200,456,404.45","127,274,858.33","19,003,503.90","277,229,854.43","355,443,347.17","333,218,417.72","18,052,648.97","376,584,547.74","406,360,334.75","468,674,963.21","-59,478,154.85","213,876,134.08","375,506,332.96","540,509,706.10","-114,211,355.86","-72,387,593.70","90,153,980.52","264,332,174.67","47,028,154.66","124,806,762.89","364,181,076.40","537,464,057.68","-39,675,326.57","-89,296,835.31","-46,748,759.78","138,323,955.18","-80,792,890.26","279,316,508.30"
分配股利、利润或偿还利息支付的现金,"478,341.00","908,612.00","14,552,542.66","1,318,619.27","3,265,120.87","3,314,919.30","2,618,935.96",,"100,872,900.00","100,984,680.00","101,021,130.00",,"115,008,067.26","126,264,012.16","126,000,000.00","113,897,025.43","125,111,288.51","126,440,558.99","126,561,699.56","644,097.21","170,664,553.82","190,044,045.64","189,066,145.73","781,485.40","98,322,947.81","104,048,610.40","105,395,869.30","4,620,341.26","158,864,090.30","208,914,496.69","247,954,712.59","225,148,405.79","245,237,921.87","437,574,054.41","457,233,167.25","18,158,601.31","159,879,352.73","259,944,535.48","308,321,259.78","12,266,256.45","219,460,541.33","245,262,583.96","292,843,015.37","32,492,186.68","329,294,895.56"
收回投资收到的现金,,"840,700.00","483,230.00","40,733,143.00","40,733,143.00","40,749,901.00",,,,,,,,,,,,,,,"1,157,470.89",,,,,,,,,,,,,,,,,,,,,"64,707,972.40",,,
支付其他与筹资活动有关的现金,"2,989.04",,"2,989.04","11,040.00","1,850,754.27","6,632,993.48","18,134,906.21","6,635,445.00","592,276.93","319,770.16","35,923,729.45","12,169,769.92","12,221,497.58","12,259,845.92","12,736,225.90","36,965,443.03","56,736,820.15","76,727,820.30","84,082,076.59","17,474,150.85","40,807,666.40","52,857,352.79","73,052,857.78","25,258,855.01","69,631,714.73","97,784,123.60","65,805,483.04","106,984,850.71","245,819,362.96","429,861,320.42","615,690,581.18","130,799,770.48","307,298,917.80","437,115,203.88","411,475,474.54","157,831,174.38","306,380,694.62","490,355,707.18","476,812,793.69","226,266,794.50","348,828,451.15","609,109,654.19","979,366,300.54","91,304,362.29","215,352,819.33"
取得投资收益收到的现金,,"687,983.50","3,429,654.15","7,970,754.93","8,166,805.53","8,290,117.25","2,000.00",,,"2,588.84","4,588.84",,"2,000.00","303,302.76","2,725,508.91","-177,200.03","1,366,201.71","1,370,114.83","1,840,639.00","457,411.58",,"1,157,470.89","1,157,470.89","514,616.17","1,014,878.22","1,252,992.84","1,508,394.87","330,929.25","359,412.81","2,943,676.34","6,734,747.19","3,031,720.01","3,088,710.61","6,482,852.52","21,547,413.35","96,893.66","1,430,087.07","3,547,112.41","28,157,591.46","3,383,230.42","3,436,155.98","4,842,775.58","4,088,512.16","374,942.93","2,146,646.55"
筹资活动现金流出小计,"10,481,330.04","32,708,612.00","46,355,531.70","11,329,659.27","97,416,175.14","102,248,212.78","113,054,142.17","6,635,445.00","101,465,176.93","101,304,450.16","146,944,859.45","12,169,769.92","127,229,564.84","138,523,858.08","138,736,225.90","150,862,468.46","259,836,108.66","387,757,259.28","408,791,656.14","36,318,248.06","259,410,820.22","292,839,998.43","311,857,603.51","73,719,140.41","256,383,462.54","293,261,534.00","269,630,152.34","492,889,191.97","1,356,117,003.26","2,190,411,367.11","3,219,398,247.77","416,900,176.27","644,488,839.67","1,191,558,248.29","1,429,681,781.79","873,713,375.69","1,655,024,787.33","2,004,468,982.64","2,394,798,645.29","532,930,897.13","1,294,410,930.33","1,914,934,902.04","2,646,994,315.91","449,421,548.97","1,545,397,714.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"80,000.00",,"11,600.00","11,600.00","11,600.00",,,"576,139.63",,,"5,706.91","38,782.71","103,782.71",,373.74,"4,373.74","4,373.74","147,495.35","1,911,359.11","1,926,022.11","869,225.98","10,620.00","10,620.00","149,120.00","439,032.00","23,770.00","137,830.00","183,668.00","354,998.00","20,350.00","23,060.00","70,627.80","513,931.96",,"10,000.00","15,680.54","1,336,656.39","58,316.19","625,679.09","12,958,800.52","12,906,109.86","39,337.86","683,676.31"
筹资活动产生的现金流量净额,"-481,330.04","-22,708,612.00","5,444,468.30","18,670,340.73","736,778,924.86","731,946,887.22","721,140,957.83","-6,634,871.60","-91,465,176.93","-91,284,450.16","-117,102,149.17","-1,301,248.56","-103,526,106.42","-106,335,852.83","-106,548,219.98","36,740,423.59","-43,137,623.91","890,066,609.83","897,021,106.78","-10,712,519.21","-160,513,430.02","-175,387,363.59","-168,047,286.45","-13,509,576.60","-141,192,431.43","-120,907,908.63","286,331,539.97","400,636,755.15","260,486,846.44","1,012,865,348.20","315,894,684.56","-29,462,518.26","100,246,650.29","166,834,569.41","320,094,094.50","1,473,732,376.05","1,493,596,434.88","1,773,193,397.04","1,743,025,983.84","71,962,043.78","329,502,169.59","591,104,452.33","830,815,854.26","198,355,935.80","-301,248,423.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,707,972.40",,
四、汇率变动对现金的影响,"-339,144.59","-1,371,336.91","-1,333,809.97","188,474.67","6,899,969.88","8,041,957.28","-2,705,977.61","-620,282.15","-867,587.46","-1,099,497.96","-1,271,404.27","-151,266.38","-574,061.08","-1,873,884.06","-3,477,904.60","774,176.76","2,048,684.53","3,383,036.50","12,732,965.61","5,216,925.66","9,136,664.40","9,325,077.20","8,623,621.42","-1,074,461.04","-169,755.23","4,011,947.84","15,047,041.13","10,788,303.69","17,323,792.82","20,094,764.56","20,400,674.08","7,131,707.56","17,057,957.75","23,824,526.48","18,013,306.45","1,103,001.28","4,411,036.98","5,613,767.52","7,050,194.69","-14,122.87","704,469.32","11,767,393.98","21,928,666.95","-2,806,779.71","12,838,405.72"
收到其他与投资活动有关的现金,,,,,,,"58,230,722.23",,"521,101.76","131,907.76","30,000,000.00",,,,,"847,587.87","1,295,463.76","1,295,463.76","1,295,463.76","3,431.59",,160.00,"48,688.92",,"40,068.62","280,068.62","390,068.62","30,550,000.00","70,600,000.00","175,899,792.06","876,600,000.00","500,300,000.00","530,805,500.00","705,805,500.00","1,277,617,251.50","67,665,263.00","346,500,000.00","391,100,000.00","695,234,137.50","302,000,060.24","377,861,398.30","415,076,896.71","509,474,714.63","136,516,057.27","380,248,024.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,528,683.50","3,992,884.15","48,703,897.93","48,911,548.53","49,051,618.25","58,244,322.23",,"521,101.76","710,636.23","30,004,588.84",,"7,706.91","342,085.47","2,829,291.62","670,387.84","2,662,039.21","2,669,952.33","3,140,476.50","608,338.52","3,068,830.00","3,083,653.00","2,075,385.79","525,236.17","1,065,566.84","1,682,181.46","2,337,495.49","30,904,699.25","71,097,242.81","179,027,136.40","883,689,745.19","503,352,070.01","533,917,270.61","712,358,980.32","1,299,678,596.81","67,762,156.66","347,940,087.07","394,662,792.95","724,728,385.35","305,441,606.85","381,923,233.37","497,586,445.21","591,177,309.05","136,930,338.06","383,078,346.86"
五、现金及现金等价物净增加额,"7,938,789.50","46,592,954.71","25,858,320.79","1,693,085.92","694,271,506.71","547,177,694.03","508,551,073.43","-1,249,024.75","148,446,587.86","179,756,464.73","139,535,151.74","-122,147,646.35","-267,869,651.63","-246,928,553.46","-315,910,376.61","65,198,309.51","160,701,371.75","1,006,320,138.53","828,521,570.10","-127,789,857.19","-85,802,810.64","-78,703,469.72","-143,759,069.08","-44,989,815.82","147,690,023.46","125,848,070.20","528,256,020.01","-526,197,770.05","-471,513,776.13","-432,139,757.02","-951,807,374.52","20,360,547.80","5,652,671.41","8,304,129.86","608,337,301.41","369,066,882.44","376,615,806.12","163,198,833.23","69,298,617.51","147,497,323.84","196,364,589.11","311,262,052.99","390,949,217.03","10,777,632.61","-611,997,080.37"
购建固定资产、无形资产和其他长期资产支付的现金,"30,062,853.91","49,950,528.46","144,742,355.72","24,650,927.19","41,361,661.03","64,678,238.07","89,486,655.52","15,159,642.40","39,257,075.06","67,794,485.38","93,516,374.10","56,182,552.92","169,791,055.79","198,338,635.57","244,107,027.41","23,044,314.46","45,978,262.48","89,246,122.03","185,906,704.42","113,156,106.06","185,601,991.42","240,185,274.24","282,164,932.36","48,981,532.61","88,593,663.99","165,292,133.11","181,511,183.45","64,153,928.09","146,078,909.83","206,765,641.25","293,333,911.18","76,771,078.38","127,254,483.77","285,771,704.31","417,405,903.20","85,644,949.27","281,684,275.96","477,233,490.09","813,621,981.91","176,205,615.62","305,620,653.21","533,987,849.78","653,042,342.66","122,007,174.09","195,078,281.76"
期初现金及现金等价物余额,"93,962,662.38","93,962,662.38","93,962,662.38","119,820,983.17","119,820,983.17","119,820,983.17","119,820,983.17","668,786,228.04","668,786,228.04","668,786,228.04","628,372,056.60","767,907,208.34","767,907,208.34","767,907,208.34","767,907,208.34","451,982,456.38","451,996,831.73","451,982,456.38","451,996,831.73","1,290,717,471.67","1,305,776,149.56","1,280,518,401.83","1,280,518,401.83","1,139,312,783.64","1,136,759,332.75","1,136,759,332.75","1,136,759,332.75","1,665,015,352.76","1,665,015,352.76","1,665,015,352.76","1,665,015,352.76","713,207,978.24","713,207,978.24","713,207,978.24","713,207,978.24","1,309,106,385.16","1,321,545,279.65","1,321,545,279.65","1,321,545,279.65","1,390,843,897.16","1,390,843,897.16","1,390,843,897.16","1,390,843,897.16","1,781,793,114.19","1,781,793,114.19"
投资支付的现金,,"568,700.00","6,374,471.55","34,000,000.00","34,227,836.44","34,539,390.46",,,,,,,"13,500.00","13,500.00","32,013,500.00",,,,,,"28,750,000.00","30,550,000.00","37,450,750.00",,,,"9,884,753.67",,,,"8,947,100.00","8,566,200.50","82,091,610.54","154,255,892.93","237,064,531.74","124,999,798.12","230,989,728.93","400,952,274.66","436,594,349.98",,"51,734,700.00","79,354,700.00","51,734,700.00",,
期末现金及现金等价物余额,"101,901,451.88","140,555,617.09","119,820,983.17","121,514,069.09","814,092,489.88","666,998,677.20","628,372,056.60","667,537,203.29","817,232,815.90","848,542,692.77","767,907,208.34","645,759,561.99","500,037,556.71","520,978,654.88","451,996,831.73","517,180,765.89","612,698,203.48","1,458,302,594.91","1,280,518,401.83","1,162,927,614.48","1,219,973,338.92","1,201,814,932.11","1,136,759,332.75","1,094,322,967.82","1,284,449,356.21","1,262,607,402.95","1,665,015,352.76","1,138,817,582.71","1,193,501,576.63","1,232,875,595.74","713,207,978.24","733,568,526.04","718,860,649.65","721,512,108.10","1,321,545,279.65","1,678,173,267.60","1,698,161,085.77","1,484,744,112.88","1,390,843,897.16","1,538,341,221.00","1,587,208,486.27","1,702,105,950.15","1,781,793,114.19","1,792,570,746.80","1,169,796,033.82"
