科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"207,953,209.92","279,319,654.90","270,625,793.27","175,807,524.19","311,151,437.92","489,969,841.33","95,013,254.75","246,817,640.37","404,162,275.57","497,047,621.75","72,593,903.44","192,178,949.76","284,636,750.00","408,727,075.08","53,507,224.63"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,417.40,"8,959.32",,,,,,,643.33,,,"21,007.68","21,007.68",,
支付其他与投资活动有关的现金,,,,,,,,,"37,335.21",,,,880.00,"1,030,000,000.00","100,000,000.00"
收到其他与经营活动有关的现金,"21,272,632.95","4,662,010.67","7,805,283.70","1,737,089.70","6,097,266.81","5,073,520.47","2,986,592.21","4,114,147.52","13,994,293.09","26,100,727.10","1,424,043.65","1,444,248.23","7,143,578.12","12,912,049.03","1,287,723.47"
投资活动现金流出小计,"43,387,391.51","115,499,838.57","58,120,333.05","39,107,336.04","49,066,083.38","75,063,482.68","13,843,100.92","29,812,092.43","35,353,092.49","62,830,557.37","13,818,355.35","30,012,899.74","59,397,260.68","1,105,299,631.15","119,251,043.73"
经营活动现金流入小计,"229,226,260.27","283,990,624.89","278,431,076.97","177,544,613.89","317,248,704.73","495,043,361.80","97,999,846.96","250,931,787.89","418,157,211.99","523,148,348.85","74,017,947.09","193,644,205.67","291,801,335.80","421,639,124.11","54,794,948.10"
投资活动产生的现金流量净额,"-43,383,891.51","-115,499,838.57","-58,117,833.05","-39,107,336.04","-49,066,083.38","-75,063,482.68","-13,715,304.00","-29,763,092.43","-35,225,295.57","-62,781,557.37","-13,818,355.35","-27,590,406.37","-53,857,009.79","-66,351,780.37","-116,804,783.22"
购买商品、接受劳务支付的现金,"59,160,929.42","141,400,671.87","71,028,594.99","50,970,037.92","128,518,667.18","200,350,933.35","42,287,316.02","122,495,400.33","186,524,402.62","233,178,828.59","30,712,794.84","55,226,582.57","80,986,723.57","160,116,462.81","19,705,133.82"
吸收投资收到的现金,"107,949,365.02","13,500,000.00",,,,"357,365,200.00",,,,,,,,,
支付给职工以及为职工支付的现金,"38,786,667.57","48,204,436.54","52,865,885.57","32,667,999.02","44,394,458.62","70,978,258.28","23,588,430.73","41,366,004.43","56,784,712.13","90,284,345.68","31,631,311.52","53,578,691.09","74,456,360.30","107,670,806.68","36,380,535.07"
取得借款收到的现金,,"50,000,000.00","35,000,000.00","74,559,494.20","87,293,900.00","87,293,900.00",,,,,,"28,000,000.00","28,000,000.00","88,000,000.00",
支付的各项税费,"35,760,750.02","43,962,578.63","32,413,140.74","20,922,436.44","38,980,001.80","52,370,230.98","15,187,692.51","30,672,728.52","51,270,795.02","60,698,373.62","8,875,318.12","20,115,258.17","32,390,698.58","45,367,255.74","7,237,594.20"
收到其他与筹资活动有关的现金,,"3,422,940.00","523,500.00","2,400,000.00","2,400,000.00","4,661,100.00",,,"1,122,980.85",,,,,,
支付其他与经营活动有关的现金,"31,078,327.06","12,567,848.14","9,190,309.47","11,354,024.60","13,257,658.28","16,470,678.43","9,172,443.19","11,144,714.91","33,064,975.28","26,659,183.67","9,157,871.63","18,364,509.92","28,018,775.50","24,245,584.53","12,398,772.04"
筹资活动现金流入小计,"107,949,365.02","66,922,940.00","35,523,500.00","76,959,494.20","89,693,900.00","449,320,200.00",,,"1,122,980.85",,,"28,000,000.00","28,000,000.00","88,000,000.00",
经营活动现金流出小计,"164,786,674.07","246,135,535.18","165,497,930.77","115,914,497.98","225,150,785.88","340,170,101.04","90,235,882.45","205,678,848.19","327,644,885.05","410,820,731.56","80,377,296.11","147,285,041.75","215,852,557.95","337,400,109.76","75,722,035.13"
偿还债务支付的现金,"5,000,000.00","10,000,000.00","80,000,000.00",,"10,000,000.00","50,000,000.00","12,293,900.00","52,293,900.00","52,293,900.00","52,293,900.00",,,,,
经营活动产生的现金流量净额,"64,439,586.20","37,855,089.71","112,933,146.20","61,630,115.91","92,097,918.85","154,873,260.76","7,763,964.51","45,252,939.70","90,512,326.94","112,327,617.29","-6,359,349.02","46,359,163.92","75,948,777.85","84,239,014.35","-20,927,087.03"
分配股利、利润或偿还利息支付的现金,"36,066,968.05","85,686,672.76","45,611,405.16","41,951,248.27","42,520,115.72","43,078,186.52","276,321.15","55,549,432.26","55,670,028.92","55,549,432.26",,"73,761,166.76","73,830,622.32","74,446,433.34","817,000.00"
收回投资收到的现金,,,,,,,,,,,,,,,"2,239,465.99"
支付其他与筹资活动有关的现金,,,,,,"7,187,000.00",,,"41,321.16",,,,"98,700.00",,
取得投资收益收到的现金,,,,,,,,,,,,,,"8,947,850.78","206,794.52"
筹资活动现金流出小计,"41,066,968.05","95,686,672.76","125,611,405.16","41,951,248.27","52,520,115.72","100,265,186.52","12,570,221.15","107,843,332.26","108,005,250.08","107,843,332.26",,"73,761,166.76","73,929,322.32","74,446,433.34","817,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,500.00",,"2,500.00",,,,,"49,000.00",,"49,000.00",,,,,
筹资活动产生的现金流量净额,"66,882,396.97","-28,763,732.76","-90,087,905.16","35,008,245.93","37,173,784.28","349,055,013.48","-12,570,221.15","-107,843,332.26","-106,882,269.23","-107,843,332.26",,"-45,761,166.76","-45,929,322.32","13,553,566.66","-817,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,"127,796.92",,"127,796.92",,,"2,422,493.37","5,540,250.89","1,030,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,500.00",,"2,500.00",,,,"127,796.92","49,000.00","127,796.92","49,000.00",,"2,422,493.37","5,540,250.89","1,038,947,850.78","2,446,260.51"
五、现金及现金等价物净增加额,"87,938,091.66","-106,408,481.62","-35,272,592.01","57,531,025.80","80,053,584.16","428,864,791.56","-18,521,560.64","-92,353,484.99","-51,595,237.86","-58,297,272.34","-20,177,704.37","-26,992,409.21","-23,837,554.26","31,440,800.64","-138,548,870.25"
购建固定资产、无形资产和其他长期资产支付的现金,"43,387,391.51","109,899,838.57","58,120,333.05","39,107,336.04","49,218,118.97","75,063,482.68","13,843,100.92","29,812,092.43","35,315,757.28","62,830,557.37","13,818,355.35","30,012,899.74","59,396,380.68","75,299,631.15","19,251,043.73"
期初现金及现金等价物余额,"96,907,843.50","184,845,935.16","78,437,453.54","43,164,861.53","43,164,861.53","43,164,861.53","472,829,653.09","472,029,653.09","472,829,653.09","472,029,653.09","414,532,380.75","413,732,380.75","413,732,380.75","413,732,380.75","445,173,181.39"
投资支付的现金,,"5,600,000.00",,,,,,,,,,,,,
期末现金及现金等价物余额,"184,845,935.16","78,437,453.54","43,164,861.53","100,695,887.33","123,218,445.69","472,029,653.09","454,308,092.45","379,676,168.10","421,234,415.23","413,732,380.75","394,354,676.38","386,739,971.54","389,894,826.49","445,173,181.39","306,624,311.14"
