科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"809,887,663.38","759,700,234.39","1,099,632,138.31","712,715,729.09","1,034,497,147.21","1,286,631,767.16","319,705,495.87","646,585,170.35","977,289,758.19","1,242,826,658.30","336,244,307.54","616,152,469.68","1,006,388,052.47","740,230,999.17","167,022,567.04","417,873,693.40","661,468,795.80","859,065,858.25","182,142,070.40","451,768,218.15","724,657,100.89","997,035,119.31","254,881,244.97","638,129,785.55","949,451,848.18","1,183,194,420.01","248,967,424.48","464,303,721.34","739,692,465.35","1,120,403,417.93","237,048,508.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"19,789,578.08","28,789,578.08","28,789,578.08","29,854,171.48","94,123,003.90","113,966,276.98","113,966,276.98","119,321,277.35",,,,"10,581,293.91",,,,,
收到的税费返还,"889,822.78","987,616.13","1,861,728.37","277,083.65","498,750.57","609,584.03","166,250.19","772,290.38","1,093,957.30","1,210,207.49","3,484,349.94","6,619,188.19","10,332,747.69","12,153,641.90","3,367,344.16","7,892,401.80","12,299,891.46","15,601,162.31","1,285,047.35","3,631,072.60","4,710,837.07","4,775,109.12","537,254.74","3,814,927.68","539,115.91","537,254.74","596,524.12","761,247.45","1,284,619.12","635,552.31","1,505,879.39"
支付其他与投资活动有关的现金,,,"1,286,020.00",,,,"45,051.50",,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"40,191,825.79","10,837,723.15","34,562,762.50","4,244,747.31","11,087,022.86","48,126,462.13","25,480,201.10","54,800,877.56","69,578,539.60","98,147,193.35","5,451,323.97","33,657,863.37","50,282,642.58","52,924,986.20","20,258,539.26","30,635,905.78","57,619,150.83","59,242,511.62","8,431,250.53","14,858,971.62","30,961,152.21","26,030,205.77","19,974,419.05","11,903,886.04","94,776,216.04","27,512,572.29","37,264,553.41","23,849,293.20","30,904,884.40","33,293,692.98","8,867,434.18"
投资活动现金流出小计,"56,023,023.25","41,267,797.63","81,351,267.57","127,155,725.70","208,507,578.33","261,803,339.65","67,244,534.70","127,249,323.45","188,010,752.51","409,095,765.91","331,064,350.59","660,635,946.36","1,216,350,432.24","342,978,557.17","104,631,319.10","148,786,596.09","262,627,941.03","367,310,308.86","130,572,912.60","168,175,240.60","210,266,801.62","220,498,537.71","6,793,091.21","20,636,444.34","30,605,973.86","42,816,804.26","4,891,496.23","7,261,131.43","12,596,567.97","230,494,954.92","21,846,792.41"
经营活动现金流入小计,"850,969,311.95","771,525,573.67","1,136,056,629.18","717,237,560.05","1,046,082,920.64","1,335,367,813.32","345,351,947.16","702,158,338.29","1,047,962,255.09","1,342,184,059.14","345,179,981.45","656,429,521.24","1,067,003,442.74","805,309,627.27","190,648,450.46","456,402,000.98","731,387,838.09","933,909,532.18","191,858,368.28","470,258,262.37","760,329,090.17","1,027,840,434.20","275,392,918.76","653,848,599.27","1,044,767,180.13","1,211,244,247.04","286,828,502.01","488,914,261.99","771,881,968.87","1,154,332,663.22","247,421,822.34"
投资活动产生的现金流量净额,"-53,048,918.25","-36,495,998.12","-79,846,626.27","-127,077,725.70","-208,407,578.33","-261,720,430.83","-67,138,534.70","-127,141,123.45","-187,902,552.51","-408,312,222.11","-220,676,184.61","-379,639,858.56","-674,418,792.10","-339,725,184.41","-104,615,319.10","-148,744,016.09","-262,585,361.03","-355,962,265.01","-130,552,932.60","-168,149,260.60","-210,218,621.62","-133,529,557.71","-6,678,091.21","-20,252,442.34","-29,484,308.26","-16,505,748.36","35,113,110.82","32,753,475.62","33,841,039.08","-47,931,003.34","38,571,834.21"
购买商品、接受劳务支付的现金,"605,636,774.23","571,046,606.55","854,140,355.23","558,358,012.56","804,887,203.11","955,571,172.04","179,459,388.23","406,981,839.47","653,206,122.12","876,824,053.42","265,780,016.77","513,439,574.29","899,189,682.81","651,484,288.10","94,273,771.27","229,010,350.51","408,710,984.28","592,265,442.53","134,697,190.10","239,574,761.43","402,124,722.65","618,276,718.18","175,357,855.66","391,253,767.40","583,277,193.82","633,338,976.81","212,466,511.02","390,619,386.15","551,048,521.27","758,624,419.84","166,933,337.94"
吸收投资收到的现金,,,"4,000,000.00","1,538,500,000.00","1,541,099,776.00","1,541,099,776.00","7,050.30","7,050.30","7,050.30","7,050.30",,,,,,,,,,,,,,,,"63,084,560.00","3,696,000.00","3,696,000.00","3,696,000.00","3,696,000.00",
