科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"39,381,572.23","75,652,573.01","74,026,763.20","71,223,559.19","78,216,269.59","136,869,005.42","112,635,983.33","130,030,916.51","147,486,296.23","124,879,876.62","150,553,758.37","166,448,884.46","137,194,008.53","159,711,685.99","206,136,112.38","203,871,974.01","171,048,440.62","159,107,881.36","206,845,663.40","154,483,951.67","165,167,494.66","175,916,370.44","252,826,832.85","247,995,407.79","238,918,850.00","235,738,968.05","289,045,498.96","273,367,017.09","244,060,752.94","249,405,511.66","385,548,870.13","426,238,494.15","327,704,370.91","387,677,809.15","371,177,612.82","414,619,669.52","462,768,721.93","390,221,367.14","448,452,232.37","546,189,740.90","411,560,142.36","446,037,984.99","619,665,157.60"
短期借款,"268,260,000.00","272,815,000.00","172,715,000.00","148,000,000.00","122,740,000.00","96,000,000.00","117,500,000.00","132,700,000.00","132,700,000.00","174,200,000.00","166,200,000.00","147,200,000.00","147,200,000.00","112,200,000.00","116,200,000.00","129,763,825.92","129,763,825.92","110,763,825.92","118,763,825.92","77,323,134.92","102,323,134.92","77,323,134.92","91,123,134.92","88,223,134.92","103,130,000.00","83,130,000.00","93,130,000.00","55,130,000.00","32,340,000.00","82,340,000.00","72,330,000.00","71,580,000.00","43,740,000.00","73,740,000.00","83,740,000.00","52,740,000.00","78,740,000.00","35,000,000.00","31,500,000.00","40,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,"10,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,433,561.65",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,056,431.54","10,985,303.02","14,987,191.69","13,226,992.37","33,325,051.41","43,262,996.17","44,260,315.43","47,627,614.10","42,708,122.28","45,216,689.15","45,231,105.27","46,854,665.49","47,594,171.32","47,050,701.08","44,671,325.96","45,526,356.34","62,823,635.26","82,349,342.98","84,418,246.70","104,879,349.51","120,816,188.75","105,270,567.31","120,589,751.17","135,615,379.46","154,709,585.60","161,974,457.85","171,792,593.32","218,370,358.74","237,026,573.19","208,279,979.75","219,683,992.86","318,140,137.02","275,345,929.22","226,054,454.17","207,748,347.40","220,399,588.52","279,554,230.43","323,417,667.58","280,673,513.80","274,937,358.38","299,609,492.27","328,081,308.82","404,513,652.18"
应付票据,"164,520.00","7,438,600.00","9,320,000.00","17,920,000.00","40,000,000.00","97,000,000.00","79,000,000.00","67,000,000.00","73,745,000.00","13,283,000.00","75,037,108.13","88,305,000.00","85,000,000.00","90,560,000.00","73,104,624.00","44,613,488.82","12,613,488.82","7,350,000.00","5,950,000.00","3,650,000.00",,,,,,"5,851,575.00","15,322,339.00","18,719,383.00","17,942,969.00","29,249,901.00","38,196,698.80","21,382,707.80","13,726,230.00","15,221,100.00","7,394,430.00","3,272,080.00","1,628,080.00","6,502,827.00","18,235,613.15","34,798,884.94","27,614,844.31","7,339,481.52","4,752,021.21"
应收账款,"102,439,756.12","95,900,359.56","98,045,038.96","127,778,580.17","102,756,473.23","100,385,872.98","84,669,281.71","74,605,927.02","75,841,247.51","82,131,508.38","83,201,011.42","64,966,951.23","56,642,511.80","80,094,346.00","70,445,974.76","63,524,524.38","72,013,791.86","75,167,927.42","83,532,662.77","91,680,667.64","89,302,559.32","90,740,131.60","88,711,694.63","93,901,446.28","91,142,376.05","95,205,321.20","102,374,211.16","120,924,176.71","120,056,870.91","135,485,492.74","154,086,833.38","168,142,778.49","171,588,384.10","179,904,489.83","186,375,976.74","225,807,850.70","197,033,757.22","205,476,013.75","190,526,416.28","191,232,015.19","241,420,130.64","263,623,027.86","254,750,798.62"
应付账款,"72,601,139.77","64,262,292.56","54,420,376.54","103,115,826.36","89,961,197.26","110,163,071.75","108,196,690.78","75,787,818.17","61,030,894.91","54,277,929.15","56,595,709.37","55,170,934.32","51,406,005.21","51,846,151.13","36,465,231.74","71,790,219.67","46,557,769.31","55,790,193.84","44,666,404.80","67,377,890.89","55,520,825.90","57,646,875.75","53,745,220.49","58,971,584.84","48,588,864.55","66,721,345.19","65,048,955.54","90,360,434.13","81,850,079.96","100,131,582.77","122,487,201.22","128,988,831.42","113,067,621.66","116,372,156.56","122,162,671.11","166,142,004.94","139,313,871.82","149,303,924.59","163,741,056.49","164,149,168.31","138,298,753.17","154,047,696.76","151,088,218.62"
预付款项,"30,709,398.93","28,156,449.44","37,775,513.32","33,220,814.59","57,993,772.02","74,427,512.62","85,900,577.97","29,316,148.67","22,645,713.61","19,443,931.58","24,656,166.88","41,920,390.93","48,905,794.01","46,846,397.88","47,362,280.20","20,258,604.23","32,751,565.79","34,670,117.55","42,513,436.63","27,023,328.99","44,499,714.60","28,270,763.95","43,956,286.92","41,080,398.88","54,723,398.88","57,277,794.97","66,442,153.52","46,542,559.37","60,152,281.92","62,136,959.23","79,786,577.18","47,009,530.12","80,060,688.88","42,401,674.14","49,106,533.76","30,663,683.44","37,761,779.47","32,366,406.99","92,126,695.96","55,480,796.33","46,699,895.22","42,995,625.17","63,556,378.40"
预收款项,"22,578,388.11","21,651,466.41","41,497,962.44","29,845,010.91","71,271,049.47","51,110,279.43","58,712,785.32","28,679,306.83","32,999,420.63","27,796,598.42","37,700,500.26","30,820,424.02","37,177,324.69","32,531,066.53","50,516,956.49","41,402,914.95","67,747,882.17","59,144,374.91","69,900,191.76","41,548,606.45","55,667,892.95","30,842,043.80","58,703,109.54","28,173,113.07","42,088,150.92","38,669,595.18","92,135,835.08","83,981,251.91","75,723,717.29","42,820,768.29","66,511,818.13","70,483,895.07","63,736,349.96","55,615,499.78","73,994,042.69","34,898,492.92","64,921,693.89","61,945,721.04","91,569,711.32","81,085,458.26","68,948,178.89","58,828,770.19","114,024,469.12"
