科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"57,492,019.71","82,968,059.53","77,224,053.79","411,671,319.78","385,511,402.53","377,564,862.59","398,354,158.76","420,916,563.71","434,989,535.34","405,213,421.23","352,829,065.05","364,759,171.31","350,813,327.94","294,191,272.69","278,967,048.65","253,454,025.14","250,715,452.49","238,482,462.55","205,649,153.00","208,344,255.89","300,310,560.78","227,706,580.44","194,873,222.33","161,181,537.31","195,733,897.55","156,927,905.40","53,215,302.77","81,617,873.02","163,571,914.45","574,235,644.16","433,644,810.41","368,521,088.51","499,918,010.35","433,983,305.57","537,046,118.66","394,411,417.56","353,991,898.65","172,605,272.21","161,567,656.62"
短期借款,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","50,000,000.00","52,638,402.26","65,392,982.19","66,151,517.12","56,951,125.49","59,672,472.29","58,672,472.29","54,672,472.29","73,417,472.29","83,745,000.00","123,745,000.00","138,745,000.00","190,000,000.00","190,000,000.00","275,000,000.00","295,000,000.00","330,000,000.00","310,000,000.00","385,000,000.00","390,000,000.00","400,000,000.00","454,000,000.00","414,000,000.00","309,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,"2,138,000.00","5,246,000.00","16,638,000.00","31,545,400.00","35,729,400.00","57,620,700.00","41,315,300.00","7,238,000.00","2,830,000.00","39,900,000.00","41,194,391.60","16,896,000.00","11,903,600.00","6,633,600.00","9,865,600.00","12,137,493.50","6,280,000.00","7,160,000.00","4,933,438.45","17,259,568.27","7,209,653.74","15,722,173.74","24,666,584.95","24,965,438.45","23,651,266.14","17,064,184.28","9,396,947.50","39,933,170.39","34,138,042.38","5,979,219.05"
应付票据,,,,,,,,,,,,,"6,000,000.00","6,000,000.00",,,"101,440.00","101,440.00",,,,,,,,,,,,,"20,620,000.00",,,"20,000,000.00","20,000,000.00","21,000,000.00","4,053,157.54","46,924,845.15","82,273,708.70"
应收账款,"4,150,850.00","6,039,969.50","7,520,390.50","7,551,450.50","7,977,155.00","8,931,880.00","13,611,500.00","12,965,000.00","14,732,305.00","23,506,305.00","19,954,135.00","28,318,951.71","36,847,533.36","38,676,872.93","46,092,044.67","62,516,873.69","101,332,499.18","99,045,701.21","66,061,122.39","75,038,283.96","28,379,780.72","37,717,757.43","65,421,095.26","145,746,105.76","145,520,169.11","191,939,299.93","220,516,044.96","250,053,698.69","286,255,142.28","293,132,254.24","348,788,776.16","715,303,581.50","241,959,024.02","319,868,882.76","344,751,200.88","304,861,942.07","365,407,347.12","365,781,353.43","653,241,525.08"
应付账款,,,"1,939,437.00","1,180,686.00","2,619,537.82","247,302.08","612,470.10","1,152,800.80","514,750.00","6,257,750.00","727,662.48","2,877,250.32","15,235,634.56","5,882,304.30","32,627,661.55","19,035,111.07","19,401,987.25","15,653,381.81","14,702,991.50","13,814,497.47","14,586,693.67","10,975,414.68","13,813,653.59","182,840,807.83","287,046,060.20","348,559,370.33","372,438,200.05","360,110,283.15","442,472,201.72","396,748,077.51","446,917,914.40","440,690,231.23","511,646,293.97","457,034,925.47","505,803,622.18","397,112,540.30","402,425,869.57","379,313,558.01","498,048,633.82"
预付款项,"6,633,024.00","1,068,000.00","6,155,760.70","6,475,805.67","6,128,529.82","6,421,535.15","8,142,483.44","2,530,112.25","7,019,228.26","5,738,439.56","16,255,116.30","26,033,800.98","26,354,134.10","9,234,287.38","5,019,763.05","4,970,923.09","8,042,505.73","12,438,106.68","6,029,457.94","5,374,216.64","3,315,335.41","33,238,316.26","57,732,999.77","57,308,020.92","4,434,554.17","5,599,184.25","12,837,805.38","24,344,338.22","66,840,367.49","43,878,521.43","142,435,343.73","81,528,862.49","48,282,602.83","31,087,104.50","24,017,861.45","98,000,185.37","133,312,641.34","124,624,731.11","138,052,473.88"
预收款项,"23,501,339.54","57,352,644.10","44,133,785.61","37,441,992.47","35,858,385.27","21,500,222.08","53,116,247.88","61,669,865.53","57,180,620.77","60,217,103.54","41,356,480.69","41,249,441.85","24,577,834.06","17,107,724.90","15,002,234.95","16,471,484.11","18,531,774.70","14,795,424.46","26,244,232.56","40,463,247.97","19,627,023.12","12,696,916.13","16,945,768.03","24,660,357.85","37,966,662.50","3,941,077.93","4,312,270.90","14,288,144.66","56,689,361.53","26,756,089.97","14,582,191.13","17,626,078.52","23,368,764.98","14,234,212.71","48,804,734.89","12,041,809.63","124,015,907.24","41,081,238.41","63,705,213.61"
其他应收款,"2,461,426.25","611,080.23","751,508.14","810,318.84","871,416.27","733,824.37","1,512,466.16","1,048,586.61","717,999.00","1,016,736.08","2,169,471.14","7,635,284.30","1,962,898.97","5,247,033.81","2,666,461.58","2,298,751.96","17,409,724.41","19,427,775.08","18,450,193.04","20,052,785.16","1,773,433.92","2,799,660.65","5,161,284.56","18,812,004.32","3,602,636.06","3,066,643.38","3,108,938.70","2,681,229.76","4,385,237.67","676,810,995.02","4,430,469.97","7,408,332.20","4,910,201.84","6,807,587.56","2,189,360.61","2,209,788.27","60,066,751.93","100,718,890.79","46,608,659.94"
应付职工薪酬,"229,153.13","373,022.01","469,109.39","646,415.39","507,016.15","4,742,503.41","6,291,939.85","6,517,553.87","12,616,421.37","7,481,109.31","4,205,037.87","9,061,813.72","18,489,564.53","7,162,158.34","1,308,042.46","1,329,160.61","13,419,670.79","5,653,371.89","1,387,450.02","1,350,461.77","4,664,211.15","1,816,187.91","2,339,376.86","1,868,287.81","24,139,928.34","7,927,173.39","3,555,424.45","2,558,188.85","8,500,184.11","7,285,422.95","7,781,351.51","7,904,340.87","14,796,585.29","8,780,086.68","9,212,950.52","8,172,634.09","22,859,561.52","3,626,483.76","3,569,570.83"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,649,490.85","-3,295,259.20","-1,149,924.50","1,947,144.34","3,490,444.22","3,510,235.31","3,536,249.69","748,388.15","4,294,098.59","9,646,729.92","5,444,064.27","6,918,634.13","9,450,274.80","1,549,298.15","8,344,277.50","898,252.90","-1,597,816.66","-3,083,052.32","-4,749,630.65","-4,607,275.38","-1,751,938.88","-1,735,378.19","-814,009.65","9,795,663.61","22,650,500.46","14,966,730.61","3,810,917.77","22,732,519.04","19,546,756.98","3,928,348.50","33,713,287.55","10,298,285.52","21,133,219.78","20,313,895.68","27,255,187.90","35,600,284.82","31,834,952.23","11,326,783.48","43,381,773.81"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,"263,506.85","116,218.05",,"86,301.38",,"156,635.85",,"195,833.72","247,007.18","238,004.80","174,147.44","158,209.93","84,583.33",,"116,966.66","987,131.26","93,105.58"
