科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"534,420,346.76","803,033,377.49","710,338,723.09","214,041,482.01","388,502,560.62","513,618,366.42","464,296,309.91","119,113,568.82","239,986,199.62","374,994,104.07","647,623,766.61","203,757,359.76","338,116,582.15","520,804,133.35","994,676,248.14","159,818,746.37","296,902,641.48","441,638,571.94","1,072,217,234.14","133,399,042.32","290,994,709.63","410,416,167.49","906,781,077.68","137,535,406.71","319,335,302.68","431,827,130.59","2,059,014,389.80","989,796,343.94","1,954,104,979.89","2,768,197,425.04","3,761,293,834.43","1,037,430,357.77","1,963,315,867.69","3,552,843,954.79","4,940,689,171.10","2,438,421,368.33","3,874,082,673.16"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"22,949,925.61","22,949,925.61","22,949,925.61","22,949,925.61",,,,,,,,,,,,,,,,"32,273,470.11",,"3,600,000.00"
收到的税费返还,"497,391.31","1,284,428.09","995,373.54","589,411.24","589,411.24","5,759,500.81","7,828,166.54","46,180.47","718,328.64","1,209,706.04","2,500,907.51","4,333,665.58","4,377,590.65","8,404,404.69","8,553,285.16","1,508,466.11","1,704,589.40","2,291,314.92","3,137,218.65","5,728,235.85","9,325,176.54","13,382,132.94","12,497,745.63","733,869.52","3,588,541.90","4,803,308.25",,,"26,175.10",,"1,324,461.43",,,,"1,619,299.68","10,267,887.06","11,410,691.98"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,877,570.75","1,100,000.00","2,896,152,550.00","3,618,444,313.01","7,266,256,224.73","6,157,000,000.00","10,357,000,000.00","13,510,000,000.00","15,214,925,569.19","306,181,688.89","2,433,558,020.19"
收到其他与经营活动有关的现金,"1,136,396.31","5,439,457.65","11,590,908.47","16,822.71","3,827,918.17","16,065,226.56","6,617,910.10","2,396,064.55","8,690,227.20","19,564,284.47","27,063,295.47","3,054,334.17","14,473,380.88","36,252,691.15","22,533,304.50","3,420,899.10","16,635,522.14","34,593,329.29","23,647,097.04","5,359,994.23","17,806,607.59","27,958,200.28","20,458,108.67","5,066,919.81","9,571,633.34","29,350,286.57","139,158,159.97","64,227,085.45","225,972,535.35","688,431,542.57","99,834,059.87","64,166,632.39","251,913,559.35","269,550,401.41","140,398,079.36","128,009,622.46","260,484,822.55"
投资活动现金流出小计,"43,865,764.11","63,629,754.75","35,995,377.83","4,365,407.61","7,384,014.33","21,225,224.91","62,407,642.82","19,064,130.63","35,874,295.46","73,041,464.41","76,281,272.00","33,108,186.59","108,448,806.34","132,803,956.23","233,025,906.21","70,312,070.55","133,180,233.34","148,033,773.61","249,234,525.62","23,570,792.79","27,580,235.30","36,290,776.24","97,642,446.69","13,922,188.34","36,379,408.45","45,121,127.60","1,840,351,933.11","337,618,728.30","3,546,883,367.78","4,517,554,846.65","9,400,751,136.72","6,342,719,389.94","13,005,245,732.77","16,777,387,665.45","18,643,919,895.87","678,414,460.99","3,882,850,153.19"
经营活动现金流入小计,"536,054,134.38","809,757,263.23","722,925,005.10","214,647,715.96","392,919,890.03","535,443,093.79","478,742,386.55","121,555,813.84","249,394,755.46","395,768,094.58","677,187,969.59","211,145,359.51","356,967,553.68","565,461,229.19","1,025,762,837.80","164,748,111.58","315,242,753.02","478,523,216.15","1,099,001,549.83","144,487,272.40","318,126,493.76","451,756,500.71","939,736,931.98","143,336,196.04","332,495,477.92","465,980,725.41","2,198,172,549.77","1,054,023,429.39","2,180,103,690.34","3,456,628,967.61","3,862,452,355.73","1,101,596,990.16","2,215,229,427.04","3,822,394,356.20","5,082,706,550.14","2,576,698,877.85","4,145,978,187.69"
投资活动产生的现金流量净额,"-42,741,399.84","-63,449,421.25","-35,995,377.83","-4,365,407.61","-7,306,072.01","-21,147,282.59","-62,407,642.82","-19,064,130.63","-35,834,815.46","-73,001,984.41","-76,241,272.00","-33,048,486.59","-108,227,106.34","-127,464,078.38","-217,164,426.16","-70,262,070.55","-131,940,233.34","-143,293,773.61","-240,146,637.18","-23,570,792.79","-27,526,769.30","-34,864,043.44","-95,843,855.87","-6,652,180.34","-23,250,775.44","-25,756,214.11","-1,781,081,403.93","-334,406,859.99","-3,042,318,719.59","-3,999,284,946.94","-4,535,126,749.21","-178,586,658.95","-2,259,381,848.14","-2,922,665,698.66","-3,262,731,247.63","1,166,807,011.43","-1,359,911,148.48"
购买商品、接受劳务支付的现金,"414,549,873.28","651,617,082.10","636,093,817.01","191,330,910.61","345,535,923.34","449,019,537.34","409,832,899.10","100,909,045.26","193,187,132.00","303,934,198.89","477,474,103.28","140,487,842.93","251,011,870.41","364,549,799.85","822,022,229.13","90,844,541.51","207,150,259.16","330,744,887.12","818,081,435.53","94,066,918.83","211,100,267.59","338,951,325.28","846,523,451.85","126,089,456.90","262,960,697.04","317,033,442.26","638,300,330.05","299,167,392.75","821,445,836.91","1,085,656,044.39","1,257,639,887.42","438,331,860.40","769,946,464.44","1,929,860,823.25","3,341,263,101.76","1,285,862,788.76","3,091,595,696.84"
吸收投资收到的现金,"10,200,000.00",,,,"523,703,400.00","523,703,400.00","534,142,400.00",,,,,,,,,,,,,,,,,,,,"449,130,000.00","2,385,199,999.72","2,385,199,999.72","2,385,199,999.72","2,385,199,999.72",,,,,,"210,000,000.00"
