科目,2007-12-31,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"331,738,188.94","1,052,386,723.99","559,828,327.85","1,753,915,740.89","2,027,017,478.41","2,472,263,005.87","2,403,364,117.04","1,953,029,471.15","2,369,616,286.21","2,670,553,357.13","2,501,793,680.41","2,920,308,355.00","2,040,718,024.27","2,194,523,977.33","2,180,673,962.52","1,756,318,249.47","1,897,603,567.41","1,709,888,493.60","1,797,174,152.71","2,981,047,245.20","2,686,089,236.71","2,888,034,950.50","3,004,855,429.18","2,112,041,397.75","2,800,244,569.46","3,079,734,030.99","3,687,346,845.14","3,051,320,806.00","2,763,506,900.51","2,735,396,895.79","2,868,286,014.77","3,153,579,573.73","2,804,501,275.70","2,656,854,876.59","2,789,158,212.95","2,711,671,239.01","2,455,676,945.91","3,390,064,927.50"
短期借款,"953,285,266.40","1,696,210,629.25","1,324,304,226.73","1,728,502,508.13","2,126,164,907.85","2,919,207,056.73","3,169,085,258.99","2,782,324,810.77","2,911,006,822.66","3,150,430,877.50","3,183,268,007.53","2,574,541,317.79","2,277,026,869.64","2,630,523,134.32","2,692,590,898.18","2,144,746,778.87","2,196,195,854.75","2,268,514,335.98","1,940,782,353.22","2,064,213,249.62","2,210,814,936.50","2,316,976,774.51","2,947,333,623.13","2,736,630,676.37","2,946,241,740.27","2,734,656,859.59","2,196,839,373.94","2,173,244,754.76","1,771,086,288.51","1,675,744,624.77","1,142,015,861.54","1,016,200,300.26","1,986,765,229.57","3,000,894,128.11","3,661,727,442.57","4,048,951,004.86","3,917,226,612.23","2,995,717,616.36"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"83,145,985.85","80,948,071.05","53,902,767.55","67,275,458.48","140,473,239.53","151,848,128.20","116,434,383.86","92,969,685.21","81,738,677.22","40,846,442.05","54,774,729.28","44,766,829.62","62,155,334.37","49,285,720.63","73,530,190.50","94,410,602.05","95,249,110.66","82,638,501.50","61,850,707.23","23,415,169.35","40,038,596.96","40,544,774.73","32,572,358.13","41,100,000.00","42,317,766.91","17,851,150.57","10,508,954.73","6,847,090.20","28,431,029.61","40,443,730.45","23,413,813.38","21,593,056.34","33,123,621.50","41,777,821.32","55,248,013.91","33,802,891.66","40,358,138.33","44,542,958.01"
应付票据,,,,,,,,,,,,,,,,,,,,,,,"4,094,932.20",,"793,793.00",,,,,,,"6,500,000.00","6,500,000.00",,,,,
应收账款,"182,658,866.62","192,562,239.67","181,058,302.50","205,493,256.90","302,380,890.15","281,674,379.29","365,494,683.99","313,955,564.81","399,625,560.67","303,853,837.55","418,301,912.82","314,599,146.66","455,927,556.06","392,413,194.63","290,504,278.73","265,508,991.87","370,154,353.52","442,763,842.17","310,224,245.13","305,749,650.45","363,894,542.18","456,685,555.58","340,166,580.08","286,956,240.90","379,049,615.68","412,837,549.02","323,517,233.41","320,919,594.61","466,962,846.29","452,659,286.94","414,932,970.96","391,898,407.50","445,337,730.89","405,631,947.87","479,550,105.44","388,183,213.26","531,696,788.69","454,680,301.36"
应付账款,"263,222,111.02","377,827,707.09","135,825,909.43","488,442,822.52","381,226,747.40","431,134,931.20","493,380,072.07","650,985,171.92","423,745,451.14","476,061,633.96","377,007,825.70","582,734,669.02","562,809,491.89","480,364,734.56","589,605,554.80","478,171,779.04","449,648,591.50","539,349,085.49","859,884,976.90","865,189,993.95","850,785,935.26","1,223,033,412.21","701,990,466.16","1,042,550,589.22","853,956,386.59","915,108,293.34","1,011,200,886.05","996,685,582.77","978,492,711.41","1,059,852,559.78","1,057,430,882.84","1,498,374,216.52","1,265,619,167.37","1,484,412,555.66","1,526,261,007.54","1,715,413,220.34","1,416,451,957.22","1,541,322,597.33"
预付款项,"91,997,575.42","53,136,281.45","29,829,838.18","160,891,216.26","118,867,947.88","224,402,364.07","285,112,297.97","204,336,140.59","151,353,453.72","185,350,775.13","498,114,974.34","185,193,589.62","234,245,438.35","244,550,591.69","286,232,519.22","162,753,399.02","116,247,339.63","192,145,397.53","252,919,031.60","100,974,341.39","135,723,980.22","128,873,517.05","213,538,147.91","89,311,461.66","102,086,585.58","104,422,146.10","153,312,000.45","178,308,924.57","131,730,153.91","99,031,874.16","162,339,532.74","183,292,436.76","227,570,011.54","296,450,605.21","382,610,819.97","235,610,577.92","195,350,778.25","446,792,991.30"
预收款项,"60,970,713.93","165,189,084.27","178,377,493.78","254,042,743.33","251,440,832.52","265,649,718.05","285,166,136.19","303,380,507.76","309,679,640.74","328,555,680.30","401,570,279.13","307,670,502.34","407,494,220.19","395,341,680.89","414,990,266.83","443,514,306.52","369,341,437.66","369,084,283.14","436,965,839.22","441,100,801.04","431,307,983.72","479,931,911.84","500,983,941.42","456,313,606.99","425,352,338.37","409,793,736.96","494,277,230.43","467,124,526.08","505,809,079.46","547,325,161.16","646,348,695.21","875,797,466.39","876,820,519.21","951,237,407.09","1,039,373,969.99","1,031,877,662.06","886,447,158.85","990,201,736.91"
其他应收款,"95,690,230.24","97,600,015.34","95,979,614.23","127,962,985.21","143,140,911.53","126,918,052.03","104,890,277.90","132,705,428.42","118,497,148.64","121,293,706.86","131,607,163.34","109,277,636.19","157,857,936.46","163,491,626.65","145,643,832.71","155,196,733.87","140,893,320.20","130,792,162.70","122,346,597.80","114,309,531.65","107,490,039.27","106,341,633.46","136,844,523.51","143,724,050.96","185,445,830.43","164,691,592.50","147,404,158.45","123,439,091.26","119,393,218.47","107,345,528.32","107,856,984.98","169,668,964.90","250,563,648.29","163,496,454.38","168,317,381.98","150,576,532.94","155,430,628.66","153,991,252.49"
应付职工薪酬,"67,819,110.74","74,750,109.65","66,784,745.64","93,344,900.38","39,870,961.20","61,362,732.28","84,461,910.88","99,038,256.99","61,978,583.49","102,891,147.92","100,446,378.32","137,113,277.84","48,880,674.75","86,088,271.60","92,382,825.09","132,049,622.63","51,055,321.51","142,552,543.63","138,760,666.47","162,584,610.51","87,833,698.18","115,570,580.88","211,146,124.35","200,299,636.94","109,316,114.97","158,128,903.42","143,268,693.71","186,915,716.37","123,683,863.71","175,453,860.72","196,856,219.89","287,957,428.44","215,380,350.95","209,883,863.23","254,073,001.70","359,813,572.27","214,576,706.89","285,881,006.21"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,924,863.43","15,672,770.98","3,323,875.06","24,845,015.49","51,762,563.96","12,245,666.23","-23,279,840.32","32,919,742.43","60,515,820.71","45,876,513.79","50,503,363.87","53,217,179.58","90,025,256.36","64,339,925.27","60,023,490.67","56,293,966.75","107,852,356.83","100,758,095.53","84,599,344.69","70,306,634.54","85,132,369.05","88,195,279.81","74,904,215.55","69,579,686.31","112,400,196.09","92,290,135.03","88,039,811.14","137,544,679.80","103,182,137.60","92,767,208.12","90,579,079.81","78,747,771.30","97,901,861.99","103,202,099.13","110,681,485.27","93,235,457.93","169,207,590.20","150,022,791.99"
应收利息,,"14,899,762.00",,"1,090,657.51","4,245,606.33","9,098,145.63","13,340,573.97","13,612,226.44","9,072,564.88","10,131,628.77","18,843,498.88","16,562,885.34","15,351,415.52","7,322,869.87","11,249,502.10","15,363,830.23","15,595,010.20","16,556,531.93","3,090,390.52","4,418,764.96","6,527,026.39","9,482,540.71","12,684,433.92","17,766,864.47","7,691,576.64","14,275,404.20","19,202,579.48","8,936,241.42","2,359,003.62","332,765.50","612,134.21","1,117,394.20","443,077.88","641,405.79",,"920,769.23","3,184,615.38","111,600.00"
应付利息,,"4,577,977.00","5,124,589.03","2,073,207.71","4,575,490.51","9,294,336.55","12,988,669.18","11,999,660.24","12,869,543.02","19,020,576.29","36,067,700.36","41,248,590.11","29,749,929.09","35,283,592.01","26,443,041.93","42,073,818.97","38,299,395.12","53,805,034.49","33,675,001.34","28,098,457.71","34,316,993.89","48,717,380.06","20,650,797.99","22,441,805.79","44,216,791.87","68,266,579.90","61,000,204.68","44,997,130.47","44,417,847.81","50,045,888.93","46,303,967.97","75,249,319.22","62,313,984.72","52,479,923.36","30,670,273.88","27,914,150.48","24,968,993.21","52,165,765.32"
应收股利,,,"60,058,278.52",,,,"8,751,450.88",,,,,,,,,,,,,,,,,,,"144,650,950.52",,,,"121,696,779.41","6,231,895.26",,,"110,768,435.13",,,,"115,077,152.17"
应付股利,"28,508,383.09","33,552.06","27,060,000.00",,,"2,310,000.00","20,310,000.00",,,"57,200,000.00","12,870,000.00","3,043,381.18","7,769,969.17","3,043,381.18",,"393,475.18","654,534.94","47,778,534.94",,,,,,,,"54,355,554.25",,,,"34,209,789.39",,,,"40,105,954.86","4,185,676.00","3,161,445.00","3,161,445.00","64,667,860.65"
存货,"425,873,038.54","347,445,576.59","148,300,951.15","435,174,700.53","205,176,630.27","305,844,892.91","377,782,541.66","470,157,047.64","284,265,688.33","297,436,860.72","280,829,488.51","304,116,040.97","358,987,211.48","359,770,643.71","483,051,020.28","419,218,011.77","212,380,818.21","290,037,613.31","429,599,329.60","307,215,250.09","215,911,939.57","447,042,373.56","293,630,548.18","431,627,663.79","380,793,521.57","372,835,765.06","328,494,039.99","235,203,874.71","221,299,674.18","286,416,055.33","266,014,391.41","368,755,592.58","294,734,349.87","349,969,592.74","322,461,831.82","458,128,201.20","336,862,998.01","423,153,335.90"
其他应付款,"286,135,522.51","340,338,247.94","308,461,135.46","336,952,818.33","327,695,272.76","470,410,576.57","375,755,568.42","389,466,232.03","392,724,634.57","420,582,666.57","443,867,082.81","437,951,695.93","408,280,918.95","444,048,168.03","424,201,037.38","524,904,888.72","460,753,351.49","453,967,932.35","470,632,854.34","472,025,207.73","455,416,465.07","463,974,721.34","521,456,150.56","519,433,955.76","530,548,740.37","529,095,410.22","542,476,563.50","1,208,785,683.41","1,091,423,706.20","1,336,897,486.50","1,321,590,304.73","1,155,278,011.87","1,135,132,922.57","1,081,875,773.31","1,121,103,023.88","938,138,692.08","1,026,568,396.30","1,042,885,668.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"114,500,000.00","31,500,000.00","106,500,000.00","81,500,000.00","81,500,000.00","16,500,000.00","10,000,000.00","16,500,000.00","6,500,000.00","6,500,000.00",,,,,,"125,894,047.64","125,774,362.13","125,654,676.62",,,"132,065,177.78","132,620,177.78","133,175,177.78","133,730,177.78",,,,,"77,000,000.00","62,000,000.00","44,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00",,,,"17,000,000.00"
其他流动资产,,,,,,,,"36,262,995.20","41,369,068.05","31,002,506.74","45,561,973.21","42,806,019.38","21,772,776.66","14,294,635.92","13,311,229.85","23,317,386.92","11,131,354.29","9,597,557.12","17,170,904.10","23,353,390.27","24,204,777.74","30,719,059.99","55,546,488.14","556,841,571.21","254,489,129.55","287,531,204.60","87,766,880.15","258,347,745.42","288,646,096.19","353,319,956.33","130,931,372.54","56,565,219.78","120,185,302.47","175,359,762.87","356,676,758.60","640,315,265.67","541,504,757.85","538,116,477.94"
其他流动负债,"254,135,186.04","198,869,189.66","173,991,397.34","149,495,727.02","136,806,165.82","128,128,514.42","115,438,953.22","106,760,501.82","595,975,569.78","589,203,887.54","880,426,250.40","871,648,613.26","664,737,029.85","657,825,446.44","348,907,908.13","844,002,279.62","838,646,248.16","836,290,216.70","1,330,934,185.24","822,578,153.79","518,967,628.71","515,357,103.63","311,746,578.55","308,136,053.47","1,206,541,612.72","2,004,947,171.97","2,803,352,731.22","1,902,005,954.90","2,002,005,954.90","2,302,005,954.90","2,002,005,954.90","2,002,005,954.90","1,102,005,954.90","2,005,954.90","2,005,954.90",,,
流动资产合计,"1,211,103,885.61","1,838,978,670.09","1,128,958,079.98","2,751,804,015.78","2,941,302,704.10","3,572,048,968.00","3,675,170,327.27","3,217,028,559.46","3,455,538,447.72","3,660,469,114.95","3,949,827,420.79","3,937,630,502.78","3,347,015,693.17","3,425,653,260.43","3,484,196,535.91","2,892,087,205.20","2,859,254,874.12","2,874,420,099.86","2,994,375,358.69","3,860,483,343.36","3,579,880,139.04","4,107,724,405.58","4,089,838,509.05","3,679,369,250.74","4,152,118,595.82","4,598,829,793.56","4,757,552,691.80","4,183,323,368.19","4,022,328,922.78","4,196,642,872.23","3,980,619,110.25","4,346,470,645.79","4,176,459,018.14","4,200,950,901.90","4,554,023,124.67","4,619,208,690.89","4,260,065,651.08","5,566,530,996.67"
流动负债合计,"2,030,501,157.16","2,904,969,267.90","2,329,753,372.47","3,159,199,742.91","3,401,042,942.02","4,316,243,532.03","4,543,306,728.63","4,393,374,883.96","4,774,996,066.11","5,196,322,983.87","5,486,026,888.12","5,009,169,227.05","4,496,774,359.89","4,796,858,334.30","4,649,145,023.01","4,792,044,963.94","4,638,221,454.09","4,937,754,738.87","5,296,235,221.42","4,926,097,108.89","4,806,641,188.16","5,384,377,342.06","5,427,482,007.69","5,489,116,188.63","6,229,367,714.25","6,966,642,644.68","7,340,455,494.67","7,117,304,028.56","6,697,101,589.60","7,336,302,534.27","6,547,130,966.89","7,396,110,468.90","7,148,439,991.28","7,326,097,659.65","7,750,081,835.73","8,218,505,205.02","7,658,608,859.90","7,139,865,042.97"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","242,472,426.00","242,472,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00","235,972,426.00"
长期借款,"129,500,000.00","98,000,000.00","23,000,000.00","16,500,000.00","16,500,000.00","6,500,000.00","6,500,000.00",,,,"126,492,475.19","126,372,789.68","126,253,104.17","126,133,418.66","126,013,733.15",,"129,845,177.78","130,400,177.78","130,955,177.78","131,510,177.78",,,,,,,"22,450,000.00",,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,"400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","1,518,449,338.06","1,539,256,390.31","1,560,023,565.38","1,580,830,617.63","1,600,932,103.02","1,621,719,935.66","400,000,000.00","400,000,000.00","400,000,000.00","900,000,000.00","900,000,000.00","1,400,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","1,500,000,000.00","3,400,000,000.00"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
