科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"47,198,021.76","126,507,347.26","313,212,800.00","55,398,522.22","160,728,335.22","235,693,949.00","329,914,364.63","61,122,396.05","161,671,093.98","259,688,580.46","375,742,821.61","76,030,112.93","174,846,306.54","286,151,849.52","413,734,585.15","104,598,711.81","205,078,522.19","321,470,667.23","420,298,221.78","86,022,769.03","185,337,404.57","313,318,829.98","496,970,221.33","136,040,440.06","286,743,241.09","409,784,715.90","542,865,291.93","104,975,411.81","220,772,044.52","340,246,316.47","488,236,804.07","111,731,755.87","228,554,975.14","352,558,872.94","518,280,897.01","103,589,917.76","314,727,396.85","439,898,800.53","616,147,842.24","119,133,745.13","266,084,063.45","400,306,185.45","605,469,363.13","181,141,255.65","316,428,602.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,062,686.48","102,062,686.48","101,621,980.39","-115,637.02","-115,637.02","36,415,942.09","36,415,942.09",,
收到的税费返还,"52,640.86","224,539.67","710,100.00",,"112,802.21","112,802.21","446,738.36",,"621,690.46","1,288,195.63","3,894,066.43",,"1,980,956.94","3,308,950.87","4,244,620.36","2,157,800.84","3,887,218.33","6,774,585.87","9,247,190.86","2,042,308.33","3,290,153.69","5,601,231.02","7,810,358.68","2,866,713.50","5,477,038.19","12,157,772.96","14,902,527.42","8,431,721.38","13,383,003.45","20,543,205.64","24,704,450.60","7,598,124.42","12,453,427.04","20,735,939.68","25,737,649.81","7,260,900.26","11,458,057.02","15,701,124.83","19,445,986.29","5,694,957.17","7,633,832.22","19,127,417.73","24,666,536.73","5,080,076.44","9,099,428.06"
支付其他与投资活动有关的现金,,,,,,"24,196,900.00",,,,,,,"69,600.00","69,600.00",,,,,,,,,,"4,940,000.00",,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,505,496.20","5,814,889.14","50,887,500.00","1,004,055.00","2,079,751.18","2,764,909.78","55,068,156.38","683,255.77","6,498,267.27","7,144,235.38","10,779,285.18","2,386,108.67","3,253,578.80","4,847,248.07","5,177,485.10","2,843,978.41","1,530,565.36","25,206,749.75","5,284,016.45","2,258,280.54","10,131,537.75","83,212,152.84","65,093,227.72","9,612,339.53","61,380,073.17","91,238,439.88","107,258,323.44","30,332,639.37","37,690,747.24","12,149,942.88","14,857,602.13","43,863,397.46","28,991,827.40","36,231,140.79","40,012,373.53","12,881,489.30","14,405,445.43","53,107,241.49","64,281,441.15","5,878,075.71","14,035,653.94","29,253,079.46","53,707,369.29","11,896,832.94","24,914,741.81"
投资活动现金流出小计,"264,430.00","1,575,896.00","13,387,700.00","809,066.20","3,898,226.20","31,476,694.49","32,057,286.68","162,415.22","2,234,492.00","3,883,388.00","107,443,532.01","472,500.00","1,346,996.60","25,790,471.68","65,473,108.10","30,929,905.84","52,460,361.40","52,809,776.31","50,800,669.21","323,256.59","10,878,723.07","13,660,488.71","50,796,801.71","7,428,729.69","12,723,130.96","16,729,917.90","15,196,428.77","35,447,385.93","54,012,936.60","109,101,060.42","166,266,116.79","177,557,410.78","339,800,316.81","546,685,417.05","680,175,189.93","202,331,841.97","435,464,067.11","676,575,706.17","857,532,686.50","16,576,013.88","171,299,569.33","402,052,630.32","986,959,426.25","183,360,015.63","204,773,311.63"
经营活动现金流入小计,"52,756,158.82","132,546,776.07","364,810,400.00","56,402,577.22","162,920,888.61","238,571,660.99","385,429,259.37","61,805,651.82","168,791,051.71","268,121,011.47","390,416,173.22","78,416,221.60","180,080,842.28","294,308,048.46","423,156,690.61","109,600,491.06","210,496,305.88","353,452,002.85","434,829,429.09","90,323,357.90","198,759,096.01","402,132,213.84","569,873,807.73","148,519,493.09","353,600,352.45","513,180,928.74","665,026,142.79","143,739,772.56","271,845,795.21","372,939,464.99","527,798,856.80","163,193,277.75","270,000,229.58","409,525,953.41","584,030,920.35","123,732,307.32","340,590,899.30","508,707,166.85","699,875,269.68","130,706,778.01","287,753,549.61","448,686,682.64","683,843,269.15","198,118,165.03","350,442,772.64"
投资活动产生的现金流量净额,"-264,430.00","-1,572,896.00","-13,324,700.00","-809,066.20","-3,898,226.20","-31,476,694.49","-31,999,286.68","-162,415.22","-2,208,701.40","-3,857,597.40","-107,396,782.01","-472,500.00","-1,346,996.60","-25,790,471.68","-65,469,308.10","-30,929,905.84","-52,460,361.40","-52,809,776.31","-48,096,669.21","-310,256.59","-10,865,723.07","-13,500,856.71","-26,853,569.71","-2,485,210.79","52,749,887.94","64,057,121.61","110,481,177.91","-35,447,385.93","-54,009,936.60","-109,098,060.42","-166,175,959.79","-177,557,410.78","-334,012,209.81","-473,883,310.05","-672,872,973.93","-202,291,841.97","-417,224,335.23","-577,882,039.72","-726,439,019.05","-16,576,013.88","-160,913,369.33","-389,993,853.04","-963,460,648.97","-183,330,015.63","-204,728,511.63"
购买商品、接受劳务支付的现金,"49,579,398.81","101,851,984.88","236,287,700.00","54,864,055.98","126,320,260.24","194,277,854.87","244,238,078.18","51,347,647.39","95,410,413.22","165,350,218.17","245,766,400.14","66,824,831.89","140,339,909.43","224,628,101.55","304,287,977.14","82,327,577.78","178,013,657.45","268,180,526.45","350,888,017.85","76,557,630.60","134,581,005.35","231,525,296.25","419,338,332.53","136,026,765.34","269,939,501.99","353,637,333.67","460,387,613.26","88,745,508.30","192,729,121.42","299,170,948.29","408,231,521.67","87,549,128.60","166,639,319.94","255,807,326.07","354,829,400.35","75,203,968.15","224,397,543.65","314,205,393.99","374,623,882.85","73,546,119.53","139,492,946.32","221,517,756.37","345,219,207.78","95,087,929.66","167,446,069.78"
吸收投资收到的现金,,,,,"259,740,800.00","259,740,800.00","259,740,800.00",,,,,,,,"13,500,000.00","13,500,000.00","13,500,000.00","13,500,000.00","21,500,000.00",,,"29,880,000.00","29,880,000.00",,"6,933,333.00","6,933,333.00","6,933,333.00",,,"6,048,000.00","6,048,000.00",,"5,031,325.00","5,730,367.50","6,730,367.50",,"1,536,069,597.05","1,536,069,597.05","1,541,069,597.05",,,,"20,000,000.00",,
